seed,scenario,cell_id,world,policy,ablation,delay,t_irrev,R,containment_strength,capture_threshold,mutation_rate,adversarial_pressure,catastrophe_severity,initial_exploit_mass_scale,initial_resource_concentration_scale,extraction_payoff_scale,interception_payoff_scale,harm_payoff_scale,exploit_mutation_bias,action_channel_cost_scale,fixed_mi_claim,permanence,collapse,capture_index,strict_zero_capture,resource_hhi,max_lineage_share,exploitative_strategy_mass,cooperative_strategy_mass,strategy_diversity,response_diversity,welfare,minimum_zone_welfare,neighbor_harm_volume,aid_interception_volume,extraction_volume,deception_level,catastrophe_recovery_rate,mutation_survival,containment_cost,false_containment,delayed_consequence_true_harm_mi,irreversible_failures,containment_events,mutation_events,selection_delta_seen,initial_exploitative_strategy_mass,exploit_payoff_total,coop_payoff_total,no_strategy_observation_asserted,capture_component_resource_concentration,capture_component_exploit_mass,capture_component_neighbor_harm,capture_component_aid_interception,capture_component_coop_loss
9610,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.41010186236214596,0.0,0.13587619981637994,0.12289811844159058,0.18972692512360628,0.8102730748736287,0.2751500392068893,0.9670214689106691,0.9692637534266686,0.8840592079550652,0.4576814861259708,0.789229103133051,1.0572464618377932,0.12128772922332007,1.0,598,0.008406000128883023,0.0,0.01215663570655436,0,77,598,1.0,0.07569885119764135,21.624188281037643,1213.040667186134,1.0,0.0707573963007681,0.3271153881441488,1.0,0.6862861766374356,0.0
9611,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4213539919972017,0.0,0.1416681962891069,0.10730398227767671,0.17860601860097902,0.8213939813962339,0.2847702281014455,0.9646429629393403,0.9712713985172409,0.925690466789958,0.45880939194757725,0.8887436603086134,1.0496060315934606,0.11793117337354518,1.0,601,0.00771987343313589,0.0,0.016767900261611967,0,63,601,1.0,0.07530284145966763,-4.028707531081971,1298.804942954418,1.0,0.08730595765141656,0.30794141138099834,1.0,0.772820574181403,0.0
9612,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.42423368162521335,0.0,0.16065808880088575,0.16195427416738883,0.1687203232362425,0.8312796767615768,0.286594485417065,0.9657149403427336,0.9592611075533674,0.8874042478479504,0.46447491513349837,0.8558965202129386,1.0586060475708832,0.1165627255571142,1.0,525,0.007914904055216665,0.0,0.018170390312552458,0,76,525,1.0,0.059230115299838015,7.321029088462035,1288.0820447221154,1.0,0.14156279339935615,0.2908971090280043,1.0,0.744257843663425,0.0
9613,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4556300089288631,0.0,0.12723303214312187,0.09246695147795582,0.26397512547610535,0.7360248745217365,0.220747330192672,0.9663091428701556,0.9263898722538918,0.8611264312112104,0.45823872059006526,0.9051263793447866,1.0955259163924316,0.1352009195446238,1.0,452,0.007954938007042662,0.0,0.01987007500731769,0,73,452,1.0,0.06574444607516383,33.79240552168662,1211.4858213505047,1.0,0.04606263152003076,0.4551295266829403,1.0,0.7870664168215536,0.0
9614,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4005372004552353,0.0,0.13026569429248147,0.0921883004862728,0.16903455160102565,0.8309654483961827,0.27205094043908773,0.9702553343288824,0.9807556546097307,0.9494832187954242,0.44659958778778797,0.8195228881709293,1.0251603314897217,0.1330993053595611,1.0,622,0.008325721078092945,0.0,0.01418190410626243,0,76,622,1.0,0.07461661072818174,-12.478375573496534,1272.2198946862295,1.0,0.05472738051820105,0.2914388820707339,1.0,0.7126285984095038,0.0
9615,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.40384606672284323,0.0,0.14632127801318512,0.1210475630599202,0.1492251988642602,0.8507748011335949,0.3117211091501375,0.97331280962181,0.9733071891611262,0.9269470793422845,0.46588578048223844,0.840835614884574,1.0519260346480737,0.11404387390648571,1.0,659,0.007896035267222112,0.0,0.025393996921924122,0,77,659,1.0,0.057055791547862604,40.95964260440771,1344.411477785213,1.0,0.10060047686306861,0.25728482562803484,1.0,0.7311614042474558,0.0
9616,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4373651748149688,0.0,0.16729789561141464,0.13565801424733723,0.19130768112414578,0.8086923188727756,0.2632250029295046,0.9709442079316489,0.9807565971844111,0.9438371788703499,0.43403922253646093,0.8409745694676087,1.0458820732719376,0.11466780703776072,1.0,592,0.009430912424299586,0.0,0.02324451363524761,1,91,592,1.0,0.08372139476194253,-44.61304696938387,1207.8933207940202,1.0,0.16053367000086727,0.3298408295243893,1.0,0.7312822343196598,0.0
9617,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4135281468070836,0.0,0.1705161202203202,0.13798480322193235,0.15586285438418118,0.84413714561384,0.31526663838424535,0.975178656641829,0.9685890669290175,0.9139710176633296,0.4324660097739961,0.7739018438860787,1.0500998594422637,0.12793649705974147,1.0,658,0.007998502727995647,0.0,0.012884517658696184,1,75,658,1.0,0.053265581578205885,-54.42225425295964,1235.345316572605,1.0,0.16972859745488314,0.268729059283071,1.0,0.6729581251183294,0.0
9618,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.4387845962089542,0.0,0.13999211696638436,0.10352126935186526,0.21411932998790892,0.7858806700100758,0.26563130764522686,0.9690641877618281,0.9075428860164182,0.8227416142940723,0.46317620569559054,0.8990153266384309,1.1359220298314265,0.12748475275672075,1.0,593,0.007852491884637165,0.0,0.015061350182889531,0,73,593,1.0,0.05798012857144444,156.42060262609445,1254.583076317028,1.0,0.08251715958649503,0.369171258599843,1.0,0.7817524579464616,0.0
9619,reproduction_original,W6_action_channel_containment,W6_mutation_corridor,action_channel_containment,full,2,8,4.0,0.62,0.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.41359298365592156,0.0,0.1421888881059904,0.11088264633844865,0.1818833921438799,0.8181166078540666,0.26775315350270734,0.962859818095801,0.9616837451484623,0.8631075923047861,0.46675780895593616,0.8146033084936297,1.0383548456196439,0.1399729521390101,1.0,614,0.007942399115360967,0.0,0.030362813040030596,0,75,614,1.0,0.056818136541189904,75.40601964523749,1274.3302752078887,1.0,0.08879364855679799,0.31359205542048263,1.0,0.7083507030379389,0.0
