cell_id,n,permanence,permanence_wilson_lo,permanence_wilson_hi,collapse,collapse_wilson_lo,collapse_wilson_hi,capture_index,capture_ci_lo,capture_ci_hi,exploitative_strategy_mass,exploit_ci_lo,exploit_ci_hi,welfare,welfare_ci_lo,welfare_ci_hi,response_diversity,response_diversity_ci_lo,response_diversity_ci_hi,pass_seed_robustness
W6_action_channel_containment,100,1.0,0.9630051925239981,0.9999999999999999,0.0,0.0,0.03699480747600191,0.4272723937667198,0.42293938589457647,0.4316054016388632,0.18968741222964527,0.18011393552029747,0.19926088893899307,0.9585779009970341,0.955169201497672,0.9619866004963962,0.9666547173033979,0.9632440503743275,0.9700653842324684,1
W6_consequence_plus_diversity,100,1.0,0.9630051925239981,0.9999999999999999,0.0,0.0,0.03699480747600191,0.42553273547971726,0.42147346750163156,0.42959200345780296,0.1940484804432697,0.18525819972270377,0.20283876116383562,0.9545728811967641,0.9505825877062706,0.9585631746872576,0.9646625632823561,0.9604289259473174,0.9688962006173948,1
W1_consequence_plus_diversity,100,0.54,0.44264685393523856,0.6343935614666815,0.0,0.0,0.03699480747600191,0.5000680561793264,0.4937154435816209,0.5064206687770318,0.2942749148697013,0.28030427335740815,0.30824555638199447,0.9553570849814957,0.9519583085422558,0.9587558614207357,0.9134848861228276,0.8985778138804679,0.9283919583651874,0
