run,type,worse_world,worse_policy,worse_seed,worse_step,worse_mean_welfare,worse_min_zone_welfare,worse_spread_count,worse_total_mass,worse_shield_label,worse_future_collapse,worse_current_collapse,better_world,better_policy,better_seed,better_step,better_mean_welfare,better_min_zone_welfare,better_spread_count,better_total_mass,better_shield_label,better_future_collapse,better_current_collapse
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_plus_diversity,9601,26,0.353638,0.049956,5,1124.694402,SAFE,True,True,W5_monoculture_shock,action_channel_containment,9607,64,0.581207,0.462133,0,1993.588107,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9601,18,0.764993,0.469803,0,513.916893,SAFE,True,False,W5_monoculture_shock,feature_proxy,9607,46,0.972626,0.909284,0,1134.280582,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,action_channel_containment,9601,1,0.719369,0.558891,0,266.208256,SAFE,True,False,W5_monoculture_shock,feature_proxy,9605,14,0.996876,0.993297,0,404.360624,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9600,11,0.896467,0.784242,0,356.958847,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9607,14,0.993624,0.988393,0,407.021218,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9606,12,0.888831,0.767907,0,376.499214,SAFE,True,False,W5_monoculture_shock,response_to_aid,9601,38,0.987044,0.975596,0,877.841819,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9606,2,0.80173,0.679743,0,273.921673,SAFE,True,False,W5_monoculture_shock,consequence_neighbor,9605,80,0.883128,0.8334,0,2671.28129,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,feature_proxy,9602,39,0.597447,0.249318,0,992.150149,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9602,46,0.984869,0.959915,0,1075.715244,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9605,1,0.771765,0.701518,0,263.77742,SAFE,True,False,W5_monoculture_shock,consequence_neighbor,9606,7,0.995471,0.990234,0,328.320635,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,response_to_aid,9603,42,0.339665,0.117836,2,1293.149924,SAFE,True,False,W5_monoculture_shock,response_to_aid,9607,97,0.402087,0.139684,1,3533.965049,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,action_channel_containment,9607,3,0.799825,0.706376,0,285.483024,SAFE,True,False,W5_monoculture_shock,feature_proxy,9605,34,0.993189,0.983392,0,758.065201,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9607,3,0.77727,0.640484,0,259.33916,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9602,6,0.995831,0.989121,0,316.764393,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_plus_diversity,9605,10,0.876532,0.825899,0,402.532363,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9605,48,0.991631,0.98239,0,1124.396345,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,consequence_neighbor,9605,7,0.894724,0.788892,0,334.684174,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9601,28,0.990159,0.981202,0,636.882977,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,response_to_aid,9602,9,0.900904,0.829158,0,364.92987,SAFE,True,False,W5_monoculture_shock,feature_proxy,9607,11,0.994022,0.988897,0,371.045862,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,feature_proxy,9602,27,0.56312,0.083504,2,842.735026,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9605,85,0.865374,0.818048,0,2856.038497,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,response_to_aid,9607,12,0.856543,0.750429,0,415.758256,SAFE,True,False,W5_monoculture_shock,response_to_aid,9605,85,0.909303,0.894437,0,2812.007518,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,response_to_aid,9607,11,0.982356,0.957319,0,364.208987,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9605,33,0.994846,0.989387,0,719.525769,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9603,12,0.910088,0.814053,0,374.16197,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9602,16,0.994314,0.985291,0,426.783204,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,consequence_plus_diversity,9605,22,0.966961,0.921845,0,530.59202,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9607,31,0.989035,0.981399,0,698.140756,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_neighbor,9605,21,0.557293,0.316161,0,710.217792,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9600,36,0.989386,0.983327,0,794.190871,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,consequence_neighbor,9603,14,0.977328,0.945652,0,402.752281,SAFE,True,False,W5_monoculture_shock,response_to_aid,9602,15,0.994532,0.985863,0,414.079601,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,consequence_neighbor,9606,11,0.980484,0.947455,0,364.405818,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9607,16,0.993251,0.987651,0,433.557711,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,feature_proxy,9607,1,0.734437,0.447899,0,264.600057,SAFE,True,False,W5_monoculture_shock,feature_proxy,9605,17,0.99653,0.992376,0,443.992414,SAFE,False,False
MB3,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,action_channel_containment,9603,17,0.654121,0.451952,0,579.868351,SAFE,True,False,W5_monoculture_shock,consequence_neighbor,9602,62,0.688075,0.477028,0,1723.985572,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9602,18,0.794833,0.47466,0,583.621228,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9605,43,0.988052,0.975311,0,1596.020529,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_neighbor,9607,15,0.723662,0.493393,0,576.521824,SAFE,True,False,W3_catastrophe_ambiguity,action_channel_containment,9607,87,0.944418,0.853096,0,744.492718,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,response_to_aid,9600,20,0.509303,0.311035,0,790.963502,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9605,27,0.99382,0.98648,0,846.28389,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,response_to_aid,9602,3,0.908707,0.822204,0,288.180662,SAFE,True,False,W6_mutation_corridor,action_channel_containment,9600,20,0.966044,0.918861,0,557.966089,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9607,2,0.725473,0.598664,0,257.498157,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9600,54,0.98178,0.953377,0,505.071047,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9602,0,0.627755,0.4419,0,236.161604,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9601,9,0.994268,0.987162,0,401.954402,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,consequence_neighbor,9605,2,0.774549,0.592554,0,282.366483,SAFE,True,False,W1_proxy_goodhart,consequence_plus_diversity,9600,70,0.921034,0.829319,0,388.882417,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,feature_proxy,9602,4,0.902189,0.73805,0,299.207669,SAFE,True,False,W1_proxy_goodhart,consequence_plus_diversity,9606,53,0.947893,0.896495,0,373.619724,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_neighbor,9605,0,0.707872,0.661362,0,269.956873,SAFE,True,False,W6_mutation_corridor,consequence_plus_diversity,9601,22,0.958451,0.900734,0,607.720114,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,response_to_aid,9604,0,0.656998,0.525794,0,259.021023,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9601,91,0.891723,0.842934,0,1803.204387,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,response_to_aid,9601,4,0.843904,0.757216,0,308.934744,SAFE,True,False,W2_pure_capture,consequence_plus_diversity,9604,19,0.980516,0.951696,0,310.693501,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9604,1,0.669187,0.532601,0,246.888647,SAFE,True,False,W2_pure_capture,consequence_plus_diversity,9605,74,0.950072,0.884003,0,313.052636,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9601,3,0.85237,0.691639,0,293.263311,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9600,45,0.977339,0.960293,0,1717.289639,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W5_monoculture_shock,response_to_aid,9606,0,0.840299,0.833757,0,272.597294,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9603,8,0.99153,0.983682,0,385.843172,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,feature_proxy,9607,6,0.804541,0.453195,0,330.145163,SAFE,True,False,W1_proxy_goodhart,consequence_plus_diversity,9602,84,0.942419,0.872602,0,341.449906,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,response_to_aid,9600,0,0.738268,0.703359,0,255.858509,SAFE,True,False,W1_proxy_goodhart,consequence_plus_diversity,9600,63,0.959903,0.922087,0,373.558417,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,response_to_aid,9601,6,0.875766,0.825239,0,339.47288,SAFE,True,False,W6_mutation_corridor,consequence_plus_diversity,9602,24,0.941015,0.898596,0,661.639167,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,feature_proxy,9601,2,0.865159,0.701512,0,276.704395,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9600,36,0.984504,0.97457,0,1194.68657,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W5_monoculture_shock,action_channel_containment,9604,2,0.91896,0.894158,0,296.790513,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9603,39,0.968646,0.914741,0,458.133163,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,consequence_neighbor,9600,18,0.876708,0.767405,0,566.195816,SAFE,True,False,W3_catastrophe_ambiguity,action_channel_containment,9601,71,0.943049,0.840849,0,788.80358,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9606,1,0.765376,0.633256,0,268.44547,SAFE,True,False,W3_catastrophe_ambiguity,consequence_plus_diversity,9602,82,0.95908,0.832154,0,547.213118,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W2_pure_capture,consequence_neighbor,9602,19,0.565364,0.359803,0,744.507091,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9602,79,0.896413,0.832,0,1643.895572,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9601,3,0.85237,0.691639,0,293.263311,SAFE,True,False,W4_scavenger_catastrophe,consequence_plus_diversity,9601,6,0.890149,0.760287,0,336.754244,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9605,2,0.735786,0.617187,0,258.301607,SAFE,True,False,W3_catastrophe_ambiguity,consequence_plus_diversity,9600,81,0.961963,0.830169,0,650.192849,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9604,4,0.86116,0.673475,0,306.759217,SAFE,True,False,W4_scavenger_catastrophe,consequence_plus_diversity,9603,57,0.976341,0.94858,0,526.115946,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,feature_proxy,9605,20,0.726571,0.289408,0,576.859771,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9603,92,0.951768,0.921065,0,780.972336,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,response_to_aid,9602,3,0.908707,0.822204,0,288.180662,SAFE,True,False,W2_pure_capture,consequence_plus_diversity,9601,54,0.967709,0.92671,0,376.231414,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,feature_proxy,9603,5,0.919766,0.758352,0,311.189823,SAFE,True,False,W3_catastrophe_ambiguity,action_channel_containment,9600,48,0.939852,0.805282,0,661.889234,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,response_to_aid,9605,21,0.852231,0.69212,0,658.166244,SAFE,True,False,W3_catastrophe_ambiguity,consequence_plus_diversity,9605,95,0.955171,0.834948,0,715.982633,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9607,7,0.898747,0.784753,0,322.963028,SAFE,True,False,W2_pure_capture,consequence_plus_diversity,9603,86,0.942812,0.856988,0,340.56944,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,response_to_aid,9603,3,0.766694,0.636364,0,270.131007,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9600,0,0.843753,0.83335,0,272.48231,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,feature_proxy,9604,4,0.86116,0.673475,0,306.759217,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9605,46,0.90662,0.795808,0,672.96031,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W1_proxy_goodhart,consequence_neighbor,9604,4,0.834872,0.746423,0,309.951094,SAFE,True,False,W4_scavenger_catastrophe,consequence_plus_diversity,9601,83,0.971723,0.936565,0,817.321006,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9602,11,0.907272,0.797402,0,391.81053,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9606,38,0.969051,0.929892,0,489.294958,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,response_to_aid,9606,5,0.835917,0.737904,0,324.588237,SAFE,True,False,W1_proxy_goodhart,action_channel_containment,9602,41,0.975228,0.942234,0,348.07277,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,consequence_neighbor,9606,3,0.795345,0.681617,0,295.374261,SAFE,True,False,W2_pure_capture,consequence_plus_diversity,9605,71,0.936563,0.890228,0,350.059276,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9601,19,0.692027,0.332918,0,643.1228,SAFE,True,False,W4_scavenger_catastrophe,consequence_plus_diversity,9606,68,0.947406,0.90049,0,643.240724,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W3_catastrophe_ambiguity,consequence_neighbor,9602,20,0.706459,0.286608,0,663.671666,SAFE,True,False,W5_monoculture_shock,action_channel_containment,9606,23,0.990001,0.978211,0,719.762288,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W6_mutation_corridor,consequence_neighbor,9605,1,0.804553,0.759079,0,266.060202,SAFE,True,False,W5_monoculture_shock,consequence_plus_diversity,9605,2,0.932273,0.902712,0,296.978749,SAFE,False,False
MB5,fidelity_nonmonotone_worse_false_safe_better_not,W4_scavenger_catastrophe,response_to_aid,9606,4,0.803142,0.708523,0,310.369097,SAFE,True,False,W4_scavenger_catastrophe,action_channel_containment,9604,81,0.917076,0.873796,0,1017.652953,SAFE,False,False
