seed,world,policy,delay,t_irrev,R,target_mi,mi_tolerance,adversarial_strength,catastrophe_severity,diversity_floor,channel_noise,permanence,collapse,capture,mean_welfare,min_welfare,adversarial_share,dove_share,total_diversity,non_adv_diversity,adv_diversity,irreversible_zone_failures,time_to_first_irreversible_failure,fraction_irreversible_zones,last_aid_updates_nonzero,neighbor_metrics_nonzero,signal_truth_corr,mutual_information
9210,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7785648874888124,0.005736352518410608,0.26314586003624973,0.6882668777075533,0.24980366921167554,0.4178054604699805,0.6349487162933347,2,6,0.2222222222222222,1.0,1.0,0.9684633798324761,0.5924723270826675
9211,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7788537350454426,0.012876706878360216,0.22425230577472002,0.7248256441907364,0.2489396481603746,0.42537687591699674,0.6408128947233599,2,6,0.2222222222222222,1.0,1.0,0.9707525057365007,0.5976361649878863
9212,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7778978281086878,0.007115104767317357,0.26245815927567445,0.6878216272430495,0.24844629328306478,0.41814556728145763,0.6358151762033836,2,6,0.2222222222222222,1.0,1.0,0.9680828412331143,0.6084662389907594
9213,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7777228406612857,0.007832695831288582,0.273918587221019,0.6763881227705622,0.24818705430064597,0.41650583665686747,0.6347644403773274,2,6,0.2222222222222222,1.0,1.0,0.9684208481157983,0.628569665262727
9214,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7799374026880638,0.01843453364897164,0.18704611667260299,0.7611695428571793,0.2493628107892801,0.4331410925715119,0.6474737490765423,2,6,0.2222222222222222,1.0,1.0,0.9697390661370606,0.6269826201523536
9215,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7763254284813166,0.007182283129257677,0.21826557942257185,0.7332550739193784,0.2501779312695682,0.4241998550359348,0.6398408734988723,2,6,0.2222222222222222,1.0,1.0,0.9697636943841441,0.6422457054952406
9216,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7778923300862446,0.008980297138052405,0.27314613827909645,0.6765826909720964,0.24721288407358433,0.4168362839416833,0.6353222260367579,2,6,0.2222222222222222,1.0,1.0,0.9686147326286297,0.6188139086431486
9217,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7792451306406467,0.01247465589162185,0.22026755381770619,0.7296331684405546,0.24844771054856046,0.42496486466195443,0.6409598162329948,2,6,0.2222222222222222,1.0,1.0,0.9687560420880948,0.6475885619831996
9218,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7771558831043311,0.008809247325219354,0.3151254619729483,0.6349890641721571,0.24659799458003404,0.41113532878248055,0.6318441990898882,2,6,0.2222222222222222,1.0,1.0,0.9669843175493926,0.6180904258249212
9219,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7762883945202795,0.012387167741437236,0.39297649943865215,0.5596308678558695,0.24714561122841477,0.4015773101620805,0.626457949150613,2,6,0.2222222222222222,1.0,1.0,0.9677774380247508,0.6138617374166454
9220,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7792887065321065,0.013077191918397024,0.21431581274740108,0.734734658077151,0.24814951323114753,0.4266737614648266,0.6424436958180118,2,6,0.2222222222222222,1.0,1.0,0.9687645216151884,0.5789390951651575
9221,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7794566489210057,0.015937751879471353,0.2276285107832278,0.7209158134737637,0.24849118749875762,0.42514869004007383,0.6407691583385328,2,6,0.2222222222222222,1.0,1.0,0.9713976441589842,0.6552595486726713
9222,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7771635298472711,0.006529403807363379,0.2608805832431208,0.6894187845807408,0.24803909096233884,0.4182451241448464,0.6360796701524103,2,6,0.2222222222222222,1.0,1.0,0.9687225610579386,0.593121211709535
9223,T2_sag_ambiguity_trap,feature_proxy,2,7,3.5,0.25,0.06,0.7,0.55,0.0,0.12,0.0,0.0,1.0,0.7790768088008508,0.018044625873312486,0.21197915576357024,0.73761930012308,0.2500189831678095,0.42734948313681653,0.642035334209351,2,6,0.2222222222222222,1.0,1.0,0.9712129549890646,0.6195037201245233
