class_id,metric,active,score
a0b2c1117b29c0f8,M1_original,False,0.3361599445140018
a0b2c1117b29c0f8,M2_intervention,True,1.0
a0b2c1117b29c0f8,M3_reuse,False,1.957464823193663e-05
a0b2c1117b29c0f8,M4_compression,True,75.09243382274141
a0b2c1117b29c0f8,M5_perturbation_centrality,False,0.3833421419250377
a0b2c1117b29c0f8,M6_frequency_control,True,0.7152287857269661
a0b2c1117b29c0f8,M7_random_matched,False,0.2342746450601302
a1e49f1c94433d63,M1_original,False,0.34006965070963463
a1e49f1c94433d63,M2_intervention,True,1.0
a1e49f1c94433d63,M3_reuse,False,1.957464823193663e-05
a1e49f1c94433d63,M4_compression,True,77.3537134283571
a1e49f1c94433d63,M5_perturbation_centrality,False,0.3833421419250377
a1e49f1c94433d63,M6_frequency_control,True,0.7281157908751997
a1e49f1c94433d63,M7_random_matched,False,0.5365520594098857
38b8e8007fa9161a,M1_original,False,0.1504489002214401
38b8e8007fa9161a,M2_intervention,True,1.0
38b8e8007fa9161a,M3_reuse,False,1.957464823193663e-05
38b8e8007fa9161a,M4_compression,True,4.729996058336618
38b8e8007fa9161a,M5_perturbation_centrality,False,0.3833421419250377
38b8e8007fa9161a,M6_frequency_control,True,0.103096041185869
38b8e8007fa9161a,M7_random_matched,True,0.6248182843659388
5e258fa8c2710ec8,M1_original,False,0.3433277392059954
5e258fa8c2710ec8,M2_intervention,True,1.0
5e258fa8c2710ec8,M3_reuse,False,1.957464823193663e-05
5e258fa8c2710ec8,M4_compression,True,79.26267281105991
5e258fa8c2710ec8,M5_perturbation_centrality,False,0.3833421419250377
5e258fa8c2710ec8,M6_frequency_control,True,0.7388549618320611
5e258fa8c2710ec8,M7_random_matched,True,0.6605574078115255
2f10f682ed11029b,M1_original,False,0.15110051792071227
2f10f682ed11029b,M2_intervention,True,1.0
2f10f682ed11029b,M3_reuse,False,1.957464823193663e-05
2f10f682ed11029b,M4_compression,True,4.850485541262049
2f10f682ed11029b,M5_perturbation_centrality,False,0.3833421419250377
2f10f682ed11029b,M6_frequency_control,True,0.10524387537724127
2f10f682ed11029b,M7_random_matched,True,0.6248182843659388
8f1242e3195a396b,M1_original,False,0.13024875154400356
8f1242e3195a396b,M2_intervention,True,1.0
8f1242e3195a396b,M3_reuse,False,1.957464823193663e-05
8f1242e3195a396b,M4_compression,True,1.4369409660107333
8f1242e3195a396b,M5_perturbation_centrality,False,0.3833421419250377
8f1242e3195a396b,M6_frequency_control,True,0.0365131812533286
8f1242e3195a396b,M7_random_matched,True,0.6248182843659388
5a405e514d4554ea,M1_original,False,0.15826831261270585
5a405e514d4554ea,M2_intervention,True,1.0
5a405e514d4554ea,M3_reuse,False,1.957464823193663e-05
5a405e514d4554ea,M4_compression,True,6.234994804170997
5a405e514d4554ea,M5_perturbation_centrality,False,0.3833421419250377
5a405e514d4554ea,M6_frequency_control,True,0.12887005148233624
5a405e514d4554ea,M7_random_matched,False,0.5008129359642991
b728285b2ffb3555,M1_original,False,0.12894551614545927
b728285b2ffb3555,M2_intervention,True,1.0
b728285b2ffb3555,M3_reuse,False,1.957464823193663e-05
b728285b2ffb3555,M4_compression,True,1.2544722719141321
b728285b2ffb3555,M5_perturbation_centrality,False,0.3833421419250377
b728285b2ffb3555,M6_frequency_control,True,0.03221751287058406
b728285b2ffb3555,M7_random_matched,True,0.6216599625252344
8d380d339234504a,M1_original,False,0.3361599445140018
8d380d339234504a,M2_intervention,True,1.0
8d380d339234504a,M3_reuse,False,1.957464823193663e-05
8d380d339234504a,M4_compression,True,75.09243382274141
8d380d339234504a,M5_perturbation_centrality,False,0.3833421419250377
8d380d339234504a,M6_frequency_control,True,0.7152287857269661
8d380d339234504a,M7_random_matched,False,0.11549465377081236
50460cde9bb67eb1,M1_original,False,0.32117273743074237
50460cde9bb67eb1,M2_intervention,True,1.0
50460cde9bb67eb1,M3_reuse,False,1.957464823193663e-05
50460cde9bb67eb1,M4_compression,True,66.72203765227022
50460cde9bb67eb1,M5_perturbation_centrality,False,0.3833421419250377
50460cde9bb67eb1,M6_frequency_control,True,0.665828599325404
50460cde9bb67eb1,M7_random_matched,False,0.22775846806740874
3100693433eb8c2d,M1_original,False,0.3394180330103625
3100693433eb8c2d,M2_intervention,True,1.0
3100693433eb8c2d,M3_reuse,False,1.957464823193663e-05
3100693433eb8c2d,M4_compression,True,76.9746007930554
3100693433eb8c2d,M5_perturbation_centrality,False,0.3833421419250377
3100693433eb8c2d,M6_frequency_control,True,0.7259679566838274
3100693433eb8c2d,M7_random_matched,True,0.6216599625252344
c3733769bb8fc44f,M1_original,False,0.5370558762037789
c3733769bb8fc44f,M2_intervention,False,0.0
c3733769bb8fc44f,M3_reuse,False,0.8123494663530739
c3733769bb8fc44f,M4_compression,True,0.23309398778265997
c3733769bb8fc44f,M5_perturbation_centrality,False,0.7766683709699944
c3733769bb8fc44f,M6_frequency_control,True,0.005975057695721641
c3733769bb8fc44f,M7_random_matched,False,0.20192669846393965
c94a6b6406620b62,M1_original,True,0.557124944639781
c94a6b6406620b62,M2_intervention,False,0.0
c94a6b6406620b62,M3_reuse,False,0.8123494663530739
c94a6b6406620b62,M4_compression,True,2.9666070363744783
c94a6b6406620b62,M5_perturbation_centrality,False,0.7766683709699944
c94a6b6406620b62,M6_frequency_control,True,0.07226633232735666
c94a6b6406620b62,M7_random_matched,True,0.6605574078115255
0c8425cddbd39ea8,M1_original,False,0.5368039678068324
0c8425cddbd39ea8,M2_intervention,False,0.0
0c8425cddbd39ea8,M3_reuse,False,0.8123494663530739
0c8425cddbd39ea8,M4_compression,True,0.1762417956405478
0c8425cddbd39ea8,M5_perturbation_centrality,False,0.7766683709699944
0c8425cddbd39ea8,M6_frequency_control,True,0.005135363039233091
0c8425cddbd39ea8,M7_random_matched,False,0.5378552948084301
6b0eb82d60bdd4b5,M1_original,True,0.5546662747480715
6b0eb82d60bdd4b5,M2_intervention,False,0.0
6b0eb82d60bdd4b5,M3_reuse,False,0.8123494663530739
6b0eb82d60bdd4b5,M4_compression,True,2.5898520084566594
6b0eb82d60bdd4b5,M5_perturbation_centrality,False,0.7766683709699944
6b0eb82d60bdd4b5,M6_frequency_control,True,0.06414344044026274
6b0eb82d60bdd4b5,M7_random_matched,False,0.5368039678068324
ff0f5147443f5bba,M1_original,False,0.5379594022999976
ff0f5147443f5bba,M2_intervention,False,0.0
ff0f5147443f5bba,M3_reuse,False,0.8123494663530739
ff0f5147443f5bba,M4_compression,True,0.35205600708135515
ff0f5147443f5bba,M5_perturbation_centrality,False,0.7766683709699944
ff0f5147443f5bba,M6_frequency_control,True,0.008962586543582462
ff0f5147443f5bba,M7_random_matched,False,0.10587891808030743
8384d4443a4611b4,M1_original,False,0.5370558762037789
8384d4443a4611b4,M2_intervention,False,0.0
8384d4443a4611b4,M3_reuse,False,0.8123494663530739
8384d4443a4611b4,M4_compression,True,0.23282575534562583
8384d4443a4611b4,M5_perturbation_centrality,False,0.7766683709699944
8384d4443a4611b4,M6_frequency_control,True,0.005975057695721641
8384d4443a4611b4,M7_random_matched,False,0.21805121462585977
b9282ee5dc6e9fbf,M1_original,False,0.5383591116023232
b9282ee5dc6e9fbf,M2_intervention,False,0.0
b9282ee5dc6e9fbf,M3_reuse,False,0.8123494663530739
b9282ee5dc6e9fbf,M4_compression,True,0.35365984353231167
b9282ee5dc6e9fbf,M5_perturbation_centrality,False,0.7766683709699944
b9282ee5dc6e9fbf,M6_frequency_control,True,0.010270726078466182
b9282ee5dc6e9fbf,M7_random_matched,True,0.6248182843659388
de373ef2829d3135,M1_original,True,0.5597314154368696
de373ef2829d3135,M2_intervention,False,0.0
de373ef2829d3135,M3_reuse,False,0.8123494663530739
de373ef2829d3135,M4_compression,True,3.3013498129777195
de373ef2829d3135,M5_perturbation_centrality,False,0.7766683709699944
de373ef2829d3135,M6_frequency_control,True,0.08085766909284574
de373ef2829d3135,M7_random_matched,False,0.5008129359642991
6325528709ddc79c,M1_original,True,0.5638493366156376
6325528709ddc79c,M2_intervention,False,0.0
6325528709ddc79c,M3_reuse,False,0.8123494663530739
6325528709ddc79c,M4_compression,True,4.067734590990404
6325528709ddc79c,M5_perturbation_centrality,False,0.7766683709699944
6325528709ddc79c,M6_frequency_control,True,0.09448717379726612
6325528709ddc79c,M7_random_matched,True,0.6248182843659388
d7be5ca6c386bbdd,M1_original,True,0.5608868499300349
d7be5ca6c386bbdd,M2_intervention,False,0.0
d7be5ca6c386bbdd,M3_reuse,False,0.8123494663530739
d7be5ca6c386bbdd,M4_compression,True,3.5249634086843384
d7be5ca6c386bbdd,M5_perturbation_centrality,False,0.7766683709699944
d7be5ca6c386bbdd,M6_frequency_control,True,0.08468489259719511
d7be5ca6c386bbdd,M7_random_matched,False,0.5377074939030511
adc608b7896bb705,M1_original,True,0.5606349415330883
adc608b7896bb705,M2_intervention,False,0.0
adc608b7896bb705,M3_reuse,False,0.8123494663530739
adc608b7896bb705,M4_compression,True,3.4558464791022927
adc608b7896bb705,M5_perturbation_centrality,False,0.7766683709699944
adc608b7896bb705,M6_frequency_control,True,0.08384519794070655
adc608b7896bb705,M7_random_matched,False,0.49765461412359474
688f581c6e6b6894,M1_original,False,0.5370558762037789
688f581c6e6b6894,M2_intervention,False,0.0
688f581c6e6b6894,M3_reuse,False,0.8123494663530739
688f581c6e6b6894,M4_compression,True,0.23309398778265997
688f581c6e6b6894,M5_perturbation_centrality,False,0.7766683709699944
688f581c6e6b6894,M6_frequency_control,True,0.005975057695721641
688f581c6e6b6894,M7_random_matched,False,0.16945209761795935
7f0f3736ef3bd4fe,M1_original,False,0.5368039678068324
7f0f3736ef3bd4fe,M2_intervention,False,0.0
7f0f3736ef3bd4fe,M3_reuse,False,0.8123494663530739
7f0f3736ef3bd4fe,M4_compression,True,0.1762417956405478
7f0f3736ef3bd4fe,M5_perturbation_centrality,False,0.7766683709699944
7f0f3736ef3bd4fe,M6_frequency_control,True,0.005135363039233091
7f0f3736ef3bd4fe,M7_random_matched,True,0.6216599625252344
8258b89dbb94223f,M1_original,True,0.5553178924473436
8258b89dbb94223f,M2_intervention,False,0.0
8258b89dbb94223f,M3_reuse,False,0.8123494663530739
8258b89dbb94223f,M4_compression,True,2.669810809345693
8258b89dbb94223f,M5_perturbation_centrality,False,0.7766683709699944
8258b89dbb94223f,M6_frequency_control,True,0.066291274631635
8258b89dbb94223f,M7_random_matched,True,0.6216599625252344
3f7ab9843f95651e,M1_original,True,0.5664558074127262
3f7ab9843f95651e,M2_intervention,False,0.0
3f7ab9843f95651e,M3_reuse,False,0.8123494663530739
3f7ab9843f95651e,M4_compression,True,4.432292513687862
3f7ab9843f95651e,M5_perturbation_centrality,False,0.7766683709699944
3f7ab9843f95651e,M6_frequency_control,True,0.10307851056275519
3f7ab9843f95651e,M7_random_matched,True,0.6216599625252344
1bfb1ae05c49204c,M1_original,True,0.5564733269405089
1bfb1ae05c49204c,M2_intervention,False,0.0
1bfb1ae05c49204c,M3_reuse,False,0.8123494663530739
1bfb1ae05c49204c,M4_compression,True,2.8846153846153846
1bfb1ae05c49204c,M5_perturbation_centrality,False,0.7766683709699944
1bfb1ae05c49204c,M6_frequency_control,True,0.07011849813598439
1bfb1ae05c49204c,M7_random_matched,False,0.28966214949826263
f97fe8edc7a7f210,M1_original,True,0.5551700915419646
f97fe8edc7a7f210,M2_intervention,False,0.0
f97fe8edc7a7f210,M3_reuse,False,0.8123494663530739
f97fe8edc7a7f210,M4_compression,True,2.7226649319672576
f97fe8edc7a7f210,M5_perturbation_centrality,False,0.7766683709699944
f97fe8edc7a7f210,M6_frequency_control,True,0.06582282975323984
f97fe8edc7a7f210,M7_random_matched,True,0.6216599625252344
dd7a0953103d930f,M1_original,False,0.5368039678068324
dd7a0953103d930f,M2_intervention,False,0.0
dd7a0953103d930f,M3_reuse,False,0.8123494663530739
dd7a0953103d930f,M4_compression,True,0.1762417956405478
dd7a0953103d930f,M5_perturbation_centrality,False,0.7766683709699944
dd7a0953103d930f,M6_frequency_control,True,0.005135363039233091
dd7a0953103d930f,M7_random_matched,False,0.38666018861537976
eb4c44694007ce06,M1_original,False,0.5379594022999976
eb4c44694007ce06,M2_intervention,False,0.0
eb4c44694007ce06,M3_reuse,False,0.8123494663530739
eb4c44694007ce06,M4_compression,True,0.35205600708135515
eb4c44694007ce06,M5_perturbation_centrality,False,0.7766683709699944
eb4c44694007ce06,M6_frequency_control,True,0.008962586543582462
eb4c44694007ce06,M7_random_matched,True,0.6248182843659388
9619681c433e5b18,M1_original,False,0.5370558762037789
9619681c433e5b18,M2_intervention,False,0.0
9619681c433e5b18,M3_reuse,False,0.8123494663530739
9619681c433e5b18,M4_compression,True,0.23282575534562583
9619681c433e5b18,M5_perturbation_centrality,False,0.7766683709699944
9619681c433e5b18,M6_frequency_control,True,0.005975057695721641
9619681c433e5b18,M7_random_matched,False,0.5426685271002817
afb4ef6b0624be47,M1_original,True,0.5650484645226144
afb4ef6b0624be47,M2_intervention,False,0.0
afb4ef6b0624be47,M3_reuse,False,0.8123494663530739
afb4ef6b0624be47,M4_compression,True,4.12668726622215
afb4ef6b0624be47,M5_perturbation_centrality,False,0.7766683709699944
afb4ef6b0624be47,M6_frequency_control,True,0.09841159240191728
afb4ef6b0624be47,M7_random_matched,True,0.6621125516070163
93ceb2f92ed269bc,M1_original,False,0.5368039678068324
93ceb2f92ed269bc,M2_intervention,False,0.0
93ceb2f92ed269bc,M3_reuse,False,0.8123494663530739
93ceb2f92ed269bc,M4_compression,True,0.17482049083699497
93ceb2f92ed269bc,M5_perturbation_centrality,False,0.7766683709699944
93ceb2f92ed269bc,M6_frequency_control,True,0.005135363039233091
93ceb2f92ed269bc,M7_random_matched,False,0.5014645536635712
f937144f7ce51614,M1_original,True,0.5573768530367276
f937144f7ce51614,M2_intervention,False,0.0
f937144f7ce51614,M3_reuse,False,0.8123494663530739
f937144f7ce51614,M4_compression,True,3.034029923564807
f937144f7ce51614,M5_perturbation_centrality,False,0.7766683709699944
f937144f7ce51614,M6_frequency_control,True,0.0731060269838452
f937144f7ce51614,M7_random_matched,False,0.383402100119019
f5ecf1ca9433a6cd,M1_original,False,0.5361523501075602
f5ecf1ca9433a6cd,M2_intervention,False,0.0
f5ecf1ca9433a6cd,M3_reuse,False,0.8123494663530739
f5ecf1ca9433a6cd,M4_compression,True,0.11681927450503742
f5ecf1ca9433a6cd,M5_perturbation_centrality,False,0.7766683709699944
f5ecf1ca9433a6cd,M6_frequency_control,False,0.0029875288478608203
f5ecf1ca9433a6cd,M7_random_matched,False,0.16163268522669363
deb58f5ea5753fb1,M1_original,False,0.3659014203131037
deb58f5ea5753fb1,M2_intervention,True,1.0
deb58f5ea5753fb1,M3_reuse,False,0.1819721247169429
deb58f5ea5753fb1,M4_compression,True,27.84890512931971
deb58f5ea5753fb1,M5_perturbation_centrality,False,0.4374430116781799
deb58f5ea5753fb1,M6_frequency_control,True,0.4574886827622937
deb58f5ea5753fb1,M7_random_matched,False,0.22841008576668087
5a84018b7ada0f76,M1_original,False,0.3606884787189266
5a84018b7ada0f76,M2_intervention,True,1.0
5a84018b7ada0f76,M3_reuse,False,0.1819721247169429
5a84018b7ada0f76,M4_compression,True,26.245992718974133
5a84018b7ada0f76,M5_perturbation_centrality,False,0.4374430116781799
5a84018b7ada0f76,M6_frequency_control,True,0.44030600923131546
5a84018b7ada0f76,M7_random_matched,False,0.06808509152252294
3cdaebde575c5b37,M1_original,False,0.36524980261383155
3cdaebde575c5b37,M2_intervention,True,1.0
3cdaebde575c5b37,M3_reuse,False,0.1819721247169429
3cdaebde575c5b37,M4_compression,True,27.64616387741795
3cdaebde575c5b37,M5_perturbation_centrality,False,0.4374430116781799
3cdaebde575c5b37,M6_frequency_control,True,0.4553408485709214
3cdaebde575c5b37,M7_random_matched,False,0.3853569532168355
90cefc9b766e431f,M1_original,False,0.3678562734109202
90cefc9b766e431f,M2_intervention,True,1.0
90cefc9b766e431f,M3_reuse,False,0.1819721247169429
90cefc9b766e431f,M4_compression,True,28.461204086068243
90cefc9b766e431f,M5_perturbation_centrality,False,0.4374430116781799
90cefc9b766e431f,M6_frequency_control,True,0.46393218533641045
90cefc9b766e431f,M7_random_matched,False,0.14799690503761265
b49119c13665cce9,M1_original,False,0.3587336256211101
b49119c13665cce9,M2_intervention,True,1.0
b49119c13665cce9,M3_reuse,False,0.1819721247169429
b49119c13665cce9,M4_compression,True,25.65610736796349
b49119c13665cce9,M5_perturbation_centrality,False,0.4374430116781799
b49119c13665cce9,M6_frequency_control,True,0.4338625066571987
b49119c13665cce9,M7_random_matched,True,0.6248182843659388
a11c2863198aa93b,M1_original,False,0.35417230172620506
a11c2863198aa93b,M2_intervention,True,1.0
a11c2863198aa93b,M3_reuse,False,0.1819721247169429
a11c2863198aa93b,M4_compression,True,24.303480221690933
a11c2863198aa93b,M5_perturbation_centrality,False,0.4374430116781799
a11c2863198aa93b,M6_frequency_control,True,0.4188276673175928
a11c2863198aa93b,M7_random_matched,False,0.0674334738232508
b060e608b93e1b7f,M1_original,False,0.24535214594775667
b060e608b93e1b7f,M2_intervention,True,1.0
b060e608b93e1b7f,M3_reuse,False,0.1819721247169429
b060e608b93e1b7f,M4_compression,True,1.9062142584826538
