gamma,p,C,kappa,audit_on,n,successes,permanence_rate,wilson_lo,wilson_hi,mean_final_corr,mean_corr,mean_adversary_concealment,mean_final_adversary_concealment,mean_adversary_fitness,adversary_extinction_rate,mean_adversary_share,mean_caught_events,mean_false_positive_events,mean_steps_run
0.6,0.0,0.5,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014003129458625347,0.006631063764321047,0.9646792086986602,1.0,0.036138814587085934,0.0,0.0,12.333333333333334
0.6,0.0,1.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014003129458625347,0.006631063764321047,0.9646792086986602,1.0,0.036138814587085934,0.0,0.0,12.333333333333334
0.6,0.0,1.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014003129458625347,0.006631063764321047,0.9646792086986602,1.0,0.036138814587085934,0.0,0.0,12.333333333333334
0.6,0.0,1.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014003129458625347,0.006631063764321047,0.9646792086986602,1.0,0.036138814587085934,0.0,0.0,12.333333333333334
0.6,0.25,0.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.25,0.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.010800361729525311,0.0037644450107699834,0.965311109799243,1.0,0.036045603717221514,0.0,0.0,12.633333333333333
0.6,0.25,0.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.010267600295034884,0.0037644450107699834,0.9635223813241696,1.0,0.036393115225865316,0.0,0.0,12.866666666666667
0.6,0.25,0.5,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.25,0.5,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.011061560478429823,0.0037644450107699834,0.9641033015162352,1.0,0.0348721477038066,0.0,0.0,12.533333333333333
0.6,0.25,0.5,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.03156207684054214,0.02538938666165576,0.9225731847408485,1.0,0.03525874578575339,0.0,0.1,12.766666666666667
0.6,0.25,1.0,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.25,1.0,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.011061560478429823,0.0037644450107699834,0.9641033015162352,1.0,0.0348721477038066,0.0,0.0,12.533333333333333
0.6,0.25,1.0,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.04914871640420559,0.0429760262253192,0.8805100571146471,0.9666666666666667,0.066054541357924,0.0,0.1,11.766666666666667
0.6,0.5,0.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.5,0.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.011114519414100944,0.004368214629677347,0.9641723807813689,1.0,0.036860066111868255,0.0,0.0,12.733333333333333
0.6,0.5,0.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.006455837373528475,0.0014121568281671327,0.9629735757375462,1.0,0.03808649143414603,0.0,0.0,13.6
0.6,0.5,0.5,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.5,0.5,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.008475693274153559,0.002097778344103317,0.9651622568641824,1.0,0.03633043189299877,0.0,0.0,12.833333333333334
0.6,0.5,0.5,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.028136853176237896,0.023722719994989098,0.9250615589758284,1.0,0.0386354219950669,0.0,0.13333333333333333,14.5
0.6,0.5,1.0,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.014720777518663195,0.007560537891920611,0.9644589939683667,1.0,0.03601175552602596,0.0,0.0,12.3
0.6,0.5,1.0,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.008475693274153559,0.002097778344103317,0.9651622568641824,1.0,0.03633043189299877,0.0,0.0,12.833333333333334
0.6,0.5,1.0,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.05331963353416757,0.04890550035291877,0.8789654779424492,0.9333333333333333,0.10023296728027917,0.0,0.13333333333333333,12.366666666666667
