dag_size,edge_probability,depth,relation,class_count,entropy,largest_class_fraction,singleton_fraction,class_count_ratio
10,0.25,4,ast_identity,8160,12.99435343686073,0.00012254901960784314,1.0,1.0
10,0.25,5,feature,1230,10.042155422106552,0.00303921568627451,0.013008130081300813,0.12058823529411765
10,0.25,5,consequence,5092,11.860659908330899,0.001568627450980392,0.6093872741555381,0.4992156862745098
10,0.25,5,ast_identity,10200,13.316281531744513,9.80392156862745e-05,1.0,1.0
10,0.25,6,feature,2120,10.603442863384172,0.0025326797385620916,0.18443396226415093,0.17320261437908496
10,0.25,6,consequence,7061,12.3544499156159,0.00130718954248366,0.7088231128735306,0.5768790849673202
10,0.25,6,ast_identity,12240,13.579315937580242,8.169934640522875e-05,1.0,1.0
10,0.35,1,feature,135,7.042749384386583,0.011538461538461539,0.0,0.08653846153846154
10,0.35,1,consequence,461,8.514856525220628,0.008333333333333333,0.22125813449023862,0.2955128205128205
10,0.35,1,ast_identity,1560,10.607330313749738,0.000641025641025641,1.0,1.0
10,0.35,2,feature,270,8.008024748714934,0.007051282051282051,0.0,0.08653846153846154
10,0.35,2,consequence,1133,9.73694516453669,0.004166666666666667,0.41394527802294795,0.3631410256410256
10,0.35,2,ast_identity,3120,11.607330313749934,0.0003205128205128205,1.0,1.0
10,0.35,3,feature,509,8.850279962047956,0.004700854700854701,0.0019646365422396855,0.10876068376068376
10,0.35,3,consequence,2449,10.835724755581285,0.002777777777777778,0.6423029808084932,0.5232905982905983
10,0.35,3,ast_identity,4680,12.192292814472085,0.00021367521367521368,1.0,1.0
10,0.35,4,feature,868,9.538521650814516,0.0035256410256410257,0.01728110599078341,0.1391025641025641
10,0.35,4,consequence,3656,11.467692870851064,0.0020833333333333333,0.6824398249452954,0.5858974358974359
10,0.35,4,ast_identity,6240,12.607330313749209,0.00016025641025641026,1.0,1.0
10,0.35,5,feature,1225,10.019917116274032,0.0028205128205128207,0.029387755102040815,0.15705128205128205
10,0.35,5,consequence,4628,11.844416299756013,0.0016666666666666668,0.6642178046672429,0.5933333333333334
10,0.35,5,ast_identity,7800,12.92925840863533,0.0001282051282051282,1.0,1.0
10,0.35,6,feature,2014,10.562511064486493,0.0023504273504273503,0.20953326713008938,0.21517094017094018
10,0.35,6,consequence,6153,12.280698440884533,0.001388888888888889,0.7419145132455712,0.6573717948717949
10,0.35,6,ast_identity,9360,13.192292814470308,0.00010683760683760684,1.0,1.0
