feature_set,component,feature,loading
F2_real_plus_controls,3,M6_frequency_control_score,0.011057940659845975
F2_real_plus_controls,3,M7_random_matched_score,0.9998258566598908
F2_real_plus_controls,4,M1_original_score,0.2632617658163109
F2_real_plus_controls,4,M2_intervention_score,0.8755106724363001
F2_real_plus_controls,4,M3_reuse_score,0.12163851831115785
F2_real_plus_controls,4,M4_compression_score,0.04406778284023084
F2_real_plus_controls,4,M5_perturbation_centrality_score,0.3823653685438495
F2_real_plus_controls,4,M6_frequency_control_score,0.03363676627782121
F2_real_plus_controls,4,M7_random_matched_score,0.010084611084420398
F2_real_plus_controls,5,M1_original_score,0.041119699368573376
F2_real_plus_controls,5,M2_intervention_score,-0.018658982302363503
F2_real_plus_controls,5,M3_reuse_score,-0.05418795889507132
F2_real_plus_controls,5,M4_compression_score,-0.7008349866911364
F2_real_plus_controls,5,M5_perturbation_centrality_score,0.05015263411828158
F2_real_plus_controls,5,M6_frequency_control_score,0.7080531492071976
F2_real_plus_controls,5,M7_random_matched_score,-0.0006711426575225179
F2_real_plus_controls,6,M1_original_score,-0.4504615915246108
F2_real_plus_controls,6,M2_intervention_score,-0.1438318014403276
F2_real_plus_controls,6,M3_reuse_score,-0.42289216297686627
F2_real_plus_controls,6,M4_compression_score,0.04030337728566587
F2_real_plus_controls,6,M5_perturbation_centrality_score,0.7715704253963297
F2_real_plus_controls,6,M6_frequency_control_score,-0.02475448120080673
F2_real_plus_controls,6,M7_random_matched_score,-0.0009581450138811897
F2_real_plus_controls,7,M1_original_score,-0.673551714990766
F2_real_plus_controls,7,M2_intervention_score,0.08780271354072147
F2_real_plus_controls,7,M3_reuse_score,0.7292035118116221
F2_real_plus_controls,7,M4_compression_score,-0.01929017114563333
F2_real_plus_controls,7,M5_perturbation_centrality_score,0.02625716612998548
F2_real_plus_controls,7,M6_frequency_control_score,0.07628250143504997
F2_real_plus_controls,7,M7_random_matched_score,-0.0006630145444811163
F3_all_internal,1,class_size,-0.15753117955925636
F3_all_internal,1,frequency,-0.11476283542918868
F3_all_internal,1,dag_diversity,-0.15719057330581593
F3_all_internal,1,dag_div_score,-0.1136459699880649
F3_all_internal,1,operator_diversity,-0.036888505470400006
F3_all_internal,1,op_div_score,-0.036888505470400075
F3_all_internal,1,depth_min,0.18464642409086351
F3_all_internal,1,depth_max,0.18464642409086354
F3_all_internal,1,depth_score,0.18464642409086351
F3_all_internal,1,intervention_score,-0.1593204025269014
F3_all_internal,1,conditional_score,0.171237726868932
F3_all_internal,1,role_score,0.11281921392263415
F3_all_internal,1,complexity,0.18623474171410803
F3_all_internal,1,signature_len,0.15513029329633277
F3_all_internal,1,M1_original_score,0.23576456676145288
F3_all_internal,1,M2_intervention_score,-0.15932040252690138
F3_all_internal,1,M3_reuse_score,0.2378656855804344
F3_all_internal,1,M4_compression_score,-0.08821935548983045
F3_all_internal,1,M5_perturbation_centrality_score,0.22203366450408568
F3_all_internal,1,M6_frequency_control_score,-0.11298947632318687
F3_all_internal,1,M7_random_matched_score,0.0002461022861690677
F3_all_internal,1,expression_depth,0.18464642409086351
F3_all_internal,1,reuse_rate,0.2378656855804344
F3_all_internal,1,reuse_count,-0.14489803894816816
F3_all_internal,1,intervention_role,-0.15932040252690136
F3_all_internal,1,conditional_role,0.17123772686893193
F3_all_internal,1,raw_score,0.23576456676145288
F3_all_internal,1,active_M1,0.22169642331894623
F3_all_internal,1,active_M2_intervention,-0.16601089176340036
F3_all_internal,1,active_M3,0.2244678301608792
F3_all_internal,1,active_M4_compression,-0.14553177920614332
F3_all_internal,1,active_M5,0.22372737016953462
F3_all_internal,1,active_M6_frequency_control,-0.10833999794140733
F3_all_internal,1,active_M7_random_matched,0.0008208980968139807
F3_all_internal,1,functional_core_membership,0.2230298202765603
F3_all_internal,1,strict_core_membership,0.0635397784654585
F3_all_internal,2,class_size,0.22474146831855238
F3_all_internal,2,frequency,0.2007686840311711
F3_all_internal,2,dag_diversity,0.20974648420749867
F3_all_internal,2,dag_div_score,0.18357583406145103
F3_all_internal,2,operator_diversity,0.27521309816581624
F3_all_internal,2,op_div_score,0.2752130981658163
F3_all_internal,2,depth_min,-0.15059740264466973
F3_all_internal,2,depth_max,-0.1505974026446698
F3_all_internal,2,depth_score,-0.15059740264466975
F3_all_internal,2,intervention_score,-0.2525949126428729
F3_all_internal,2,conditional_score,0.013704573432729022
F3_all_internal,2,role_score,-0.09285844046242239
F3_all_internal,2,complexity,-0.06980626076369194
F3_all_internal,2,signature_len,0.0384196321161193
F3_all_internal,2,M1_original_score,0.14133231651386916
F3_all_internal,2,M2_intervention_score,-0.252594912642873
F3_all_internal,2,M3_reuse_score,0.13368595611899975
F3_all_internal,2,M4_compression_score,0.17055702734800365
F3_all_internal,2,M5_perturbation_centrality_score,0.12764873670764537
F3_all_internal,2,M6_frequency_control_score,0.19182522359412976
F3_all_internal,2,M7_random_matched_score,-2.7358269446092674e-05
F3_all_internal,2,expression_depth,-0.1505974026446698
F3_all_internal,2,reuse_rate,0.13368595611899978
F3_all_internal,2,reuse_count,0.2668702719702209
F3_all_internal,2,intervention_role,-0.2525949126428729
F3_all_internal,2,conditional_role,0.013704573432729078
F3_all_internal,2,raw_score,0.14133231651386918
F3_all_internal,2,active_M1,0.07810202339184555
F3_all_internal,2,active_M2_intervention,-0.19970384159822735
F3_all_internal,2,active_M3,0.06273959475437606
F3_all_internal,2,active_M4_compression,0.19030999371267776
F3_all_internal,2,active_M5,0.07021156799826306
F3_all_internal,2,active_M6_frequency_control,0.2125502966718571
F3_all_internal,2,active_M7_random_matched,0.0010460513136084841
F3_all_internal,2,functional_core_membership,0.07284901699153998
F3_all_internal,2,strict_core_membership,0.10900324891233294
F3_all_internal,3,class_size,0.21081250048632558
F3_all_internal,3,frequency,0.2782437518119346
F3_all_internal,3,dag_diversity,0.22101746547524032
F3_all_internal,3,dag_div_score,0.2882473047047707
F3_all_internal,3,operator_diversity,-0.060359715073137435
F3_all_internal,3,op_div_score,-0.06035971507313774
F3_all_internal,3,depth_min,0.2657645903190558
F3_all_internal,3,depth_max,0.2657645903190558
F3_all_internal,3,depth_score,0.2657645903190558
F3_all_internal,3,intervention_score,0.18531602376166997
F3_all_internal,3,conditional_score,-0.005801760413460821
F3_all_internal,3,role_score,0.13558079309797785
F3_all_internal,3,complexity,0.26561765881495564
F3_all_internal,3,signature_len,-0.050181134221028524
F3_all_internal,3,M1_original_score,0.015029780801926894
F3_all_internal,3,M2_intervention_score,0.18531602376166986
F3_all_internal,3,M3_reuse_score,-0.041228014512380215
F3_all_internal,3,M4_compression_score,0.25039276855159787
F3_all_internal,3,M5_perturbation_centrality_score,-0.021352833821758826
F3_all_internal,3,M6_frequency_control_score,0.28628774234911913
F3_all_internal,3,M7_random_matched_score,-0.010565749907845557
F3_all_internal,3,expression_depth,0.26576459031905575
F3_all_internal,3,reuse_rate,-0.04122801451238024
F3_all_internal,3,reuse_count,0.16754134036292345
F3_all_internal,3,intervention_role,0.18531602376166995
F3_all_internal,3,conditional_role,-0.005801760413460765
F3_all_internal,3,raw_score,0.01502978080192688
F3_all_internal,3,active_M1,0.11290797357207275
F3_all_internal,3,active_M2_intervention,0.154275372866286
F3_all_internal,3,active_M3,0.097665181961838
F3_all_internal,3,active_M4_compression,0.028383819110644064
F3_all_internal,3,active_M5,0.10242436352702455
F3_all_internal,3,active_M6_frequency_control,0.07481964779245294
F3_all_internal,3,active_M7_random_matched,-0.008705406719205085
F3_all_internal,3,functional_core_membership,0.10178449088429219
F3_all_internal,3,strict_core_membership,0.1062213114729721
F3_all_internal,4,class_size,0.06283031455116561
F3_all_internal,4,frequency,-0.1795606064589708
F3_all_internal,4,dag_diversity,0.05666131452145429
F3_all_internal,4,dag_div_score,-0.18425614495775677
F3_all_internal,4,operator_diversity,0.24149234775595896
F3_all_internal,4,op_div_score,0.2414923477559591
F3_all_internal,4,depth_min,0.029871654713082417
F3_all_internal,4,depth_max,0.029871654713082427
F3_all_internal,4,depth_score,0.029871654713082254
F3_all_internal,4,intervention_score,0.1365750623755886
F3_all_internal,4,conditional_score,0.27418854967499984
F3_all_internal,4,role_score,0.3280916885403883
F3_all_internal,4,complexity,0.11299650977059372
F3_all_internal,4,signature_len,-0.2648189287037696
F3_all_internal,4,M1_original_score,0.08672069522412917
F3_all_internal,4,M2_intervention_score,0.13657506237558859
F3_all_internal,4,M3_reuse_score,0.05998009006169794
F3_all_internal,4,M4_compression_score,-0.22163096316113398
F3_all_internal,4,M5_perturbation_centrality_score,0.17099342672119086
F3_all_internal,4,M6_frequency_control_score,-0.1893599020585161
F3_all_internal,4,M7_random_matched_score,-0.0005066098266094717
F3_all_internal,4,expression_depth,0.029871654713082334
F3_all_internal,4,reuse_rate,0.0599800900616979
F3_all_internal,4,reuse_count,0.12000150230169797
F3_all_internal,4,intervention_role,0.13657506237558853
F3_all_internal,4,conditional_role,0.27418854967499967
F3_all_internal,4,raw_score,0.08672069522412915
F3_all_internal,4,active_M1,-0.13895509925346955
F3_all_internal,4,active_M2_intervention,0.14929395315694285
F3_all_internal,4,active_M3,-0.14674262517662093
F3_all_internal,4,active_M4_compression,0.25493956963016917
F3_all_internal,4,active_M5,-0.13389624878722636
F3_all_internal,4,active_M6_frequency_control,0.2643092058494814
F3_all_internal,4,active_M7_random_matched,0.004128836907596143
F3_all_internal,4,functional_core_membership,-0.13202287233472973
F3_all_internal,4,strict_core_membership,0.15928685048439797
F3_all_internal,5,class_size,-0.04094779650554517
F3_all_internal,5,frequency,0.19893127606793898
F3_all_internal,5,dag_diversity,-0.02574017542453963
F3_all_internal,5,dag_div_score,0.21175558629325233
F3_all_internal,5,operator_diversity,-0.204673510667771
F3_all_internal,5,op_div_score,-0.20467351066777084
F3_all_internal,5,depth_min,-0.0929992390929505
F3_all_internal,5,depth_max,-0.0929992390929506
F3_all_internal,5,depth_score,-0.0929992390929501
F3_all_internal,5,intervention_score,0.012993809291254923
F3_all_internal,5,conditional_score,0.34076824293424024
F3_all_internal,5,role_score,0.2681431217168469
F3_all_internal,5,complexity,-0.16856073579070902
F3_all_internal,5,signature_len,-0.016575750207832477
F3_all_internal,5,M1_original_score,0.11451617551164643
F3_all_internal,5,M2_intervention_score,0.012993809291254876
F3_all_internal,5,M3_reuse_score,0.12190501405995928
F3_all_internal,5,M4_compression_score,0.24995493529108917
F3_all_internal,5,M5_perturbation_centrality_score,0.17219363696895287
F3_all_internal,5,M6_frequency_control_score,0.21530528891281187
F3_all_internal,5,M7_random_matched_score,0.02086302108785488
F3_all_internal,5,expression_depth,-0.09299923909295062
F3_all_internal,5,reuse_rate,0.12190501405995939
F3_all_internal,5,reuse_count,-0.08518514920550135
F3_all_internal,5,intervention_role,0.012993809291254627
F3_all_internal,5,conditional_role,0.34076824293424024
F3_all_internal,5,raw_score,0.11451617551164657
F3_all_internal,5,active_M1,-0.1687200111963035
F3_all_internal,5,active_M2_intervention,-0.01531916269241526
F3_all_internal,5,active_M3,-0.16735566947333583
F3_all_internal,5,active_M4_compression,-0.14004364533082517
F3_all_internal,5,active_M5,-0.18106691227850963
F3_all_internal,5,active_M6_frequency_control,-0.16912802508290875
F3_all_internal,5,active_M7_random_matched,0.027169782032575248
F3_all_internal,5,functional_core_membership,-0.17852373108702552
F3_all_internal,5,strict_core_membership,-0.29846685581899923
F3_all_internal,6,class_size,0.010623754249708408
F3_all_internal,6,frequency,-0.005075061722597702
F3_all_internal,6,dag_diversity,0.010607687613938625
F3_all_internal,6,dag_div_score,-0.004080117566148253
F3_all_internal,6,operator_diversity,-0.0023872880298340567
F3_all_internal,6,op_div_score,-0.0023872880298340506
F3_all_internal,6,depth_min,0.00643279821311873
F3_all_internal,6,depth_max,0.006432798213118631
F3_all_internal,6,depth_score,0.006432798213118752
F3_all_internal,6,intervention_score,0.00141667552125855
F3_all_internal,6,conditional_score,-0.011154602962585736
F3_all_internal,6,role_score,-0.006865061440169797
F3_all_internal,6,complexity,0.006119051900011485
F3_all_internal,6,signature_len,0.004899410002770263
F3_all_internal,6,M1_original_score,-0.004786261754748866
F3_all_internal,6,M2_intervention_score,0.001416675521258303
F3_all_internal,6,M3_reuse_score,-0.0048584352376995635
F3_all_internal,6,M4_compression_score,-0.011275593759188102
F3_all_internal,6,M5_perturbation_centrality_score,-0.007062391876789645
F3_all_internal,6,M6_frequency_control_score,-0.005395101727402928
F3_all_internal,6,M7_random_matched_score,0.706617590614648
F3_all_internal,6,expression_depth,0.006432798213118826
F3_all_internal,6,reuse_rate,-0.0048584352376996485
F3_all_internal,6,reuse_count,0.008669701073581565
F3_all_internal,6,intervention_role,0.0014166755212583681
F3_all_internal,6,conditional_role,-0.011154602962585355
F3_all_internal,6,raw_score,-0.004786261754748784
F3_all_internal,6,active_M1,0.010034188302548324
F3_all_internal,6,active_M2_intervention,0.0012629034038946871
F3_all_internal,6,active_M3,0.009189034878217324
F3_all_internal,6,active_M4_compression,0.00833328719086416
F3_all_internal,6,active_M5,0.008123615214587035
F3_all_internal,6,active_M6_frequency_control,0.010164312976649117
F3_all_internal,6,active_M7_random_matched,0.7063767372376761
F3_all_internal,6,functional_core_membership,0.0076950680976908235
F3_all_internal,6,strict_core_membership,0.007505382131968621
F3_all_internal,7,class_size,0.2046819114354862
F3_all_internal,7,frequency,-0.11672515910333053
F3_all_internal,7,dag_diversity,0.261536759987807
F3_all_internal,7,dag_div_score,-0.029157036332620692
F3_all_internal,7,operator_diversity,-0.4085054071331427
F3_all_internal,7,op_div_score,-0.40850540713314315
F3_all_internal,7,depth_min,0.03458080829052031
F3_all_internal,7,depth_max,0.034580808290520494
F3_all_internal,7,depth_score,0.03458080829052111
F3_all_internal,7,intervention_score,-0.03712916268640822
F3_all_internal,7,conditional_score,0.11209185263722811
F3_all_internal,7,role_score,-0.06266975859134355
F3_all_internal,7,complexity,-0.09960600868935429
F3_all_internal,7,signature_len,0.41306249840885306
F3_all_internal,7,M1_original_score,-0.03172662013096057
F3_all_internal,7,M2_intervention_score,-0.03712916268640807
F3_all_internal,7,M3_reuse_score,0.013975258105238017
F3_all_internal,7,M4_compression_score,-0.21891001711900732
F3_all_internal,7,M5_perturbation_centrality_score,-0.06034342490998528
F3_all_internal,7,M6_frequency_control_score,-0.0852583451804349
F3_all_internal,7,M7_random_matched_score,-0.010853972059644727
F3_all_internal,7,expression_depth,0.034580808290520626
F3_all_internal,7,reuse_rate,0.013975258105238142
F3_all_internal,7,reuse_count,0.08009593775412784
F3_all_internal,7,intervention_role,-0.03712916268640815
F3_all_internal,7,conditional_role,0.11209185263722794
F3_all_internal,7,raw_score,-0.03172662013096031
F3_all_internal,7,active_M1,-0.030003134005705635
F3_all_internal,7,active_M2_intervention,-0.1589834054042863
F3_all_internal,7,active_M3,-0.034304732576619416
F3_all_internal,7,active_M4_compression,0.3288726717992181
F3_all_internal,7,active_M5,-0.04240744707841078
F3_all_internal,7,active_M6_frequency_control,0.3399171440541715
F3_all_internal,7,active_M7_random_matched,-0.012963240191655498
F3_all_internal,7,functional_core_membership,-0.039086598328589815
F3_all_internal,7,strict_core_membership,0.025322505104756112
F3_all_internal,8,class_size,-0.14270739859946655
F3_all_internal,8,frequency,0.052347344958837985
F3_all_internal,8,dag_diversity,-0.13654208532552817
F3_all_internal,8,dag_div_score,0.055808345367625585
F3_all_internal,8,operator_diversity,-0.12278225361015967
F3_all_internal,8,op_div_score,-0.12278225361015878
F3_all_internal,8,depth_min,-0.07298875568339959
F3_all_internal,8,depth_max,-0.07298875568339966
F3_all_internal,8,depth_score,-0.07298875568339946
F3_all_internal,8,intervention_score,-0.004215784501604055
F3_all_internal,8,conditional_score,0.1132327250520176
F3_all_internal,8,role_score,-0.05687845543711444
F3_all_internal,8,complexity,-0.11961616850108613
F3_all_internal,8,signature_len,0.001673444860472307
F3_all_internal,8,M1_original_score,-0.02489585359987398
F3_all_internal,8,M2_intervention_score,-0.0042157845016038715
F3_all_internal,8,M3_reuse_score,-0.00679570901565233
F3_all_internal,8,M4_compression_score,0.16303772460301658
F3_all_internal,8,M5_perturbation_centrality_score,-0.037917402976616894
F3_all_internal,8,M6_frequency_control_score,0.06753920145441106
F3_all_internal,8,M7_random_matched_score,0.006475972719276297
F3_all_internal,8,expression_depth,-0.07298875568340003
F3_all_internal,8,reuse_rate,-0.006795709015651962
F3_all_internal,8,reuse_count,-0.15100249084649361
F3_all_internal,8,intervention_role,-0.004215784501604512
F3_all_internal,8,conditional_role,0.11323272505201744
F3_all_internal,8,raw_score,-0.024895853599873806
F3_all_internal,8,active_M1,-0.03264475518360874
F3_all_internal,8,active_M2_intervention,0.12271371085741357
F3_all_internal,8,active_M3,0.008407184142551231
F3_all_internal,8,active_M4_compression,0.054166312057130135
F3_all_internal,8,active_M5,-0.018332071792097726
F3_all_internal,8,active_M6_frequency_control,-0.09540965953106662
F3_all_internal,8,active_M7_random_matched,0.0004104224148257182
F3_all_internal,8,functional_core_membership,-0.01856118938907731
F3_all_internal,8,strict_core_membership,0.8802068198348587
F3_all_internal,9,class_size,-0.04874054525745344
F3_all_internal,9,frequency,0.04285530431431357
F3_all_internal,9,dag_diversity,-0.08056894662725932
F3_all_internal,9,dag_div_score,-0.002716611493266686
F3_all_internal,9,operator_diversity,0.2612892283682719
F3_all_internal,9,op_div_score,0.2612892283682712
F3_all_internal,9,depth_min,0.1052644718269609
F3_all_internal,9,depth_max,0.10526447182696021
F3_all_internal,9,depth_score,0.10526447182695951
F3_all_internal,9,intervention_score,0.042149036738786526
F3_all_internal,9,conditional_score,0.23166039925389742
F3_all_internal,9,role_score,-0.4678962224231894
F3_all_internal,9,complexity,0.20071114849114816
F3_all_internal,9,signature_len,0.5194722111298132
F3_all_internal,9,M1_original_score,-0.013570175242088763
F3_all_internal,9,M2_intervention_score,0.0421490367387866
F3_all_internal,9,M3_reuse_score,-0.023846569878954744
F3_all_internal,9,M4_compression_score,0.08438854599029577
F3_all_internal,9,M5_perturbation_centrality_score,-0.14422723932748457
F3_all_internal,9,M6_frequency_control_score,0.025558471476861223
F3_all_internal,9,M7_random_matched_score,-0.0003309380705243463
F3_all_internal,9,expression_depth,0.10526447182696012
F3_all_internal,9,reuse_rate,-0.02384656987895476
F3_all_internal,9,reuse_count,0.02182282635010634
F3_all_internal,9,intervention_role,0.042149036738785964
F3_all_internal,9,conditional_role,0.2316603992538974
F3_all_internal,9,raw_score,-0.013570175242088624
F3_all_internal,9,active_M1,-0.1640854199059993
F3_all_internal,9,active_M2_intervention,-0.012621762594343913
F3_all_internal,9,active_M3,-0.18053948811353163
F3_all_internal,9,active_M4_compression,-0.0696435468683735
F3_all_internal,9,active_M5,-0.17192302530749753
F3_all_internal,9,active_M6_frequency_control,-0.08964565413881885
F3_all_internal,9,active_M7_random_matched,0.007938980831160642
F3_all_internal,9,functional_core_membership,-0.18368570482255175
F3_all_internal,9,strict_core_membership,-0.014596060136430342
F3_all_internal,10,class_size,0.10373039415741535
F3_all_internal,10,frequency,-0.004094927598184702
F3_all_internal,10,dag_diversity,0.09149178755936947
F3_all_internal,10,dag_div_score,-0.041138735550729603
F3_all_internal,10,operator_diversity,-0.011699996770531112
F3_all_internal,10,op_div_score,-0.011699996770530765
F3_all_internal,10,depth_min,-0.10230300586669396
F3_all_internal,10,depth_max,-0.1023030058666948
F3_all_internal,10,depth_score,-0.10230300586669588
F3_all_internal,10,intervention_score,0.06477795185208221
F3_all_internal,10,conditional_score,0.3997542261948309
F3_all_internal,10,role_score,-0.3249316168960278
F3_all_internal,10,complexity,-0.11394518626340089
F3_all_internal,10,signature_len,-0.1986423716369669
F3_all_internal,10,M1_original_score,-0.10825328570754358
F3_all_internal,10,M2_intervention_score,0.06477795185208218
F3_all_internal,10,M3_reuse_score,-0.07724432631677257
F3_all_internal,10,M4_compression_score,-0.09423781099873023
F3_all_internal,10,M5_perturbation_centrality_score,-0.15125657662959754
F3_all_internal,10,M6_frequency_control_score,-0.035058909397930264
F3_all_internal,10,M7_random_matched_score,0.0032659922582976013
F3_all_internal,10,expression_depth,-0.10230300586669495
F3_all_internal,10,reuse_rate,-0.0772443263167735
F3_all_internal,10,reuse_count,0.08122482022441113
F3_all_internal,10,intervention_role,0.06477795185208393
F3_all_internal,10,conditional_role,0.3997542261948317
F3_all_internal,10,raw_score,-0.10825328570754386
F3_all_internal,10,active_M1,0.2505051727535631
F3_all_internal,10,active_M2_intervention,0.2357685216195518
F3_all_internal,10,active_M3,0.251976885161174
F3_all_internal,10,active_M4_compression,-0.026422870295769722
F3_all_internal,10,active_M5,0.2756487959650076
F3_all_internal,10,active_M6_frequency_control,-0.08615486798702553
F3_all_internal,10,active_M7_random_matched,-0.008730356306347997
F3_all_internal,10,functional_core_membership,0.2922286638561509
F3_all_internal,10,strict_core_membership,-0.1429266258901258
F3_all_internal,11,class_size,-0.3310547551807261
F3_all_internal,11,frequency,0.015180450930972117
F3_all_internal,11,dag_diversity,-0.32493260003974617
F3_all_internal,11,dag_div_score,-0.035163892645027096
F3_all_internal,11,operator_diversity,0.017204940021390957
F3_all_internal,11,op_div_score,0.01720494002139077
F3_all_internal,11,depth_min,0.0064716872033692835
F3_all_internal,11,depth_max,0.006471687203368364
F3_all_internal,11,depth_score,0.006471687203367974
F3_all_internal,11,intervention_score,0.037316855066370974
F3_all_internal,11,conditional_score,0.03608467457306509
F3_all_internal,11,role_score,-0.050990807264816376
F3_all_internal,11,complexity,0.012721801211711733
F3_all_internal,11,signature_len,-0.03389866758217133
F3_all_internal,11,M1_original_score,-0.034823407667209844
F3_all_internal,11,M2_intervention_score,0.03731685506637126
F3_all_internal,11,M3_reuse_score,-0.03939945934530258
F3_all_internal,11,M4_compression_score,0.4299563374219643
F3_all_internal,11,M5_perturbation_centrality_score,-0.04617927455482854
F3_all_internal,11,M6_frequency_control_score,0.03730727757895687
F3_all_internal,11,M7_random_matched_score,0.014770352657537011
F3_all_internal,11,expression_depth,0.006471687203370224
F3_all_internal,11,reuse_rate,-0.039399459345303256
F3_all_internal,11,reuse_count,-0.29697657688643814
F3_all_internal,11,intervention_role,0.03731685506637136
F3_all_internal,11,conditional_role,0.036084674573066924
F3_all_internal,11,raw_score,-0.03482340766720988
F3_all_internal,11,active_M1,0.007465668713593311
F3_all_internal,11,active_M2_intervention,-0.03801564941884329
F3_all_internal,11,active_M3,0.08015499461025313
F3_all_internal,11,active_M4_compression,0.41111375631825225
F3_all_internal,11,active_M5,0.11111377899301339
F3_all_internal,11,active_M6_frequency_control,0.4946623725400415
F3_all_internal,11,active_M7_random_matched,-0.008642138934295416
F3_all_internal,11,functional_core_membership,0.11378473647083956
F3_all_internal,11,strict_core_membership,-0.20633247214034559
F3_all_internal,12,class_size,-0.005487739175938432
F3_all_internal,12,frequency,0.0003536011494072952
F3_all_internal,12,dag_diversity,-0.00685953266113816
F3_all_internal,12,dag_div_score,0.0005006492142016569
F3_all_internal,12,operator_diversity,-0.0012674103887578587
F3_all_internal,12,op_div_score,-0.0012674103887585987
F3_all_internal,12,depth_min,-0.0021706643018010565
F3_all_internal,12,depth_max,-0.0021706643018016493
F3_all_internal,12,depth_score,-0.00217066430180228
F3_all_internal,12,intervention_score,0.002395299772966084
F3_all_internal,12,conditional_score,0.0007041533842811876
F3_all_internal,12,role_score,-0.0014680093387911294
F3_all_internal,12,complexity,-0.002758977965858791
F3_all_internal,12,signature_len,-0.0016411333187157223
F3_all_internal,12,M1_original_score,-0.0028790816509677974
F3_all_internal,12,M2_intervention_score,0.0023952997729654087
F3_all_internal,12,M3_reuse_score,-0.0026582965966580516
F3_all_internal,12,M4_compression_score,0.002520796408500397
F3_all_internal,12,M5_perturbation_centrality_score,-0.0025052626693325953
F3_all_internal,12,M6_frequency_control_score,0.0006400964513250506
F3_all_internal,12,M7_random_matched_score,-0.7068506742791089
F3_all_internal,12,expression_depth,-0.0021706643018022634
F3_all_internal,12,reuse_rate,-0.002658296596657781
F3_all_internal,12,reuse_count,-0.00535418994239474
F3_all_internal,12,intervention_role,0.002395299772965635
F3_all_internal,12,conditional_role,0.0007041533842804372
F3_all_internal,12,raw_score,-0.002879081650968393
F3_all_internal,12,active_M1,0.0069875361761063985
F3_all_internal,12,active_M2_intervention,-0.0025195123058528637
F3_all_internal,12,active_M3,0.011067326964913204
F3_all_internal,12,active_M4_compression,0.016532038564978018
F3_all_internal,12,active_M5,0.005171151540750674
F3_all_internal,12,active_M6_frequency_control,0.00010069870945684772
F3_all_internal,12,active_M7_random_matched,0.7068749416381026
F3_all_internal,12,functional_core_membership,0.0029535883123366163
F3_all_internal,12,strict_core_membership,-0.0009007991213138303
F3_all_internal,13,class_size,-0.010172519221096618
F3_all_internal,13,frequency,-0.02379814346362867
F3_all_internal,13,dag_diversity,-0.02938264838768066
F3_all_internal,13,dag_div_score,0.012709130573752498
F3_all_internal,13,operator_diversity,0.12333875871053496
F3_all_internal,13,op_div_score,0.12333875871054087
F3_all_internal,13,depth_min,-0.1280209369235077
F3_all_internal,13,depth_max,-0.12802093692350724
F3_all_internal,13,depth_score,-0.12802093692350927
