feature_set,component,feature,loading
F3_all_internal,13,intervention_score,0.09343434884996983
F3_all_internal,13,conditional_score,-0.06206888755602297
F3_all_internal,13,role_score,0.43262598595366886
F3_all_internal,13,complexity,-0.09638394890371992
F3_all_internal,13,signature_len,0.6361304572720577
F3_all_internal,13,M1_original_score,-0.021545194356675162
F3_all_internal,13,M2_intervention_score,0.09343434884997166
F3_all_internal,13,M3_reuse_score,-0.04866925445267641
F3_all_internal,13,M4_compression_score,0.005745280930774782
F3_all_internal,13,M5_perturbation_centrality_score,0.10714135977749206
F3_all_internal,13,M6_frequency_control_score,-0.004869355854853488
F3_all_internal,13,M7_random_matched_score,0.0015070760417932095
F3_all_internal,13,expression_depth,-0.1280209369235095
F3_all_internal,13,reuse_rate,-0.048669254452676114
F3_all_internal,13,reuse_count,0.018735131633954998
F3_all_internal,13,intervention_role,0.09343434884997416
F3_all_internal,13,conditional_role,-0.06206888755602365
F3_all_internal,13,raw_score,-0.02154519435667803
F3_all_internal,13,active_M1,0.04500072021938854
F3_all_internal,13,active_M2_intervention,0.39600378186988117
F3_all_internal,13,active_M3,0.11094081184222333
F3_all_internal,13,active_M4_compression,0.07519648278277674
F3_all_internal,13,active_M5,0.16403559888204797
F3_all_internal,13,active_M6_frequency_control,-0.08980829597874396
F3_all_internal,13,active_M7_random_matched,-0.003410987955459258
F3_all_internal,13,functional_core_membership,0.1908914210303626
F3_all_internal,13,strict_core_membership,-0.03905137930401342
F3_all_internal,14,class_size,0.0034496312375285896
F3_all_internal,14,frequency,0.0020744524671635735
F3_all_internal,14,dag_diversity,0.031627839111972804
F3_all_internal,14,dag_div_score,-0.029187208757298317
F3_all_internal,14,operator_diversity,-0.08152139174194208
F3_all_internal,14,op_div_score,-0.08152139174194246
F3_all_internal,14,depth_min,0.01942242050256299
F3_all_internal,14,depth_max,0.019422420502562383
F3_all_internal,14,depth_score,0.019422420502564545
F3_all_internal,14,intervention_score,-0.14314518373758797
F3_all_internal,14,conditional_score,-0.07157322422324773
F3_all_internal,14,role_score,-0.20636935936166115
F3_all_internal,14,complexity,-0.006410512637643769
F3_all_internal,14,signature_len,-0.024121614310748128
F3_all_internal,14,M1_original_score,0.1036236731301871
F3_all_internal,14,M2_intervention_score,-0.1431451837375868
F3_all_internal,14,M3_reuse_score,0.13209063813979025
F3_all_internal,14,M4_compression_score,0.006454294298341915
F3_all_internal,14,M5_perturbation_centrality_score,0.05411154406229752
F3_all_internal,14,M6_frequency_control_score,-0.013400970198219196
F3_all_internal,14,M7_random_matched_score,-0.008523368943463897
F3_all_internal,14,expression_depth,0.019422420502562612
F3_all_internal,14,reuse_rate,0.13209063813978913
F3_all_internal,14,reuse_count,-0.024587700696079844
F3_all_internal,14,intervention_role,-0.14314518373758672
F3_all_internal,14,conditional_role,-0.07157322422324632
F3_all_internal,14,raw_score,0.10362367313018636
F3_all_internal,14,active_M1,-0.1952668612972795
F3_all_internal,14,active_M2_intervention,0.662198696160961
F3_all_internal,14,active_M3,-0.027118754333713236
F3_all_internal,14,active_M4_compression,-0.37521936548015855
F3_all_internal,14,active_M5,-0.04096569106520298
F3_all_internal,14,active_M6_frequency_control,0.43279745015541826
F3_all_internal,14,active_M7_random_matched,0.008369164185351021
F3_all_internal,14,functional_core_membership,0.004003656716671528
F3_all_internal,14,strict_core_membership,-0.03107379931609393
F3_all_internal,15,class_size,0.021201074544072357
F3_all_internal,15,frequency,0.015701512272234017
F3_all_internal,15,dag_diversity,-0.006657514792270612
F3_all_internal,15,dag_div_score,-0.03114600181087911
F3_all_internal,15,operator_diversity,-0.06293308483752842
F3_all_internal,15,op_div_score,-0.06293308483753059
F3_all_internal,15,depth_min,0.06338138576979045
F3_all_internal,15,depth_max,0.06338138576978788
F3_all_internal,15,depth_score,0.06338138576979321
F3_all_internal,15,intervention_score,-0.11595380753779673
F3_all_internal,15,conditional_score,-0.08063428307564677
F3_all_internal,15,role_score,-0.18424438477792918
F3_all_internal,15,complexity,0.047092212416855614
F3_all_internal,15,signature_len,-0.10582046305849205
F3_all_internal,15,M1_original_score,0.0916986638118485
F3_all_internal,15,M2_intervention_score,-0.11595380753779647
F3_all_internal,15,M3_reuse_score,0.10998428132680936
F3_all_internal,15,M4_compression_score,0.008897117325717982
F3_all_internal,15,M5_perturbation_centrality_score,0.053033782966953484
F3_all_internal,15,M6_frequency_control_score,-0.00620870517447948
F3_all_internal,15,M7_random_matched_score,0.003992660911368518
F3_all_internal,15,expression_depth,0.06338138576978977
F3_all_internal,15,reuse_rate,0.10998428132681098
F3_all_internal,15,reuse_count,0.002572693688164756
F3_all_internal,15,intervention_role,-0.1159538075377955
F3_all_internal,15,conditional_role,-0.08063428307564664
F3_all_internal,15,raw_score,0.09169866381184681
F3_all_internal,15,active_M1,-0.14163246741357965
F3_all_internal,15,active_M2_intervention,0.3768140450177562
F3_all_internal,15,active_M3,-0.05858067351698576
F3_all_internal,15,active_M4_compression,0.639111393923453
F3_all_internal,15,active_M5,-0.02242390876214348
F3_all_internal,15,active_M6_frequency_control,-0.49034947207287377
F3_all_internal,15,active_M7_random_matched,-0.0039444628139302905
F3_all_internal,15,functional_core_membership,0.011357179756013048
F3_all_internal,15,strict_core_membership,-0.12083670468642257
F3_all_internal,16,class_size,-0.20476864425251384
F3_all_internal,16,frequency,-0.09395521242246466
F3_all_internal,16,dag_diversity,-0.11376889566908371
F3_all_internal,16,dag_div_score,0.6848928007679371
F3_all_internal,16,operator_diversity,0.06378668782115152
F3_all_internal,16,op_div_score,0.06378668782115163
F3_all_internal,16,depth_min,0.0022795933710271885
F3_all_internal,16,depth_max,0.0022795933710278928
F3_all_internal,16,depth_score,0.002279593371024952
F3_all_internal,16,intervention_score,-0.009049094946466983
F3_all_internal,16,conditional_score,0.013468770973359717
F3_all_internal,16,role_score,-0.03558976881397012
F3_all_internal,16,complexity,0.023812200245171118
F3_all_internal,16,signature_len,-0.0327068613920814
F3_all_internal,16,M1_original_score,0.004465704638798964
F3_all_internal,16,M2_intervention_score,-0.009049094946462145
F3_all_internal,16,M3_reuse_score,-0.018755438775259706
F3_all_internal,16,M4_compression_score,-0.5678169032813849
F3_all_internal,16,M5_perturbation_centrality_score,-0.026901018419212594
F3_all_internal,16,M6_frequency_control_score,0.2378199150799415
F3_all_internal,16,M7_random_matched_score,0.002667076740682063
F3_all_internal,16,expression_depth,0.002279593371033562
F3_all_internal,16,reuse_rate,-0.01875543877524583
F3_all_internal,16,reuse_count,-0.18714994048490094
F3_all_internal,16,intervention_role,-0.0090490949464653
F3_all_internal,16,conditional_role,0.01346877097335996
F3_all_internal,16,raw_score,0.004465704638798492
F3_all_internal,16,active_M1,-0.11685038439618022
F3_all_internal,16,active_M2_intervention,0.007975465723434794
F3_all_internal,16,active_M3,-0.028013273548937002
F3_all_internal,16,active_M4_compression,0.08190081376498543
F3_all_internal,16,active_M5,0.07262913942341849
F3_all_internal,16,active_M6_frequency_control,0.08444193179482024
F3_all_internal,16,active_M7_random_matched,-0.001194468988232872
F3_all_internal,16,functional_core_membership,0.0785511177964192
F3_all_internal,16,strict_core_membership,-0.017020221771165613
F3_all_internal,17,class_size,-0.02169243044612006
F3_all_internal,17,frequency,0.08737956433812734
F3_all_internal,17,dag_diversity,-0.08804711189222293
F3_all_internal,17,dag_div_score,0.037516784069510166
F3_all_internal,17,operator_diversity,0.014079903561844744
F3_all_internal,17,op_div_score,0.014079903561847563
F3_all_internal,17,depth_min,-0.010086718514470934
F3_all_internal,17,depth_max,-0.010086718514478992
F3_all_internal,17,depth_score,-0.010086718514473385
F3_all_internal,17,intervention_score,0.008703748222073803
F3_all_internal,17,conditional_score,-0.010484549235441948
F3_all_internal,17,role_score,-0.01834064136970997
F3_all_internal,17,complexity,-0.006133302480977514
F3_all_internal,17,signature_len,0.03053011736494957
F3_all_internal,17,M1_original_score,0.016118232740035876
F3_all_internal,17,M2_intervention_score,0.00870374822206408
F3_all_internal,17,M3_reuse_score,0.015349431695795519
F3_all_internal,17,M4_compression_score,-0.11588665200835789
F3_all_internal,17,M5_perturbation_centrality_score,0.02173770197790813
F3_all_internal,17,M6_frequency_control_score,0.04060335697710062
F3_all_internal,17,M7_random_matched_score,0.0039724519980598415
F3_all_internal,17,expression_depth,-0.01008671851446969
F3_all_internal,17,reuse_rate,0.015349431695793937
F3_all_internal,17,reuse_count,-0.03184271430195873
F3_all_internal,17,intervention_role,0.008703748222037334
F3_all_internal,17,conditional_role,-0.010484549235446493
F3_all_internal,17,raw_score,0.016118232740037014
F3_all_internal,17,active_M1,0.31988887184882997
F3_all_internal,17,active_M2_intervention,0.10962912353588065
F3_all_internal,17,active_M3,0.6575439499251171
F3_all_internal,17,active_M4_compression,0.0758932436670651
F3_all_internal,17,active_M5,-0.47775191977996295
F3_all_internal,17,active_M6_frequency_control,0.03499825932296205
F3_all_internal,17,active_M7_random_matched,-0.006424755076247625
F3_all_internal,17,functional_core_membership,-0.42330057910606267
F3_all_internal,17,strict_core_membership,-0.037929828735578104
F3_all_internal,18,class_size,-0.05065270940066993
F3_all_internal,18,frequency,0.32484278312041676
F3_all_internal,18,dag_diversity,-0.1490671261058
F3_all_internal,18,dag_div_score,-0.10088497619597853
F3_all_internal,18,operator_diversity,-0.022254680740351928
F3_all_internal,18,op_div_score,-0.022254680740348143
F3_all_internal,18,depth_min,-0.01678238610998733
F3_all_internal,18,depth_max,-0.01678238610997826
F3_all_internal,18,depth_score,-0.016782386109974783
F3_all_internal,18,intervention_score,0.029671196145704785
F3_all_internal,18,conditional_score,-0.033530102439327
F3_all_internal,18,role_score,-0.05501334227263183
F3_all_internal,18,complexity,-0.025502012124782727
F3_all_internal,18,signature_len,0.02943881832919684
F3_all_internal,18,M1_original_score,0.040181550088817
F3_all_internal,18,M2_intervention_score,0.029671196145712318
F3_all_internal,18,M3_reuse_score,0.046156066239054896
F3_all_internal,18,M4_compression_score,-0.20496592826262003
F3_all_internal,18,M5_perturbation_centrality_score,0.047321116611231964
F3_all_internal,18,M6_frequency_control_score,0.06741559882761708
F3_all_internal,18,M7_random_matched_score,-0.00036788447112370696
F3_all_internal,18,expression_depth,-0.016782386109977752
F3_all_internal,18,reuse_rate,0.04615606623906622
F3_all_internal,18,reuse_count,-0.03685155570385828
F3_all_internal,18,intervention_role,0.02967119614569181
F3_all_internal,18,conditional_role,-0.03353010243932472
F3_all_internal,18,raw_score,0.04018155008880731
F3_all_internal,18,active_M1,0.682359664312841
F3_all_internal,18,active_M2_intervention,0.1150372845478096
F3_all_internal,18,active_M3,-0.5447409307964385
F3_all_internal,18,active_M4_compression,0.05388403993919805
F3_all_internal,18,active_M5,-0.05017204323215167
F3_all_internal,18,active_M6_frequency_control,0.08049028401209608
F3_all_internal,18,active_M7_random_matched,-0.00022781308178130677
F3_all_internal,18,functional_core_membership,-0.052965153896714356
F3_all_internal,18,strict_core_membership,-0.0048409195280082785
F3_all_internal,19,class_size,-0.02797945513785882
F3_all_internal,19,frequency,0.5371302071146115
F3_all_internal,19,dag_diversity,-0.1053947017378487
F3_all_internal,19,dag_div_score,-0.27176908444946185
F3_all_internal,19,operator_diversity,0.017739108916099467
F3_all_internal,19,op_div_score,0.017739108916073432
F3_all_internal,19,depth_min,0.06730241025982092
F3_all_internal,19,depth_max,0.06730241025982325
F3_all_internal,19,depth_score,0.06730241025981976
F3_all_internal,19,intervention_score,-0.25238421494624114
F3_all_internal,19,conditional_score,0.10772987328847271
F3_all_internal,19,role_score,0.27548564852459173
F3_all_internal,19,complexity,0.07832429007962721
F3_all_internal,19,signature_len,-0.013246940195939578
F3_all_internal,19,M1_original_score,-0.17063807083038846
F3_all_internal,19,M2_intervention_score,-0.25238421494625946
F3_all_internal,19,M3_reuse_score,-0.22137965562975048
F3_all_internal,19,M4_compression_score,-0.24950670874018072
F3_all_internal,19,M5_perturbation_centrality_score,-0.1542885228446361
F3_all_internal,19,M6_frequency_control_score,0.10418968440590066
F3_all_internal,19,M7_random_matched_score,-1.3463565416415488e-05
F3_all_internal,19,expression_depth,0.06730241025981773
F3_all_internal,19,reuse_rate,-0.2213796556297704
F3_all_internal,19,reuse_count,-0.02243145154523556
F3_all_internal,19,intervention_role,-0.25238421494623897
F3_all_internal,19,conditional_role,0.10772987328848997
F3_all_internal,19,raw_score,-0.17063807083040727
F3_all_internal,19,active_M1,-0.22344842783135135
F3_all_internal,19,active_M2_intervention,0.021526626312486637
F3_all_internal,19,active_M3,0.06329269065341372
F3_all_internal,19,active_M4_compression,0.01718543903595097
F3_all_internal,19,active_M5,0.01991441519949559
F3_all_internal,19,active_M6_frequency_control,0.026722583475172045
F3_all_internal,19,active_M7_random_matched,0.00038762007825890725
F3_all_internal,19,functional_core_membership,0.03133075030108648
F3_all_internal,19,strict_core_membership,-0.005522520826881753
F3_all_internal,20,class_size,0.02621560388299169
F3_all_internal,20,frequency,0.459839103551781
F3_all_internal,20,dag_diversity,-0.11993695909064737
F3_all_internal,20,dag_div_score,-0.23292422298594698
F3_all_internal,20,operator_diversity,-0.03156559335358431
F3_all_internal,20,op_div_score,-0.03156559335358076
F3_all_internal,20,depth_min,-0.06394170556161083
F3_all_internal,20,depth_max,-0.06394170556159744
F3_all_internal,20,depth_score,-0.06394170556161524
F3_all_internal,20,intervention_score,0.271922701459113
F3_all_internal,20,conditional_score,-0.10082748200490012
F3_all_internal,20,role_score,-0.2299105120844819
F3_all_internal,20,complexity,-0.07933997050001733
F3_all_internal,20,signature_len,0.02834876930362916
F3_all_internal,20,M1_original_score,0.15789065850267206
F3_all_internal,20,M2_intervention_score,0.27192270145913416
F3_all_internal,20,M3_reuse_score,0.19305760406957645
F3_all_internal,20,M4_compression_score,-0.25744076019169587
F3_all_internal,20,M5_perturbation_centrality_score,0.14772021195634805
F3_all_internal,20,M6_frequency_control_score,0.06075539596751766
F3_all_internal,20,M7_random_matched_score,0.0017136137232298477
F3_all_internal,20,expression_depth,-0.06394170556160392
F3_all_internal,20,reuse_rate,0.19305760406956962
F3_all_internal,20,reuse_count,-0.003760553601861414
F3_all_internal,20,intervention_role,0.2719227014591006
F3_all_internal,20,conditional_role,-0.10082748200487632
F3_all_internal,20,raw_score,0.15789065850266856
F3_all_internal,20,active_M1,-0.3145314258804279
F3_all_internal,20,active_M2_intervention,-0.15286891038421707
F3_all_internal,20,active_M3,0.17604457832378304
F3_all_internal,20,active_M4_compression,0.015419759010413486
F3_all_internal,20,active_M5,0.12278184656673803
F3_all_internal,20,active_M6_frequency_control,0.039845676484395624
F3_all_internal,20,active_M7_random_matched,-0.001278288221189353
F3_all_internal,20,functional_core_membership,0.10854685089582912
F3_all_internal,20,strict_core_membership,0.02403082419050733
F3_all_internal,21,class_size,-0.04194024937435306
F3_all_internal,21,frequency,0.0030975258961000503
F3_all_internal,21,dag_diversity,0.03998342705576311
F3_all_internal,21,dag_div_score,-0.01062709514471814
F3_all_internal,21,operator_diversity,0.005231474080403365
F3_all_internal,21,op_div_score,0.0052314740804022845
F3_all_internal,21,depth_min,0.0007733317125196044
F3_all_internal,21,depth_max,0.000773331712642098
F3_all_internal,21,depth_score,0.0007733317125060079
F3_all_internal,21,intervention_score,0.011608377223627345
F3_all_internal,21,conditional_score,-0.001016148844775811
F3_all_internal,21,role_score,0.003374016483344332
F3_all_internal,21,complexity,0.002583604049018106
F3_all_internal,21,signature_len,-0.0029728047442346543
F3_all_internal,21,M1_original_score,0.005250938445883275
F3_all_internal,21,M2_intervention_score,0.011608377223734022
F3_all_internal,21,M3_reuse_score,0.0044000545046868405
F3_all_internal,21,M4_compression_score,0.0048057496728288185
F3_all_internal,21,M5_perturbation_centrality_score,-0.02694456235500676
F3_all_internal,21,M6_frequency_control_score,0.0020306263312417396
F3_all_internal,21,M7_random_matched_score,-0.0009797031868881807
F3_all_internal,21,expression_depth,0.0007733317125309213
F3_all_internal,21,reuse_rate,0.004400054504632524
F3_all_internal,21,reuse_count,0.0028643852255318316
F3_all_internal,21,intervention_role,0.01160837722397045
F3_all_internal,21,conditional_role,-0.00101614884471262
F3_all_internal,21,raw_score,0.005250938445829837
F3_all_internal,21,active_M1,-0.004832289314139101
F3_all_internal,21,active_M2_intervention,-0.04500242993211318
F3_all_internal,21,active_M3,-0.02776321438705773
F3_all_internal,21,active_M4_compression,-0.009183949999279328
F3_all_internal,21,active_M5,-0.6941723912139449
F3_all_internal,21,active_M6_frequency_control,-0.005301799680960185
F3_all_internal,21,active_M7_random_matched,0.0016357421052954606
F3_all_internal,21,functional_core_membership,0.714349886308577
F3_all_internal,21,strict_core_membership,0.008224044600100483
F3_all_internal,22,class_size,-0.4407316633697414
F3_all_internal,22,frequency,0.10988845565425466
F3_all_internal,22,dag_diversity,0.7729459569247061
F3_all_internal,22,dag_div_score,-0.12686472070815163
F3_all_internal,22,operator_diversity,0.07609727347477058
F3_all_internal,22,op_div_score,0.07609727347488326
F3_all_internal,22,depth_min,-0.012753074851944381
F3_all_internal,22,depth_max,-0.012753074851912365
F3_all_internal,22,depth_score,-0.012753074851909125
F3_all_internal,22,intervention_score,0.019470240411374795
F3_all_internal,22,conditional_score,-0.008842507015748539
F3_all_internal,22,role_score,-0.013107492981614498
F3_all_internal,22,complexity,0.01176701703800456
F3_all_internal,22,signature_len,0.009339964416890206
F3_all_internal,22,M1_original_score,0.020747866771055164
F3_all_internal,22,M2_intervention_score,0.019470240411318993
F3_all_internal,22,M3_reuse_score,0.014486076770119254
F3_all_internal,22,M4_compression_score,-0.021081766951557696
F3_all_internal,22,M5_perturbation_centrality_score,-0.0058385439320065464
F3_all_internal,22,M6_frequency_control_score,0.03604643381769952
F3_all_internal,22,M7_random_matched_score,-2.6457195022656736e-05
F3_all_internal,22,expression_depth,-0.01275307485193765
F3_all_internal,22,reuse_rate,0.014486076770092803
F3_all_internal,22,reuse_count,-0.39646047989412353
F3_all_internal,22,intervention_role,0.01947024041139062
F3_all_internal,22,conditional_role,-0.008842507015725082
F3_all_internal,22,raw_score,0.020747866771119765
F3_all_internal,22,active_M1,0.03791716290172431
F3_all_internal,22,active_M2_intervention,0.004063195404058869
F3_all_internal,22,active_M3,0.011685670190826461
F3_all_internal,22,active_M4_compression,0.014414492374467411
F3_all_internal,22,active_M5,0.020461097118561148
F3_all_internal,22,active_M6_frequency_control,-0.03286619370456059
F3_all_internal,22,active_M7_random_matched,0.0005517422687406042
F3_all_internal,22,functional_core_membership,-0.05176450642485919
F3_all_internal,22,strict_core_membership,0.000129051397054041
F3_all_internal,23,class_size,-0.6400993146331554
F3_all_internal,23,frequency,0.0010630650733672712
F3_all_internal,23,dag_diversity,0.003166199149108444
F3_all_internal,23,dag_div_score,-0.001807524725546242
F3_all_internal,23,operator_diversity,-0.07597542017245652
F3_all_internal,23,op_div_score,-0.07597542017420252
F3_all_internal,23,depth_min,-0.0025944991480359846
F3_all_internal,23,depth_max,-0.0025944991490658553
F3_all_internal,23,depth_score,-0.0025944991478287303
F3_all_internal,23,intervention_score,0.008353777052534527
F3_all_internal,23,conditional_score,-0.004363913481872288
F3_all_internal,23,role_score,0.05099315625487019
F3_all_internal,23,complexity,-0.02823256954185052
F3_all_internal,23,signature_len,-0.0015474129841139938
F3_all_internal,23,M1_original_score,0.056336244048588946
F3_all_internal,23,M2_intervention_score,0.00835377705212767
F3_all_internal,23,M3_reuse_score,0.06326342250248104
F3_all_internal,23,M4_compression_score,-0.012066961572414926
F3_all_internal,23,M5_perturbation_centrality_score,-0.23571638346652374
F3_all_internal,23,M6_frequency_control_score,0.015140512846692007
F3_all_internal,23,M7_random_matched_score,0.00011343490244801727
F3_all_internal,23,expression_depth,-0.002594499150473545
F3_all_internal,23,reuse_rate,0.0632634225015221
F3_all_internal,23,reuse_count,0.7091848404543466
F3_all_internal,23,intervention_role,0.008353777052445553
F3_all_internal,23,conditional_role,-0.004363913482157293
F3_all_internal,23,raw_score,0.056336244047928585
F3_all_internal,23,active_M1,-0.004479553189993963
F3_all_internal,23,active_M2_intervention,0.00852088755270855
F3_all_internal,23,active_M3,0.018583461047396096
F3_all_internal,23,active_M4_compression,0.004921695840953427
F3_all_internal,23,active_M5,0.025358255526097235
F3_all_internal,23,active_M6_frequency_control,0.004404901592196189
F3_all_internal,23,active_M7_random_matched,-0.00013957267220819766
F3_all_internal,23,functional_core_membership,-0.024461582923001015
F3_all_internal,23,strict_core_membership,-0.009188154432646502
F3_all_internal,24,class_size,-0.1884282477097093
F3_all_internal,24,frequency,0.13378449419006103
F3_all_internal,24,dag_diversity,0.03409494959557359
F3_all_internal,24,dag_div_score,0.15018310018470973
F3_all_internal,24,operator_diversity,-0.043184119957394
F3_all_internal,24,op_div_score,-0.04318411996036245
F3_all_internal,24,depth_min,0.027731036429101543
F3_all_internal,24,depth_max,0.027731036428879963
F3_all_internal,24,depth_score,0.02773103642865219
F3_all_internal,24,intervention_score,-0.01686682390000249
F3_all_internal,24,conditional_score,0.010095134149788628
F3_all_internal,24,role_score,-0.18943214488537063
F3_all_internal,24,complexity,0.01536357495886681
F3_all_internal,24,signature_len,0.005866387916636591
F3_all_internal,24,M1_original_score,-0.20750744098411744
F3_all_internal,24,M2_intervention_score,-0.016866823902573585
F3_all_internal,24,M3_reuse_score,-0.18890286788531788
F3_all_internal,24,M4_compression_score,0.028449373973402463
F3_all_internal,24,M5_perturbation_centrality_score,0.7848223823908836
F3_all_internal,24,M6_frequency_control_score,-0.27319233559350997
F3_all_internal,24,M7_random_matched_score,-4.988793157202747e-06
F3_all_internal,24,expression_depth,0.027731036430636843
F3_all_internal,24,reuse_rate,-0.18890286788409635
F3_all_internal,24,reuse_count,0.1708467972234225
F3_all_internal,24,intervention_role,-0.01686682390245319
F3_all_internal,24,conditional_role,0.010095134151836636
F3_all_internal,24,raw_score,-0.20750744098369872
F3_all_internal,24,active_M1,-0.014663855786956502
F3_all_internal,24,active_M2_intervention,-0.010836308334124021
F3_all_internal,24,active_M3,0.0038802909055959795
F3_all_internal,24,active_M4_compression,-0.005744510901210227
F3_all_internal,24,active_M5,-0.012053710072062448
F3_all_internal,24,active_M6_frequency_control,0.005955748902567782
F3_all_internal,24,active_M7_random_matched,3.857059175037612e-05
F3_all_internal,24,functional_core_membership,0.013329868320699786
F3_all_internal,24,strict_core_membership,0.007521366331785714
F3_all_internal,25,class_size,-0.03514974706179483
F3_all_internal,25,frequency,-0.35505400879314714
F3_all_internal,25,dag_diversity,-0.019836403713658322
F3_all_internal,25,dag_div_score,-0.36751032269035927
F3_all_internal,25,operator_diversity,-0.020167367129031
F3_all_internal,25,op_div_score,-0.020167367129806126
F3_all_internal,25,depth_min,0.006721444574008052
F3_all_internal,25,depth_max,0.006721444572437531
F3_all_internal,25,depth_score,0.0067214445709589486
F3_all_internal,25,intervention_score,-0.0007798634135938782
F3_all_internal,25,conditional_score,0.0018053165100684223
F3_all_internal,25,role_score,-0.08103334223815703
F3_all_internal,25,complexity,0.00047540898605500064
F3_all_internal,25,signature_len,0.002207764246452254
F3_all_internal,25,M1_original_score,-0.0388935034976801
F3_all_internal,25,M2_intervention_score,-0.0007798634150335287
F3_all_internal,25,M3_reuse_score,-0.09623210945526214
F3_all_internal,25,M4_compression_score,-0.07327929741264462
F3_all_internal,25,M5_perturbation_centrality_score,0.2925117119317924
F3_all_internal,25,M6_frequency_control_score,0.7822001014483191
F3_all_internal,25,M7_random_matched_score,-1.5096374850381003e-05
F3_all_internal,25,expression_depth,0.006721444575422997
F3_all_internal,25,reuse_rate,-0.0962321094561914
F3_all_internal,25,reuse_count,0.07259641811129139
F3_all_internal,25,intervention_role,-0.0007798634137007823
F3_all_internal,25,conditional_role,0.001805316509163424
F3_all_internal,25,raw_score,-0.03889350349552621
F3_all_internal,25,active_M1,0.0035544881396751046
F3_all_internal,25,active_M2_intervention,-0.0024830092215304077
F3_all_internal,25,active_M3,0.0003345584200779881
F3_all_internal,25,active_M4_compression,-0.005722207129756782
F3_all_internal,25,active_M5,-0.004100695578843224
F3_all_internal,25,active_M6_frequency_control,0.0016176775739920283
F3_all_internal,25,active_M7_random_matched,1.722094330707272e-05
F3_all_internal,25,functional_core_membership,0.0023929614840785605
F3_all_internal,25,strict_core_membership,0.002483186038993781
F3_all_internal,26,class_size,0.0005582888005581165
F3_all_internal,26,frequency,-5.4926400522885585e-05
F3_all_internal,26,dag_diversity,1.7773910137094179e-06
F3_all_internal,26,dag_div_score,-0.0008071880406140243
F3_all_internal,26,operator_diversity,-0.04225222539499953
F3_all_internal,26,op_div_score,-0.04225222835921559
F3_all_internal,26,depth_min,-0.019527672283419912
F3_all_internal,26,depth_max,-0.019527673603408402
F3_all_internal,26,depth_score,-0.01952767236310187
F3_all_internal,26,intervention_score,0.0009326019972975056
F3_all_internal,26,conditional_score,0.0015693361949628646
F3_all_internal,26,role_score,-0.06393756788466917
F3_all_internal,26,complexity,-0.0351512294770506
F3_all_internal,26,signature_len,-5.857343004936715e-07
F3_all_internal,26,M1_original_score,0.5148311079265318
F3_all_internal,26,M2_intervention_score,0.000932600536736477
F3_all_internal,26,M3_reuse_score,-0.4763847871380542
F3_all_internal,26,M4_compression_score,1.1103913158769292e-05
F3_all_internal,26,M5_perturbation_centrality_score,0.0007311245875835687
F3_all_internal,26,M6_frequency_control_score,-0.07472545299381572
F3_all_internal,26,M7_random_matched_score,-1.599336252147981e-07
F3_all_internal,26,expression_depth,-0.01952767446138855
F3_all_internal,26,reuse_rate,-0.47638478790357086
F3_all_internal,26,reuse_count,-0.0006316854005162687
F3_all_internal,26,intervention_role,0.0009326010981406163
F3_all_internal,26,conditional_role,0.001569336526466162
F3_all_internal,26,raw_score,0.5148311074915409
F3_all_internal,26,active_M1,0.00015701916600960908
F3_all_internal,26,active_M2_intervention,-7.574949882959613e-05
F3_all_internal,26,active_M3,0.0002247225786956356
F3_all_internal,26,active_M4_compression,-1.0800250919723953e-05
F3_all_internal,26,active_M5,0.00026441343118881313
F3_all_internal,26,active_M6_frequency_control,1.152635821989966e-06
F3_all_internal,26,active_M7_random_matched,3.832320856448697e-07
F3_all_internal,26,functional_core_membership,-8.360316373163659e-05
F3_all_internal,26,strict_core_membership,2.2244611431459485e-05
F3_all_internal,27,class_size,0.0
F3_all_internal,27,frequency,-7.442334306841523e-13
F3_all_internal,27,dag_diversity,1.4981510863334306e-14
F3_all_internal,27,dag_div_score,-1.0220812154104377e-12
F3_all_internal,27,operator_diversity,-0.15601759765052375
F3_all_internal,27,op_div_score,0.18324727659451948
F3_all_internal,27,depth_min,-0.3539533091278634
F3_all_internal,27,depth_max,0.2299484160700148
F3_all_internal,27,depth_score,0.30860495638137386
F3_all_internal,27,intervention_score,-0.0632396382550401
F3_all_internal,27,conditional_score,-0.03889866720668038
F3_all_internal,27,role_score,-2.548192515821591e-11
F3_all_internal,27,complexity,-0.08131325291597293
F3_all_internal,27,signature_len,1.4165671089859819e-14
F3_all_internal,27,M1_original_score,0.42283312766378583
F3_all_internal,27,M2_intervention_score,0.2578121714703149
F3_all_internal,27,M3_reuse_score,0.3030729933697491
F3_all_internal,27,M4_compression_score,-1.3253355709032642e-13
F3_all_internal,27,M5_perturbation_centrality_score,2.4347040461940156e-12
F3_all_internal,27,M6_frequency_control_score,-2.7551069930368952e-11
F3_all_internal,27,M7_random_matched_score,-3.788755181145335e-16
F3_all_internal,27,expression_depth,-0.09714743656387273
F3_all_internal,27,reuse_rate,-0.30307299374255564
F3_all_internal,27,reuse_count,1.0902923295593837e-14
F3_all_internal,27,intervention_role,-0.19457253321429177
F3_all_internal,27,conditional_role,0.03889866720795486
F3_all_internal,27,raw_score,-0.4228331272631062
F3_all_internal,27,active_M1,4.4341143449507155e-14
F3_all_internal,27,active_M2_intervention,-5.707268751295431e-14
F3_all_internal,27,active_M3,9.191583193744085e-14
