source,k,target,r2,mae
F2_real_plus_controls,1,M3_reuse_score,0.9666304448841736,0.04063330396206941
F2_real_plus_controls,1,M5_perturbation_centrality_score,0.9086281919387308,0.028513099683316036
F2_real_plus_controls,1,mean_M1_M3_M5,0.9328187555980384,0.033496635637145084
F2_real_plus_controls,2,M1_original_score,0.9663320665104911,0.02548648481377479
F2_real_plus_controls,2,M3_reuse_score,0.9874115529842122,0.03429530137691513
F2_real_plus_controls,2,M5_perturbation_centrality_score,0.9279358281932364,0.030123885311431137
F2_real_plus_controls,2,mean_M1_M3_M5,0.9605598158959799,0.029968557167373688
F2_real_plus_controls,3,M1_original_score,0.9663385249049339,0.025480548404079085
F2_real_plus_controls,3,M3_reuse_score,0.9874125164288827,0.034293047699894476
F2_real_plus_controls,3,M5_perturbation_centrality_score,0.9279441119315995,0.030130392013290333
F2_real_plus_controls,3,mean_M1_M3_M5,0.960565051088472,0.029967996039087966
F2_real_plus_controls,4,M1_original_score,0.992769657665735,0.013341401684001393
F2_real_plus_controls,4,M3_reuse_score,0.9930551576711372,0.025716954181927182
F2_real_plus_controls,4,M5_perturbation_centrality_score,0.9837008421768376,0.021777707649542916
F2_real_plus_controls,4,mean_M1_M3_M5,0.9898418858379033,0.0202786878384905
F2_real_plus_controls,5,M1_original_score,0.9928894578590826,0.013371619239002852
F2_real_plus_controls,5,M3_reuse_score,0.9932632055262349,0.02539894239867181
F2_real_plus_controls,5,M5_perturbation_centrality_score,0.9838790575454887,0.02168721537499213
F2_real_plus_controls,5,mean_M1_M3_M5,0.9900105736436021,0.0201525923375556
F3_all_internal,1,M1_original_score,0.8115645229756228,0.06076898001440375
F3_all_internal,1,M3_reuse_score,0.826094202337753,0.12243706229875422
F3_all_internal,1,M5_perturbation_centrality_score,0.7197864003887016,0.0776875196847787
F3_all_internal,1,mean_M1_M3_M5,0.7858150419006925,0.08696452066597889
F3_all_internal,2,M1_original_score,0.9404752093492522,0.03468260773434103
F3_all_internal,2,M3_reuse_score,0.9414335628093047,0.07666443112773566
F3_all_internal,2,M5_perturbation_centrality_score,0.8249435990804241,0.057231039182237264
F3_all_internal,2,mean_M1_M3_M5,0.9022841237463269,0.056192692681437985
F3_all_internal,3,M1_original_score,0.9414833416560515,0.03569423459723598
F3_all_internal,3,M3_reuse_score,0.9490192875458653,0.06933720423965294
F3_all_internal,3,M5_perturbation_centrality_score,0.8269784063440644,0.05532075285330726
F3_all_internal,3,mean_M1_M3_M5,0.9058270118486605,0.053450730563398725
F3_all_internal,4,M1_original_score,0.9616767218137026,0.026535326971042994
F3_all_internal,4,M3_reuse_score,0.9586793013414809,0.05693135097105655
F3_all_internal,4,M5_perturbation_centrality_score,0.9054879315568587,0.03873742800625097
F3_all_internal,4,mean_M1_M3_M5,0.9419479849040141,0.040734701982783506
F3_all_internal,5,M1_original_score,0.9893450814828718,0.01388065468365204
F3_all_internal,5,M3_reuse_score,0.9900332959538493,0.027297082760353922
F3_all_internal,5,M5_perturbation_centrality_score,0.9680460876894534,0.024086448039171406
F3_all_internal,5,mean_M1_M3_M5,0.9824748217087249,0.021754728494392455
F3_no_frequency_controls,1,M1_original_score,0.8763227614053344,0.051764555455435866
F3_no_frequency_controls,1,M3_reuse_score,0.8695109338759118,0.10933708742543775
F3_no_frequency_controls,1,M5_perturbation_centrality_score,0.7622987693291255,0.0704726847711704
F3_no_frequency_controls,1,mean_M1_M3_M5,0.836044154870124,0.07719144255068133
F3_no_frequency_controls,2,M1_original_score,0.9382408857887992,0.03456994022810054
F3_no_frequency_controls,2,M3_reuse_score,0.9471429188269241,0.07181670004476359
F3_no_frequency_controls,2,M5_perturbation_centrality_score,0.8270319150063669,0.05556978127543188
F3_no_frequency_controls,2,mean_M1_M3_M5,0.9041385732073635,0.053985473849432
F3_no_frequency_controls,3,M1_original_score,0.9453225802185552,0.03504103726155128
F3_no_frequency_controls,3,M3_reuse_score,0.9489024330362743,0.07049360635297837
F3_no_frequency_controls,3,M5_perturbation_centrality_score,0.831318222578558,0.05663505664525944
F3_no_frequency_controls,3,mean_M1_M3_M5,0.9085144119444625,0.05405656675326303
F3_no_frequency_controls,4,M1_original_score,0.9778055627199561,0.01783998148316572
F3_no_frequency_controls,4,M3_reuse_score,0.9835603146529176,0.0338936748561328
F3_no_frequency_controls,4,M5_perturbation_centrality_score,0.9587558882230262,0.028047015273766997
F3_no_frequency_controls,4,mean_M1_M3_M5,0.9733739218653,0.026593557204355172
F3_no_frequency_controls,5,M1_original_score,0.9891895741901654,0.013963855163851402
F3_no_frequency_controls,5,M3_reuse_score,0.990450186508648,0.026701762045495202
F3_no_frequency_controls,5,M5_perturbation_centrality_score,0.9677793282845706,0.024228892494059275
F3_no_frequency_controls,5,mean_M1_M3_M5,0.982473029661128,0.021631503234468625
