class_id,class_size,frequency,dag_diversity,dag_div_score,operator_diversity,op_div_score,depth_min,depth_max,depth_score,intervention_score,conditional_score,role_score,complexity,signature_len,operators,representative,M1_original_score,M2_intervention_score,M3_reuse_score,M4_compression_score,M5_perturbation_centrality_score,M6_frequency_control_score,M7_random_matched_score,expression_depth,reuse_rate,reuse_count,intervention_role,conditional_role,raw_score,active_M1,active_M2_intervention,active_M3,active_M4_compression,active_M5,active_M6_frequency_control,active_M7_random_matched,functional_core_membership,strict_core_membership,class_a_survives,class_b_survives,class_b_attack_cost,class_b_auc_gns
3bab042b7778dd74,3,0.0045801526717557,3,0.0087209302325581,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,258,Blocked;Independent,"Blocked(N3, N6 | N0) || Independent(N3, N6 | N0)",0.537203677109158,0.0,0.8123494663530739,0.1778744511302651,0.7766683709699944,0.0064435025741168,0.6248182843659388,3,0.8123494663530739,6,0.0,1.0,0.537203677109158,False,False,False,True,False,True,True,False,False,,,,
f4a430c1e05c30c4,5,0.0076335877862595,4,0.0116279069767441,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,263,Blocked;Independent,"Blocked(N3, N6 | N4) || Independent(N3, N6 | N4)",0.5381072032053766,0.0,0.8123494663530739,0.2964240480745911,0.7766683709699944,0.0094310314219776,0.6605574078115255,3,0.8123494663530739,10,0.0,1.0,0.5381072032053766,False,False,False,True,False,True,True,False,False,,,,
b73ff23004c36f60,5,0.0076335877862595,5,0.0145348837209302,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,258,Blocked;Independent,"Blocked(N3, N6 | N5) || Independent(N3, N6 | N5)",0.5385069125077022,0.0,0.8123494663530739,0.2998455033338754,0.7766683709699944,0.0107391709568613,0.6248182843659388,3,0.8123494663530739,10,0.0,1.0,0.5385069125077022,False,False,False,True,False,True,True,False,False,,,,
598790318de68f2f,9,0.0137404580152671,8,0.0232558139534883,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,258,Blocked;Independent,"Blocked(N4, N3 | N7) || Independent(N4, N3 | N7)",0.5407136740024652,0.0,0.8123494663530739,0.5488697349162466,0.7766683709699944,0.0180223681874667,0.1701037153172315,3,0.8123494663530739,18,0.0,1.0,0.5407136740024652,False,False,False,True,False,True,False,False,False,,,,
a622e560aa158df3,6,0.0091603053435114,6,0.0174418604651162,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,259,Blocked;Independent,"Blocked(N4, N5 | N6) || Independent(N4, N5 | N6)",0.5391585302069744,0.0,0.8123494663530739,0.3614262121991499,0.7766683709699944,0.0128870051482336,0.2277584680674087,3,0.8123494663530739,12,0.0,1.0,0.5391585302069744,False,False,False,True,False,True,False,False,False,,,,
77ec2d06f105135d,2,0.0030534351145038,2,0.005813953488372,1,0.3333333333333333,3,3,0.5,0.0,1.0,1.0,5.0,263,Independent,"Independent(N5, N0 | N6)",0.5014645536635712,0.0,0.8158832914267431,0.1325855710323387,0.733814147808701,0.0042956683827445,0.0510760976416314,3,0.8158832914267431,2,0.0,1.0,0.5014645536635712,False,False,False,True,False,True,False,False,False,,,,
7a27846573c83d18,2,0.0030534351145038,2,0.005813953488372,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,263,Blocked;Independent,"Blocked(N6, N3 | N4) || Independent(N6, N3 | N4)",0.5365520594098857,0.0,0.8123494663530739,0.1172222371931337,0.7766683709699944,0.0042956683827445,0.1616326852266936,3,0.8123494663530739,4,0.0,1.0,0.5365520594098857,False,False,False,True,False,True,False,False,False,,,,
a6b9745da8203195,6,0.0091603053435114,6,0.0174418604651162,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,259,Blocked;Independent,"Blocked(N7, N0 | N2) || Independent(N7, N0 | N2)",0.5391585302069744,0.0,0.8123494663530739,0.3614262121991499,0.7766683709699944,0.0128870051482336,0.6216599625252344,3,0.8123494663530739,12,0.0,1.0,0.5391585302069744,False,False,False,True,False,True,True,False,False,,,,
9701104da1bd892d,2,0.0030534351145038,2,0.005813953488372,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,264,Blocked;Independent,"Blocked(N7, N0 | N6) || Independent(N7, N0 | N6)",0.5365520594098857,0.0,0.8123494663530739,0.1170865633074935,0.7766683709699944,0.0042956683827445,0.1616326852266936,3,0.8123494663530739,4,0.0,1.0,0.5365520594098857,False,False,False,True,False,True,False,False,False,,,,
342cfe46b512491e,8,0.0122137404580152,8,0.0232558139534883,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,259,Blocked;Independent,"Blocked(N7, N3 | N0) || Independent(N7, N3 | N0)",0.5404617656055186,0.0,0.8123494663530739,0.4873162411673932,0.7766683709699944,0.0171826735309781,0.5378552948084301,3,0.8123494663530739,16,0.0,1.0,0.5404617656055186,False,False,False,True,False,True,False,False,False,,,,
a6e3047a989dabdd,3,0.0045801526717557,3,0.0087209302325581,2,0.6666666666666666,3,3,0.5,0.0,1.0,1.0,6.0,259,Blocked;Independent,"Blocked(N7, N5 | N0) || Independent(N7, N5 | N0)",0.537203677109158,0.0,0.8123494663530739,0.1776673795922787,0.7766683709699944,0.0064435025741168,0.5008129359642991,3,0.8123494663530739,6,0.0,1.0,0.537203677109158,False,False,False,True,False,True,False,False,False,,,,
e93f5d3697d78cf0,1,0.0015267175572519,1,0.002906976744186,1,0.3333333333333333,4,4,0.6666666666666666,1.0,1.0,1.0,6.0,254,P_do_cond,"P(N0 | do(N4), N3)",0.2277584680674087,1.0,0.1819721247169429,0.0588884047709819,0.4374430116781799,0.0021478341913722,0.4976546141235947,4,0.1819721247169429,1,1.0,1.0,0.2277584680674087,False,True,False,False,False,False,False,False,False,,,,
6bc8c9b3b1487687,1,0.0015267175572519,1,0.002906976744186,1,0.3333333333333333,4,4,0.6666666666666666,1.0,1.0,1.0,6.0,255,P_do_cond,"P(N0 | do(N4), N6)",0.2277584680674087,1.0,0.1819721247169429,0.0588195294437644,0.4374430116781799,0.0021478341913722,0.6216599625252344,4,0.1819721247169429,1,1.0,1.0,0.2277584680674087,False,True,False,False,False,False,True,False,False,,,,
