,class_size,frequency,dag_diversity,dag_div_score,operator_diversity,op_div_score,depth_min,depth_max,depth_score,intervention_score,conditional_score,role_score,complexity,signature_len,M1_original_score,M2_intervention_score,M3_reuse_score,M4_compression_score,M5_perturbation_centrality_score,M6_frequency_control_score,M7_random_matched_score,expression_depth,reuse_rate,reuse_count,intervention_role,conditional_role,raw_score,active_M1,active_M2_intervention,active_M3,active_M4_compression,active_M5,active_M6_frequency_control,active_M7_random_matched,functional_core_membership,strict_core_membership
M7_random_matched_score,-0.0035274848939848185,-0.0035274848939848185,-0.004470492292412066,-0.004470492292412066,-0.004711947189415009,-0.004711947189415009,-0.005661293069490052,-0.005661293069490052,-0.005661293069490052,-0.008064053223874315,0.006999900610051766,0.001891585291732337,-0.007874416220204647,0.005978272844158764,0.00208872850818994,-0.008064053223874315,0.003253426281417618,-0.0020465360494732153,0.0026099888155671283,-0.003662977991077227,1.0,-0.005661293069490052,0.003253426281417618,-0.004039371140724379,-0.008064053223874315,0.006999900610051766,0.00208872850818994,0.002050717811768316,-0.006031916669519051,0.001310734709019893,-0.0028851361899257877,5.965728861025106e-05,-0.0032381800527291043,0.851156456829554,-0.00023118238438795332,-0.007383157547619182
expression_depth,-0.402960991279813,-0.402960991279813,-0.39028454599786433,-0.39028454599786433,-0.28455952226441766,-0.28455952226441766,1.0,1.0,1.0,-0.04540882144291539,0.4161495906533047,0.4371774183070436,0.9525182796956524,0.4151062511749916,0.5969088166369153,-0.04540882144291539,0.6048518007224182,-0.6047349765932698,0.5969999688987989,-0.39936072589426125,-0.005661293069490052,1.0,0.6048518007224182,-0.40904583851391746,-0.04540882144291539,0.4161495906533047,0.5969088166369153,0.701727753133894,-0.11961247252314253,0.701727753133894,-0.5033330987829083,0.701727753133894,-0.35400460530161176,-0.0056279176117031695,0.6942177550871703,0.24013103927898946
reuse_rate,-0.3762024953791992,-0.3762024953791992,-0.38213606616529483,-0.38213606616529483,0.08035577394260221,0.08035577394260221,0.6048518007224182,0.6048518007224182,0.6048518007224182,-0.7402283692432847,0.6283769102348247,0.3943540741044589,0.6347276048178424,0.6873255770946956,0.9692826140262863,-0.7402283692432847,1.0,-0.5628005664347192,0.9731163410442853,-0.37841290223713736,0.003253426281417618,0.6048518007224182,1.0,-0.3298159768858183,-0.7402283692432847,0.6283769102348247,0.9692826140262863,0.848453707645945,-0.7077806364930168,0.8532111975527716,-0.38762814658309924,0.848453707645945,-0.23729419115401318,0.0030007083175008016,0.8484527064094248,0.28425512179275425
reuse_count,0.9890648820038312,0.9890648820038312,0.9629058869321744,0.9629058869321744,0.6300689979514349,0.6300689979514349,-0.40904583851391746,-0.40904583851391746,-0.40904583851391746,0.12992360955740012,-0.25456765888229116,-0.21876193768862762,-0.21620929438331435,-0.3842670505961343,-0.1527206678005146,0.12992360955740012,-0.3298159768858183,0.9141411871685584,-0.21019100370510727,0.9848471884501083,-0.004039371140724379,-0.40904583851391746,-0.3298159768858183,1.0,0.12992360955740012,-0.25456765888229116,-0.1527206678005146,-0.31154260348585094,0.1568751961926411,-0.350694829691994,0.8755174121577439,-0.32100459584625085,0.8812413085200743,-0.0017507751063696618,-0.31554180050057173,0.21167808821089332
intervention_role,0.19412570824878442,0.19412570824878442,0.21304941833157767,0.21304941833157767,-0.3007611071681454,-0.3007611071681454,-0.04540882144291539,-0.04540882144291539,-0.04540882144291539,1.0,-0.33657529827916244,0.04668710864264326,-0.12538369565646473,-0.7040069339921252,-0.7310569178213033,1.0,-0.7402283692432847,0.2910485573110821,-0.7311284528837777,0.20023828204392274,-0.008064053223874315,-0.04540882144291539,-0.7402283692432847,0.12992360955740012,1.0,-0.33657529827916244,-0.7310569178213033,-0.6037757610562466,0.905613217685835,-0.6037757610562466,0.14920964319815674,-0.6037757610562466,0.05902056580361687,-0.0064295363172941515,-0.6072695760072343,-0.19865376897848133
conditional_role,-0.27795408197715954,-0.27795408197715954,-0.27211096811224456,-0.27211096811224456,0.025208767391022832,0.025208767391022832,0.4161495906533047,0.4161495906533047,0.4161495906533047,-0.33657529827916244,1.0,0.5867397723366033,0.39289070355137495,0.35466825371439875,0.6208022114003431,-0.33657529827916244,0.6283769102348247,-0.343350239278008,0.6283741552128851,-0.2756545421502272,0.006999900610051766,0.4161495906533047,0.6283769102348247,-0.25456765888229116,-0.33657529827916244,1.0,0.6208022114003431,0.3474396203574934,-0.3258015244479302,0.3474396203574934,-0.23154397873156785,0.3474396203574934,-0.1702197923618863,0.00939950660363154,0.34945011799331577,0.11431427779698322
raw_score,-0.20961145564643574,-0.20961145564643574,-0.22260613252099984,-0.22260613252099984,0.24506581667402472,0.24506581667402472,0.5969088166369153,0.5969088166369153,0.5969088166369153,-0.7310569178213033,0.6208022114003431,0.3942519973857066,0.6839152181541337,0.634330762087219,1.0,-0.7310569178213033,0.9692826140262863,-0.4165088322045759,0.9934961322342186,-0.21315118798826535,0.00208872850818994,0.5969088166369153,0.9692826140262863,-0.1527206678005146,-0.7310569178213033,0.6208022114003431,1.0,0.851156456829554,-0.6972920216803005,0.8424926971101071,-0.25829703014323513,0.8473014949001004,-0.08438978829260994,0.002442754815113542,0.8469825739461173,0.39533308682879426
active_M1,-0.3429343009856562,-0.3429343009856562,-0.3489352700657817,-0.3489352700657817,-0.010924211698344857,-0.010924211698344857,0.701727753133894,0.701727753133894,0.701727753133894,-0.6037757610562466,0.3474396203574934,0.2038566437492715,0.7254673638448175,0.63703095119079,0.851156456829554,-0.6037757610562466,0.848453707645945,-0.5806024116877379,0.8513861342974904,-0.34576644267288537,0.002050717811768316,0.701727753133894,0.848453707645945,-0.31154260348585094,-0.6037757610562466,0.3474396203574934,0.851156456829554,1.0,-0.6012828091153699,0.9667327371889279,-0.40947407207077846,0.9677070921666581,-0.2553867920211684,-0.0003841749923646743,0.9665786616572275,0.3290191190036447
active_M2_intervention,0.21106733725325283,0.21106733725325283,0.22684826991272386,0.22684826991272386,-0.21489791651046602,-0.21489791651046602,-0.11961247252314253,-0.11961247252314253,-0.11961247252314253,0.905613217685835,-0.3258015244479302,0.0006531069523620323,-0.18449651810403886,-0.7156707166585741,-0.6972920216803005,0.905613217685835,-0.7077806364930168,0.3173796511271372,-0.699906291877332,0.2158824310567923,-0.006031916669519051,-0.11961247252314253,-0.7077806364930168,0.1568751961926411,0.905613217685835,-0.3258015244479302,-0.6972920216803005,-0.6012828091153699,1.0,-0.5765063539673747,0.17430375315782562,-0.5735832890341843,0.09050922507303315,-0.0056735305857568905,-0.5660072117613223,-0.10042979173890833
active_M3,-0.38098988828803115,-0.38098988828803115,-0.386448894088321,-0.386448894088321,-0.049185361046204724,-0.049185361046204724,0.701727753133894,0.701727753133894,0.701727753133894,-0.6037757610562466,0.3474396203574934,0.2038566437492715,0.7151795480452308,0.6486976401334992,0.8424926971101071,-0.6037757610562466,0.8532111975527716,-0.6058457249053227,0.8466286652491467,-0.3835565595812271,0.001310734709019893,0.701727753133894,0.8532111975527716,-0.350694829691994,-0.6037757610562466,0.3474396203574934,0.8424926971101071,0.9667327371889279,-0.5765063539673747,1.0,-0.4349464950600094,0.9667327371889279,-0.2808592150103993,-0.0003841749923646743,0.9679690144408786,0.3271140858127715
active_M4_compression,0.8885822506423519,0.8885822506423519,0.8771776781440958,0.8771776781440958,0.49381383312541527,0.49381383312541527,-0.5033330987829083,-0.5033330987829083,-0.5033330987829083,0.14920964319815674,-0.23154397873156785,-0.21194134082558366,-0.3643374617693336,-0.40261907788003315,-0.25829703014323513,0.14920964319815674,-0.38762814658309924,0.8486836769384769,-0.3016623558216468,0.8876574192887181,-0.0028851361899257877,-0.5033330987829083,-0.38762814658309924,0.8755174121577439,0.14920964319815674,-0.23154397873156785,-0.25829703014323513,-0.40947407207077846,0.17430375315782562,-0.4349464950600094,1.0,-0.40947407207077846,0.84591271995039,-0.00010578785587034715,-0.4020846185688638,0.2204322271238737
active_M5,-0.35484014403915415,-0.35484014403915415,-0.36069611204402363,-0.36069611204402363,-0.010924211698344857,-0.010924211698344857,0.701727753133894,0.701727753133894,0.701727753133894,-0.6037757610562466,0.3474396203574934,0.2038566437492715,0.7254673638448175,0.638742452881702,0.8473014949001004,-0.6037757610562466,0.848453707645945,-0.5908207161583301,0.8513861342974904,-0.3574085113871336,5.965728861025106e-05,0.701727753133894,0.848453707645945,-0.32100459584625085,-0.6037757610562466,0.3474396203574934,0.8473014949001004,0.9677070921666581,-0.5735832890341843,0.9667327371889279,-0.40947407207077846,1.0,-0.2556651791576627,-0.0033072399255551096,0.9942466820518834,0.3290191190036447
active_M6_frequency_control,0.8880403234357105,0.8880403234357105,0.8959965508522838,0.8959965508522838,0.5243757301927494,0.5243757301927494,-0.35400460530161176,-0.35400460530161176,-0.35400460530161176,0.05902056580361687,-0.1702197923618863,-0.138112267677649,-0.19284914801519745,-0.31340379091427495,-0.08438978829260994,0.05902056580361687,-0.23729419115401318,0.8200241134117605,-0.14000065394491862,0.8920489910606808,-0.0032381800527291043,-0.35400460530161176,-0.23729419115401318,0.8812413085200743,0.05902056580361687,-0.1702197923618863,-0.08438978829260994,-0.2553867920211684,0.09050922507303315,-0.2808592150103993,0.84591271995039,-0.2556651791576627,1.0,-0.0020544978113306374,-0.248450635975423,0.2364889354469476
active_M7_random_matched,-0.0015993403513549886,-0.0015993403513549886,-0.0026580919299877743,-0.0026580919299877743,-0.0016330129048025954,-0.0016330129048025954,-0.0056279176117031695,-0.0056279176117031695,-0.0056279176117031695,-0.0064295363172941515,0.00939950660363154,0.005285469444738992,-0.0071841244584506135,0.0030462751355558497,0.002442754815113542,-0.0064295363172941515,0.0030007083175008016,-0.0005666750578910344,0.0027725540604989826,-0.0018498254247985052,0.851156456829554,-0.0056279176117031695,0.0030007083175008016,-0.0017507751063696618,-0.0064295363172941515,0.00939950660363154,0.002442754815113542,-0.0003841749923646743,-0.0056735305857568905,-0.0003841749923646743,-0.00010578785587034715,-0.0033072399255551096,-0.0020544978113306374,1.0,-0.004165651887933935,-0.007899608182211224
functional_core_membership,-0.34883799484138445,-0.34883799484138445,-0.3544401281003179,-0.3544401281003179,-0.008653371419131972,-0.008653371419131972,0.6942177550871703,0.6942177550871703,0.6942177550871703,-0.6072695760072343,0.34945011799331577,0.20503628267439727,0.7181477867243926,0.6347274672561395,0.8469825739461173,-0.6072695760072343,0.8484527064094248,-0.5841393979356256,0.8504119913483061,-0.3512907083600287,-0.00023118238438795332,0.6942177550871703,0.8484527064094248,-0.31554180050057173,-0.6072695760072343,0.34945011799331577,0.8469825739461173,0.9665786616572275,-0.5660072117613223,0.9679690144408786,-0.4020846185688638,0.9942466820518834,-0.248450635975423,-0.004165651887933935,1.0,0.3271261674010075
strict_core_membership,0.18876469115275726,0.18876469115275726,0.18305405034162073,0.18305405034162073,0.31667228077985937,0.31667228077985937,0.24013103927898946,0.24013103927898946,0.24013103927898946,-0.19865376897848133,0.11431427779698322,0.06707273332942516,0.37938712055100476,0.10430579091446962,0.39533308682879426,-0.19865376897848133,0.28425512179275425,0.1340348438195364,0.3801440563052611,0.18625705850463595,-0.007383157547619182,0.24013103927898946,0.28425512179275425,0.21167808821089332,-0.19865376897848133,0.11431427779698322,0.39533308682879426,0.3290191190036447,-0.10042979173890833,0.3271140858127715,0.2204322271238737,0.3290191190036447,0.2364889354469476,-0.007899608182211224,0.3271261674010075,1.0
