world,policy,delay,t_irrev,enforcement_C,audit_p,audit_kappa,penalty_duration,quarantine_strictness,adversarial_strength,catastrophe_severity,migration_speed,migration_cost,scavenger_enabled,R,n,permanence_probability,permanence_wilson_lo,permanence_wilson_hi,capture_probability,strict_zero_capture_probability,collapse_probability,fraction_irreversible_zones,irreversible_zone_failures_mean,adversarial_share,mean_welfare,non_adv_diversity,enforcement_cost_share,false_positive_punishment_rate,collateral_dove_harm,enforcement_events,viable,nontrivial_enforcement_viable
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.1,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.7538888720412824,0.3538934302749016,0.5950809508433736,0.049000103332908246,0.0,0.0,6.48,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.1,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6122694772185373,0.7546073259235456,0.5540556889079464,0.022220310043713783,0.031111111111111107,6.2710042871395935,1.84,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.1,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.7538888720412824,0.3538934302749016,0.5950809508433736,0.05736925541200441,0.0,0.0,6.48,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.1,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6122694772185373,0.7546073259235456,0.5540556889079464,0.024733701905402774,0.031111111111111107,6.2710042871395935,1.84,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.1,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.7538888720412824,0.3538934302749017,0.5950809508433736,0.06557808697288119,0.0,0.0,6.48,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.1,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6122694772185373,0.7546073259235456,0.5540556889079464,0.02723012982924026,0.031111111111111107,6.2710042871395935,1.84,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.35,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.24,0.33333333333333326,3.0,0.7517415090878191,0.33077338596357886,0.592436882781204,0.1967445530980609,0.0,0.0,25.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.35,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6089650270972959,0.7546016488985626,0.5529765267961055,0.12907744532149387,0.15911111111111112,32.1156059031868,10.52,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.35,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.24,0.33333333333333326,3.0,0.7517415090878191,0.33077338596357875,0.592436882781204,0.2193845488347099,0.0,0.0,25.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.35,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6089650270972959,0.7546016488985626,0.5529765267961055,0.14018767063725876,0.15911111111111112,32.1156059031868,10.52,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.35,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.24,0.33333333333333326,3.0,0.7517415090878191,0.3307733859635789,0.592436882781204,0.24077012295806074,0.0,0.0,25.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.35,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6089650270972959,0.7546016488985626,0.5529765267961055,0.15098936841238675,0.15911111111111112,32.1156059031868,10.52,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.7,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.16,0.33333333333333326,3.0,0.7528806864474391,0.3373292093331528,0.5937776666285044,0.29139765451297206,0.0,0.0,49.88,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.7,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6019872219277339,0.753624143114765,0.550939593747262,0.2560131930929135,0.31866666666666665,64.53683995168464,27.88,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.7,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.16,0.33333333333333326,3.0,0.7528806864474391,0.33732920933315286,0.5937776666285043,0.32588408562937476,0.0,0.0,49.88,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.7,0.08,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6019872219277339,0.753624143114765,0.550939593747262,0.2765711820278415,0.31866666666666665,64.53683995168464,27.88,0,0
PURE_CAPTURE,neighbor_audit_penalty,2,7,0.45,0.7,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.16,0.33333333333333326,3.0,0.7528806864474391,0.3373292093331529,0.5937776666285044,0.357155386502223,0.0,0.0,49.88,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_audit_penalty,2,7,0.45,0.7,0.16,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.6019872219277339,0.753624143114765,0.550939593747262,0.29594776203622214,0.31866666666666665,64.53683995168463,27.88,0,0
PURE_CAPTURE,consequence_plus_diversity,2,5,0.45,0.0,0.0,4,0.45,0.7,0.55,0.22,0.08,0,2.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.5301858423397987,0.6528759702144878,0.6445665342172895,0.5567107597256481,0.0,0.0,188.16,0,0
PURE_CAPTURE,consequence_plus_diversity,2,12,0.45,0.0,0.0,4,0.45,0.7,0.55,0.22,0.08,0,6.0,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.5733520538683227,0.6513962202787544,0.6416453230983609,0.5496297553803358,0.0,0.0,190.32,0,0
PURE_CATASTROPHE,consequence_plus_diversity,2,7,0.45,0.0,0.0,4,0.45,0.7,0.35,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02499227438597906,1.0,0.5159979089158265,0.0,0.0,0.0,0.0,1,0
MIXED_CAPTURE_CATASTROPHE,consequence_plus_diversity,2,7,0.45,0.0,0.0,4,0.45,0.7,0.35,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.3916919695738674,0.767958054978855,0.6074945657297733,0.518391606249943,2.1164444444444444,488.17660768706037,167.2,0,0
PURE_CATASTROPHE,consequence_plus_diversity,2,7,0.45,0.0,0.0,4,0.45,0.7,0.55,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.025246358770303363,1.0,0.5204017055521326,0.0,0.0,0.0,0.0,1,0
PURE_CATASTROPHE,consequence_plus_diversity,2,7,0.45,0.0,0.0,4,0.45,0.7,0.75,0.22,0.08,0,3.5,25,1.0,0.8668035060468213,1.0,0.0,1.0,0.0,0.0,0.0,0.02731014491840145,0.9953657965677709,0.5292898728316174,0.5113591395275929,4.24311111111111,1035.6699708374535,153.2,0,0
MIXED_CAPTURE_CATASTROPHE,consequence_plus_diversity,2,7,0.45,0.0,0.0,4,0.45,0.7,0.75,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.394535079827812,0.7667008446014418,0.6113238320658829,0.5232388797732546,2.1466666666666665,473.6041271998775,168.92,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.08,0.02,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.04,0.33333333333333326,3.0,0.6650466328214492,0.6400428563026389,0.5567369332329969,0.11428969203854207,0.0,0.0,135.04,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.08,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.04,0.33333333333333326,3.0,0.6656106728395936,0.6387433040486886,0.5552564505084163,0.11468690006779385,0.0,0.0,135.64,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.08,0.18,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.08,0.33333333333333326,3.0,0.671546643324979,0.6126043220240094,0.5545125441112022,0.10941452838408733,0.0,0.0,130.36,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.22,0.02,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.6799852192518061,0.6172898125579737,0.5532300375981578,0.10500012785017905,0.0,0.0,125.4,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.22,0.18,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.33333333333333326,3.0,0.6837301960274292,0.6182815370664184,0.5590223460106053,0.10726401233728376,0.0,0.0,127.04,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.4,0.02,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.12,0.33333333333333326,3.0,0.6997018196110173,0.6074655337054079,0.5424472437957789,0.10185945567008506,0.0,0.0,120.44,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.4,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.12,0.33333333333333326,3.0,0.7040979962380248,0.5924462097647712,0.5438459684100915,0.0992349057952345,0.0,0.0,116.72,0,0
PURE_CAPTURE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.55,0.7,0.55,0.4,0.18,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.08,0.33333333333333326,3.0,0.7012323004570205,0.6245412921960807,0.5430418115337308,0.10642820586181735,0.0,0.0,125.0,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.25,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.593304750675936,0.7561340203389864,0.5496216930510822,0.021952086287720517,0.31733333333333336,66.76143063430155,30.68,0,0
MIXED_CAPTURE_CATASTROPHE,neighbor_quarantine,2,7,0.45,0.0,0.0,4,0.85,0.7,0.55,0.22,0.08,0,3.5,25,0.0,0.0,0.13319649395317873,1.0,0.0,0.0,0.2222222222222222,2.0,0.5599554316016502,0.7562176631072478,0.5406420298178214,0.1227370517776328,0.7884444444444445,176.36016891344298,89.48,0,0
