seed,world,policy,delay,t_irrev,R,adversarial_strength,catastrophe_severity,diversity_floor,enforcement_C,audit_p,audit_kappa,penalty_duration,quarantine_strictness,migration_speed,migration_cost,scavenger_enabled,permanence,collapse,capture,mean_welfare,min_welfare,adversarial_share,dove_share,total_diversity,non_adv_diversity,adv_diversity,irreversible_zone_failures,time_to_first_irreversible_failure,fraction_irreversible_zones,last_aid_updates_nonzero,neighbor_metrics_nonzero,signal_truth_corr,mutual_information,enforcement_cost_share,false_positive_punishment_rate,collateral_dove_harm,enforcement_events,strict_zero_capture
9324,T2_sag_ambiguity_trap,always_cut_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,1.0,1.0,0.5627754930878708,0.0,0.08093736548386976,0.8675883893462852,0.33798397649795364,0.46193870925146885,0.6794629784793524,4,6,0.4444444444444444,1.0,1.0,0.9764671781459239,0.9320231646776526,0.0,0.0,0.0,0,0.0
9300,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5493095224623069,0.001622356702205432,0.6416965313549308,0.31970778324234206,0.3158520220009228,0.5710147245114678,0.5986500918994896,2,6,0.2222222222222222,1.0,1.0,0.9686342944640447,0.6150715224048366,0.0,0.0,0.0,0,0.0
9301,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.4927706778763479,0.0013554063746584286,0.6400529989353396,0.32154696734716404,0.31449442109476067,0.5694997680912285,0.5991371656709917,2,6,0.2222222222222222,1.0,1.0,0.9690504021251727,0.6340395212244126,0.0,0.0,0.0,0,0.0
9302,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.4930358982294984,0.0028987849669358853,0.6446481200363462,0.31691003099663256,0.3171455031976318,0.5717061308052414,0.5977774076819049,2,6,0.2222222222222222,1.0,1.0,0.9684232408069142,0.6076604064198109,0.0,0.0,0.0,0,0.0
9303,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5578558505198189,0.0009895319638525525,0.6408920353274922,0.3206390089367112,0.3152325145892494,0.5709479368759908,0.5983019381348815,2,6,0.2222222222222222,1.0,1.0,0.9669297536703015,0.6360674180516479,0.0,0.0,0.0,0,0.0
9304,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.4579383027028533,0.0033869333571495998,0.6435466657462594,0.31795528251485805,0.31726014370095285,0.5739137080557963,0.6000068446602896,2,6,0.2222222222222222,1.0,1.0,0.9705141795409159,0.6383905956614506,0.0,0.0,0.0,0,0.0
9305,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5416046844604344,0.0010853578023496948,0.6415726591348312,0.3199528830127011,0.31569694242998525,0.5708845438274169,0.5975326474170766,2,6,0.2222222222222222,1.0,1.0,0.968146398912751,0.6201457811157404,0.0,0.0,0.0,0,0.0
9306,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.611301656566819,0.0017314353898306425,0.6405549562410536,0.3208414180649166,0.3166388930766131,0.5724091592919718,0.5978867800360562,2,6,0.2222222222222222,1.0,1.0,0.9675497814493396,0.6269826201523536,0.0,0.0,0.0,0,0.0
9307,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5330100289587159,0.0003323383017275603,0.6410751957815732,0.3205767931720341,0.3151804633430459,0.5711687936761358,0.5979553417178405,2,6,0.2222222222222222,1.0,1.0,0.9690610881926256,0.6363501542362328,0.0,0.0,0.0,0,0.0
9308,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5298634633248644,0.00378750425519568,0.6414251673673845,0.32003956776612924,0.3149930369229908,0.5696983140885521,0.5991830568699268,2,6,0.2222222222222222,1.0,1.0,0.968342817457211,0.586245780210098,0.0,0.0,0.0,0,0.0
9309,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5200825919835628,0.0009221899083241593,0.6393509553657084,0.322202732462467,0.3146066343530063,0.5716630202200251,0.5992116212945765,2,6,0.2222222222222222,1.0,1.0,0.966416457939131,0.6591786347270367,0.0,0.0,0.0,0,0.0
9310,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5456634689784177,0.0010373731504844854,0.6410124754303759,0.32044773507158947,0.3158228374409075,0.5720375780155922,0.5978056360510864,2,6,0.2222222222222222,1.0,1.0,0.9693274459356052,0.6786978130237057,0.0,0.0,0.0,0,0.0
9311,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.4791132104150799,0.0025724554496482435,0.6410330348847698,0.3205852813932691,0.3147398686734027,0.5703200937037447,0.5991401918970293,2,6,0.2222222222222222,1.0,1.0,0.967165767108081,0.5542880675650638,0.0,0.0,0.0,0,0.0
9312,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.5307485877189486,0.0012324822930324273,0.6406094565018635,0.32087647692442084,0.3147697475632172,0.5702105911124495,0.5983724361120274,2,6,0.2222222222222222,1.0,1.0,0.9673367308503427,0.589543109208612,0.0,0.0,0.0,0,0.0
9313,T2_sag_ambiguity_trap,always_aid_sagging,2,7,3.5,0.7,0.55,0.35,0.45,0.0,0.0,4,0.45,0.22,0.08,0,0.0,0.0,1.0,0.48684495701745206,0.001947795915880541,0.6425127480326417,0.31910664562711333,0.3161284973464464,0.5724892593033415,0.5983855106815116,2,6,0.2222222222222222,1.0,1.0,0.9696149734110876,0.6629267653315629,0.0,0.0,0.0,0,0.0
