seed,split,setting,R,gamma,p,C,kappa,true_permanence_hold,failure,final_corr_sa,mean_corr_sa,mean_adversary_fitness,mean_adversary_deceptive_gap,capture_events,caught_events,false_positive_events,steps_run
4112,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,1.0,0.3,1.1321214588696125,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,0.9999999999999998,-0.08333333333333333,1.129181166226892,0.0009948634367656028,0,0,0,120
4114,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,-0.016666666666666666,1.132910803382011,0.00044168280331000526,0,0,0,120
4115,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,1.0,1.0,1.1080101019369126,0.006000918668620641,0,0,0,50
4116,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,-0.3,1.132619550849213,0.0018342514072097406,0,0,0,120
4117,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,-1.0,-0.36666666666666664,1.1355773819635657,0.005739783038564041,0,0,0,120
4118,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,0.45,1.1324791585685368,1.8678266707251404e-05,0,0,0,120
4119,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,-1.0,0.1509433962264151,1.1262822831206425,0.01002499313884985,0,0,0,106
4120,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,0.5833333333333334,1.1305789524312368,0.005337885642417101,0,0,0,120
4121,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,0.9999999999999999,0.23333333333333334,1.1340305718617814,0.0012363664209672192,0,0,0,120
4122,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,0.38333333333333336,1.1310473200878535,8.501041100845523e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,0.9999999999999998,-0.21666666666666667,1.1277637825837674,0.010218235908306662,0,0,1,120
4124,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,-1.0,0.31666666666666665,1.133521511179967,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,1.0,-0.14999999999999997,1.1335524773909849,0.0035885798855595443,0,0,0,120
4126,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,-1.0,0.43333333333333335,1.130082575463237,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,-0.9999999999999999,-0.1,1.123577557531211,0.01059243815686568,0,0,0,120
4128,heldout,r07,2.0,0.0,0.1,1.0,0.1,1,0,-1.0,-0.55,1.1289801874103773,0.015424414620255615,0,0,0,120
4129,heldout,r07,2.0,0.0,0.1,1.0,0.1,0,1,0.9999999999999998,0.4418604651162791,1.1219212855536893,0.014744041189707081,0,0,0,86
4100,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-0.9999999999999999,0.3333333333333333,1.1307120735355374,0.00037503103157579174,0,0,0,120
4101,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,1.0,0.55,1.1279720811931493,0.009260328455717216,0,0,0,120
4102,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.35,1.12922414490717,0.008990138760918328,0,0,0,120
4103,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,1.0,0.18333333333333332,1.1317353548121576,0.011512621866189154,0,0,0,120
4104,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-0.9999999999999998,0.4999999999999999,1.132199172934245,0.010025384863775421,0,0,0,120
4105,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.6833333333333333,1.1237399215972361,0.001379225329901638,0,0,1,120
4106,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.06666666666666667,1.1292421733465379,0.003814222757202381,0,0,0,120
4107,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.48333333333333334,1.1280731850064356,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,0.16666666666666666,1.1270879888065115,0.003534464848501014,0,0,0,120
4109,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.25,1.1256282047134112,0.0,0,0,1,120
4110,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.5333333333333333,1.1266250071807602,0.00962939803334282,0,0,0,120
4111,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-0.9999999999999999,-0.18333333333333332,1.126766910325855,0.002029810076268914,0,0,0,120
4112,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.3,1.1314187797541122,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,0.9999999999999998,-0.08333333333333333,1.1282865912325135,0.0009944009093551726,0,0,0,120
4114,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,-0.01666666666666667,1.1310552218766323,0.0005836769055613321,0,0,0,120
4115,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,1.0,1.1064198742306586,0.006000918668620641,0,0,0,50
4116,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,-0.3,1.1314857578866269,0.0018290619964946334,0,0,0,120
4117,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,-0.38333333333333336,1.1347333320347812,0.006030658993739059,0,0,0,120
4118,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.016666666666666666,1.125506887653916,1.8678266707251404e-05,0,0,1,120
4119,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.1509433962264151,1.1256930092720072,0.01002499313884985,0,0,0,106
4120,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,0.5833333333333334,1.1294813920813485,0.00610251644298219,0,0,0,120
4121,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.23333333333333334,1.132594069825117,0.0012363664209672192,0,0,0,120
4122,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,0.38333333333333336,1.12880984316962,8.501041100845523e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,0.9999999999999999,-0.21666666666666667,1.1260976409877235,0.010204238684800603,0,0,1,120
4124,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-1.0,0.31666666666666665,1.1326334437992291,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,-0.14999999999999997,1.1328544631421793,0.003584467083858824,0,0,0,120
4126,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,-0.9999999999999999,0.45,1.1294455427421892,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,-0.75,1.1245483877373446,0.010590852816045758,0,0,0,120
4128,heldout,r07,2.0,0.0,0.1,1.0,0.2,1,0,-1.0,-0.55,1.1277299616237515,0.015425055102041348,0,0,0,120
4129,heldout,r07,2.0,0.0,0.1,1.0,0.2,0,1,1.0,0.4418604651162791,1.1202397587967658,0.014744041189707081,0,0,0,86
4100,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-0.9999999999999999,0.18333333333333332,1.1235202640539153,0.00037503103157579174,0,0,2,120
4101,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,0.9999999999999998,0.11666666666666667,1.124386727999851,0.009258471736036824,0,0,0,120
4102,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-0.9999999999999999,0.36666666666666664,1.1271438997591992,0.008990138760918328,0,0,0,120
4103,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,0.9999999999999999,0.21666666666666667,1.1283534195918705,0.011495581216863112,0,0,0,120
4104,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.13333333333333333,1.123733388816229,0.010136927175096101,0,0,1,120
4105,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,1.0,0.8,1.121185016198082,0.001379225329901638,0,0,1,120
4106,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,0.9999999999999999,0.06666666666666667,1.1263905675635195,0.003814222757202381,0,0,0,120
4107,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,0.9999999999999999,0.48333333333333334,1.124348499951971,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-0.9999999999999998,-0.016666666666666673,1.1242856486798296,0.005002190261669395,0,0,0,120
4109,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.25,1.1238537619312718,0.0,0,0,1,120
4110,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.6666666666666666,1.1236364452466086,0.00962939803334282,0,0,0,120
4111,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-1.0,-0.18333333333333332,1.1234670600793326,0.0020224408037434888,0,0,0,120
4112,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,1.0,0.3,1.13002102685994,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,1.0,-0.08333333333333331,1.1261424867818366,0.0009934287650781777,0,0,0,120
4114,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-0.9999999999999998,-0.01666666666666667,1.1273882859603341,0.0009231516577194713,0,0,0,120
4115,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,1.0,0.6166666666666667,1.1163158451342625,0.0025003827785919338,0,0,2,120
4116,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-1.0,-0.3,1.1288417341204149,0.0018186439397474229,0,0,0,120
4117,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,-0.06666666666666667,1.1264990910227488,0.0060224291948210015,0,0,1,120
4118,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.016666666666666666,1.122860720053507,1.8678266707251404e-05,0,0,1,120
4119,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-0.9999999999999999,0.19607843137254902,1.1239235715215157,0.010418130124687099,0,0,0,102
4120,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-1.0,0.5166666666666667,1.1274630587781087,0.008300118785168783,0,0,0,120
4121,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.24528301886792453,1.1115454599169265,0.0027993201984163455,0,0,0,53
4122,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-1.0,0.38333333333333336,1.1237188560565818,8.501041100845523e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,1.0,-0.36666666666666664,1.1191716442510267,0.010204029248952105,0,0,2,120
4124,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.31666666666666665,1.1309784206150444,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,1.0,-0.14999999999999994,1.1311487409019871,0.0035761762446210412,0,0,0,120
4126,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-1.0,0.45,1.1278781041250838,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,-0.9999999999999999,-0.2,1.1211470157275156,0.010587675163186143,0,0,0,120
4128,heldout,r07,2.0,0.0,0.1,1.0,0.4,1,0,-1.0,-0.65,1.124399938980099,0.01542639345173206,0,0,0,120
4129,heldout,r07,2.0,0.0,0.1,1.0,0.4,0,1,1.0,0.4418604651162791,1.1168511025587304,0.014744041189707081,0,0,0,86
4100,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.2894736842105263,1.120854988964335,0.000592154260382829,0,0,0,76
4101,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,-0.2727272727272727,1.1220191484086708,0.008613484372811597,0,0,0,99
4102,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,-0.23333333333333334,1.1338559815779399,0.008990138760918328,0,0,0,120
4103,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,0.9999999999999999,-0.36666666666666664,1.133559416935284,0.008114804863554922,0,0,0,120
4104,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-0.9999999999999998,-0.016666666666666687,1.1363367983974126,0.007682852988060403,0,0,0,120
4105,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.2833333333333333,1.1291128143869458,0.001379225329901638,0,0,0,120
4106,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,1.0,-0.06666666666666667,1.132223040387211,0.0039203463850316,0,0,0,120
4107,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.8833333333333333,1.133002290938184,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-1.0,-0.45,1.1327139299037403,0.0011108342946464058,0,0,0,120
4109,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.23333333333333334,1.1331928897349066,0.0,0,0,0,120
4110,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-1.0,-0.35,1.1322014778440368,0.009997787557290222,0,0,0,120
4111,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.5166666666666667,1.1310026728993825,0.0018255256967437462,0,0,0,120
4112,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-1.0,-0.15,1.1340112945427194,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,0.9999999999999998,-0.03333333333333332,1.131859045075688,0.0,0,0,0,120
4114,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,-0.03333333333333331,1.1307639800236307,0.0,0,0,0,120
4115,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.26666666666666666,1.1307514507884424,0.0025003827785919338,0,0,0,120
4116,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.3,1.1325597613269212,0.001300963483332242,0,0,0,120
4117,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.4,1.1332732444051912,0.0015664931922431912,0,0,0,120
4118,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.45,1.130587591590269,1.8678266707251404e-05,0,0,0,120
4119,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.4666666666666667,1.1335594372201299,0.008859694769637416,0,0,0,120
4120,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.2,1.1301664375908798,0.006353015140691281,0,0,0,120
4121,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,1.0,1.1158761185333987,0.0025146435680689205,0,0,0,59
4122,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,0.35,1.1317440167498534,8.501041100845523e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-0.9999999999999999,-0.48333333333333334,1.1314471043400711,0.009388516970816082,0,0,0,120
4124,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.2,1.133548052283878,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-0.9999999999999998,0.15,1.1319288390787166,0.007073110795705105,0,0,0,120
4126,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,1.0,0.8166666666666667,1.1280230065060342,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-0.9999999999999999,0.15,1.129206088546844,0.010326530640619443,0,0,0,120
4128,heldout,r07,2.0,0.0,0.25,0.0,0.0,1,0,-1.0,-0.36666666666666664,1.128209197242509,0.011365775777741609,0,0,0,120
4129,heldout,r07,2.0,0.0,0.25,0.0,0.0,0,1,-1.0,-0.13333333333333333,1.1368757975825043,0.010693696569706581,0,0,0,120
4100,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,1.0,0.31666666666666665,1.132343127174405,0.0004103596229116361,0,0,0,120
4101,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,-0.2727272727272727,1.1203329304514935,0.009181243281927737,0,0,0,99
4102,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,-0.23333333333333334,1.1329797964139838,0.009181180912381544,0,0,0,120
4103,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,1.0,-0.31666666666666665,1.13284527398133,0.007589687589385388,0,0,0,120
4104,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-0.9999999999999998,-0.01666666666666667,1.1341931666125926,0.007681189178220844,0,0,0,120
4105,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.23333333333333334,1.127450170515939,0.001379126405032244,0,0,0,120
4106,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,1.0,-0.08333333333333333,1.1310665793154702,0.004159431780562221,0,0,0,120
4107,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,0.9999999999999999,0.8833333333333333,1.1308933461300257,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-0.9999999999999999,-0.45,1.1316134134741305,0.0011096894448226766,0,0,0,120
4109,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.23333333333333334,1.1320415908015882,0.0,0,0,0,120
4110,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-1.0,-0.55,1.1297134125521826,0.010105287560615803,0,0,0,120
4111,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,0.9999999999999999,0.5166666666666667,1.1288770835623454,0.0018247096951763972,0,0,0,120
4112,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-1.0,-0.15,1.1328603791612752,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,1.0,-0.03333333333333332,1.1302125292110436,0.0,0,0,0,120
4114,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,-0.08333333333333336,1.129119557432264,0.0,0,0,0,120
4115,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,0.26666666666666666,1.1284473121132668,0.0029991906807595448,0,0,0,120
4116,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.3,1.1311189275498033,0.0015581300913316627,0,0,0,120
4117,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,0.9999999999999999,0.4,1.13121151500138,0.001563408966096493,0,0,0,120
4118,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-0.9999999999999999,0.6,1.1289941819946525,1.8401908822786767e-05,0,0,0,120
4119,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,0.4666666666666667,1.1316946136406496,0.009110364410492356,0,0,0,120
4120,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.13333333333333333,1.128455981529449,0.006351060416181624,0,0,0,120
4121,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,1.0,1.1147132574011767,0.002662490437143771,0,0,0,59
4122,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.35,1.1299933872052241,8.482387632024098e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-0.9999999999999998,-0.48333333333333334,1.1293569255767677,0.00938719134439406,0,0,0,120
4124,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,-0.06666666666666667,1.1317763875022417,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-1.0,0.15,1.129428758878637,0.00706741157135638,0,0,0,120
4126,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,1.0,0.8166666666666667,1.1267761927365163,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-0.9999999999999998,0.25,1.1275643620993085,0.010324701430301193,0,0,0,120
4128,heldout,r07,2.0,0.0,0.25,0.0,0.05,1,0,-0.9999999999999999,-0.3,1.1269068860714246,0.011365725359959774,0,0,0,120
4129,heldout,r07,2.0,0.0,0.25,0.0,0.05,0,1,-0.9999999999999999,-0.16666666666666666,1.1350320168369634,0.01120714661436571,0,0,0,120
4100,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,1.0,0.31666666666666665,1.1304400392890048,0.00040902119277064404,0,0,0,120
4101,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,-0.34513274336283184,1.1206442620080912,0.009137724697316146,0,0,0,113
4102,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-0.9999999999999999,-0.23333333333333334,1.1319899705514667,0.009173665240462378,0,0,0,120
4103,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,0.9999999999999999,-0.31666666666666665,1.1314984795829384,0.007718603445251687,0,0,0,120
4104,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-0.9999999999999998,-0.016666666666666673,1.1316977381849207,0.007679525108952121,0,0,0,120
4105,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.23333333333333334,1.1259287273944172,0.001379025274430734,0,0,0,120
4106,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,1.0,-0.1,1.1298504199289803,0.004382480144855691,0,0,0,120
4107,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.8833333333333333,1.1290679363654368,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-0.9999999999999999,-0.45,1.1300754281979768,0.0011085425249539131,0,0,0,120
4109,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.16666666666666666,1.1305261788867256,0.0,0,0,0,120
4110,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-1.0,-0.35,1.127233986361862,0.0104585250058285,0,0,0,120
4111,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.75,1.1273192181412908,0.001823893688456968,0,0,0,120
4112,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-1.0,-0.15,1.1316869130162723,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,0.9999999999999998,-0.03333333333333331,1.128736430138943,0.0,0,0,0,120
4114,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,0.9999999999999998,-0.08333333333333333,1.1271119957548,0.0,0,0,0,120
4115,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.26666666666666666,1.1263425829085738,0.0035343082042200028,0,0,0,120
4116,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.2,1.129353790465376,0.0017200447962719616,0,0,0,120
4117,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.4,1.1291653319888524,0.0016907639270760185,0,0,0,120
4118,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.6,1.1269951720183644,1.8125550938321206e-05,0,0,0,120
4119,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.4666666666666667,1.1298170957881923,0.009213861307813898,0,0,0,120
4120,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,0.13333333333333333,1.1269780203783482,0.0063491103010972355,0,0,0,120
4121,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,1.0,1.1135177871846211,0.0029594873265629713,0,0,0,59
4122,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-1.0,0.25,1.1286995009468062,8.463445343191249e-06,0,0,0,120
4123,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,-0.033333333333333326,1.125326541800464,0.009551270387570398,0,0,0,120
4124,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.2,1.1306864097092424,0.00026750832457254903,0,0,0,120
4125,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-0.9999999999999998,0.14999999999999997,1.1269492995398238,0.007061724305350405,0,0,0,120
4126,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,1.0,0.8166666666666667,1.1255294807167222,0.012919657768406848,0,0,0,120
4127,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-0.9999999999999999,0.25,1.1259053050005066,0.010322867492834623,0,0,0,120
4128,heldout,r07,2.0,0.0,0.25,0.0,0.1,1,0,-1.0,-0.36666666666666664,1.1257393024573503,0.0113656769264194,0,0,0,120
4129,heldout,r07,2.0,0.0,0.25,0.0,0.1,0,1,-1.0,-0.18333333333333332,1.133199705318788,0.011425845323097794,0,0,0,120
4100,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,0.9999999999999999,0.3333333333333333,1.12710436094958,0.0004063432317016215,0,0,0,120
4101,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,1.0,-0.2727272727272727,1.1151618240418273,0.009829661642035763,0,0,0,99
4102,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,-1.0,-0.23333333333333334,1.1294789002274779,0.009158603500404101,0,0,0,120
4103,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,1.0,-0.35,1.1285561588443562,0.007872509692218404,0,0,0,120
4104,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,-0.9999999999999998,-0.01666666666666666,1.126525602616256,0.008158542876986393,0,0,0,120
4105,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,-1.0,0.23333333333333334,1.1225786566479146,0.001378816198790887,0,0,0,120
4106,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,1.0,-0.16666666666666666,1.127355767149971,0.005117973544470443,0,0,0,120
4107,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,1.0,0.9333333333333333,1.1252550611278953,1.5803795600262867e-05,0,0,0,120
4108,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,-0.9999999999999998,-0.033333333333333354,1.12738535101447,0.0011062422971748734,0,0,0,120
4109,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,1.0,0.55,1.1281542230928578,0.0,0,0,0,120
4110,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,-1.0,-0.35,1.1227435815716205,0.010852628457400253,0,0,0,120
4111,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,-1.0,0.75,1.1238063657183412,0.0018222616591413814,0,0,0,120
4112,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,-1.0,-0.15,1.1291215514953021,0.0025658138298752225,0,0,0,120
4113,heldout,r07,2.0,0.0,0.25,0.0,0.2,1,0,1.0,-0.16666666666666663,1.1251027862927003,0.0,0,0,0,120
4114,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,0.9999999999999998,-0.08333333333333333,1.1238474932459777,4.8863435669409724e-05,0,0,0,120
4115,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,1.0,0.26666666666666666,1.122428722395545,0.004608602109342986,0,0,0,120
4116,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,-0.9999999999999998,0.2,1.1270493118518579,0.001331425231251938,0,0,0,120
4117,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,0.9999999999999999,0.05,1.12463619017485,0.0016832430341903867,0,0,0,120
4118,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,-1.0,0.6,1.1233100883955478,8.159309164841126e-05,0,0,0,120
4119,heldout,r07,2.0,0.0,0.25,0.0,0.2,0,1,1.0,0.4666666666666667,1.1261182275238684,0.009715306730632107,0,0,0,120
