regime,seed,split,setting,capture_rate,lag,audit_period,horizon_harm,horizon_observation,R,true_permanence_hold,permanence_hold,failure,extinct,captured,time_to_failure,final_min_true_share,final_prod_true_share,final_true_corr_sa,final_corr_sa,corr_start,corr_end,mean_intervention_inside_floor,mean_intervention_outside_floor,mean_true_permanence,mean_corr_sa,capture_events,steps_run
geometric,3114,train,r07,0.14,2,2,8,4,2.0,0,0,1,0,0,120,0.13824397652482526,0.11913257947942882,1.0,1.0,0.6666666666666666,-0.26666666666666666,0.9938385881965401,0.991082188171373,0.9416666666666667,-0.4,0,120
geometric,3114,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.11503531769526401,0.10180219337801369,1.0,1.0,0.6,0.26666666666666666,0.9831714831478304,0.9984907562543799,0.8166666666666667,-0.2833333333333333,0,120
geometric,3114,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.1492568199574267,0.12697922165362305,1.0,1.0,0.2,0.4666666666666667,0.9899963344631736,0.0,1.0,-0.18333333333333332,0,120
geometric,3115,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,37,1.0356986225373804e-09,1.0356986214647087e-09,-1.0,-1.0,1.0,-1.0,0.9629366462704222,0.9969398892666531,0.868421052631579,-0.10526315789473684,17,38
geometric,3115,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,38,1.0318316715581268e-09,1.0318316704934502e-09,-1.0,-1.0,1.0,-0.7777777777777778,1.0174524663235294,0.993028490087776,0.7435897435897436,0.5897435897435898,16,39
geometric,3115,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,116,1.046028393177044e-09,1.0460283920828687e-09,-1.0,-1.0,1.0,-1.0,1.0029006894659103,0.9934267975377022,0.9145299145299145,-0.4358974358974359,39,117
geometric,3115,train,r04,0.28,5,2,4,7,0.5714285714285714,1,1,0,0,0,120,0.41571931970508086,0.24289676692902565,-1.0,-1.0,0.6666666666666666,-0.8666666666666667,1.0055207660367493,0.0,1.0,-0.25,0,120
geometric,3115,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,0,0,120,0.14088062374468335,0.12103327359799232,-1.0,-1.0,0.4666666666666667,0.4,0.9946962746448236,0.9919241974856231,0.7583333333333333,0.2833333333333333,0,120
geometric,3115,train,r06,0.18,3,2,6,5,1.2,0,0,1,0,0,120,0.06895772554379039,0.06420255763161767,-1.0,-1.0,0.9333333333333333,0.5333333333333333,1.0078136433661018,0.9777034036622203,0.6166666666666667,0.18333333333333332,0,120
geometric,3115,train,r07,0.14,2,2,8,4,2.0,0,0,1,1,1,107,1.0429747540148225e-09,1.042974752927026e-09,1.0,1.0,1.0,0.18518518518518517,1.0137520351268532,0.9863710141844002,0.4166666666666667,0.4074074074074074,0,108
geometric,3115,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.09762875755378063,0.08809738325228575,-1.0,-1.0,1.0,0.5333333333333333,1.06912549366634,0.9785258623921674,0.2833333333333333,0.43333333333333335,0,120
geometric,3115,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.0661098735476176,0.06173935816713561,-1.0,-1.0,0.06666666666666667,-1.0,0.9978608309779425,0.9855942431745627,0.6,-0.21666666666666667,0,120
geometric,3116,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,17,1.0434642520233354e-09,1.0434642509345178e-09,1.0,1.0,1.0,0.5,0.8849196694922778,0.8680309347979216,0.6111111111111112,0.8888888888888888,11,18
geometric,3116,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,48,1.0517203959399346e-09,1.0517203948338188e-09,-1.0,-1.0,1.0,-1.0,0.9357321770617943,0.9767573506400014,0.8163265306122449,-0.1836734693877551,23,49
geometric,3116,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,58,1.040414396234958e-09,1.0404143951524959e-09,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,0.9555253569864945,1.0063348735794144,0.8305084745762712,-0.3559322033898305,26,59
geometric,3116,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,0,0,120,0.08538971374077295,0.07809831052804181,-1.0,-1.0,0.13333333333333333,-1.0,0.9656975494021901,0.9684492130944997,0.9333333333333333,-0.7166666666666667,32,120
geometric,3116,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.29031144136616194,0.20603070837806348,-1.0,-1.0,0.0,-0.7333333333333333,0.9810138035453104,0.0,1.0,-0.38333333333333336,0,120
geometric,3116,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.29453380938182583,0.20778364451285614,-1.0,-1.0,0.0,0.0,0.9705573020082308,0.0,1.0,-0.5,0,120
geometric,3116,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.1974050290466071,0.15843628355371533,-1.0,-1.0,0.06666666666666667,-0.7333333333333333,0.9774439318700335,0.0,1.0,-0.48333333333333334,0,120
geometric,3116,train,r08,0.1,1,2,10,3,3.3333333333333335,1,1,0,0,0,120,0.27911075323149726,0.20120794066204348,-1.0,-1.0,-0.06666666666666667,-1.0,0.9798948972908036,0.0,1.0,-0.48333333333333334,0,120
geometric,3116,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.22318661221752317,0.17337434834438809,-1.0,-1.0,0.06666666666666667,-0.7333333333333333,0.987974167355535,0.0,1.0,-0.48333333333333334,0,120
geometric,3117,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,32,1.048610925813835e-09,1.04861092471425e-09,-0.9999999999999999,-0.9999999999999999,1.0,-0.5,0.9991993417987308,1.004213946999081,0.9090909090909091,0.6363636363636364,16,33
geometric,3117,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,44,1.0427364067498775e-09,1.0427364056625784e-09,-1.0,-1.0,1.0,-1.0,1.0104634175058744,0.9994941721662597,0.8888888888888888,0.28888888888888886,20,45
geometric,3117,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,106,1.0492119968287057e-09,1.0492119957278598e-09,-0.9999999999999998,-0.9999999999999998,0.3076923076923077,-1.0,0.9878250047552066,0.9741616459276355,0.8598130841121495,-0.5700934579439252,35,107
geometric,3117,train,r04,0.28,5,2,4,7,0.5714285714285714,1,1,0,0,0,120,0.333406224563463,0.2222465139858007,-1.0,-1.0,-0.13333333333333333,-1.0,0.9933524661726142,0.0,1.0,-0.65,0,120
geometric,3117,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,0,0,120,0.18240864281001126,0.149135729838221,-0.9999999999999999,-0.9999999999999999,-0.4,-0.7333333333333333,0.9870932807796253,0.9960074960554407,0.975,-0.4,0,120
geometric,3117,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.16516466155942883,0.13788529613138817,-0.9999999999999999,-0.9999999999999999,0.06666666666666667,-0.7333333333333333,0.9927501884449625,0.0,1.0,-0.38333333333333336,0,120
geometric,3117,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.2597224050295965,0.19226667735523872,-1.0,-1.0,-2.2204460492503132e-17,-0.7333333333333333,0.9926099945806114,0.0,1.0,0.03333333333333333,0,120
geometric,3117,train,r08,0.1,1,2,10,3,3.3333333333333335,1,1,0,0,0,120,0.14534573344551058,0.12422035121469714,-0.9999999999999999,-0.9999999999999999,-0.06666666666666667,-0.4,0.99025699986526,0.0,1.0,-0.2833333333333333,0,120
geometric,3117,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.22537129002713607,0.17457907165864056,-1.0,-1.0,-0.5333333333333333,0.6,0.9857213773776732,0.0,1.0,0.23333333333333334,0,120
geometric,3118,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,17,1.0398137459825487e-09,1.039813744901336e-09,1.0,1.0,1.0,1.0,0.9635276949819386,0.9500340882114074,0.8333333333333334,1.0,10,18
geometric,3118,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,37,1.0413486146317194e-09,1.0413486135473125e-09,-1.0,-1.0,1.0,0.5555555555555556,1.0270777177998582,1.002055068430886,0.868421052631579,0.8947368421052632,15,38
geometric,3118,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,80,1.0468253781097627e-09,1.0468253770139194e-09,-0.9999999999999999,-0.9999999999999999,0.8,-1.0,1.014816273306903,0.9902109968480387,0.8888888888888888,0.20987654320987653,23,81
geometric,3118,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,1,1,114,1.0375404405290902e-09,1.0375404394526e-09,-1.0,-1.0,1.0,-1.0,1.0097871734848147,0.954739864148019,0.8695652173913043,-0.09565217391304348,27,115
geometric,3118,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.40576846995190957,0.24112041874479587,-1.0,-1.0,0.4666666666666667,-1.0,1.0097981499070727,0.0,1.0,0.15,0,120
geometric,3118,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.15805875530277422,0.13307618517491196,0.9999999999999999,0.9999999999999999,0.0,-0.6,0.9878537459482808,0.0,1.0,0.0,0,120
geometric,3118,train,r07,0.14,2,2,8,4,2.0,0,0,1,0,0,120,0.08586077319107821,0.07848870081810844,-1.0,-1.0,0.0,-0.26666666666666666,0.9723290957422616,0.9959335718571521,0.5666666666666667,0.16666666666666666,0,120
geometric,3118,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.1407165050288933,0.12091537024134674,-1.0,-1.0,-0.2,-0.06666666666666667,1.0001051753680843,1.0060852605755186,0.9916666666666667,0.03333333333333333,0,120
geometric,3118,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.08124431738661293,0.07464367827899625,-1.0,-1.0,-0.13333333333333333,-0.3333333333333333,0.9977567048207557,0.9977652600678971,0.5083333333333333,0.11666666666666667,0,120
geometric,3119,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,41,1.0510690753249865e-09,1.0510690742202405e-09,-1.0,-1.0,1.0,-0.4,1.004878074371585,0.9750079206594052,0.8571428571428571,0.6190476190476191,20,42
geometric,3119,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,40,1.0517856479022222e-09,1.0517856467959693e-09,-1.0,-1.0,1.0,0.2,1.0062062142831956,0.9987865155516363,0.8292682926829268,0.8048780487804879,17,41
geometric,3119,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,102,1.0425995627729665e-09,1.0425995616859527e-09,-1.0,-1.0,0.92,-1.0,0.990028333391321,0.9834020343754359,0.912621359223301,-0.24271844660194175,30,103
geometric,3119,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,0,0,120,0.44171128982042246,0.24660242626560128,1.0,1.0,0.5333333333333333,0.0,0.9914559571302688,0.9966808557777092,0.8916666666666667,0.049999999999999996,0,120
geometric,3119,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,0,0,120,0.17462336898709033,0.14413004799068882,1.0,1.0,0.6,-0.2,0.9827064401017728,0.9937201694030939,0.9583333333333334,-0.05,0,120
geometric,3119,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.28397687859947424,0.2033340110203737,-1.0,-1.0,1.0,-0.9333333333333333,0.9881469996650286,0.0,1.0,-0.3,0,120
geometric,3119,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.24644650591654219,0.1857106256380699,-0.9999999999999999,-0.9999999999999999,0.7333333333333333,-0.8,0.9901024504708436,0.0,1.0,0.23333333333333334,0,120
geometric,3119,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.18085956114211504,0.1481493802855966,1.0,1.0,0.6666666666666666,0.8666666666666667,0.9891246269991065,0.9759500570465098,0.9166666666666666,0.4166666666666667,0,120
geometric,3119,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.3214637859518839,0.2181248202733653,1.0,1.0,0.7333333333333333,-0.4,0.9864562773993147,0.0,1.0,0.06666666666666667,0,120
geometric,3120,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,31,1.0429100661404772e-09,1.042910065052816e-09,-0.9999999999999999,-0.9999999999999999,1.0,0.0,0.9942901877295647,0.9330851160276507,0.625,0.75,15,32
geometric,3120,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,41,1.0466917857368395e-09,1.0466917846412758e-09,-1.0,-1.0,1.0,-1.0,0.9754519365324034,0.9691915833956946,0.8809523809523809,0.38095238095238093,18,42
geometric,3120,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,90,1.0516759564444039e-09,1.0516759553383817e-09,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,1.0127436789743325,0.983746798152732,0.9010989010989011,0.34065934065934067,24,91
geometric,3120,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,0,0,120,0.09314957088062659,0.0844727283253817,1.0,1.0,0.9333333333333333,0.7333333333333333,1.027756089055541,0.9961866199301789,0.5333333333333333,0.43333333333333335,0,120
geometric,3120,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.3551224430472939,0.2290104934914154,-1.0,-1.0,0.9333333333333333,-1.0,1.0050317870760754,0.0,1.0,-0.01666666666666667,0,120
geometric,3120,train,r06,0.18,3,2,6,5,1.2,0,0,1,0,0,120,0.08107302953117627,0.0745001934138133,-1.0,-1.0,1.0,0.5333333333333333,0.994963165838926,0.9973783927155995,0.6916666666666667,0.7666666666666667,0,120
geometric,3120,train,r07,0.14,2,2,8,4,2.0,0,0,1,0,0,120,0.06333295546755523,0.0593218922192999,-1.0,-1.0,0.9333333333333333,-1.0,1.0074542126975112,0.9968500688004622,0.4166666666666667,-0.016666666666666663,0,120
geometric,3120,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.05795921728967744,0.0545999464208454,-1.0,-1.0,0.9333333333333333,-1.0,1.0166473175533806,0.9981770992307244,0.4083333333333333,-0.18333333333333332,0,120
geometric,3120,train,r09,0.08,0,2,13,2,6.5,0,0,1,1,1,106,1.0514193493066108e-09,1.0514193482011281e-09,-1.0,-1.0,1.0,-0.46153846153846156,1.013569669755716,0.9887172933305997,0.4485981308411215,0.2897196261682243,0,107
geometric,3121,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,36,1.0381809416238805e-09,1.0381809405460609e-09,-1.0,-1.0,1.0,-0.5555555555555556,1.040005724711328,0.9903949477238881,0.8378378378378378,0.6216216216216216,17,37
geometric,3121,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,70,1.0382103616486798e-09,1.038210360570799e-09,1.0,1.0,1.0,0.17647058823529413,1.017233786470682,0.9841418625306423,0.9295774647887324,0.15492957746478872,23,71
geometric,3121,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,65,1.0489649977657597e-09,1.0489649966654323e-09,-1.0,-1.0,1.0,0.125,1.0201784809425474,0.9938462928118701,0.8484848484848485,0.36363636363636365,19,66
geometric,3121,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,0,0,120,0.20584472134144233,0.16347267203730628,1.0,1.0,0.8666666666666667,0.7333333333333333,1.0090185256335096,1.004931213964743,0.85,0.6166666666666667,0,120
geometric,3121,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.4856045495498371,0.24979277100633684,1.0,1.0,0.6666666666666666,-0.3333333333333333,1.0030382847331327,0.0,1.0,-0.08333333333333333,0,120
geometric,3121,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.33008075345095966,0.22112744965220643,-1.0,-1.0,1.0,-0.8666666666666667,0.9942869209866899,0.0,1.0,0.05,0,120
geometric,3121,train,r07,0.14,2,2,8,4,2.0,0,0,1,0,0,120,0.141327294069074,0.12135389002018745,1.0,1.0,0.5333333333333333,1.0,0.9936211179131607,0.9980090059324477,0.9583333333333334,0.13333333333333333,0,120
geometric,3121,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.07215542267127593,0.06694901765040547,1.0,1.0,0.5333333333333333,0.8666666666666667,0.989198850242943,0.9983928564374113,0.625,0.25,0,120
geometric,3121,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.07629867721557912,0.07047718907073199,1.0,1.0,0.5333333333333333,0.2,0.9958161655214096,0.9985530193542237,0.8333333333333334,0.11666666666666667,0,120
geometric,3122,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,29,1.0424248733112654e-09,1.0424248722246158e-09,1.0,1.0,1.0,1.0,1.003611963112646,0.9305127206174347,0.8666666666666667,1.0,15,30
geometric,3122,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,36,1.0487777173502278e-09,1.048777716250293e-09,-1.0,-1.0,1.0,0.1111111111111111,0.98953968294987,0.96521741963489,0.8918918918918919,0.7837837837837838,18,37
geometric,3122,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,73,1.0498966132946228e-09,1.04989661219234e-09,-1.0,-1.0,1.0,-1.0,1.0100424557744265,0.9782282211491399,0.8648648648648649,0.2702702702702703,25,74
geometric,3122,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,1,1,95,1.0457624511782645e-09,1.0457624500846455e-09,-1.0,-1.0,1.0,-1.0,0.9958257098278918,0.9979165315068568,0.8125,-0.10416666666666667,33,96
geometric,3122,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,0,0,120,0.16569358201899487,0.13823921889670948,1.0,1.0,1.0,0.2,1.016825282745237,0.9987037588655381,0.9416666666666667,0.31666666666666665,0,120
geometric,3122,train,r06,0.18,3,2,6,5,1.2,0,0,1,0,0,120,0.3000503722597823,0.2100201463665484,1.0,1.0,1.0,0.6,1.0294760776819822,0.9738126686231013,0.6083333333333333,0.45,0,120
geometric,3122,train,r07,0.14,2,2,8,4,2.0,0,0,1,0,0,120,0.1206781492493067,0.10611493354306877,1.0,1.0,1.0,1.0,1.0014893325064929,0.9774834620166722,0.7083333333333334,0.6,0,120
geometric,3122,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,1,1,63,1.0485680854212954e-09,1.0485680843218003e-09,-1.0,-1.0,1.0,-1.0,1.243144859328813,0.9557391967316442,0.15625,0.3125,0,64
geometric,3122,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.08989144060945391,0.08181096951461092,1.0,1.0,1.0,1.0,1.029113690228172,0.9865475613686343,0.4166666666666667,0.6,0,120
geometric,3123,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,25,1.0325734299414028e-09,1.032573428875195e-09,1.0,1.0,1.0,1.0,0.9692410061404086,0.9955760402950453,0.8461538461538461,1.0,13,26
geometric,3123,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,36,1.0440798043657798e-09,1.0440798032756773e-09,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,0.960764449879432,0.9950373415842476,0.8648648648648649,0.40540540540540543,18,37
geometric,3123,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,48,1.0483848552223508e-09,1.04838485412324e-09,-1.0,-1.0,1.0,0.3333333333333333,1.0047532565026198,0.9965571664875224,0.7959183673469388,0.7959183673469388,19,49
geometric,3123,train,r04,0.28,5,2,4,7,0.5714285714285714,1,1,0,0,0,120,0.373411457706407,0.23397534095998318,-1.0,-1.0,0.8666666666666667,-1.0,0.9957945332010766,0.0,1.0,-0.45,31,120
geometric,3123,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.3217416652593903,0.21822396609550476,-1.0,-1.0,0.6666666666666666,-1.0,0.989731942662568,0.0,1.0,-0.3333333333333333,0,120
geometric,3123,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.19539699784039355,0.1572170110753548,1.0,1.0,0.7333333333333333,-0.6666666666666666,0.9956479913817827,0.0,1.0,-0.13333333333333333,0,120
geometric,3123,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.13322383280386849,0.11547524317691538,1.0,1.0,1.0,0.7333333333333333,0.9893189478563801,0.0,1.0,0.6166666666666667,0,120
geometric,3123,train,r08,0.1,1,2,10,3,3.3333333333333335,1,1,0,0,0,120,0.1536982479972672,0.13007509655983773,-1.0,-1.0,1.0,-1.0,0.9882344891452471,0.0,1.0,0.03333333333333333,0,120
geometric,3123,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.12092062044819021,0.10629882399861494,1.0,1.0,1.0,-0.6,0.9952215815350453,1.003132712964229,0.9916666666666667,0.2833333333333333,0,120
geometric,3124,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,33,1.0512885206363114e-09,1.0512885195311038e-09,-1.0,-1.0,1.0,-0.5,1.0081729983599061,0.998446062654119,0.8823529411764706,0.29411764705882354,15,34
geometric,3124,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,30,1.0458972755344789e-09,1.0458972744405776e-09,-1.0,-1.0,1.0,-1.0,1.0323616804328113,0.9207847842567516,0.7741935483870968,0.5483870967741935,16,31
geometric,3124,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,39,1.0451779965175296e-09,1.0451779954251325e-09,-1.0,-1.0,1.0,-1.0,0.970336386629911,0.9818455235321673,0.775,0.09999999999999998,19,40
geometric,3124,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,1,1,76,1.0492999863611242e-09,1.0492999852600936e-09,-1.0,-1.0,0.7894736842105263,-1.0,1.0179598367175002,0.9857743239727736,0.8831168831168831,-0.24675324675324675,21,77
geometric,3124,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,0,0,120,0.11172184675067183,0.09924007570929123,-0.9999999999999999,-0.9999999999999999,0.8,-1.0,1.0015378055347492,1.0001948383386299,0.9833333333333333,-0.45,32,120
geometric,3124,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.36901640082820714,0.23284329674800308,-1.0,-1.0,0.3333333333333333,-0.0666666666666667,1.0051760100662288,0.0,1.0,-0.016666666666666663,0,120
geometric,3124,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.274703264351806,0.19924138090626775,-1.0,-1.0,0.4666666666666667,-1.0,0.9922095490651384,0.0,1.0,-0.5333333333333333,0,120
geometric,3124,train,r08,0.1,1,2,10,3,3.3333333333333335,1,1,0,0,0,120,0.3197420029330245,0.21750705449340227,0.9999999999999999,0.9999999999999999,-0.6,-0.9333333333333333,0.9846227523752267,0.0,1.0,-0.5333333333333333,0,120
geometric,3124,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.40297596829503907,0.24058633727171472,-1.0,-1.0,-0.26666666666666666,-1.0,0.9974398448601757,0.0,1.0,-0.6833333333333333,0,120
geometric,3125,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,27,1.0261099533443693e-09,1.0261099522914678e-09,1.0,1.0,1.0,1.0,0.9951928523353897,0.9778815497060025,0.8214285714285714,1.0,13,28
geometric,3125,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,33,1.0514896570309297e-09,1.0514896559252992e-09,-1.0,-1.0,1.0,0.25,1.0065459484771637,0.9896324926929958,0.7941176470588235,0.8235294117647058,16,34
geometric,3125,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,63,1.048393430279691e-09,1.0483934291805623e-09,-0.9999999999999999,-0.9999999999999999,1.0,-1.0,0.9826140835525772,0.992373039378208,0.859375,-0.031249999999999993,27,64
geometric,3125,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,0,0,120,0.07850439455689802,0.07234145459215291,-1.0,-1.0,0.9333333333333333,-1.0,0.9874529646742344,0.9854318385575904,0.8666666666666667,-0.5,26,120
geometric,3125,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.29055502874928374,0.20613280401778666,-1.0,-1.0,0.4666666666666667,-0.13333333333333333,1.001857729378096,0.0,1.0,0.43333333333333335,0,120
geometric,3125,train,r06,0.18,3,2,6,5,1.2,0,0,1,0,0,120,0.1336331181336785,0.11577530787154883,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.9817656858671394,0.9953621169906348,0.5666666666666667,0.4166666666666667,0,120
geometric,3125,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.21856245114533654,0.1707929060946789,-1.0,-1.0,1.0,-1.0,0.9875279047179752,0.0,1.0,0.18333333333333332,0,120
geometric,3125,train,r08,0.1,1,2,10,3,3.3333333333333335,1,1,0,0,0,120,0.37224837442213704,0.23367952216221352,-1.0,-1.0,1.0,-1.0,0.9915601392471134,0.0,1.0,0.05,0,120
geometric,3125,train,r09,0.08,0,2,13,2,6.5,1,1,0,0,0,120,0.23491522694486522,0.17973006309430772,-1.0,-1.0,0.7333333333333333,-1.0,0.9903488135084015,0.0,1.0,-0.05,0,120
geometric,3126,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,23,1.0450628981636016e-09,1.045062897071445e-09,0.9999999999999999,0.9999999999999999,1.0,1.0,1.02504776802801,0.9036403722478864,0.7916666666666666,1.0,12,24
geometric,3126,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,32,1.0348771946448844e-09,1.0348771935739134e-09,1.0,1.0,1.0,1.0,1.0423261463502849,0.9829717232477677,0.8484848484848485,1.0,15,33
geometric,3126,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,50,1.041483222348795e-09,1.0414832212641078e-09,-1.0,-1.0,1.0,-0.6666666666666666,1.0221545440578028,0.9989732032987898,0.8431372549019608,0.49019607843137253,20,51
geometric,3126,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,1,1,118,1.0508910856014294e-09,1.0508910844970573e-09,-0.9999999999999999,-0.9999999999999999,0.8620689655172413,-1.0,1.0056209235502667,0.9839373825330683,0.7983193277310925,-0.04201680672268908,35,119
geometric,3126,train,r05,0.22,4,2,5,6,0.8333333333333334,1,1,0,0,0,120,0.4344268573390098,0.2457001629615614,-1.0,-1.0,0.7333333333333333,0.8,1.0142103820998654,0.0,1.0,0.26666666666666666,3,120
geometric,3126,train,r06,0.18,3,2,6,5,1.2,1,1,0,0,0,120,0.3519727988640245,0.22808794772384947,-1.0,-1.0,0.6,-0.8666666666666667,0.9938723605121524,0.0,1.0,-0.03333333333333333,0,120
geometric,3126,train,r07,0.14,2,2,8,4,2.0,1,1,0,0,0,120,0.30334218191102896,0.2113257025844852,1.0,1.0,0.6,0.7333333333333333,0.9895359561973017,0.0,1.0,0.38333333333333336,0,120
geometric,3126,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,0,0,120,0.12545996590431585,0.10971976285960376,1.0,1.0,0.4666666666666667,-0.4666666666666667,0.9986623309972641,0.995340643388924,0.8083333333333333,0.18333333333333332,0,120
geometric,3126,train,r09,0.08,0,2,13,2,6.5,0,0,1,0,0,120,0.10119401497640115,0.09095378630935706,-1.0,-1.0,0.26666666666666666,-0.5333333333333333,0.9939924843395257,0.9958667003195235,0.8166666666666667,-0.26666666666666666,0,120
geometric,3127,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,24,1.035570673433788e-09,1.0355706723613813e-09,1.0,1.0,1.0,1.0,1.042397987134606,0.9522673238834093,0.44,1.0,13,25
geometric,3127,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,36,1.0386874337607251e-09,1.0386874326818537e-09,-1.0,-1.0,1.0,-1.0,0.9696588503405923,0.973153325463802,0.8378378378378378,0.1891891891891892,18,37
