regime,seed,split,setting,capture_rate,lag,audit_period,horizon_harm,horizon_observation,R,true_permanence_hold,permanence_hold,failure,extinct,captured,time_to_failure,final_min_true_share,final_prod_true_share,final_true_corr_sa,final_corr_sa,corr_start,corr_end,mean_intervention_inside_floor,mean_intervention_outside_floor,mean_true_permanence,mean_corr_sa,capture_events,steps_run
scalar,3105,train,r07,0.14,2,2,8,4,2.0,0,0,1,1,1,8,1.0449051000544508e-09,1.044905098962624e-09,1.0,1.0,0.9999999999999999,1.0,0.11909762216707354,0.04675029934910182,0.6666666666666666,1.0,3,9
scalar,3105,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,1,1,9,1.0425459558111041e-09,1.042545954724202e-09,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.11909762216707354,0.042908586481646464,0.6,1.0,0,10
scalar,3105,train,r09,0.08,0,2,13,2,6.5,0,0,1,1,1,9,1.0503555185442647e-09,1.050355517441018e-09,1.0,1.0,0.9999999999999999,1.0,0.11073255848170034,0.03759572285061347,0.7,1.0,0,10
scalar,3106,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,4,1.0276347817676443e-09,1.027634780711611e-09,1.0,1.0,0.9999999999999999,1.0,0.2423909056258137,0.12971371200284554,0.6,1.0,5,5
scalar,3106,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,5,1.0235210844300698e-09,1.0235210833824745e-09,1.0,1.0,0.9999999999999999,1.0,0.2423909056258137,0.11603304484928699,0.5,1.0,6,6
scalar,3106,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,5,1.048522689334474e-09,1.0485226882350743e-09,1.0,1.0,0.9999999999999999,1.0,0.21822961517521577,0.10117669536221949,0.6666666666666666,1.0,6,6
scalar,3106,train,r04,0.28,5,2,4,7,0.5714285714285714,0,0,1,1,1,6,1.0422642425760482e-09,1.0422642414897334e-09,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.21822961517521577,0.09050577498244383,0.5714285714285714,1.0,7,7
scalar,3106,train,r05,0.22,4,2,5,6,0.8333333333333334,0,0,1,1,1,7,1.0387142556747695e-09,1.0387142545958423e-09,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.19732002817662644,0.07059450448630618,0.625,1.0,6,8
scalar,3106,train,r06,0.18,3,2,6,5,1.2,0,0,1,1,1,7,1.0523152739626732e-09,1.0523152728553056e-09,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.19732002817662644,0.07059450448630618,0.625,1.0,5,8
scalar,3106,train,r07,0.14,2,2,8,4,2.0,0,0,1,1,1,8,1.0461808665939777e-09,1.0461808654994833e-09,0.9999999999999998,0.9999999999999998,1.0,0.9999999999999998,0.17921197523755036,0.0550637134993188,0.6666666666666666,1.0,3,9
scalar,3106,train,r08,0.1,1,2,10,3,3.3333333333333335,0,0,1,1,1,9,1.043626744629216e-09,1.0436267435400592e-09,1.0,1.0,1.0,1.0,0.17921197523755036,0.04986292566713824,0.6,1.0,0,10
scalar,3106,train,r09,0.08,0,2,13,2,6.5,0,0,1,1,1,9,1.051533858454637e-09,1.0515338573489137e-09,1.0,1.0,1.0,1.0,0.16349082652117067,0.04393491517427811,0.7,1.0,0,10
scalar,3107,train,r01,0.55,9,2,2,11,0.18181818181818182,0,0,1,1,1,3,1.0475944838559115e-09,1.0475944827584573e-09,1.0,1.0,1.0,1.0,0.38745315127548835,0.24546350122747954,0.5,1.0,4,4
scalar,3107,train,r02,0.45,7,2,3,9,0.3333333333333333,0,0,1,1,1,4,1.0354226028334591e-09,1.0354226017613592e-09,1.0,1.0,1.0,1.0,0.3502359964411419,0.19146153095743407,0.6,1.0,5,5
scalar,3107,train,r03,0.35,6,2,3,8,0.375,0,0,1,1,1,5,1.033238332760041e-09,1.0332383316924596e-09,1.0,1.0,1.0,1.0,0.3502359964411419,0.17126843465870245,0.5,1.0,6,6
