split,seed,governor,step,population,gini,fertile,reserve,allocation_to_feeding
train,6000,arithmetic_mean,76,18,0.34290066302048583,1,2.01739754652272,0.8
train,6000,arithmetic_mean,77,17,0.3518139526625734,1,2.0526651078596516,0.8
train,6000,arithmetic_mean,78,15,0.3658978004312776,1,2.08599473016316,0.8
train,6000,arithmetic_mean,79,14,0.3867091371067326,1,2.116378611909081,0.8
train,6000,arithmetic_mean,80,14,0.3878592349925085,1,2.144946646611354,0.8
train,6000,arithmetic_mean,81,12,0.4062664917987562,1,2.1728004804460697,0.8
train,6000,arithmetic_mean,82,11,0.35884678841904805,1,2.1978454684349176,0.8
train,6000,arithmetic_mean,83,11,0.3571802096500325,1,2.2212080817240447,0.8
train,6000,arithmetic_mean,84,11,0.3551589475134376,1,2.2439866296809434,0.8
train,6000,arithmetic_mean,85,10,0.37857722979837094,1,2.2661957139389197,0.8
train,6000,arithmetic_mean,86,8,0.4321197478463785,1,2.2867933210904465,0.8
train,6000,arithmetic_mean,87,8,0.43004166556310763,1,2.3047634880631853,0.8
train,6000,arithmetic_mean,88,7,0.42525675341970115,1,2.3222844008616055,0.8
train,6000,arithmetic_mean,89,5,0.23392128151610891,1,2.338311040840065,0.8
train,6000,arithmetic_mean,90,4,0.2586757055964255,1,2.4058029523190636,0.65
train,6000,arithmetic_mean,91,3,0.28784596273570173,1,2.522945378511087,0.5
train,6000,arithmetic_mean,92,2,0.2907737147537084,1,2.63451861904831,0.5
train,6000,arithmetic_mean,93,2,0.285643252505706,1,2.7406619035721023,0.5
train,6000,arithmetic_mean,94,2,0.2802899462224939,1,2.8441516059828,0.5
train,6000,arithmetic_mean,95,2,0.274875379822076,1,2.94505406583323,0.5
train,6000,arithmetic_mean,96,2,0.27007051649630953,1,3.043433964187399,0.5
train,6000,arithmetic_mean,97,2,0.2649967401183486,1,3.1393543650827143,0.5
train,6000,arithmetic_mean,98,2,0.26023096076872654,0,3.232876755955646,0.5
train,6000,arithmetic_mean,99,2,0.2551429117665427,0,3.324061087056755,0.5
train,6000,arithmetic_mean,100,2,0.250019983549143,0,3.412965809880336,0.5
train,6000,arithmetic_mean,101,2,0.2443840302728426,0,3.4996479146333273,0.5
train,6000,arithmetic_mean,102,2,0.23901048084009346,0,3.584162966767494,0.5
train,6000,arithmetic_mean,103,2,0.23396660885002696,0,3.666565142598307,0.5
train,6000,arithmetic_mean,104,2,0.2296917533495655,0,3.7469072640333487,0.5
train,6000,arithmetic_mean,105,2,0.2253815996140991,0,3.8252408324325153,0.5
train,6000,arithmetic_mean,106,2,0.22070431125428058,0,3.9016160616217026,0.5
train,6000,arithmetic_mean,107,1,0.0,0,3.97608191008116,0.5
train,6000,arithmetic_mean,108,1,0.0,0,4.046045487329131,0.5
train,6000,arithmetic_mean,109,1,0.0,0,4.114259975145902,0.5
train,6000,arithmetic_mean,110,1,0.0,0,4.180769100767255,0.5
train,6000,arithmetic_mean,111,1,0.0,0,4.245615498248073,0.5
train,6000,arithmetic_mean,112,1,0.0,0,4.308840735791871,0.5
train,6000,arithmetic_mean,113,1,0.0,0,4.370485342397074,0.5
train,6000,arithmetic_mean,114,1,0.0,0,4.430588833837146,0.5
train,6000,arithmetic_mean,115,1,0.0,0,4.489189737991217,0.5
train,6000,arithmetic_mean,116,1,0.0,0,4.546325619541436,0.5
train,6000,arithmetic_mean,117,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,118,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,119,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,120,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,121,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,122,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,123,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,124,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,125,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,126,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,127,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,128,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,129,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,130,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,131,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,132,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,133,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,134,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,135,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,136,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,137,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,138,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,139,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,140,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,141,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,142,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,143,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,144,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,145,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,146,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,147,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,148,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,149,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,150,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,151,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,152,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,153,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,154,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,155,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,156,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,157,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,158,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,159,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,160,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,161,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,162,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,163,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,164,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,165,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,166,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,167,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,168,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,169,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,170,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,171,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,172,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,173,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,174,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,175,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,176,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,177,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,178,0,0.0,0,4.6020331040529,0.5
train,6000,arithmetic_mean,179,0,0.0,0,4.6020331040529,0.5
train,6000,geometric_mean,0,123,0.12404213108667395,77,2.970187499999998,0.65
train,6000,geometric_mean,1,123,0.12532451072942008,79,3.771665624999998,0.65
train,6000,geometric_mean,2,124,0.13788342761326167,82,0.05310679687499764,0.65
train,6000,geometric_mean,3,124,0.14340812770272215,86,0.9293603769531227,0.65
train,6000,geometric_mean,4,124,0.14941130765939836,88,1.7837076175292945,0.65
train,6000,geometric_mean,5,124,0.15743530443976006,92,2.616696177091062,0.65
train,6000,geometric_mean,6,124,0.16491258367096795,97,3.4288600226637853,0.65
train,6000,geometric_mean,7,124,0.17128125450255816,98,4.2207197720971905,0.65
train,6000,geometric_mean,8,125,0.18471928320900033,104,0.49278302779476046,0.65
train,6000,geometric_mean,9,125,0.1924359820562047,107,1.3598931395998912,0.65
train,6000,geometric_mean,10,125,0.19896878528266249,109,2.2053254986098936,0.65
train,6000,geometric_mean,11,125,0.20644857101515712,107,3.029622048644646,0.65
train,6000,geometric_mean,12,125,0.2129096573021747,108,3.8333111849285295,0.65
train,6000,geometric_mean,13,126,0.22402532813917686,112,0.11690809280531678,0.65
train,6000,geometric_mean,14,126,0.2284463121976823,113,0.9952635154851838,0.65
train,6000,geometric_mean,15,126,0.23328492236944065,111,1.851660052598054,0.65
train,6000,geometric_mean,16,126,0.23896064057823985,110,2.6866466762831025,0.65
train,6000,geometric_mean,17,126,0.2443187830721525,106,3.5007586343760244,0.65
train,6000,geometric_mean,18,126,0.24913806306161423,103,4.294517793516624,0.65
train,6000,geometric_mean,19,127,0.2566395206406582,99,0.5684329736787079,0.65
train,6000,geometric_mean,20,127,0.2603120040666145,99,1.4373487118367403,0.65
train,6000,geometric_mean,21,127,0.26411096069115136,94,2.284541556540822,0.65
train,6000,geometric_mean,22,127,0.2672319773412082,90,3.1105545801273013,0.65
train,6000,geometric_mean,23,127,0.2704679744832508,90,3.9159172781241187,0.65
train,6000,geometric_mean,24,128,0.27796855182642943,86,0.20114590867101612,0.65
train,6000,geometric_mean,25,128,0.28070272060423607,79,1.0810922609542406,0.65
train,6000,geometric_mean,26,127,0.2832914944620848,76,1.9390399544303845,0.65
train,6000,geometric_mean,27,126,0.28163412412189714,73,2.7736905180696247,0.65
train,6000,geometric_mean,28,125,0.2854414263072538,69,3.5856263801178843,0.65
train,6000,geometric_mean,29,125,0.2903679884692303,65,4.375415408114938,0.65
train,6000,geometric_mean,30,124,0.29403225544086053,61,0.6454597104120641,0.65
train,6000,geometric_mean,31,123,0.29671906013716787,58,1.5069044676517624,0.65
train,6000,geometric_mean,32,122,0.30065155280683564,57,2.3449646684604684,0.65
train,6000,geometric_mean,33,121,0.30429153448974056,54,3.1602249267489566,0.65
train,6000,geometric_mean,34,120,0.3073688414381819,52,3.953255241080233,0.65
train,6000,geometric_mean,35,121,0.3147581511858726,51,0.22461136005322668,0.65
train,6000,geometric_mean,36,120,0.31591555054825005,50,1.0910320135518958,0.65
train,6000,geometric_mean,37,118,0.3145286254459936,46,1.9339437132130983,0.65
train,6000,geometric_mean,38,117,0.31100642233278,42,2.7520857453827703,0.65
train,6000,geometric_mean,39,115,0.3145611266095305,40,3.547925789248201,0.65
train,6000,geometric_mean,40,113,0.3177806983971445,36,4.320172957016996,0.65
train,6000,geometric_mean,41,112,0.3183725164063893,31,0.5694170705915704,0.65
train,6000,geometric_mean,42,106,0.31145198325194356,30,1.410581643826781,0.65
train,6000,geometric_mean,43,105,0.3061823659869216,27,2.2196264777311114,0.65
train,6000,geometric_mean,44,100,0.3095961550357227,22,3.006596753287834,0.65
train,6000,geometric_mean,45,97,0.3144644742041529,21,3.232983084455638,0.65
train,6000,geometric_mean,46,97,0.31725858098419213,18,3.448164444844247,0.65
train,6000,geometric_mean,47,97,0.3212745369975516,16,3.657966271223141,0.65
train,6000,geometric_mean,48,96,0.3229953749826291,13,3.8625230519425626,0.65
train,6000,geometric_mean,49,91,0.3160711343393334,9,4.060117475643999,0.65
train,6000,geometric_mean,50,88,0.31911982294466235,8,4.243529851252899,0.65
train,6000,geometric_mean,51,85,0.33080554890398495,6,4.416811604971577,0.65
train,6000,geometric_mean,52,83,0.33974626938348007,6,0.08021600234728687,0.65
train,6000,geometric_mean,53,80,0.3365832864805893,6,0.4641074772886047,0.5
train,6000,geometric_mean,54,77,0.34942587449050166,6,0.8304797903563895,0.5
train,6000,geometric_mean,55,76,0.36077127754976046,6,1.1797709205974796,0.5
train,6000,geometric_mean,56,69,0.3641273225845112,5,1.5176891475825425,0.5
train,6000,geometric_mean,57,61,0.34710971307962857,3,1.8286750438929789,0.5
train,6000,geometric_mean,58,55,0.3429132848350005,2,2.110761292795654,0.5
train,6000,geometric_mean,59,51,0.35016878797349027,2,2.2763638229757626,0.65
train,6000,geometric_mean,60,49,0.35076417869140686,2,2.4304325399013686,0.65
train,6000,geometric_mean,61,43,0.35041957863672946,2,2.5769526639038345,0.65
train,6000,geometric_mean,62,41,0.3672748377717634,2,2.7087191598062383,0.65
train,6000,geometric_mean,63,39,0.3768152468657031,2,2.8334946183110823,0.65
train,6000,geometric_mean,64,35,0.4011361163156053,2,2.951453815353305,0.65
train,6000,geometric_mean,65,34,0.3930818396706013,3,3.0590702824694724,0.65
train,6000,geometric_mean,66,33,0.4074801013048803,3,3.1621479004077355,0.65
train,6000,geometric_mean,67,32,0.4122075665704308,3,3.2608001403975417,0.65
train,6000,geometric_mean,68,30,0.40628780411912335,3,3.355137636887603,0.65
train,6000,geometric_mean,69,30,0.4134777719346825,3,3.443419820965413,0.65
train,6000,geometric_mean,70,26,0.38404206677504993,3,3.529494950441278,0.65
train,6000,geometric_mean,71,26,0.3878775798430538,3,3.6060244516802458,0.65
train,6000,geometric_mean,72,26,0.3919638553602378,3,3.6806407153882397,0.65
train,6000,geometric_mean,73,26,0.39647295624050694,2,3.7533915725035336,0.65
train,6000,geometric_mean,74,26,0.4006148913264056,2,3.824323658190945,0.65
train,6000,geometric_mean,75,23,0.40032032956311436,2,3.8934824417361713,0.65
train,6000,geometric_mean,76,19,0.402042787471653,2,3.955366943192767,0.65
train,6000,geometric_mean,77,18,0.4139243153302492,2,4.008310582112948,0.65
train,6000,geometric_mean,78,16,0.40487985292302286,2,4.058082192560124,0.65
train,6000,geometric_mean,79,15,0.42322319310123824,2,4.102912637746121,0.65
train,6000,geometric_mean,80,14,0.38144585986603574,2,4.1447738843024675,0.65
train,6000,geometric_mean,81,12,0.3956983481431713,2,4.183740162194906,0.65
train,6000,geometric_mean,82,12,0.39366814610413603,2,4.158511658140033,0.8
train,6000,geometric_mean,83,12,0.39152110103927695,2,4.133913866686532,0.8
train,6000,geometric_mean,84,12,0.38915025833657246,2,4.109931020019369,0.8
train,6000,geometric_mean,85,12,0.3866909541449868,2,4.146071494518885,0.65
train,6000,geometric_mean,86,10,0.42497686460880035,2,4.121784707155912,0.8
train,6000,geometric_mean,87,10,0.42182161289926934,2,4.095992589477015,0.8
train,6000,geometric_mean,88,8,0.41880867328454685,2,4.07084527474009,0.8
train,6000,geometric_mean,89,7,0.33411413291827863,2,4.044214142871588,0.8
train,6000,geometric_mean,90,6,0.35126232562585025,2,4.017192539299798,0.8
train,6000,geometric_mean,91,5,0.3699160778580133,2,4.044560850817303,0.65
train,6000,geometric_mean,92,4,0.3890601438884653,2,4.123374954546871,0.5
train,6000,geometric_mean,93,4,0.37987616156316895,2,4.1975780806832,0.5
train,6000,geometric_mean,94,4,0.37114740839450455,2,4.269926128666119,0.5
train,6000,geometric_mean,95,4,0.3625071936546378,1,4.3404654754494665,0.5
train,6000,geometric_mean,96,4,0.35426725661089575,1,4.40924133856323,0.5
train,6000,geometric_mean,97,4,0.3461767028212934,1,4.476297805099149,0.5
train,6000,geometric_mean,98,5,0.4562638726603905,1,0.04167785997166984,0.5
train,6000,geometric_mean,99,5,0.44561439946229076,1,0.22056403847237807,0.5
train,6000,geometric_mean,100,5,0.43393501959469316,1,0.3949780625105686,0.5
train,6000,geometric_mean,101,5,0.42297900435736957,1,0.5650317359478044,0.5
train,6000,geometric_mean,102,5,0.4126118964038097,1,0.7308340675491094,0.5
train,6000,geometric_mean,103,5,0.40197168902363156,1,0.8924913408603816,0.5
train,6000,geometric_mean,104,5,0.3921028776387805,1,1.050107182338872,0.5
train,6000,geometric_mean,105,5,0.3838168511781199,1,1.2037826277804,0.5
train,6000,geometric_mean,106,5,0.3748583523227529,0,1.3536161870858898,0.5
train,6000,geometric_mean,107,4,0.200411345031702,0,1.4997039074087424,0.5
train,6000,geometric_mean,108,4,0.19284618014251076,0,1.6394988097235237,0.5
train,6000,geometric_mean,109,3,0.19886681914578652,0,1.7757988394804356,0.5
train,6000,geometric_mean,110,3,0.1901519254734294,0,1.9584448059934247,0.35
train,6000,geometric_mean,111,3,0.18295262230697973,1,2.136524623343589,0.35
train,6000,geometric_mean,112,3,0.1759685120725918,1,2.310152445259999,0.35
train,6000,geometric_mean,113,3,0.16963057783114066,1,2.479439571628499,0.35
train,6000,geometric_mean,114,3,0.1629469256186571,1,2.6444945198377865,0.35
train,6000,geometric_mean,115,3,0.15792734865711378,1,2.8054230943418417,0.35
train,6000,geometric_mean,116,3,0.15314840496680882,1,2.9623284544832957,0.35
train,6000,geometric_mean,117,3,0.1484183579323437,1,3.1153111806212133,0.35
train,6000,geometric_mean,118,3,0.14411751767474068,1,3.2644693386056827,0.35
train,6000,geometric_mean,119,3,0.13945581154816744,1,3.4098985426405406,0.35
train,6000,geometric_mean,120,3,0.1351244343418989,1,3.551692016574527,0.35
train,6000,geometric_mean,121,3,0.13134693368900607,1,3.6899406536601638,0.35
train,6000,geometric_mean,122,3,0.12785655088879744,1,3.8247330748186594,0.35
train,6000,geometric_mean,123,3,0.12453367645068658,1,3.9561556854481927,0.35
train,6000,geometric_mean,124,3,0.12097821407721043,1,4.084292730811987,0.35
train,6000,geometric_mean,125,3,0.1180998340553685,1,4.209226350041688,0.35
train,6000,geometric_mean,126,3,0.1153226344139977,1,4.331036628790646,0.35
train,6000,geometric_mean,127,3,0.1128854956269143,1,4.449801650570881,0.35
train,6000,geometric_mean,128,4,0.31928889087499446,1,0.06559754680660923,0.35
train,6000,geometric_mean,129,4,0.3116124520496819,1,0.24124510813644398,0.5
train,6000,geometric_mean,130,4,0.30365816036848625,1,0.41250148043303286,0.5
train,6000,geometric_mean,131,4,0.29544834579250256,1,0.579476443422207,0.5
train,6000,geometric_mean,132,4,0.2872512041551387,1,0.7422770323366518,0.5
train,6000,geometric_mean,133,4,0.28082362106323044,1,0.9010076065282354,0.5
train,6000,geometric_mean,134,4,0.27374582177167595,1,1.0557699163650296,0.5
train,6000,geometric_mean,135,4,0.2671059640106641,1,1.9661881684559037,0.5
train,6000,geometric_mean,136,4,0.26088157486088814,1,2.853845964244506,0.5
train,6000,geometric_mean,137,4,0.2550189336104418,1,3.7193123151383936,0.5
train,6000,geometric_mean,138,5,0.38615410643504067,1,0.06314200725993313,0.5
train,6000,geometric_mean,139,5,0.3748262250527983,1,1.0010165820784347,0.5
train,6000,geometric_mean,140,5,0.3648555506930278,1,1.9154442925264736,0.5
train,6000,geometric_mean,141,4,0.3875279844408759,2,2.8070113102133116,0.5
train,6000,geometric_mean,142,4,0.37491760990000933,2,3.6736485274579787,0.5
train,6000,geometric_mean,143,4,0.4509569575735741,2,0.018619814271529478,0.5
train,6000,geometric_mean,144,4,0.4228540558597751,2,0.9549668189147412,0.5
train,6000,geometric_mean,145,4,0.3978759815800237,2,1.8679051484418727,0.5
train,6000,geometric_mean,146,4,0.3756255334209273,2,2.7580200197308256,0.5
train,6000,geometric_mean,147,4,0.35567905470834393,2,3.625882019237555,0.5
train,6000,geometric_mean,148,4,0.33790814698426863,2,4.472047468756616,0.5
train,6000,geometric_mean,149,5,0.41772004774384475,2,0.7970587820377002,0.5
train,6000,geometric_mean,150,5,0.3945881466511423,2,1.7165854374867575,0.5
train,6000,geometric_mean,151,5,0.37417334137242686,3,2.6131239265495885,0.5
train,6000,geometric_mean,152,5,0.355567030774407,2,3.4872489533858486,0.5
train,6000,geometric_mean,153,5,0.33919977034569704,2,4.3395208545512025,0.5
train,6000,geometric_mean,154,6,0.41427779354228034,2,0.670485958187423,0.5
train,6000,geometric_mean,155,6,0.3918675604452553,2,1.5958175592327375,0.5
train,6000,geometric_mean,156,6,0.37146160792386906,3,2.4980158702519186,0.5
train,6000,geometric_mean,157,6,0.3535159430120638,3,3.3776592234956206,0.5
train,6000,geometric_mean,158,6,0.336868347334522,3,4.23531149290823,0.5
train,6000,geometric_mean,159,7,0.3992995380081694,3,0.5715224555855238,0.5
train,6000,geometric_mean,160,7,0.3788937207966723,3,1.5019687691958856,0.5
train,6000,geometric_mean,161,7,0.360606860803089,3,2.4091539249659886,0.5
train,6000,geometric_mean,162,7,0.3440896378870464,4,3.2936594518418385,0.5
train,6000,geometric_mean,163,7,0.329044880583266,4,4.156052340545792,0.5
train,6000,geometric_mean,164,8,0.3870555225900931,4,0.49688540703214734,0.5
train,6000,geometric_mean,165,8,0.36981373379513505,4,1.4318382718563436,0.5
train,6000,geometric_mean,166,8,0.35433863083263617,4,2.911842315059935,0.2
train,6000,geometric_mean,167,8,0.33947408850767435,5,4.3548462571834365,0.2
train,6000,geometric_mean,168,9,0.3897452522652729,5,1.2617751007538507,0.2
train,6000,geometric_mean,169,9,0.37306260789474543,5,2.1802463482350047,0.5
train,6000,geometric_mean,170,9,0.3577197659026894,5,3.07575581452913,0.5
train,6000,geometric_mean,171,9,0.343587983572186,5,3.948877544165901,0.5
train,6000,geometric_mean,172,10,0.3903677356456372,6,0.30017123056175343,0.5
