seed,mode,world,policy,audit_intervention,delay,t_irrev,R,containment_strength,capture_threshold,permanence,collapse,capture_index,strict_zero_capture,resource_hhi,max_lineage_share,exploitative_strategy_mass,cooperative_strategy_mass,strategy_diversity,response_diversity,welfare,minimum_zone_welfare,neighbor_harm_volume,aid_interception_volume,extraction_volume,deception_level,catastrophe_recovery_rate,mutation_survival,containment_cost,false_containment,delayed_consequence_true_harm_mi,irreversible_failures,containment_events,mutation_events,selection_delta_seen,initial_exploitative_strategy_mass,exploit_payoff_total,coop_payoff_total,no_strategy_observation_asserted,capture_component_resource_concentration,capture_component_exploit_mass,capture_component_neighbor_harm,capture_component_aid_interception,capture_component_coop_loss
9609,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7328986194624342,0.0,0.195106836465861,0.015785774775705405,0.7202836578703679,0.27971634212954427,0.38040739457954653,0.9933766101007654,0.13522699559372203,0.0,12.590270462456306,2.291955846719034,1.2424742594587208,0.20200155758713972,0.0,1480,0.0,0.0,0.00011811439019979685,9,0,1480,1.0,0.015447732924403627,28648.99835621996,3750.519144452346,1.0,0.23998778672785684,1.0,1.0,1.0,0.33400870921537074
9610,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7086301515597845,0.0,0.19358756941232091,0.015684147392197093,0.6550058577571801,0.3449941422427326,0.38080227645069603,0.993939591948165,0.09450265922962851,0.0,10.748512530842932,2.177000019187512,1.2266625074412962,0.19132800463095917,0.0,1516,0.0,0.0,0.001478689579242869,9,0,1516,1.0,0.012483030531053773,21702.280883177424,3781.300959325335,1.0,0.23564702371774232,1.0,1.0,1.0,0.17858537561254137
9611,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7277611683829671,0.0,0.19385805141065549,0.015753446547987618,0.7080966565450217,0.29190334345489055,0.47416253342300607,0.9936692413806879,0.12482343610308594,0.0,10.87787977104387,2.356931516197779,1.2813770358730345,0.20916943744355854,0.0,1551,0.0,0.0,0.0007534580413449156,9,0,1551,1.0,0.014784258267257582,23646.1919973745,3559.1085121806627,1.0,0.23641982942726966,1.0,1.0,1.0,0.3049920393931177
9612,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7316870175796601,0.0,0.1934045390525121,0.01571804033695303,0.719887216046095,0.28011278395381756,0.4147267363106243,0.9929300717909617,0.1304262382680187,0.0,11.669746040071457,2.291615046125613,1.296652236640458,0.20171143990094836,0.0,1641,0.0,0.0,0.0010851410444893215,8,0,1641,1.0,0.01536472718448431,25262.20012701458,3515.227333433902,1.0,0.23512407983257427,1.0,1.0,1.0,0.33306480010995815
9613,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7282281521291261,0.0,0.19388673034308113,0.0157305096216381,0.7093537361131977,0.2906462638867146,0.4411435233596439,0.9928563904682767,0.11728725472143459,0.0,11.660619203291406,2.279135348728445,1.2615300416525594,0.20746349333824549,0.0,1619,0.0,0.0,0.0006691683684482757,8,0,1619,1.0,0.014820706969021104,26355.34588135414,3509.737599440378,1.0,0.23650176923420008,1.0,1.0,1.0,0.3079850859840128
9614,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7138514747930538,0.0,0.19339280055988847,0.01568080619722598,0.6699683559906147,0.330031644009298,0.42488495497144874,0.9942200208383299,0.10571551898826632,0.0,11.780833628798332,2.240759487295698,1.1954029531169958,0.19862770678784702,0.0,1538,0.0,0.0,0.0002252405732382926,9,0,1538,1.0,0.013040991602729509,25273.003052826072,4119.246654739147,1.0,0.23509054128222107,1.0,1.0,1.0,0.21421037140643326
9615,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.6965003708295237,0.0,0.19427233128565738,0.015992245481979916,0.6198372908153758,0.3801627091845352,0.41927564296009895,0.9933049320822044,0.14554168747412377,0.0,8.796515664707364,2.1441577674294243,1.1763111931011376,0.18377569742843433,0.0,1499,0.0,0.0,0.0015148457052395724,8,0,1499,1.0,0.011561104618929811,15380.467615014426,3635.3981509797973,1.0,0.23760348621298938,1.0,1.0,1.0,0.09485069241777327
9616,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7232543691757938,0.0,0.1962083189591729,0.015801833190031925,0.6913411478795457,0.3086588521203664,0.42754108515698536,0.9923915674395367,0.14513886817643015,0.0,12.387108501464958,2.2477895034070787,1.2387393716091153,0.19710429243125183,0.0,1561,0.0,0.0,0.0012303447399983,9,0,1561,1.0,0.014036234665100697,26653.93882277106,3903.7093012793316,1.0,0.24313487956589086,1.0,1.0,1.0,0.2650979711419847
9617,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7091915034699352,0.0,0.19413432902624536,0.01569885167019258,0.6556153461850946,0.3443846538148179,0.3479048083967031,0.9941393341849268,0.1313916875209702,0.0,10.502304023749987,2.169065994252833,1.243917593072064,0.19962033365591061,0.0,1487,0.0,0.0,3.4088420334336825e-05,9,0,1487,1.0,0.012516208936064048,20908.090182383792,3551.797602382691,1.0,0.23720919404324076,1.0,1.0,1.0,0.1800365385361478
9618,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7322873718656792,0.0,0.1949461904929581,0.015798449502334742,0.7188549015117629,0.28114509848814917,0.3711993333569791,0.9932070275084836,0.13241202565186,0.0,11.759090705803024,2.2690268121652233,1.2637846678418834,0.20300901182941655,0.0,1566,0.0,0.0,5.550979649046736e-05,9,0,1566,1.0,0.015385824900590737,26307.63492569424,3213.5762854667846,1.0,0.2395287982338486,1.0,1.0,1.0,0.33060690836154955
9619,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7428193759763267,0.0,0.19793678245750268,0.015871481153109164,0.7430810711639776,0.2569189288359341,0.3436689478346326,0.9941333261602584,0.19859030128569571,0.0,10.108329230388042,2.2183984623684943,1.1828089264607402,0.21583847422742297,0.0,1587,0.0,0.0,0.0001520150165675001,8,0,1587,1.0,0.016889546048550853,20922.453202554825,3141.588513738319,1.0,0.24807334670397593,1.0,1.0,1.0,0.38828826467634736
9620,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7304335297459857,0.0,0.19325910931887605,0.0156764771406437,0.7166334064430063,0.28336659355690635,0.3929576849552101,0.992682444303374,0.11934542020104269,0.0,10.995165013462831,2.238485650969774,1.2073383200414927,0.20586610071623732,0.0,1545,0.0,0.0,0.00027995762674694596,9,0,1545,1.0,0.01514699465220164,23239.458129792078,3366.896618924225,1.0,0.23470856630789985,1.0,1.0,1.0,0.3253176343883182
9621,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7253032691687415,0.0,0.19357624899197212,0.01565575640767523,0.7017105110020735,0.2982894889978393,0.41080037851103274,0.993182030357464,0.17491969777046934,0.0,11.086801915923788,2.250598947014809,1.2091594245417054,0.19694613227147814,0.0,1534,0.0,0.0,2.9465506779290194e-06,8,0,1534,1.0,0.01438705774532706,22824.96097436417,3966.1653791991557,1.0,0.23561467965960292,1.0,1.0,1.0,0.28978693095752545
9622,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7052529166427925,0.0,0.19617843024523324,0.015865198984285803,0.6409896849236758,0.35901031507623593,0.4151368198189311,0.9940656598302829,0.1366561738130324,0.0,11.383248146579183,2.207531439240307,1.2610450017520547,0.18725687229332721,0.0,1547,0.0,0.0,0.000352976642005131,9,0,1547,1.0,0.012138512858651434,23913.733692788883,3723.574065889703,1.0,0.24304948324034897,1.0,1.0,1.0,0.14521353553277155
9623,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7289653631063762,0.0,0.1925370263247876,0.015672414818424296,0.7137934059216952,0.2862065940782177,0.3986389405448234,0.9945106904863305,0.10719943479220818,0.0,13.131606251107836,2.310984482153483,1.2180784347859022,0.2056781202475451,0.0,1541,0.0,0.0,1.723613219597019e-09,9,0,1541,1.0,0.01499871519496975,30200.838409935925,3817.812496257704,1.0,0.23264547203907576,1.0,1.0,1.0,0.31855572838519597
9624,governance,W4_scavenger_catastrophe,consequence_neighbor,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7040607711015731,0.0,0.19427451963243558,0.01574419247233855,0.641002560086786,0.35899743991312644,0.4426683676580256,0.9936822375413433,0.13946991758827765,0.0,10.379512031388321,2.204657726883874,1.2557413877242913,0.18683725159351072,0.0,1431,0.0,0.0,0.000971338588224362,9,0,1431,1.0,0.012046465341133556,19975.31659684207,3891.1826082891994,1.0,0.23760973863235565,1.0,1.0,1.0,0.14524419068303226
9600,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7082936628976731,0.0,0.19264720989388015,0.01573700875625155,0.6557187222557239,0.34428127774418865,0.40816911055635974,0.9924877363946669,0.13887846721498887,0.0,10.696937208299929,2.0969614744099747,1.2553580387092156,0.1961311545254027,0.0,1595,0.0,0.0,0.0005989509844642558,9,0,1595,1.0,0.012548478127522812,21081.94764896409,4077.6619375505866,1.0,0.232960282236483,1.0,1.0,1.0,0.18028267203764603
9601,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7238834366409641,0.0,0.1888353717167464,0.015517352776247668,0.7060789239286948,0.2939210760712189,0.3964277601131707,0.9934091521897371,0.11825437664282361,0.0,12.391998996464203,2.0737641107145546,1.118928403186924,0.21647209551358496,0.0,1573,0.0,0.0,0.00011242816666864408,9,0,1573,1.0,0.014469128114151438,27002.637405444868,3962.1462881348725,1.0,0.22206931601610083,1.0,1.0,1.0,0.30018791411614537
9602,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7197629566417422,0.0,0.18959998766923478,0.015455431386236633,0.6931958558544943,0.3068041441454197,0.38632327697617175,0.9937030304293627,0.11873396983765944,0.0,11.452081127670256,1.9417993595776506,1.115561910634898,0.20532634752843315,0.0,1533,0.0,0.0,0.0007901120921284515,9,0,1533,1.0,0.013812585467120898,24315.98615089481,3435.5684844139932,1.0,0.2242539330232105,1.0,1.0,1.0,0.2695139425109055
9603,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7007430991040094,0.0,0.18359426972779075,0.01524611999222618,0.6505103183257851,0.3494896816741301,0.389836616678912,0.9939534691789684,0.08308306520610789,0.0,11.176620484942042,1.7771494619361488,1.0537350598813275,0.18632807293716344,0.0,1511,0.0,0.0,0.0025431305146553767,9,0,1511,1.0,0.011983310473684174,23153.173353796676,4244.452150854084,1.0,0.207094738904799,1.0,1.0,1.0,0.16788171029969026
9604,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7309908497511267,0.0,0.18990139406909654,0.015514531865109059,0.7085777497351191,0.2758965187028998,0.34488334881019056,0.9927011201595055,0.13484214727866517,0.0,12.166126171384462,2.0457020710454814,1.1854536159745677,0.2137197115525791,0.0,1472,0.0,0.0,0.00013429328899760814,9,0,1472,1.0,0.014585427631525582,26647.6387754715,3938.946750716841,1.0,0.22511509416567269,1.0,1.0,1.0,0.34310352689785767
9605,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7013749696763609,0.0,0.19213901921250337,0.015647895599118847,0.6372407968352731,0.3627592031646399,0.44669223979109,0.9939023746353127,0.11615826332347051,0.0,10.522029811911661,2.0005960002426186,1.168461787945944,0.18424504107188808,0.0,1501,0.0,0.0,0.0004179190144436252,9,0,1501,1.0,0.01185442042023096,20615.02485808326,4091.3926292186284,1.0,0.23150830886112078,1.0,1.0,1.0,0.13628761151276214
9606,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7166606599571425,0.0,0.1918248746265539,0.015614285543106112,0.6805936240927325,0.31940637590718063,0.3977740319921603,0.9935882112637514,0.12318002257550788,0.0,11.764746341236874,1.9799108468222457,1.1477247246510214,0.19934048816378855,0.0,1630,0.0,0.0,0.00044095959927626174,9,0,1630,1.0,0.013411500385780246,25140.35958096921,3932.3617154984745,1.0,0.23061075290126515,1.0,1.0,1.0,0.23950862879242704
9607,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7172090718502511,0.0,0.1883035873954307,0.015423364656528517,0.6883266429202143,0.31167335707969984,0.43169354933916393,0.9935873132603587,0.10914421610189304,0.0,12.108554961473736,1.9859969927185934,1.1218896394911433,0.19775072021869688,0.0,1567,0.0,0.0,4.680526468688658e-05,9,0,1567,1.0,0.013572418529568264,26296.41284745172,3615.645994540203,1.0,0.22054993224091318,1.0,1.0,1.0,0.25792057838166704
9608,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.7251487172592297,0.0,0.18905526752155,0.015480632480194973,0.7092346930433844,0.2907653069565294,0.3419527958461301,0.9935951403892784,0.10730025807537992,0.0,13.034464290059997,2.049614136101375,1.195520621457548,0.19750790266847465,0.0,1592,0.0,0.0,0.00038349158235700693,9,0,1592,1.0,0.014588733470532295,29441.460517974327,3719.398634178643,1.0,0.22269758974411114,1.0,1.0,1.0,0.30770165010350137
9609,governance,W4_scavenger_catastrophe,response_to_aid,audit_no_intervention,2,8,4.0,0.62,0.5,0.0,1.0,0.6926907961719172,0.0,0.19489401769849535,0.015742908237705522,0.6080763136874842,0.39192368631242824,0.3553875257471508,0.9948385264605558,0.2056575128302593,0.0,9.835717747593218,2.1218898573136027,1.1926055181584394,0.17963056185756332,0.0,1558,0.0,0.0,0.001581614331520112,7,0,1558,1.0,0.011045501791192305,18516.90395814028,3960.2099497489976,1.0,0.23937973310681213,1.0,1.0,1.0,0.06684836592278987
