mode,world,policy,audit_intervention,delay,t_irrev,containment_strength,capture_threshold,n,permanence_wilson_lo,permanence_wilson_hi,R,permanence_probability,collapse_probability,capture_index,strict_zero_capture_probability,resource_hhi,max_lineage_share,exploitative_strategy_mass,cooperative_strategy_mass,strategy_diversity,response_diversity,welfare,minimum_zone_welfare,neighbor_harm_volume,aid_interception_volume,extraction_volume,deception_level,catastrophe_recovery_rate,mutation_survival,containment_cost,false_containment,delayed_consequence_true_harm_mi,irreversible_failures,containment_events,mutation_events,selection_delta_seen,initial_exploitative_strategy_mass,exploit_payoff_total,coop_payoff_total,no_strategy_observation_asserted,capture_component_resource_concentration,capture_component_exploit_mass,capture_component_neighbor_harm,capture_component_aid_interception,capture_component_coop_loss,delta_capture_index,delta_exploitative_strategy_mass,delta_welfare,delta_response_diversity
governance,W5_monoculture_shock,action_channel_containment,audit_no_intervention,2,8,0.62,0.5,25,0.0,0.13319649395317873,4.0,0.0,0.0,0.3034584250118536,0.0,0.2989996665145166,0.23263581526584554,0.0,0.03446300914360463,0.07971162151312657,0.5302390597039718,0.8847688234104918,0.7139665078205404,0.02408493002020337,0.21018384720632274,0.3289789811824712,0.043508839173135874,1.0,150.44,0.03781370571047906,0.0,0.0,7.44,494.92,150.44,1.0,0.0,0.0,627.5819291352218,1.0,0.5072287490415611,0.0,0.13380516677890764,0.18276856278810671,0.9179452163247508,-0.08064738076086642,0.0,0.4086030322644749,-0.4633392141013686
governance,W5_monoculture_shock,consequence_plus_diversity,audit_no_intervention,2,8,0.62,0.5,25,0.0,0.13319649395317873,4.0,0.0,0.0,0.2977816900274645,0.0,0.31060145196501854,0.22659442438795782,0.0,0.034270728485826074,0.07832747601127689,0.5212238058594962,0.997900574987384,0.9919104490780792,0.020381817994767477,0.17440770382447127,0.2701340160685631,0.042685909794888906,1.0,124.08,0.04047809480042105,0.0,0.0,7.44,501.24,124.08,1.0,0.0,0.0,355.8513391145936,1.0,0.5210270024681924,0.0,0.11323232219315264,0.15165887289084462,0.9184030274146998,-0.0863241157452555,0.0,0.5217347838413672,-0.4723544679458441
governance,W6_mutation_corridor,feature_proxy,audit_no_intervention,2,8,0.62,0.5,25,0.0,0.13319649395317873,4.0,0.0,1.0,0.6157088031544802,0.0,0.17740432179826635,0.016731049420984558,0.5862460209960654,0.4137539790038416,0.2773227340686677,0.9624627785112922,0.01628052222007228,0.0,12.94118711129625,0.7084995248098784,0.8572679119898288,0.14725793101643955,1.0,1545.68,0.0,0.0,0.005932383535725605,9.0,0.0,1545.68,1.0,0.005377181701102842,26885.789229578608,5698.266568648276,1.0,0.18940917339187216,0.9916972001744532,1.0,0.6160865433129378,0.02633724974987116,-0.07897500361086507,-0.03448286644766574,-0.00018583524273026175,0.0008696534002711198
governance,W6_mutation_corridor,consequence_neighbor,audit_no_intervention,2,8,0.62,0.5,25,0.0,0.13319649395317873,4.0,0.0,1.0,0.6946838067653452,0.0,0.1950213283960879,0.01785341118038753,0.6207288874437311,0.3792711125561696,0.2797298726883625,0.9615931251110211,0.01646635746280254,0.0,14.198866439085783,1.1389979288810563,1.4839193769640717,0.14723720201632406,1.0,1553.12,0.0,0.0,0.017259022792637257,9.0,0.0,1553.12,1.0,0.0062524278013850075,29938.78936058525,4972.038799059029,1.0,0.23974347795707662,1.0,1.0,0.9826280692323257,0.09697354153292953,0.0,0.0,0.0,0.0
governance,W6_mutation_corridor,response_to_aid,audit_no_intervention,2,8,0.62,0.5,25,0.0,0.13319649395317873,4.0,0.0,1.0,0.6460722028069664,0.0,0.1844104648823394,0.017198604554247474,0.6047305470938723,0.395269452906032,0.27966306044346145,0.9617527776238952,0.013407225131083689,0.0,14.087735950090966,0.852620314570363,1.0667619399251307,0.14892715360970785,1.0,1554.04,0.0,0.0,0.0020666104019213547,9.0,0.0,1554.04,1.0,0.005779262839793417,29732.798104787216,5478.640217039644,1.0,0.20942672506065232,0.9993774071946231,1.0,0.7414089691916201,0.059742026002569004,-0.048611603958378824,-0.01599834034985881,-0.003059132331718851,0.00015965251287408666
governance,W6_mutation_corridor,action_channel_containment,audit_no_intervention,2,8,0.62,0.5,25,0.8668035060468213,1.0,4.0,1.0,0.0,0.42013659416389215,0.0,0.14321322913578463,0.1161911649168239,0.18602788654764624,0.8139721134498916,0.2703409360192755,0.968935666806966,0.9588127611544556,0.8898168775099223,0.4583203992393426,0.8444952477734088,1.0747420384879178,0.1249886853401442,1.0,585.0,0.008132205507037239,0.0,0.018212532128514144,0.12,75.64,585.0,1.0,0.06774305837173439,40.725599026725206,1258.397844507115,1.0,0.09172033721335295,0.3207377354269763,1.0,0.7343436937160078,0.0,-0.2745472126014531,-0.4347010008960849,0.942346403691653,0.0073425416959448375
governance,W6_mutation_corridor,consequence_plus_diversity,audit_no_intervention,2,8,0.62,0.5,25,0.8668035060468213,1.0,4.0,1.0,0.0,0.43179778789786005,0.0,0.15694222111353556,0.1335456637622461,0.1930422506999211,0.8069577492978194,0.26630587788321436,0.9639702008938894,0.9532794724258165,0.8994703095611564,0.461630795317556,0.8417758571139098,1.0743981761392816,0.12688941067826823,1.0,590.88,0.008192516805232423,0.0,0.018146407252493765,0.08,77.04,590.88,1.0,0.06308139147764452,62.24152559818374,1259.2109764130573,1.0,0.13094602857835558,0.33283146672400193,1.0,0.7319790061860085,0.0,-0.2628860188674852,-0.42768663674381,0.9368131149630139,0.0023770757828682765
governance,W2_pure_capture,consequence_plus_diversity,audit_no_intervention,1,8,0.62,0.5,25,0.08860454100652487,0.3913133553653824,8.0,0.2,0.0,0.5367179785973731,0.0,0.1620049547523896,0.12581666337961403,0.3684545935090157,0.6315454064865085,0.20967589527733832,0.9074234298457904,0.9560306189184332,0.8934038810579882,0.3970245366746246,0.9725391395457951,1.2866728957752989,0.1376901314497091,1.0,335.96,0.01497936379019345,0.0,0.008451688497082901,1.84,143.04,335.96,1.0,0.2984935448450599,-2.8974326673939186,805.7364703242663,1.0,0.14541098183222428,0.6352665405327858,1.0,0.8456862083006914,0.0,-0.17350102306434467,-0.2953293242544313,0.9424660813315744,-0.04897979150858045
governance,W2_pure_capture,consequence_plus_diversity,audit_no_intervention,4,8,0.62,0.5,25,0.0,0.13319649395317873,2.0,0.0,0.0,0.5676522253786729,0.0,0.15863132045786554,0.12150924375969314,0.434407074246775,0.5655929257481338,0.20027155192005458,0.9400125125003911,0.9376062156568636,0.8444341747605216,0.4074165716445604,0.9827227907487,1.2967924725262892,0.14058545798449867,1.0,349.56,0.014650796099690382,0.0,0.013076390946572449,0.96,152.88,349.56,1.0,0.3484884751878614,-80.53256827630953,823.4693922739019,1.0,0.1357720267050127,0.7474320311295027,1.0,0.8545415571727827,0.002134514742612879,-0.14256677628304493,-0.22937684351667204,0.9240416780700048,-0.016390708853979752
governance,W2_pure_capture,consequence_plus_diversity,audit_no_intervention,7,8,0.62,0.5,25,0.0,0.13319649395317873,1.1428571428571428,0.0,0.0,0.6332093106058582,0.0,0.17805255559019262,0.14442018948798113,0.5541255190079497,0.44587448098460847,0.18306419424010023,0.9570609154004086,0.8977103414939488,0.7085928829071027,0.4645128390750299,0.9568894523639119,1.260758132425632,0.14452583544378977,1.0,363.84,0.018257625814164576,0.0,0.007400473202413889,2.28,200.36,363.84,1.0,0.49271166902946484,-295.473499232272,742.314259651916,1.0,0.19126126994023288,0.9390732296276839,1.0,0.8320777846642713,0.022531061490764507,-0.07700969105585964,-0.10965839875549732,0.88414580390709,0.0006576940460377712
governance,W2_pure_capture,consequence_plus_diversity,audit_no_intervention,10,8,0.62,0.5,25,0.0,0.13319649395317873,0.8,0.0,0.0,0.7769127595776518,0.0,0.35146366613041996,0.17947629925711867,0.7619072578116467,0.2380927421841771,0.1767328547069978,0.9680785778200801,0.808972905255869,0.4697555358858018,0.729692448815559,0.9739889809916658,1.2888692227925487,0.14714185810058852,1.0,383.8,0.01868023781761899,0.0,0.004874321503929477,5.8,200.92,383.8,1.0,0.5150800793668606,272.86406229129386,715.9123586407834,1.0,0.47683563994260714,1.0,1.0,0.8469469399927528,0.4331125186091021,0.06669375791593402,0.09812334004819967,0.7954083676690101,0.011675356465709275
governance,W2_pure_capture,action_channel_containment,audit_no_intervention,2,8,0.4,0.5,25,0.0,0.13319649395317873,4.0,0.0,0.0,0.634611491778911,0.0,0.17921841789599952,0.14987251667091908,0.5529707293629011,0.4470292706330923,0.1643317578509933,0.9709995235389942,0.871201446573177,0.7439485487257289,0.526006610066149,0.9793629584890938,1.2965569091797604,0.1479818078284481,1.0,411.12,0.013828517285943458,0.0,0.00983064211164582,1.2,180.0,411.12,1.0,0.3549478656023179,112.4697673804897,838.9996568709304,1.0,0.1945923050996812,0.9136872688020038,1.0,0.85161996390356,0.05483836537923961,-0.07560750988280684,-0.11081318840054588,0.8576369089863182,0.014596302184623378
governance,W4_scavenger_catastrophe,action_channel_containment,audit_no_intervention,2,8,0.4,0.5,25,0.5656994004476144,0.8850384226967327,4.0,0.76,0.0,0.4924848687302,0.0,0.14510719322974538,0.1154149874195669,0.2508829415703353,0.749117058427585,0.34043807771003204,0.9918492158290186,0.9427183384820681,0.8142205522535919,0.4300973575785552,1.4561123034879302,0.905958560404179,0.14398881311392903,0.9769731296412819,556.72,0.009254384448949321,1.276,0.010558602378873875,0.08,138.6,556.72,1.0,0.12229148111597068,146.37758487071915,1110.791720688997,1.0,0.09713166319609798,0.43255679581092293,1.0,1.0,0.0,-0.22986381233260883,-0.44072166989250794,0.8204433439296065,-0.0016486934551041
governance,W2_pure_capture,action_channel_containment,audit_no_intervention,2,8,0.82,0.5,25,0.11496157730326725,0.43430059955238565,4.0,0.24,0.0,0.5424431769458792,0.0,0.2221072529250303,0.18300910852660718,0.30301186797756247,0.6969881320176365,0.25135198950397586,0.8018317715731407,0.9357927610205189,0.7690238281018309,0.28091664383058024,0.9690097959661634,1.279283538329599,0.11972061033230576,1.0,312.8,0.021829634926179443,0.0,0.017689766620809642,3.2,204.92,312.8,1.0,0.2890335574951195,-60.502284516145686,780.4995497586231,1.0,0.31713183375405496,0.5224342551337284,1.0,0.8426172138836204,0.0,-0.16777582471583863,-0.36077204978588456,0.9222282234336601,-0.15457144978123016
governance,W4_scavenger_catastrophe,action_channel_containment,audit_no_intervention,2,8,0.82,0.5,25,0.334982179531473,0.6996899607103998,4.0,0.52,0.0,0.5007632257042314,0.0,0.16996657921704064,0.11481623294564647,0.23566303150655465,0.7643369684907743,0.32041071529605747,0.9613151005134758,0.9774229568541002,0.9104416885531178,0.30338361824263527,1.2290244409118782,0.821567432736302,0.11670603828183147,0.9820630313138621,418.92,0.010926075233130762,0.5036,0.005953617980354924,2.0,89.36,418.92,1.0,0.1487243601601392,-139.243501944262,1160.345501569724,1.0,0.16815848030265582,0.4063155715630253,1.0,1.0,0.0,-0.22158545535857743,-0.4559415799562886,0.8551479623016386,-0.03218280877064694
