class_id,class_key,class_size,object_diversity,operator_diversity,depth_min,depth_max,reuse_count,role_score,action_effect_score,redundancy_score,signature_len,representative,operator_family,frequency,depth_score,reuse_rate,complexity,M1_original_score,M2_intervention_score,M3_reuse_score,M4_compression_score,M5_perturbation_centrality_score,M6_frequency_control_score,M7_random_matched_score,class_a_survives,class_b_survives,class_b_attack_cost,class_b_auc_gns
dd7a0953103d930f,"Blocked(N2, N3 | N1) || Independent(N2, N3 | N1)",3,2,2,3,3,6,1.0,0.0,0.40908170992072296,261,"Blocked(N2, N3 | N1) || Independent(N2, N3 | N1)",Blocked;Independent,0.0045801526717557,0.5,0.8123494663530739,6.0,0.5368039678068324,0.0,0.8123494663530739,0.1762417956405478,0.7766683709699944,0.005135363039233,0.3866601886153797,,,,
eb4c44694007ce06,"Blocked(N3, N0 | N1) || Independent(N3, N0 | N1)",6,3,2,3,3,12,1.0,0.0,0.41053519829281604,267,"Blocked(N3, N0 | N1) || Independent(N3, N0 | N1)",Blocked;Independent,0.0091603053435114,0.5,0.8123494663530739,6.0,0.5379594022999976,0.0,0.8123494663530739,0.3520560070813551,0.7766683709699944,0.0089625865435824,0.6248182843659388,,,,
9619681c433e5b18,"Blocked(N3, N0 | N2) || Independent(N3, N0 | N2)",4,2,2,3,3,8,1.0,0.0,0.40908170992072296,269,"Blocked(N3, N0 | N2) || Independent(N3, N0 | N2)",Blocked;Independent,0.0061068702290076,0.5,0.8123494663530739,6.0,0.5370558762037789,0.0,0.8123494663530739,0.2328257553456258,0.7766683709699944,0.0059750576957216,0.5426685271002817,,,,
afb4ef6b0624be47,"Blocked(N3, N1 | N0) || Independent(N3, N1 | N0)",58,38,2,3,3,116,1.0,0.0,0.46140729131607183,258,"Blocked(N3, N1 | N0) || Independent(N3, N1 | N0)",Blocked;Independent,0.0885496183206106,0.5,0.8123494663530739,6.0,0.5650484645226144,0.0,0.8123494663530739,4.12668726622215,0.7766683709699944,0.0984115924019172,0.6621125516070163,True,False,1.0,0.5
93ceb2f92ed269bc,"Blocked(N3, N1 | N2) || Independent(N3, N1 | N2)",3,2,2,3,3,6,1.0,0.0,0.40908170992072296,268,"Blocked(N3, N1 | N2) || Independent(N3, N1 | N2)",Blocked;Independent,0.0045801526717557,0.5,0.8123494663530739,6.0,0.5368039678068324,0.0,0.8123494663530739,0.1748204908369949,0.7766683709699944,0.005135363039233,0.5014645536635712,,,,
f937144f7ce51614,"Blocked(N3, N2 | N0) || Independent(N3, N2 | N0)",45,27,2,3,3,90,1.0,0.0,0.44541891922304855,258,"Blocked(N3, N2 | N0) || Independent(N3, N2 | N0)",Blocked;Independent,0.0687022900763358,0.5,0.8123494663530739,6.0,0.5573768530367276,0.0,0.8123494663530739,3.034029923564807,0.7766683709699944,0.0731060269838452,0.383402100119019,True,False,1.0,0.5
f5ecf1ca9433a6cd,"Blocked(N3, N2 | N1) || Independent(N3, N2 | N1)",2,1,2,3,3,4,1.0,0.0,0.40762822154863,261,"Blocked(N3, N2 | N1) || Independent(N3, N2 | N1)",Blocked;Independent,0.0030534351145038,0.5,0.8123494663530739,6.0,0.5361523501075602,0.0,0.8123494663530739,0.1168192745050374,0.7766683709699944,0.0029875288478608,0.1616326852266936,,,,
deb58f5ea5753fb1,"P(N1 | do(N0), N2)",213,213,1,4,4,213,1.0,1.0,0.4005790856142854,256,"P(N1 | do(N0), N2)",P_do_cond,0.3251908396946565,0.6666666666666666,0.1819721247169429,6.0,0.3659014203131037,1.0,0.1819721247169429,27.84890512931971,0.4374430116781799,0.4574886827622937,0.2284100857666808,True,False,1.0,0.0
5a84018b7ada0f76,"P(N1 | do(N0), N3)",205,205,1,4,4,205,1.0,1.0,0.3889511786375412,256,"P(N1 | do(N0), N3)",P_do_cond,0.3129770992366412,0.6666666666666666,0.1819721247169429,6.0,0.3606884787189266,1.0,0.1819721247169429,26.245992718974133,0.4374430116781799,0.4403060092313154,0.0680850915225229,True,False,2.0,0.25
3cdaebde575c5b37,"P(N2 | do(N0), N1)",212,212,1,4,4,212,1.0,1.0,0.3991255972421924,256,"P(N2 | do(N0), N1)",P_do_cond,0.3236641221374046,0.6666666666666666,0.1819721247169429,6.0,0.3652498026138315,1.0,0.1819721247169429,27.64616387741795,0.4374430116781799,0.4553408485709214,0.3853569532168355,True,False,1.0,0.0
90cefc9b766e431f,"P(N2 | do(N0), N3)",216,216,1,4,4,216,1.0,1.0,0.4049395507305645,256,"P(N2 | do(N0), N3)",P_do_cond,0.3297709923664122,0.6666666666666666,0.1819721247169429,6.0,0.3678562734109202,1.0,0.1819721247169429,28.461204086068243,0.4374430116781799,0.4639321853364104,0.1479969050376126,True,False,1.0,0.0
