x,y,pearson,spearman,partial_frequency_class_size_depth
M1_original_score,M3_reuse_score,0.9900686967555433,0.9692826140262865,0.9943145573269321
M1_original_score,M5_perturbation_centrality_score,0.9738116574937108,0.9934961322342185,0.9751354905688736
M3_reuse_score,M5_perturbation_centrality_score,0.9659929988616105,0.9731163410442851,0.9575251127207834
M1_original_score,M6_frequency_control_score,-0.18451661211209947,-0.21315118798826535,-0.1316561326801158
M3_reuse_score,M6_frequency_control_score,-0.25667740083781443,-0.3784129022371374,-0.13932819294130522
M5_perturbation_centrality_score,M6_frequency_control_score,-0.24204323530734112,-0.27716889375131704,-0.1289235676821611
M4_compression_score,M6_frequency_control_score,0.9270562057367665,0.9271789811428712,-0.14351965255411325
