x,y,pearson,spearman,partial_frequency_class_size_depth
M1_original_score,M3_reuse_score,0.9601280086281725,0.9887253919807859,0.9269865347679792
M1_original_score,M5_perturbation_centrality_score,0.8977296688460589,0.9731436529517593,0.9717065175921472
M3_reuse_score,M5_perturbation_centrality_score,0.8422117757049229,0.9842732004419904,0.8992958553793091
M1_original_score,M6_frequency_control_score,0.4893866950442467,0.05634252504588046,0.2200077080334098
M3_reuse_score,M6_frequency_control_score,0.48142981022373676,-0.030118936408537664,-0.006121512296771612
M5_perturbation_centrality_score,M6_frequency_control_score,0.15209377334698093,-0.06799812350017961,0.02772153698409865
M4_compression_score,M6_frequency_control_score,0.8153256001764823,0.46768655119075064,0.44698547726354043
