class_id,class_key,class_size,object_diversity,operator_diversity,depth_min,depth_max,reuse_count,role_score,action_effect_score,redundancy_score,signature_len,representative,operator_family,frequency,object_diversity_score,depth_score,reuse_rate,complexity,M2_intervention_score,M3_reuse_score,M4_compression_score,M5_perturbation_centrality_score,M1_original_score,M6_frequency_control_score,M7_random_matched_score,class_a_survives,class_b_survives,class_b_attack_cost,class_b_auc_gns
c858c0cd630ccf57,"('Derives', 1, '107b')",1,1,1,20,20,3.0,0.65,0.75,1.0,22,"Derives(g(h(c,q(h(h(f(c,c),p(c)),a),a)),f(q(p(p(g(c,a)),q(p(b,c))),f(q(p(a)),p(q(c)))),h(b))),g(h(c,q(h(h(f(c,c),p(c)),a),a)),f(q(p(p(g(c,a)),q(p(b,c))),f(q(p(a)),p(b))),h(b))))",Derives,0.002840909090909091,0.04,1.0,0.0014577259475218659,22.34375,0.75,0.21804956268221576,0.019692307692307693,0.4646637900874636,0.3516934017492711,0.016961363636363636,0.0499148062954933,True,False,2.0,0.57914
651bff5d8130258d,"('NormalForm', 'afae', 4)",1,1,1,5,5,1.0,0.0,0.35,0.0,25,"NormalForm(f(f(g(c)),p(p(b))))=f(f(g(c)),p(p(b)))",NormalForm,0.002840909090909091,0.04,0.25,0.00048590864917395527,7.390625,0.35,0.02534985422740525,0.059534883720930236,0.08916793002915452,0.06563060058309038,0.016961363636363636,0.263494649162881,True,True,,0.29103999999999997
f12aa33ce46ee117,"('NormalForm', '40fc', 4)",1,1,1,11,11,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(f(h(p(c,p(q(f(b,b),b))),q(q(h(p(c),q(c)))))))=f(h(p(c,p(q(f(b,b),b))),q(q(h(p(c),b)))))",NormalForm,0.002840909090909091,0.04,0.55,0.0009718172983479105,13.390625,0.44999999999999996,0.0916997084548105,0.0328588098016336,0.20301586005830902,0.16309800116618078,0.016961363636363636,0.21567665169195654,True,True,,0.36104
ceb80e48f4cdf6ca,"('Derives', 1, '40fc')",1,1,1,11,11,3.0,0.65,0.75,1.0,22,"Derives(f(h(p(c,p(q(f(b,b),b))),q(q(h(p(c),q(c)))))),f(h(p(c,p(q(f(b,b),b))),q(q(h(p(c),b))))))",Derives,0.002840909090909091,0.04,0.55,0.0014577259475218659,13.34375,0.75,0.17304956268221575,0.03297423887587822,0.44306379008746355,0.2821774017492712,0.016961363636363636,0.042855473022079704,True,False,2.0,0.4972399999999999
2042a8b8a3446dbf,"('NormalForm', 'dfc2', 4)",1,1,1,10,10,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(g(q(q(f(p(h(b,b)))),h(g(p(h(c)))))))=g(q(q(f(p(h(b,b)))),h(g(p(a)))))",NormalForm,0.002840909090909091,0.04,0.5,0.0009718172983479105,12.390625,0.44999999999999996,0.0866997084548105,0.035510718789407314,0.200615860058309,0.15537400116618078,0.016961363636363636,0.08559771678138099,True,False,1.0,0.23194
7322212f44f559a5,"('Derives', 1, 'dfc2')",1,1,1,10,10,3.0,0.65,0.75,1.0,22,"Derives(g(q(q(f(p(h(b,b)))),h(g(p(h(c)))))),g(q(q(f(p(h(b,b)))),h(g(p(a))))))",Derives,0.002840909090909091,0.04,0.5,0.0014577259475218659,12.34375,0.75,0.16804956268221574,0.03564556962025316,0.4406637900874636,0.27445340174927113,0.016961363636363636,0.2225613764371453,True,True,,0.60814
49b2d3e392d21551,"('NormalForm', '2519', 4)",1,1,1,8,8,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(f(g(f(q(p(g(a,c))),q(f(a))))))=f(g(f(q(p(g(a,c))),q(b))))",NormalForm,0.002840909090909091,0.04,0.4,0.0009718172983479105,10.390625,0.44999999999999996,0.0766997084548105,0.04234586466165414,0.19581586005830903,0.13992600116618079,0.016961363636363636,0.21057240796581211,True,False,1.0,0.21374
79ad628d4c9611e4,"('Derives', 1, '2519')",1,1,1,8,8,3.0,0.65,0.75,1.0,22,"Derives(f(g(f(q(p(g(a,c))),q(f(a))))),f(g(f(q(p(g(a,c))),q(b)))))",Derives,0.002840909090909091,0.04,0.4,0.0014577259475218659,10.34375,0.75,0.15804956268221576,0.04253776435045317,0.43586379008746357,0.2590054017492711,0.016961363636363636,0.05148628621778354,True,True,,0.5899399999999999
31a85279e5019649,"('NormalForm', 'b6f9', 4)",1,1,1,5,5,1.0,0.0,0.35,0.0,25,"NormalForm(p(f(c),h(q(q(a)),b)))=p(f(c),h(q(q(a)),b))",NormalForm,0.002840909090909091,0.04,0.25,0.00048590864917395527,7.390625,0.35,0.02534985422740525,0.059534883720930236,0.08916793002915452,0.06563060058309038,0.016961363636363636,0.22191508975112828,True,False,1.0,0.17104
9e0a98b152fc5852,"('NormalForm', '3247', 1)",61,21,1,1,1,68.0,0.02295081967213115,0.36147540983606563,0.6120218579234971,25,NormalForm(a)=a,NormalForm,0.17329545454545456,0.84,0.05,0.03304178814382896,3.390625,0.36147540983606563,0.03292123500454046,22.30857142857143,0.10221202886775321,0.1893495871911294,0.42664318181818184,0.2897694862959055,True,False,1.0,0.3505842622950819
