iteration,selected_predicate,selected_predicates,precision,recall,specificity,false_positive_rate,false_negative_rate,false_safe_rate,false_unsafe_rate,balanced_accuracy,accuracy,predicted_unsafe_fraction,conservative_vacuity_score,threshold,roc_auc,pr_auc,train_balanced_accuracy,train_recall,train_precision,num_predicates,abstract_cell_upper_bound,observed_abstract_cells,history_depth,layer_eligible,vacuous,useful_boundary
0,none,none,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.4883854316030972,0.0,0.0,1.4950567557671182,0.5,0.5042488617526383,0.5,0.0,0.0,0,1,1,0,True,False,False
1,P_policy_consequenceplusdiversity,P_policy_consequenceplusdiversity,0.6495433789954338,0.9568385650224215,0.45918966529653554,0.5408103347034645,0.043161434977578475,0.043161434977578475,0.5408103347034645,0.7080141151594785,0.7137940923429883,0.753656438199025,0.753656438199025,0.3772314840015487,0.7080141151594785,0.6325979018084348,0.6577668458597572,0.9265104808877929,0.5978676002546149,1,2,2,0,True,True,False
