dominator,dominated,dominator_benefit,dominator_cost,dominated_benefit,dominated_cost,involves_noncomparable_shift
MB1,MB2,0.13571208449216943,0.2719496855345912,0.027051479130870092,0.37749999999999995,0
MB1,MB5,0.13571208449216943,0.2719496855345912,0.009382309932929073,0.39083333333333337,0
MB2,MB5,0.027051479130870092,0.37749999999999995,0.009382309932929073,0.39083333333333337,0
