scenario,family,part_order,world,policy15,delay,t_irrev,cap_strength,cap_share,containment_strength,mutation_rate,adversarial_pressure,initial_exploit_mass_scale,resource_concentration_pressure,catastrophe_severity,action_channel_cost_scale,n,R,R_ci_lo,R_ci_hi,capture_threshold,capture_threshold_ci_lo,capture_threshold_ci_hi,permanence_probability,permanence_ci_lo,permanence_ci_hi,collapse_probability,collapse_ci_lo,collapse_ci_hi,capture_index,capture_index_ci_lo,capture_index_ci_hi,strict_zero_capture_probability,strict_zero_capture_ci_lo,strict_zero_capture_ci_hi,resource_hhi,resource_hhi_ci_lo,resource_hhi_ci_hi,max_lineage_share,max_lineage_share_ci_lo,max_lineage_share_ci_hi,exploitative_strategy_mass,exploitative_strategy_mass_ci_lo,exploitative_strategy_mass_ci_hi,cooperative_strategy_mass,cooperative_strategy_mass_ci_lo,cooperative_strategy_mass_ci_hi,strategy_diversity,strategy_diversity_ci_lo,strategy_diversity_ci_hi,response_diversity,response_diversity_ci_lo,response_diversity_ci_hi,welfare,welfare_ci_lo,welfare_ci_hi,minimum_zone_welfare,minimum_zone_welfare_ci_lo,minimum_zone_welfare_ci_hi,neighbor_harm_volume,neighbor_harm_volume_ci_lo,neighbor_harm_volume_ci_hi,aid_interception_volume,aid_interception_volume_ci_lo,aid_interception_volume_ci_hi,extraction_volume,extraction_volume_ci_lo,extraction_volume_ci_hi,deception_level,deception_level_ci_lo,deception_level_ci_hi,catastrophe_recovery_rate,catastrophe_recovery_rate_ci_lo,catastrophe_recovery_rate_ci_hi,mutation_survival,mutation_survival_ci_lo,mutation_survival_ci_hi,containment_cost,containment_cost_ci_lo,containment_cost_ci_hi,false_containment,false_containment_ci_lo,false_containment_ci_hi,delayed_consequence_true_harm_mi,delayed_consequence_true_harm_mi_ci_lo,delayed_consequence_true_harm_mi_ci_hi,irreversible_failures,irreversible_failures_ci_lo,irreversible_failures_ci_hi,containment_events,containment_events_ci_lo,containment_events_ci_hi,mutation_events,mutation_events_ci_lo,mutation_events_ci_hi,selection_delta_seen,selection_delta_seen_ci_lo,selection_delta_seen_ci_hi,initial_exploitative_strategy_mass,initial_exploitative_strategy_mass_ci_lo,initial_exploitative_strategy_mass_ci_hi,exploit_payoff_total,exploit_payoff_total_ci_lo,exploit_payoff_total_ci_hi,coop_payoff_total,coop_payoff_total_ci_lo,coop_payoff_total_ci_hi,no_strategy_observation_asserted,no_strategy_observation_asserted_ci_lo,no_strategy_observation_asserted_ci_hi,capture_component_resource_concentration,capture_component_resource_concentration_ci_lo,capture_component_resource_concentration_ci_hi,capture_component_exploit_mass,capture_component_exploit_mass_ci_lo,capture_component_exploit_mass_ci_hi,capture_component_neighbor_harm,capture_component_neighbor_harm_ci_lo,capture_component_neighbor_harm_ci_hi,capture_component_aid_interception,capture_component_aid_interception_ci_lo,capture_component_aid_interception_ci_hi,capture_component_coop_loss,capture_component_coop_loss_ci_lo,capture_component_coop_loss_ci_hi,viable_probability
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,0.7,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.5657875013763092,0.545768371278128,0.5858066314744903,0.0,0.0,0.20388926630434784,0.1762356170453993,0.166154101177895,0.1863171329129036,0.14676593201642102,0.13040988123453542,0.16312198279830661,0.36219363083852635,0.32025475655737856,0.40413250511967413,0.6378063691582163,0.5958674948768274,0.6797452434396052,0.3093189089491257,0.29727149097047834,0.3213663269277731,0.974046156239888,0.9509060658292645,0.9971862466505115,0.9323576801771938,0.9259080467212591,0.9388073136331284,0.7913859984377101,0.7674413145195861,0.8153306823558341,0.34197793493210593,0.3373223228964759,0.34663354696773596,1.8807432692065973,1.8344826679053365,1.927003870507858,1.0925066646599195,1.0735136203460085,1.1114997089738305,0.16838835335581975,0.1623751007681564,0.1744016059434831,0.9865977649142333,0.9841780744064553,0.9890174554220114,426.53333333333336,409.8649720328202,443.2016946338465,0.010781114147937476,0.009878275830258666,0.011683952465616286,0.7913333333333334,0.7735059336974421,0.8091607329692247,0.007231858204835024,0.005694081041711838,0.008769635367958209,1.3333333333333333,1.086396544300638,1.5802701223660285,132.8,112.71215133469988,152.88784866530014,426.53333333333336,409.8649720328202,443.2016946338465,1.0,1.0,1.0,0.20611617437241547,0.18261877507330146,0.2296135736715295,519.4399380579841,486.4998384265389,552.3800376894294,1023.5095349036308,998.2049505768018,1048.8141192304597,1.0,1.0,1.0,0.18607001695510914,0.15726568590509685,0.21487434800512142,0.624471777307804,0.5521633733747906,0.6967801812408174,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.3,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.5629908899216748,0.5431318821520293,0.5828498976913202,0.0,0.0,0.20388926630434784,0.17153543335904917,0.15866950483757203,0.1844013618805263,0.14197755431469922,0.12191371188672437,0.16204139674267407,0.3625204809720722,0.3200875863427161,0.40495337560142824,0.6374795190244977,0.5950466243948846,0.6799124136541108,0.32517266378764714,0.3101101917036009,0.3402351358716934,0.9740628845381047,0.9509130017448186,0.9972127673313909,0.931948324156701,0.926239216188753,0.937657432124649,0.7836425518817733,0.7605461272556676,0.8067389765078791,0.33940748525405745,0.33310535076966213,0.34570961973845277,1.9189602678403626,1.8790117764986827,1.9589087591820424,1.1051762076898057,1.0870702286962826,1.123282186683329,0.17146864922180638,0.16613514189926654,0.17680215654434622,0.9856200187505515,0.9833609327888648,0.9878791047122382,413.73333333333335,394.51746193030357,432.94920473636313,0.010900678954579886,0.009953578983248557,0.011847778925911216,0.8200000000000001,0.8034349766073211,0.836565023392679,0.008040677066076267,0.0059703428326312175,0.010111011299521317,1.2666666666666666,1.0350194252748373,1.498313908058496,131.93333333333334,111.41189071564412,152.45477595102255,413.73333333333335,394.51746193030357,432.94920473636313,1.0,1.0,1.0,0.21503487302105623,0.18949874529739147,0.240571000744721,527.9383006982004,496.23162455363257,559.6449768427682,1001.5931904575252,970.5044099318835,1032.681970983167,1.0,1.0,1.0,0.17264092070839446,0.1358811249327455,0.2094007164840434,0.6250353120208142,0.551875148866752,0.6981954751748763,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,0.7,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.5642846420603695,0.5471985471659935,0.5813707369547456,0.0,0.0,0.20388926630434784,0.18159545008218045,0.1676194414165965,0.1955714587477644,0.14431509471749832,0.12140905591914035,0.16722113351585627,0.3521018437300668,0.3162183766665017,0.3879853107936319,0.6478981562659653,0.6120146892022316,0.6837816233296989,0.3028222103158923,0.28815804168628806,0.31748637894549653,0.9957435087440307,0.9955321786305015,0.99595483885756,0.9045613308387043,0.897977837844798,0.9111448238326105,0.745394220657208,0.7248179343148795,0.7659705069995364,0.3109350275831655,0.3077520283453322,0.31411802682099876,2.2936921311629903,2.2607765614288096,2.326607700897171,1.232724441317402,1.2167261469243147,1.2487227357104895,0.2016797904441684,0.19761148043194074,0.20574810045639605,0.9849615922588311,0.9830105141528815,0.9869126703647806,381.4,364.86946776416437,397.9305322358356,0.011070749320797437,0.010756608550937994,0.01138489009065688,0.888,0.8739181061879684,0.9020818938120316,0.011994902069946673,0.009274482987377295,0.014715321152516052,1.2666666666666666,1.0350194252748373,1.498313908058496,109.46666666666667,106.07256564021242,112.86076769312092,381.4,364.86946776416437,397.9305322358356,1.0,1.0,1.0,0.23633429093417538,0.21411767681816288,0.25855090505018785,662.9054131358296,621.895872690435,703.9149535812242,822.9125833814377,796.5735263300695,849.2516404328059,1.0,1.0,1.0,0.20138382563162663,0.1614523723013867,0.24131527896186655,0.6070721443621843,0.5452040977008651,0.6689401910235034,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.3,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.5603899335077267,0.5478657465466311,0.5729141204688223,0.0,0.0,0.20388926630434784,0.16879820746351593,0.15999598498013212,0.17760042994689973,0.13163218763958742,0.1197704298186596,0.14349394546051525,0.36069676538267004,0.3320798336700184,0.38931369709532165,0.6393032346142297,0.6106863029015036,0.6679201663269557,0.3189952989370022,0.3058789834254631,0.33211161444854126,0.9671837438732526,0.9414600646269587,0.9929074231195464,0.943813604221209,0.9350242382544407,0.9526029701879772,0.8107371769339641,0.7843753103219813,0.8370990435459469,0.3563487445818069,0.3495626615703454,0.36313482759326837,1.5645901542157092,1.5193795758173698,1.6098007326140487,0.9824283130139464,0.9589754485074938,1.0058811775203989,0.14709404658793454,0.1423209427966126,0.1518671503792565,0.9860009238522854,0.9846464421059227,0.9873554055986482,430.1333333333333,402.6461294902519,457.62053717641476,0.010912603592997816,0.01008106919776244,0.011744137988233191,0.7193333333333333,0.6986024052842136,0.740064261382453,0.005495704885825238,0.003973739543274075,0.007017670228376402,1.3333333333333333,0.9670668850868265,1.69959978157984,147.13333333333333,127.93708295873036,166.32958370793628,430.1333333333333,402.6461294902519,457.62053717641476,1.0,1.0,1.0,0.19592248676294535,0.1813144636378507,0.21053050988804,344.7560819675972,294.9600576891576,394.5521062460368,1180.728329888379,1144.3725883852246,1217.0840713915334,1.0,1.0,1.0,0.16482027529258522,0.13967106819720296,0.1899694823879675,0.6218909747977069,0.5725514373621008,0.6712305122333131,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.45,0.18,0.45,0.18,1.0,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.575718932291166,0.5619143621305712,0.5895235024517608,0.0,0.0,0.20388926630434784,0.1671749088899245,0.1550140314961715,0.17933578628367752,0.13257620295894074,0.11496006840707511,0.15019233751080635,0.39456329243398075,0.36019219308484435,0.42893439178311715,0.6054367075630102,0.5710656082137476,0.6398078069122727,0.31048506378799684,0.2972762735751549,0.3236938540008388,0.9962532759584958,0.9960302576701279,0.9964762942468637,0.895382823955238,0.8826738725053068,0.9080917754051693,0.7083054176837099,0.6782446387217298,0.73836619664569,0.38065820680216267,0.3751091788778647,0.3862072347264606,1.9167608750054472,1.8904037298531144,1.94311802015778,1.0965137720753053,1.083657500612185,1.1093700435384257,0.17886993835732878,0.17488039306727476,0.1828594836473828,0.9837315556060154,0.9816783984961238,0.9857847127159071,457.93333333333334,428.7416028757001,487.1250637909666,0.010843660204690221,0.010466951278838971,0.01122036913054147,1.102,1.0816490524381133,1.122350947561887,0.01496643233060532,0.011643565176390942,0.018289299484819697,1.2,0.857834348109964,1.542165651890036,156.0,150.3065136632581,161.6934863367419,457.93333333333334,428.7416028757001,487.1250637909666,1.0,1.0,1.0,0.20051767532689393,0.1819451732379857,0.21909017741580217,572.0899851855303,534.0395507438334,610.1404196272272,990.5179473869468,970.6995309070228,1010.3363638668709,1.0,1.0,1.0,0.16018227936803833,0.12543691538588686,0.1949276433501898,0.6802815386792772,0.6210210225600765,0.7395420547984779,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.82,0.18,0.82,0.18,1.0,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.5803171741839867,0.5578957407808769,0.6027386075870964,0.0,0.0,0.20388926630434784,0.17442642016351514,0.16622619795157878,0.1826266423754515,0.1363394622675985,0.12153938517924806,0.15113953935594893,0.3946464584108419,0.3490986599236054,0.4401942568980784,0.6053535415848599,0.5598057430974361,0.6509013400722836,0.3315730473979615,0.31500843063013817,0.34813766416578484,0.9595283426203615,0.9321659830943644,0.9868907021463585,0.9595711111372311,0.9525116202995001,0.9666306019749622,0.840356918900555,0.8165129313721893,0.8642009064289207,0.3030799236330252,0.2954025020518782,0.31075734521417225,1.784802954091743,1.7390455499523543,1.8305603582311316,1.0607227394228838,1.0416431218713695,1.079802356974398,0.16048722125155498,0.15593963871358327,0.1650348037895267,0.9899876253294387,0.9882768367763833,0.9916984138824941,373.53333333333336,353.20499051406307,393.86167615260365,0.01130686650621047,0.010283306359210213,0.012330426653210727,0.5760000000000001,0.5572783476512712,0.594721652348729,0.005099751496158283,0.00345482996943173,0.006744673022884836,2.1333333333333333,1.8094787706392472,2.4571878960274196,110.26666666666667,93.23397005756281,127.29936327577052,373.53333333333336,353.20499051406307,393.86167615260365,1.0,1.0,1.0,0.26419236243235933,0.23611534443125912,0.29226938043345957,389.0781012746044,336.43107310929366,441.7251294399152,1035.007294494928,984.2684985430463,1085.7460904468094,1.0,1.0,1.0,0.1809008830068687,0.15747167668705048,0.20433008932668695,0.680424928294555,0.6018942412475956,0.7589556153415145,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,0.5,15,4.0,4.0,4.0,0.5,0.5,0.5,0.13333333333333333,0.0373604698913593,0.3788249920651624,0.0,0.0,0.20388926630434784,0.5536312539442767,0.5336704037332491,0.5735921041553043,0.0,0.0,0.20388926630434784,0.17319589633064683,0.15889421526879327,0.1874975773925004,0.13879544829877524,0.11927534361774171,0.15831555297980876,0.3409706730273001,0.3032138996019377,0.37872744645266254,0.6590293269694578,0.6212725535439771,0.6967861003949385,0.3201883763106377,0.3037535320121095,0.3366232206091659,0.9739503564837797,0.9507698242442251,0.9971308887233343,0.9344984428981343,0.9273321610704326,0.9416647247258361,0.7788916512780085,0.7410274408550552,0.8167558617009618,0.341273788739063,0.3344623432486511,0.3480852342294749,1.9006105204924593,1.8631532745612047,1.9380677664237138,1.0988187017119708,1.0796760316045282,1.1179613718194135,0.16929215674191275,0.16385785628399294,0.17472645719983257,0.9862226491798755,0.983976281324148,0.9884690170356029,430.26666666666665,414.01777561390725,446.51555771942606,0.00541716963835669,0.0049299591791616025,0.005904380097551777,0.808,0.7904483694964447,0.8255516305035554,0.008345517045732765,0.005953136427183602,0.010737897664281928,1.3333333333333333,1.0209802567606117,1.6456864099060549,132.0,111.22998828438784,152.77001171561216,430.26666666666665,414.01777561390725,446.51555771942606,1.0,1.0,1.0,0.19928926970685143,0.18248449964005975,0.2160940397736431,523.6982372098425,494.3356944755953,553.0607799440897,1011.7863706327211,987.8913490398946,1035.6813922255474,1.0,1.0,1.0,0.17738510062724494,0.13652315473623478,0.2182470465182551,0.5878804707367244,0.5227825855205823,0.6529783559528666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
sweep,B,2,W4_scavenger_catastrophe,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.8,15,4.0,4.0,4.0,0.5,0.5,0.5,0.13333333333333333,0.0373604698913593,0.3788249920651624,0.0,0.0,0.20388926630434784,0.5536312539442767,0.5336704037332491,0.5735921041553043,0.0,0.0,0.20388926630434784,0.17319589633064683,0.15889421526879327,0.1874975773925004,0.13879544829877524,0.11927534361774171,0.15831555297980876,0.3409706730273001,0.3032138996019377,0.37872744645266254,0.6590293269694578,0.6212725535439771,0.6967861003949385,0.3201883763106377,0.3037535320121095,0.3366232206091659,0.9739503564837797,0.9507698242442251,0.9971308887233343,0.9344984428981343,0.9273321610704326,0.9416647247258361,0.7788916512780085,0.7410274408550552,0.8167558617009618,0.341273788739063,0.3344623432486511,0.3480852342294749,1.9006105204924593,1.8631532745612047,1.9380677664237138,1.0988187017119708,1.0796760316045282,1.1179613718194135,0.16929215674191275,0.16385785628399294,0.17472645719983257,0.9862226491798755,0.983976281324148,0.9884690170356029,430.26666666666665,414.01777561390725,446.51555771942606,0.019501810698084092,0.017747853044981776,0.021255768351186408,0.808,0.7904483694964447,0.8255516305035554,0.008345517045732765,0.005953136427183602,0.010737897664281928,1.3333333333333333,1.0209802567606117,1.6456864099060549,132.0,111.22998828438784,152.77001171561216,430.26666666666665,414.01777561390725,446.51555771942606,1.0,1.0,1.0,0.19928926970685143,0.18248449964005975,0.2160940397736431,523.6982372098425,494.3356944755953,553.0607799440897,1011.7863706327211,987.8913490398946,1035.6813922255474,1.0,1.0,1.0,0.17738510062724494,0.13652315473623478,0.2182470465182551,0.5878804707367244,0.5227825855205823,0.6529783559528666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
core,B,2,W4_scavenger_catastrophe,neighbor_consequence_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,1.0,0.9630051925239981,0.9999999999999999,0.7220901832005058,0.7194704627529583,0.7247099036480532,0.0,0.0,0.03699480747600191,0.19549475512722,0.19518164611643346,0.19580786413800655,0.01582097622132802,0.015801751202614886,0.015840201240041152,0.6893478616986376,0.6820485135627918,0.6966472098344834,0.31065213830127436,0.3033527901654286,0.3179514864371201,0.40336205414638665,0.3974725148952911,0.4092515933974822,0.9933949323156489,0.993292742016591,0.9934971226147068,0.11955608165257332,0.1150454213850663,0.12406674192008035,0.0,0.0,0.0,11.36110053022094,11.172615004848575,11.549586055593304,2.285928457000697,2.2737121034335104,2.2981448105678837,1.244654849206903,1.2367958000921575,1.2525138983216484,0.20135137588856147,0.1994197685111887,0.20328298326593425,0.0,0.0,0.0,1529.31,1521.4615560068548,1537.158443993145,0.0,0.0,0.0,0.0,0.0,0.0,0.0007475604615741503,0.0005485173508712172,0.0009466035722770834,8.95,8.898821169149024,9.001178830850975,0.0,0.0,0.0,1529.31,1521.4615560068548,1537.158443993145,1.0,1.0,1.0,0.014152071871007699,0.013830738105755795,0.014473405636259602,24314.042297120766,23635.480213551244,24992.60438069029,3659.7610216381045,3581.3136397559306,3738.2084035202784,1.0,1.0,1.0,0.24109612576031114,0.24020152858663532,0.24199072293398696,0.9999482244820558,0.999846744466885,1.0000497044972265,1.0,1.0,1.0,1.0,1.0,1.0,0.26042355118841043,0.24308634144317548,0.2777607609336454,0.0
core,B,2,W4_scavenger_catastrophe,response_to_aid_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,1.0,0.9630051925239981,0.9999999999999999,0.7091782113825869,0.7058767469730252,0.7124796757921485,0.0,0.0,0.03699480747600191,0.1861028740423331,0.18514648349586016,0.18705926458880606,0.015298908780126932,0.015236386163923123,0.01536143139633074,0.669733174416389,0.6611441528687422,0.6783221959640359,0.32995264712892114,0.3213880640232102,0.3385172302346321,0.3993036272991135,0.39288373851709135,0.40572351608113566,0.9934262982380168,0.9933083724609031,0.9935442240151304,0.12509424205050912,0.12136517100234379,0.12882331309867445,0.0,0.0,0.0,11.560856443278114,11.345924536614998,11.77578834994123,1.9484965520791493,1.9220351734254943,1.9749579307328042,1.1232153548406565,1.1117927978068214,1.1346379118744916,0.20189855036149063,0.19968389381057775,0.2041132069124035,0.0,0.0,0.0,1517.65,1508.4596821896878,1526.8403178103124,0.0,0.0,0.0,0.0,0.0,0.0,0.00048056943710308823,0.00036095571069821506,0.0006001831635079614,8.94,8.88555159610357,8.99444840389643,0.0,0.0,0.0,1517.65,1508.4596821896878,1526.8403178103124,1.0,1.0,1.0,0.012924175425011343,0.012598367775524278,0.013249983074498409,24510.015372221962,23710.09547780634,25309.935266637585,3998.881305007031,3904.1402991663795,4093.622310847683,1.0,1.0,1.0,0.2142621798034915,0.2115296353849974,0.2169947242219856,0.9983634129471453,0.9963519034985764,1.0003749223957141,1.0,1.0,1.0,1.0,1.0,1.0,0.21665850800411968,0.19742025200821575,0.2358967640000236,0.0
core,B,2,W5_monoculture_shock,consequence_weighted_migration_friction,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.32520950200205084,0.31272058101729594,0.33769842298680575,0.0,0.0,0.03699480747600191,0.29192696505193877,0.26991888040683254,0.313935049697045,0.2404601229088728,0.22283417165399774,0.25808607416374785,0.0,0.0,0.0,0.028957391495809,0.02605217667555893,0.03186260631605907,0.0754962805514311,0.06887961628595231,0.08211294481690988,0.6227605200554299,0.5918123413948034,0.6537086987160564,0.955281225115943,0.9519343535158326,0.9586280967160535,0.8666501409568613,0.8594442860934698,0.8738559958202529,0.03528863255798427,0.03212755181133516,0.03844971330463338,0.2956839145481804,0.28684716739955,0.30452066169681075,0.46363903084596325,0.45476783220864025,0.47251022948328625,0.050736464394865885,0.04799074185956526,0.05348218693016651,1.0,1.0,1.0,195.63,184.10872326582447,207.15127673417553,0.022166925877573757,0.021198498372115487,0.023135353383032027,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.0978956827304955,6.622104317269505,440.58,418.7687485384078,462.39125146159216,195.63,184.10872326582447,207.15127673417553,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,907.2664150015146,887.6842903921417,926.8485396108874,1.0,1.0,1.0,0.4898834940463395,0.4389448983183531,0.5408220897743259,0.0,0.0,0.0,0.1960479586554682,0.17848639895186202,0.21360951835907438,0.25711644743320033,0.2494323194778696,0.2648005753885311,0.9310538297718832,0.9241366516284307,0.9379710079153357,0.0
core,B,2,W5_monoculture_shock,consequence_weighted_resource_flow,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.22,0.15001174503655804,0.3107053471500031,0.3842716674251295,0.3829351976976811,0.38560813715257797,0.0,0.0,0.03699480747600191,0.11327805511163151,0.11297905422072127,0.11357705600254175,0.04948043736253309,0.04923163759059228,0.0497292371344739,0.0,0.0,0.0,0.02084833304030549,0.018650707495783417,0.023045958584827567,0.043498101354562196,0.03869118339642412,0.04830501931270027,0.9922530615596074,0.9916178463224562,0.9928882767967585,0.4320403119928538,0.40783242467353265,0.456248199312175,0.15860534894184208,0.1291105589775687,0.18810013890611546,0.48143336326975544,0.46306367813465327,0.4998030484048576,0.3097182085725814,0.30225892092956885,0.317177496215594,0.48300085538467896,0.47470785907002205,0.49129385169933587,0.07993645241953373,0.07857288000107739,0.08130002483799008,1.0,1.0,1.0,1480.35,1465.5392351529863,1495.1607648470135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,8.722711329388275,9.077288670611726,0.0,0.0,0.0,1480.35,1465.5392351529863,1495.1607648470135,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.2234360666907,2096.9085936046545,2123.538278528727,1.0,1.0,1.0,0.00619126857291541,0.005336980313171867,0.007045556832658954,0.0,0.0,0.0,0.9997869718132467,0.9993694365672103,1.000204507059283,0.2693201813674621,0.26283384428658163,0.2758065184483426,0.9503611118087965,0.9451286700361249,0.955593553581468,0.0
core,B,2,W5_monoculture_shock,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.0,0.0,0.03699480747600191,0.3330783510516405,0.320557138758155,0.34559956334512604,0.0,0.0,0.03699480747600191,0.3120995658489252,0.2862313425943649,0.33796778910348546,0.2525730873886806,0.23445395145786646,0.2706922233194948,0.0,0.0,0.0,0.028517083866856797,0.025410937968583947,0.03162322976512964,0.075023511802155,0.06879327744174181,0.08125374616256818,0.6207840481338196,0.5904847276491173,0.6510833686185219,0.939975686891666,0.9340558859903535,0.9458954877929785,0.8091550287373209,0.7932031852526301,0.8251068722220117,0.035823636019388566,0.03257511567279915,0.03907215636597798,0.2959472405446013,0.28711140853842054,0.3047830725507821,0.463614601624337,0.45403312800048107,0.4731960752481929,0.050436993957518855,0.047742574107138516,0.053131413807899194,1.0,1.0,1.0,203.4,190.7252721026159,216.07472789738412,0.02278315905152882,0.021824809266086008,0.023741508836971632,0.0,0.0,0.0,0.0,0.0,0.0,6.42,6.1644017167032565,6.675598283296743,446.33,424.7834658415791,467.8765341584209,203.4,190.7252721026159,216.07472789738412,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,908.706640735066,886.5330615760587,930.8802198940733,1.0,1.0,1.0,0.5220780447982315,0.4705516971599162,0.5736043924365468,0.0,0.0,0.0,0.1990202001077143,0.1809728648488842,0.21706753536654438,0.2573454265605229,0.2496620943812353,0.2650287587398105,0.9321021812693886,0.9247065957973104,0.9394977667414668,0.0
sweep,B,2,W5_monoculture_shock,delayed_harm_throttle,2,8,0.62,0.18,0.62,0.18,0.8,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.0,0.0,0.20388926630434784,0.35351964758496746,0.32646922334313344,0.38057007182680147,0.0,0.0,0.20388926630434784,0.3321517278942158,0.28062419241692527,0.3836792633715064,0.28352179684777984,0.24410819932965488,0.3229353943659048,0.0,0.0,0.0,0.027752978724503417,0.02290246414331096,0.032603493305695876,0.06802729079514139,0.04949475022938654,0.08655983136089623,0.5964601293036651,0.5321117037034908,0.6608085549038394,0.9286853220253083,0.9152365828185691,0.9421340612320475,0.7969840141203636,0.7651634701160536,0.8288045581246736,0.04021679726775456,0.0323051201026874,0.04812847443282172,0.26399152305176676,0.24594049585519137,0.2820425502483421,0.44958551782132933,0.42144753804399615,0.4777234975986625,0.04923522355242744,0.0431832909834894,0.05528715612136548,1.0,1.0,1.0,227.06666666666666,197.73677098931307,256.39656234402025,0.023235140031890957,0.02110386835473782,0.025366411709044093,0.0,0.0,0.0,0.0,0.0,0.0,6.133333333333334,5.53251019426124,6.734156472405427,456.2,407.59651633884664,504.80348366115334,227.06666666666666,197.73677098931307,256.39656234402025,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,934.7075253295932,880.8468688362136,988.5681818229727,1.0,1.0,1.0,0.6105109931070947,0.4840936481194056,0.7369283380947838,0.0,0.0,0.0,0.22342665148752536,0.17947288945937445,0.26738041351567626,0.2295578461319711,0.21386130074364468,0.24525439152029754,0.9339214792273728,0.9223726349864384,0.9454703234683072,0.0
