scenario,family,part_order,world,policy15,delay,t_irrev,cap_strength,cap_share,containment_strength,mutation_rate,adversarial_pressure,initial_exploit_mass_scale,resource_concentration_pressure,catastrophe_severity,action_channel_cost_scale,n,R,R_ci_lo,R_ci_hi,capture_threshold,capture_threshold_ci_lo,capture_threshold_ci_hi,permanence_probability,permanence_ci_lo,permanence_ci_hi,collapse_probability,collapse_ci_lo,collapse_ci_hi,capture_index,capture_index_ci_lo,capture_index_ci_hi,strict_zero_capture_probability,strict_zero_capture_ci_lo,strict_zero_capture_ci_hi,resource_hhi,resource_hhi_ci_lo,resource_hhi_ci_hi,max_lineage_share,max_lineage_share_ci_lo,max_lineage_share_ci_hi,exploitative_strategy_mass,exploitative_strategy_mass_ci_lo,exploitative_strategy_mass_ci_hi,cooperative_strategy_mass,cooperative_strategy_mass_ci_lo,cooperative_strategy_mass_ci_hi,strategy_diversity,strategy_diversity_ci_lo,strategy_diversity_ci_hi,response_diversity,response_diversity_ci_lo,response_diversity_ci_hi,welfare,welfare_ci_lo,welfare_ci_hi,minimum_zone_welfare,minimum_zone_welfare_ci_lo,minimum_zone_welfare_ci_hi,neighbor_harm_volume,neighbor_harm_volume_ci_lo,neighbor_harm_volume_ci_hi,aid_interception_volume,aid_interception_volume_ci_lo,aid_interception_volume_ci_hi,extraction_volume,extraction_volume_ci_lo,extraction_volume_ci_hi,deception_level,deception_level_ci_lo,deception_level_ci_hi,catastrophe_recovery_rate,catastrophe_recovery_rate_ci_lo,catastrophe_recovery_rate_ci_hi,mutation_survival,mutation_survival_ci_lo,mutation_survival_ci_hi,containment_cost,containment_cost_ci_lo,containment_cost_ci_hi,false_containment,false_containment_ci_lo,false_containment_ci_hi,delayed_consequence_true_harm_mi,delayed_consequence_true_harm_mi_ci_lo,delayed_consequence_true_harm_mi_ci_hi,irreversible_failures,irreversible_failures_ci_lo,irreversible_failures_ci_hi,containment_events,containment_events_ci_lo,containment_events_ci_hi,mutation_events,mutation_events_ci_lo,mutation_events_ci_hi,selection_delta_seen,selection_delta_seen_ci_lo,selection_delta_seen_ci_hi,initial_exploitative_strategy_mass,initial_exploitative_strategy_mass_ci_lo,initial_exploitative_strategy_mass_ci_hi,exploit_payoff_total,exploit_payoff_total_ci_lo,exploit_payoff_total_ci_hi,coop_payoff_total,coop_payoff_total_ci_lo,coop_payoff_total_ci_hi,no_strategy_observation_asserted,no_strategy_observation_asserted_ci_lo,no_strategy_observation_asserted_ci_hi,capture_component_resource_concentration,capture_component_resource_concentration_ci_lo,capture_component_resource_concentration_ci_hi,capture_component_exploit_mass,capture_component_exploit_mass_ci_lo,capture_component_exploit_mass_ci_hi,capture_component_neighbor_harm,capture_component_neighbor_harm_ci_lo,capture_component_neighbor_harm_ci_hi,capture_component_aid_interception,capture_component_aid_interception_ci_lo,capture_component_aid_interception_ci_hi,capture_component_coop_loss,capture_component_coop_loss_ci_lo,capture_component_coop_loss_ci_hi,viable_probability
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,0.7,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.3333333333333333,0.15176100694691236,0.5828687484878701,0.3846857859006415,0.3813734165316526,0.38799815526963044,0.0,0.0,0.20388926630434784,0.12290643507026996,0.12066411875449157,0.12514875138604836,0.046557967933948376,0.045880673561728966,0.047235262306167786,0.0,0.0,0.0,0.024989072921343822,0.016935150999791412,0.03304299484289623,0.05329219569159121,0.04093554320283284,0.06564884818034958,0.990900160584602,0.9889359004194019,0.992864420749802,0.47855132867267863,0.4093275497296926,0.5477751076156647,0.014854376524609742,-0.00560964742363722,0.035318400472856705,0.48868767511631417,0.4319857965018728,0.5453895537307555,0.27750459230065105,0.25981753048912754,0.2951916541121746,0.4891144364080755,0.45498825793982317,0.5232406148763278,0.0816911315418613,0.07856760624886933,0.08481465683485329,1.0,1.0,1.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.133333333333334,5.502797758515298,6.76386890815137,0.0,0.0,0.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.6394908068582,2091.4405084032273,2191.838473210489,1.0,1.0,1.0,0.03370092559759675,0.0272943075525156,0.0401075436426779,0.0,0.0,0.0,1.0,1.0,1.0,0.24130834113100094,0.22592828738185006,0.2566883948801518,0.9405022073301338,0.921326202755009,0.9596782119052586,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.3,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.4666666666666667,0.24809225259746442,0.6988336984894921,0.3846857859006415,0.3813734165316526,0.38799815526963044,0.0,0.0,0.20388926630434784,0.12290643507026996,0.12066411875449157,0.12514875138604836,0.046557967933948376,0.045880673561728966,0.047235262306167786,0.0,0.0,0.0,0.024989072921343822,0.016935150999791412,0.03304299484289623,0.05329219569159121,0.04093554320283284,0.06564884818034958,0.990900160584602,0.9889359004194019,0.992864420749802,0.39170600710175196,0.3344712387754659,0.448940775428038,0.013908972593952242,-0.006643130899951154,0.03446107608785564,0.48868767511631417,0.4319857965018728,0.5453895537307555,0.27750459230065105,0.25981753048912754,0.2951916541121746,0.4891144364080755,0.45498825793982317,0.5232406148763278,0.0816911315418613,0.07856760624886933,0.08481465683485329,1.0,1.0,1.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.6394908068582,2091.4405084032273,2191.838473210489,1.0,1.0,1.0,0.03370092559759675,0.0272943075525156,0.0401075436426779,0.0,0.0,0.0,1.0,1.0,1.0,0.24130834113100094,0.22592828738185006,0.2566883948801518,0.9405022073301338,0.921326202755009,0.9596782119052586,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,0.7,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.3333333333333333,0.15176100694691236,0.5828687484878701,0.3778329473248983,0.3747801161901494,0.3808857784596472,0.0,0.0,0.20388926630434784,0.1210780450736161,0.11904035309402766,0.12311573705320453,0.05654515906968093,0.055657545061267695,0.05743277307809417,0.0,0.0,0.0,0.043293168549194766,0.03753172261109313,0.0490546144872964,0.15733384850920296,0.14432721513852398,0.17034048187988193,0.9788770788252548,0.9769672422165937,0.9807869154339158,0.5228604221937827,0.45452684349145067,0.5911940008961147,0.04777402044164284,0.002801632124551097,0.09274640875873458,0.38726443094474916,0.33754567527561274,0.4369831866138856,0.28389561875627733,0.2671903331863424,0.3006009043262123,0.48466668874409913,0.45532011954540447,0.5140132579427937,0.08045160568545183,0.07774780960016252,0.08315540177074114,1.0,1.0,1.0,1373.4666666666667,1343.2505221666738,1403.6828111666596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.337399064292843,6.662600935707157,0.0,0.0,0.0,1373.4666666666667,1343.2505221666738,1403.6828111666596,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.3703399142844,1923.4726484461244,1985.2680313824444,1.0,1.0,1.0,0.02847695417858567,0.022654977094047304,0.034298931263124034,0.0,0.0,0.0,1.0,1.0,1.0,0.24686575544024117,0.2323394201620369,0.26139209071844544,0.896921027263822,0.8832032988397704,0.9106387556878734,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.3,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.6666666666666666,0.41713125151212976,0.8482389930530876,0.3934638091316253,0.3890614384847046,0.39786617977854605,0.0,0.0,0.20388926630434784,0.13165847148999935,0.12780743049655244,0.13550951248344625,0.03840934243699575,0.03750784368391846,0.03931084119007304,0.0,0.0,0.0,0.01782750626755592,0.011267756790719004,0.024387255744392832,0.021549373694899596,0.012243925403039388,0.030854821986759803,0.9949184990695462,0.9934051885309855,0.996431809608107,0.3559366307829711,0.2902968747593625,0.4215763868065797,0.00020207781622207576,-0.00019399470357319272,0.0005981503360173442,0.5989130940729902,0.5195923351184422,0.6782338530275382,0.28301723858250694,0.26289321217573014,0.30314126498928373,0.4809777179008487,0.4507906453016371,0.5111647905000603,0.08194596296121381,0.07899623224966437,0.08489569367276326,1.0,1.0,1.0,1487.2,1441.0000339394064,1533.3999660605937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,6.479215242484508,7.920784757515492,0.0,0.0,0.0,1487.2,1441.0000339394064,1533.3999660605937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.8881047906743,2238.150424952153,2345.6257846291956,1.0,1.0,1.0,0.05870674393968071,0.0477037696726895,0.0697097182066719,0.0,0.0,0.0,1.0,1.0,1.0,0.24610194659348433,0.22860279319628712,0.26360109999068154,0.9575535565058193,0.9419351053704933,0.9731720076411453,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.45,0.18,0.45,0.18,1.0,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.4,0.19824228082594664,0.642535572434923,0.38767153481412236,0.38373522923018055,0.3916078403980642,0.0,0.0,0.20388926630434784,0.12596367300477218,0.12288542083820106,0.1290419251713433,0.04599865627431567,0.04524735772010007,0.046749954828531275,0.0,0.0,0.0,0.02224954535120988,0.01415549700675033,0.030343593695669427,0.04367078335970295,0.028468176498905047,0.05887339022050086,0.9922989521728939,0.9903463765500897,0.994251527795698,0.44587756543507273,0.38500475745371804,0.5067503734164274,0.03134206178225032,-0.00704361494090211,0.06972773850540274,0.49225026736010363,0.4367177825774228,0.5477827521427845,0.27816127138713215,0.2593202127645028,0.2970023300097615,0.48710088729276957,0.4534970364953036,0.5207047380902355,0.08153733163866544,0.07816557917946904,0.08490908409786185,1.0,1.0,1.0,1458.5333333333333,1420.6780604935059,1496.3886061731607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733333333333333,6.085624207945161,7.381042458721506,0.0,0.0,0.0,1458.5333333333333,1420.6780604935059,1496.3886061731607,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2131.553030898341,2086.1415909553602,2176.964470841322,1.0,1.0,1.0,0.04243589112474592,0.03364088493454272,0.05123089731494912,0.0,0.0,0.0,1.0,1.0,1.0,0.24187936642359317,0.22549583718652413,0.2582628956606622,0.9470248920209289,0.9277533483436442,0.9662964356982136,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.82,0.18,0.82,0.18,1.0,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.3333333333333333,0.15176100694691236,0.5828687484878701,0.38349044953795725,0.3799500406337788,0.3870308584421357,0.0,0.0,0.20388926630434784,0.12045904929117005,0.11874669556416269,0.1221714030181774,0.04693027610520662,0.04630793940116929,0.04755261280924395,0.0,0.0,0.0,0.025713588279962823,0.018160691667451375,0.033266484892474274,0.048742223422859304,0.03180965232598775,0.06567479451973085,0.991949153402276,0.9896852171466735,0.9942130896578785,0.44239820725194684,0.377709423251232,0.5070869912526617,0.0025883727009385683,-0.0003577275293070647,0.005534472931184201,0.48534776671066676,0.4286100427226372,0.5420854906986963,0.28211820751842903,0.2650990047961854,0.29913741024067264,0.48572559851328617,0.4545337908038854,0.516917406222687,0.08170224436686309,0.07871669577927987,0.08468779295444631,1.0,1.0,1.0,1456.2,1422.7762869008643,1489.6237130991358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.639691290768458,7.1603087092315425,0.0,0.0,0.0,1456.2,1422.7762869008643,1489.6237130991358,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.0802767676273,2087.763337590102,2176.3972159451528,1.0,1.0,1.0,0.0267083948001684,0.021815955580147366,0.031600834020189435,0.0,0.0,0.0,1.0,1.0,1.0,0.24532018045080792,0.2305208737358135,0.26011948716580235,0.9387771707619933,0.920794083589347,0.9567602579346396,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,0.5,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.4,0.19824228082594664,0.642535572434923,0.3846857859006415,0.3813734165316526,0.38799815526963044,0.0,0.0,0.20388926630434784,0.12290643507026996,0.12066411875449157,0.12514875138604836,0.046557967933948376,0.045880673561728966,0.047235262306167786,0.0,0.0,0.0,0.024989072921343822,0.016935150999791412,0.03304299484289623,0.05329219569159121,0.04093554320283284,0.06564884818034958,0.990900160584602,0.9889359004194019,0.992864420749802,0.4380317835840539,0.37545043457557,0.5006131325925378,0.013908972593952242,-0.006643130899951154,0.03446107608785564,0.48868767511631417,0.4319857965018728,0.5453895537307555,0.27750459230065105,0.25981753048912754,0.2951916541121746,0.4891144364080755,0.45498825793982317,0.5232406148763278,0.0816911315418613,0.07856760624886933,0.08481465683485329,1.0,1.0,1.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.466666666666667,5.807757129797016,7.125576203536317,0.0,0.0,0.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.6394908068582,2091.4405084032273,2191.838473210489,1.0,1.0,1.0,0.03370092559759675,0.0272943075525156,0.0401075436426779,0.0,0.0,0.0,1.0,1.0,1.0,0.24130834113100094,0.22592828738185006,0.2566883948801518,0.9405022073301338,0.921326202755009,0.9596782119052586,0.0
sweep,A,1,W5_monoculture_shock,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.8,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,0.4,0.19824228082594664,0.642535572434923,0.3846857859006415,0.3813734165316526,0.38799815526963044,0.0,0.0,0.20388926630434784,0.12290643507026996,0.12066411875449157,0.12514875138604836,0.046557967933948376,0.045880673561728966,0.047235262306167786,0.0,0.0,0.0,0.024989072921343822,0.016935150999791412,0.03304299484289623,0.05329219569159121,0.04093554320283284,0.06564884818034958,0.990900160584602,0.9889359004194019,0.992864420749802,0.4380317835840539,0.37545043457557,0.5006131325925378,0.013908972593952242,-0.006643130899951154,0.03446107608785564,0.48868767511631417,0.4319857965018728,0.5453895537307555,0.27750459230065105,0.25981753048912754,0.2951916541121746,0.4891144364080755,0.45498825793982317,0.5232406148763278,0.0816911315418613,0.07856760624886933,0.08481465683485329,1.0,1.0,1.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.466666666666667,5.807757129797016,7.125576203536317,0.0,0.0,0.0,1442.2666666666667,1413.0887260189027,1471.4446073144306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2141.6394908068582,2091.4405084032273,2191.838473210489,1.0,1.0,1.0,0.03370092559759675,0.0272943075525156,0.0401075436426779,0.0,0.0,0.0,1.0,1.0,1.0,0.24130834113100094,0.22592828738185006,0.2566883948801518,0.9405022073301338,0.921326202755009,0.9596782119052586,0.0
core,A,1,W5_monoculture_shock,max_lineage_share_cap,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.42,0.32798224918511304,0.5179369200110473,0.3899020827302484,0.38783730696284574,0.39196685849765106,0.0,0.0,0.03699480747600191,0.1243324743540456,0.12288344102498494,0.12578150768310625,0.04606069615054066,0.04563129380418742,0.0464900984968939,0.0,0.0,0.0,0.023673901754831084,0.020138431584451263,0.027209371925210904,0.037766006919557726,0.03317980830279676,0.042352205536318695,0.9933411366348268,0.9927590794816846,0.993923193787969,0.42372423912626095,0.4016283787756101,0.4458200994769118,0.013378508840688324,0.0032060694646757846,0.02355094821670086,0.49949928167741237,0.4790036612466279,0.5199949021081969,0.30859229167374586,0.30084021511139997,0.31634436823609174,0.4814240231028231,0.47276636539007355,0.4900816808155727,0.0796369291995407,0.07817540447506098,0.08109845392402042,1.0,1.0,1.0,1480.23,1464.5705326885495,1495.8894673114505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,6.574658614405722,7.1053413855942775,0.0,0.0,0.0,1480.23,1464.5705326885495,1495.8894673114505,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2131.0488405480996,2115.2640530617437,2146.8336280344556,1.0,1.0,1.0,0.03777532355124141,0.033635228325353816,0.04191541877712901,0.0,0.0,0.0,0.9989765399111534,0.9969705581370142,1.0009825216852926,0.26834112319456166,0.2616001870533913,0.27508205933573204,0.9436335672504021,0.9352157811304502,0.9520513533703541,0.0
core,A,1,W5_monoculture_shock,max_zone_share_cap,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.18,0.11700131654251038,0.26667536024213084,0.3836563637513784,0.3822714239569193,0.3850413035458375,0.0,0.0,0.03699480747600191,0.11136034830705684,0.11132938297414437,0.1113913136399693,0.050318956357806366,0.050055709703506236,0.050582203012106496,0.0,0.0,0.0,0.019210561769356215,0.017006981824363172,0.021414141714349258,0.04214922329173616,0.03696683287760309,0.04733161370586923,0.9920633568533432,0.9913220515688395,0.992804662137847,0.469795744723437,0.4438676979144311,0.4957237915324429,0.09816750853906565,0.07586961901493262,0.12046539806319868,0.4788996160218763,0.460094911430084,0.4977043206136686,0.309431383880009,0.30190599675006063,0.3169567710099574,0.4831236353753663,0.47504728801754703,0.49119998273318555,0.08004322542827318,0.07862467973943538,0.08146177111711098,1.0,1.0,1.0,1464.27,1449.2746160168665,1479.2653839831335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21,6.926865284589284,7.493134715410716,0.0,0.0,0.0,1464.27,1449.2746160168665,1479.2653839831335,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.0307944913475,2084.6913963152947,2113.3701926674003,1.0,1.0,1.0,0.0007121062741307003,0.0006236338943807957,0.000800578653880605,0.0,0.0,0.0,1.0,1.0,1.0,0.26907076859131224,0.26252695369570495,0.27561458348691953,0.9542605672158185,0.9490139482991684,0.9595071861324687,0.0
core,A,1,W5_monoculture_shock,random_allocation_plus_cap,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.19,0.1251465399270426,0.27779024070807856,0.3840556845642473,0.382754242155982,0.3853571269725126,0.0,0.0,0.03699480747600191,0.11199583770776261,0.11188436057432695,0.11210731484119828,0.05019860277292474,0.04992540024786674,0.05047180529798274,0.0,0.0,0.0,0.018380247691148165,0.01631122834547071,0.02044926703682562,0.038546462599810274,0.033747370380055396,0.04334555481956515,0.9928527549265235,0.9921393280793482,0.9935661817736987,0.444500968862267,0.4193136061881851,0.46968833153634887,0.08807583522006004,0.06771206060130974,0.10843960983881035,0.47951522563544535,0.4610229839560641,0.4980074673148266,0.30721669582921846,0.29976613900965016,0.31466725264878675,0.482643816311392,0.47469712903813666,0.4905905035846474,0.08002610012166093,0.07859022483506849,0.08146197540825338,1.0,1.0,1.0,1467.92,1454.0421094761664,1481.7978905238338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,7.0013063199985925,7.558693680001408,0.0,0.0,0.0,1467.92,1454.0421094761664,1481.7978905238338,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.371126166189,2087.0446631263517,2113.697589206026,1.0,1.0,1.0,0.0025277902761471466,0.002209284180616662,0.0028462963716776313,0.0,0.0,0.0,0.9999610097232957,0.9998845887809553,1.000037430665636,0.2671449528949726,0.2606662078344784,0.27362369795546676,0.9562375054972663,0.951311268959939,0.9611637420345935,0.0
core,A,1,W5_monoculture_shock,static_equalizing_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.24,0.16691211265459965,0.3323251872329213,0.38577583409426297,0.38416948100771253,0.3873821871808134,0.0,0.0,0.03699480747600191,0.11570949191619642,0.11500677842164236,0.11641220541075048,0.04834638931083868,0.04804685482546535,0.04864592379621201,0.0,0.0,0.0,0.019522651374834422,0.01690161913474333,0.022143683614925514,0.029101337457870552,0.023764454168815223,0.03443822074692588,0.9945111435349362,0.9938429420649445,0.9951793450049279,0.4483167788875821,0.4229066222753756,0.47372693549978856,0.052882767528911676,0.03231894739562814,0.07344658766219521,0.4918821454962214,0.4721840726695047,0.5115802183229381,0.3072933228325025,0.2996802787789308,0.3149063668860742,0.48222836138644487,0.47418871579004884,0.4902680069828409,0.08035151252762442,0.07891624213550383,0.081786782919745,1.0,1.0,1.0,1475.87,1461.0166879097587,1490.723312090241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,6.7924316216430585,7.387568378356941,0.0,0.0,0.0,1475.87,1461.0166879097587,1490.723312090241,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2124.956210472051,2110.263141874094,2139.6492790700086,1.0,1.0,1.0,0.01313823087167232,0.011130478030089288,0.015145983713255352,0.0,0.0,0.0,0.9988803051637308,0.9966857032846432,1.0010749070428184,0.2672115850717413,0.26059154676428764,0.273831623379195,0.9535174967265847,0.9472769437739869,0.9597580496791825,0.0
core,A,1,W5_monoculture_shock,uniform_resource_cap,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,0.17,0.10893476059773154,0.25548181233642975,0.38431877372619494,0.382927299083126,0.3857102483692639,0.0,0.0,0.03699480747600191,0.11184049998038258,0.11174720250607234,0.11193379745469281,0.05016294986096001,0.04989354307663884,0.05043235664528118,0.0,0.0,0.0,0.018144146092086106,0.015967939956738345,0.020320352227433867,0.040308198664428134,0.03529222399528605,0.045324173333570215,0.9922395700155239,0.9914789961212659,0.9930001439097819,0.4688854416283171,0.4432889390832726,0.49448194417336155,0.10208572568924844,0.07798042361896074,0.12619102775953614,0.48175699917274856,0.46295451036743135,0.5005594879780658,0.30927603888771754,0.3018587758621751,0.31669330191326,0.4829588753271972,0.47494636652771693,0.4909713841266775,0.07996828461712109,0.07855263863242559,0.08138393060181659,1.0,1.0,1.0,1474.47,1458.8376008915957,1490.1023991084044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,6.9323983787854235,7.507601621214576,0.0,0.0,0.0,1474.47,1458.8376008915957,1490.1023991084044,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2102.9903772778775,2089.15859566723,2116.822158888525,1.0,1.0,1.0,0.002083968197918482,0.0018174039856035378,0.0023505324102334256,0.0,0.0,0.0,1.0,1.0,1.0,0.26893568598931966,0.26248589205406536,0.27538547992457396,0.9567996521616997,0.9516182089823003,0.9619810953410991,0.0
ablation,A,1,W6_mutation_corridor,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,15,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.20388926630434784,1.0,0.7961107336956521,1.0,0.7116741369599962,0.7036480272149145,0.7197002467050778,0.0,0.0,0.20388926630434784,0.21269799130879852,0.21088701541129382,0.21450896720630322,0.018790067155716673,0.018690755665433132,0.018889378646000213,0.6307683195394117,0.6115508520775307,0.6499857870012927,0.36923168046048377,0.35001421299860247,0.38844914792236507,0.3179309089341204,0.3042538253551222,0.3316079925131186,0.957097926318273,0.9551881560897615,0.9590076965467844,0.02323315074528436,0.016369215642908212,0.030097085847660507,0.0,0.0,0.0,15.19465323975975,14.622843797110258,15.766462682409243,1.547772262539934,1.5152813757418275,1.5802631493380404,2.090015885005507,2.049469297159262,2.130562472851752,0.1452721153443283,0.14188546290372742,0.14865876778492917,1.0,1.0,1.0,1544.5333333333333,1527.921038234689,1561.1456284319777,0.0,0.0,0.0,0.0,0.0,0.0,0.0005967336306329249,0.0002483441332487932,0.0009451231280170566,9.0,9.0,9.0,0.0,0.0,0.0,1544.5333333333333,1527.921038234689,1561.1456284319777,1.0,1.0,1.0,0.006812880921017725,0.006456241946371546,0.007169519895663904,31699.98072392394,29531.137061541383,33868.8243863065,4416.366476119092,4130.940168721796,4701.792783516388,1.0,1.0,1.0,0.29024822913624976,0.28507401228623636,0.29542244598626316,0.9957174254929252,0.9894399852227309,1.0019948657631195,1.0,1.0,1.0,1.0,1.0,1.0,0.12679098274668069,0.0867043791531525,0.16687758634020888,0.0
core,A,1,W6_mutation_corridor,anti_hhi_allocator,2,8,0.62,0.18,0.62,0.18,1.0,1.0,1.0,1.0,1.0,100,4.0,4.0,4.0,0.5,0.5,0.5,0.0,0.0,0.03699480747600191,1.0,0.9630051925239981,0.9999999999999999,0.7153489119703086,0.7133858484190426,0.7173119755215746,0.0,0.0,0.03699480747600191,0.2123757763486967,0.21162591378830306,0.21312563890909034,0.01878816751530066,0.01874411908359907,0.018832215947002254,0.6408683616130584,0.6357329749132952,0.6460037483128216,0.3591316383868371,0.3539962516870739,0.3642670250866003,0.31828805866341864,0.3107280647267478,0.3258480526000895,0.956674713498967,0.9560311394814943,0.9573182875164398,0.018863610329126534,0.016560234311592696,0.021166986346660373,0.0,0.0,0.0,15.37132709696957,15.210945207141263,15.531708986797875,1.5512411038195921,1.5416679326642195,1.5608142749749647,2.1081898857955235,2.0962339802771104,2.1201457913139365,0.14731258924913943,0.14569981327295786,0.148925365225321,1.0,1.0,1.0,1553.17,1544.90990393961,1561.43009606039,0.0,0.0,0.0,0.0,0.0,0.0,0.0008504508234839321,0.0006892263489933693,0.001011675297974495,9.0,9.0,9.0,0.0,0.0,0.0,1553.17,1544.90990393961,1561.43009606039,1.0,1.0,1.0,0.006969153140606099,0.006870634797462529,0.00706767148374967,32517.89394007383,31894.973250627692,33140.81462951997,4415.126760689164,4334.299007322147,4495.954514056181,1.0,1.0,1.0,0.28932761496453024,0.2871851505062627,0.2914700794227978,0.9994253974781933,0.998299176535452,1.0005516184209347,1.0,1.0,1.0,1.0,1.0,1.0,0.14571816922811862,0.13396615584367966,0.15747018261255757,0.0
