seed,world,policy,delay,t_irrev,R,adversarial_strength,catastrophe_severity,diversity_floor,enforcement_C,containment_C,containment_duration,concentration_threshold,escrow_rate,audit_p,audit_kappa,penalty_duration,quarantine_strictness,migration_speed,migration_cost,scavenger_enabled,permanence,collapse,capture,mean_welfare,min_welfare,adversarial_share,dove_share,total_diversity,non_adv_diversity,adv_diversity,irreversible_zone_failures,time_to_first_irreversible_failure,fraction_irreversible_zones,last_aid_updates_nonzero,neighbor_metrics_nonzero,signal_truth_corr,mutual_information,enforcement_cost_share,false_positive_punishment_rate,collateral_dove_harm,enforcement_events,strict_zero_capture,containment_cost_share,false_containment_rate,containment_events,extraction_volume,extraction_cap_active_steps,outgoing_influence_volume,influence_throttle_active_steps,aid_intercepted,aid_escrowed,resource_hhi,max_zone_resource_share,migration_follow_events,replication_throttle_active_steps,capture_pressure_before,capture_pressure_after,collateral_welfare_loss
9424,PURE_CAPTURE,response_to_neighbor_aid,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6663350923291905,0.01214502910359996,0.6309905230155983,0.3404299567990911,0.2485655361250511,0.5424164624722482,0.47392539657811306,3,8,0.3333333333333333,1.0,1.0,0.9743589397880452,0.8817381972568616,0.0,0.0,0.0,0,0.0,0.0,0.0,0,72.15202765471754,0,0.0,0,72.15202765471754,0.0,0.12138781430778964,0.13614134281529264,0,0,1.7482410944877873,1.752146190114328,0.0
9400,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6216022780645404,0.0037084644861506725,0.7136114387666674,0.25405502397645247,0.2794960142106489,0.6336286872303679,0.4737649330318365,3,7,0.3333333333333333,1.0,1.0,0.9739838938749782,0.8746764238682971,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.41274630579467,0,0.0,0,65.41274630579467,0.0,0.16796159656030185,0.2489904912396433,0,0,1.7631115854541748,1.7671007560244516,0.0
9401,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6164111936367952,0.0024635664960675928,0.7141907073108349,0.2534635236877933,0.28153247314280344,0.6342719292470356,0.4692889597354381,3,7,0.3333333333333333,1.0,1.0,0.9755630790684493,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,66.401034984833,0,0.0,0,66.401034984833,0.0,0.16967229668422557,0.2508112517187635,0,0,1.770053173411701,1.773924513427372,0.0
9402,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6145349648488018,0.0029202252948816376,0.7139943662385853,0.25370974247761685,0.28112209515499936,0.6348428518026942,0.46793412966639053,3,7,0.3333333333333333,1.0,1.0,0.9727629798157982,0.8574925630172683,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.09564188829177,0,0.0,0,65.09564188829177,0.0,0.1873909540063807,0.25246751166069625,0,0,1.7682457754673266,1.7721683632763985,0.0
9403,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6389327321561793,0.005226896485852602,0.7120946185310758,0.255551545102001,0.2809541947012117,0.6322776953664971,0.46770210145782026,3,7,0.3333333333333333,1.0,1.0,0.9728169236495651,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.63419623202914,0,0.0,0,65.63419623202914,0.0,0.1585160329798644,0.23589536239914216,0,0,1.7678674680797628,1.7717804133908117,0.0
9404,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6226270051570002,0.003155930915708347,0.7139742584455576,0.2536636245420944,0.2815805602531586,0.6319532309242605,0.47031613797277594,3,7,0.3333333333333333,1.0,1.0,0.9740450407586877,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.41086258196835,0,0.0,0,65.41086258196835,0.0,0.1707501849000736,0.24949754988085673,0,0,1.764200221636521,1.7682166648861801,0.0
9405,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6307936076534747,0.004949000987326887,0.7119550787992982,0.25563864436444833,0.28106271384637116,0.632230860814306,0.4682809576727215,3,7,0.3333333333333333,1.0,1.0,0.9758895409922128,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.56406215635418,0,0.0,0,65.56406215635418,0.0,0.17465533329818042,0.2755693862543467,0,0,1.7653346009120419,1.7692880379733342,0.0
9406,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.620026842914156,0.004259663301744748,0.7131712995786731,0.2545020996064449,0.2794800655789693,0.6332092056946061,0.46806477304086047,3,7,0.3333333333333333,1.0,1.0,0.9738028184459158,0.8574925630172683,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.88453070315903,0,0.0,0,65.88453070315903,0.0,0.17005401830610795,0.29159627601695537,0,0,1.7652127622693659,1.769245364431166,0.0
9407,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6227326700788702,0.004163295728879857,0.7119264425763893,0.25572733910469836,0.278836551059672,0.6338772593117767,0.4709106080638349,3,7,0.3333333333333333,1.0,1.0,0.9718833650690223,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.34552403283247,0,0.0,0,65.34552403283247,0.0,0.18272010849818032,0.2757058793343267,0,0,1.7651689340332797,1.769091989902276,0.0
9408,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6249731429790863,0.0037896759466281085,0.7135349744955979,0.2541077426493724,0.280708804439354,0.6343353407864287,0.4688935883210015,3,7,0.3333333333333333,1.0,1.0,0.9715662157106197,0.8428446793434594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.55211955748682,0,0.0,0,65.55211955748682,0.0,0.1724277452456831,0.23915411644641665,0,0,1.7683008986330846,1.772210364496607,0.0
9409,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6371945650477545,0.004671534534460288,0.7145928299060689,0.2530918029672156,0.28060311221350526,0.6342333075761162,0.4691236925484989,3,7,0.3333333333333333,1.0,1.0,0.9737824238018943,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,66.13854757793301,0,0.0,0,66.13854757793301,0.0,0.1701973370441026,0.24770673077660188,0,0,1.7670340450556488,1.7710190779033608,0.0
9410,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6215648656569908,0.005469631264077315,0.713050070378866,0.2545620593056654,0.2811331982919857,0.6326871938777492,0.4678563484883229,3,7,0.3333333333333333,1.0,1.0,0.9736123961788727,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.6078165207022,0,0.0,0,65.6078165207022,0.0,0.16371516264547098,0.25028779096328485,0,0,1.765876116371825,1.7698634274290068,0.0
9411,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6349001153403603,0.002233967127008963,0.7106755946985192,0.25686769424494055,0.28017909658532586,0.6293377028038996,0.472714710317614,3,7,0.3333333333333333,1.0,1.0,0.972362353853457,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,64.93447542002106,0,0.0,0,64.93447542002106,0.0,0.18489346722253333,0.27708638883768033,0,0,1.761483818791876,1.7654567982003941,0.0
9412,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6358028799242023,0.005154096098925134,0.7114083254226111,0.25620437074779717,0.2778490517509538,0.6339777437091461,0.4708028605902714,3,7,0.3333333333333333,1.0,1.0,0.9739977955992647,0.8428446793434594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.00206276579269,0,0.0,0,65.00206276579269,0.0,0.1518580283176385,0.22157461852534885,0,0,1.761671200997475,1.7656975109142172,0.0
9413,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6294916646008448,0.00813907668862305,0.7131526430643792,0.25449508937861015,0.2804035726095987,0.6348571984093052,0.4674109899362517,3,7,0.3333333333333333,1.0,1.0,0.9729091260265191,0.8428446793434594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.14102685881757,0,0.0,0,65.14102685881757,0.0,0.14649420778033473,0.21120027288773774,0,0,1.7676254153530686,1.7715389086674003,0.0
9414,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6298841649792258,0.0028090965879999253,0.7124029334833077,0.25527033651401676,0.27871884512349393,0.6342004296828836,0.47209219267988595,3,7,0.3333333333333333,1.0,1.0,0.9727614521071258,0.8574925630172683,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.26102675721124,0,0.0,0,65.26102675721124,0.0,0.1765521464181883,0.25911548536232437,0,0,1.7644077302913543,1.7683664801196575,0.0
9415,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6380511585454162,0.002172992520780397,0.70999277474492,0.2576389873098594,0.2800887804710397,0.6323323734323057,0.4667363956280475,3,7,0.3333333333333333,1.0,1.0,0.9734108459208581,0.8296184942846785,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.23243138515382,0,0.0,0,65.23243138515382,0.0,0.17812793276263122,0.24299765957189712,0,0,1.768945077414637,1.7727729517266653,0.0
9416,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6053602438471448,0.0025319267305627833,0.7122378278363191,0.25539107115907433,0.28028165907017566,0.6320748362607684,0.47131133813128184,3,7,0.3333333333333333,1.0,1.0,0.9736563449047209,0.8428446793434594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,64.62099943076785,0,0.0,0,64.62099943076785,0.0,0.17300907120158018,0.2638634241242205,0,0,1.7618725024919077,1.765866948905087,0.0
9417,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6288282188651757,0.003443885684870614,0.7088240313127302,0.2588338219231488,0.2776482350988315,0.6327190318151689,0.47132425800810207,3,7,0.3333333333333333,1.0,1.0,0.9736863514857107,0.8428446793434594,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.84150261985825,0,0.0,0,65.84150261985825,0.0,0.19084903748524257,0.2710032082595683,0,0,1.76666078912351,1.7704785482660172,0.0
9418,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6288935022359325,0.004844424206019014,0.7134439389938125,0.2541736837252805,0.28031493072679686,0.6330510467984403,0.46979393351833426,3,7,0.3333333333333333,1.0,1.0,0.9725831144782878,0.865627143199876,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.2442428610019,0,0.0,0,65.2442428610019,0.0,0.16050746022894458,0.23941090957441627,0,0,1.7651421869765456,1.7691258517457622,0.0
9419,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6250175600458326,0.0022145734040018112,0.7118065128202542,0.2558627217929522,0.2801923478858128,0.6333239473204649,0.4696040607263442,3,7,0.3333333333333333,1.0,1.0,0.9734124149476233,0.8574925630172683,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.88849327898396,0,0.0,0,65.88849327898396,0.0,0.18317776916050182,0.24768101399577108,0,0,1.7678853159975245,1.771745554562482,0.0
9420,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6304311991597557,0.0028165552408211877,0.711345591076455,0.2562839438771046,0.2797143751454191,0.6327938154159162,0.47031397103312966,3,7,0.3333333333333333,1.0,1.0,0.9730154842781579,0.8574925630172683,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.14076741175194,0,0.0,0,65.14076741175194,0.0,0.17603722315327697,0.3008528219035201,0,0,1.76462013879625,1.7685345867548676,0.0
9421,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6322211407742948,0.0025515398031044113,0.7113317176916956,0.2562737919057302,0.2817853415432533,0.6293250420836962,0.468428286794834,3,7,0.3333333333333333,1.0,1.0,0.9752183477270446,0.8746764238682971,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.08551304191546,0,0.0,0,65.08551304191546,0.0,0.18466556810540483,0.27725668633780576,0,0,1.7654171589503729,1.7693538012122279,0.0
9422,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6402549490662219,0.0047690384710006115,0.7112953560628601,0.2563083722824075,0.27773700960775427,0.6336139449660081,0.4711830582943271,3,7,0.3333333333333333,1.0,1.0,0.9725795774447925,0.8499495579265515,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.60398077045696,0,0.0,0,65.60398077045696,0.0,0.17013672224296603,0.22975433281432434,0,0,1.765218213505339,1.76914097575644,0.0
9423,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6409395277379221,0.0026880083303606733,0.7129854381377027,0.2546846721880629,0.2796998680835298,0.6338653675989243,0.46920328911671305,3,7,0.3333333333333333,1.0,1.0,0.9735289821223952,0.8499495579265515,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.95229795370516,0,0.0,0,65.95229795370516,0.0,0.1845524268221522,0.24798790029199316,0,0,1.7675675179281038,1.7715049851563858,0.0
9424,PURE_CAPTURE,diversity_non_adversarial_only,2,7,3.5,0.7,0.55,0.44,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,0.0,0.0,1.0,0.6234262990570053,0.0019187595608730328,0.7126709711052592,0.25499226274103315,0.28009856215671125,0.6327264588567556,0.4704425998189763,3,7,0.3333333333333333,1.0,1.0,0.9746232495822037,0.8861606593875262,0.0,0.0,0.0,0,0.0,0.0,0.0,0,65.933656989627,0,0.0,0,65.933656989627,0.0,0.17490041058213693,0.2431183750241098,0,0,1.7670041206989942,1.7709248960386015,0.0
9400,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02607231778659434,0.8877579475366221,0.30968141943314387,0.440362219366038,0.6946380008169206,0,90,0.0,1.0,1.0,0.9571696522837212,0.45321201680394857,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.90565823968726,0,0.0,0,65.90565823968726,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7474738370542786,1.7459490193152074,0.0
9401,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02615745189055767,0.8873670794380576,0.30943395877395297,0.439061319329697,0.6968860979929387,0,90,0.0,1.0,1.0,0.9605553137129929,0.4918669047612852,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.9551023304056,0,0.0,0,65.9551023304056,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7479130361670323,1.7463849154961988,0.0
9402,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026058218462620863,0.8879032218537901,0.30970460527290444,0.4404921900763108,0.6962639540579644,0,90,0.0,1.0,1.0,0.952579535696142,0.4116284933976936,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.93399248487943,0,0.0,0,65.93399248487943,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7474131978465384,1.7458879296948422,0.0
9403,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026134158545945627,0.887436910162211,0.309262661251793,0.4388846774700952,0.6965621439970675,0,90,0.0,1.0,1.0,0.9551878088241406,0.4722546687909934,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.92938732839751,0,0.0,0,65.92938732839751,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7477590499293674,1.7462306815368969,0.0
9404,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02611125665366336,0.8876047446258988,0.3089582404319866,0.43820434979467676,0.6987431993474458,0,90,0.0,1.0,1.0,0.957797516178708,0.5120915133244403,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.95015974953364,0,0.0,0,65.95015974953364,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7477010725337423,1.7461728045137677,0.0
9405,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02606546224763214,0.8878366039472898,0.30957811467567947,0.4404050886234552,0.6941616459132501,0,90,0.0,1.0,1.0,0.9598803620667254,0.4558990075075259,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.90317829970654,0,0.0,0,65.90317829970654,0.0,0.11111111111111112,0.11111111111111112,0,0,1.747265431595464,1.7457427588998131,0.0
9406,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026135926253271206,0.8874525309767827,0.3098756867249868,0.4404552894403431,0.6955368974027413,0,90,0.0,1.0,1.0,0.9534908814777734,0.44521569638725117,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.94564901641449,0,0.0,0,65.94564901641449,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7478596700499136,1.7463314631885032,0.0
9407,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026050212982460057,0.8878581239756059,0.30972046140446935,0.4406583481043988,0.6948961167251355,0,90,0.0,1.0,1.0,0.9540713466643249,0.43993768133231326,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.89028929681798,0,0.0,0,65.89028929681798,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7473765869613267,1.7458529913178435,0.0
9408,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026108401654300485,0.8875765209145955,0.3091414680683419,0.43891203791146066,0.6960037734940399,0,90,0.0,1.0,1.0,0.9544474497219493,0.44787046358636884,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.92127618225314,0,0.0,0,65.92127618225314,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7475954118341503,1.7460680732026899,0.0
9409,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026155245156512425,0.8873446345879596,0.30938670822242176,0.43880016834348967,0.6992627170401385,0,90,0.0,1.0,1.0,0.9556281276378233,0.4425714684030784,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.95143315191588,0,0.0,0,65.95143315191588,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7480306643362293,1.746501993237046,0.0
9410,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026089943581093407,0.8876927060040588,0.30950512533942454,0.4397334124928066,0.6984175902547658,0,90,0.0,1.0,1.0,0.9528306756546286,0.43470104443864466,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.92068826329569,0,0.0,0,65.92068826329569,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7475739443289071,1.7460487492609025,0.0
9411,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026080568657895115,0.8877349747967722,0.3093518878103676,0.4392712905179474,0.6990759644228656,0,90,0.0,1.0,1.0,0.9516129546557179,0.3893157819830229,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.92089117507662,0,0.0,0,65.92089117507662,0.0,0.11111111111111112,0.11111111111111112,0,0,1.747562586412005,1.746036558548949,0.0
9412,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02609511824989097,0.887682594701828,0.3093440782633357,0.4394034014654825,0.6959992252249652,0,90,0.0,1.0,1.0,0.9566672598941176,0.4613059415254559,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.93292486602272,0,0.0,0,65.93292486602272,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7475771304656955,1.7460511767197848,0.0
9413,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026086184103944674,0.8877133236228124,0.30947329171245985,0.4395939833706324,0.6964279366903071,0,90,0.0,1.0,1.0,0.9527619912306873,0.3893157819830229,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.92592715737248,0,0.0,0,65.92592715737248,0.0,0.11111111111111112,0.11111111111111112,0,0,1.74755723692103,1.7460306798009135,0.0
9414,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026144704052541583,0.8874133759401408,0.3095200109667222,0.43939105218025426,0.6969034295389672,0,90,0.0,1.0,1.0,0.954120558801283,0.4640260998647141,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.94543002848924,0,0.0,0,65.94543002848924,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7478574064627537,1.7463292991227788,0.0
9415,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.02606676836775365,0.8878260171329176,0.30926543475492824,0.43942125195884274,0.6950864751366078,0,90,0.0,1.0,1.0,0.9525984864928109,0.43993768133231326,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.91666473592565,0,0.0,0,65.91666473592565,0.0,0.11111111111111112,0.11111111111111112,0,0,1.747439808675541,1.7459151038094483,0.0
9416,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026109095185261055,0.8876019468333238,0.3096205183483057,0.4399136286085283,0.6974604910915647,0,90,0.0,1.0,1.0,0.9543275995806266,0.4505358698881412,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.94541228321253,0,0.0,0,65.94541228321253,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7477381502728084,1.7462096431861682,0.0
9417,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026102387388161705,0.8876085005697418,0.30953278680946095,0.43968740392076017,0.6939670776098711,0,90,0.0,1.0,1.0,0.9568631365529437,0.4750206032265981,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.90873522287126,0,0.0,0,65.90873522287126,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7476349773057198,1.7461105340545935,0.0
9418,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026107736677638674,0.8876484342065005,0.30921581604011217,0.4388445482447367,0.6982296637018999,0,90,0.0,1.0,1.0,0.9539946538508189,0.4295050296627404,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.95351318045053,0,0.0,0,65.95351318045053,0.0,0.11111111111111112,0.11111111111111112,0,0,1.747686693511257,1.7461594638533824,0.0
9419,PURE_CATASTROPHE,no_enforcement,2,7,3.5,0.7,0.55,0.35,0.45,0.45,4,0.24,0.55,0.0,0.0,4,0.55,0.22,0.08,0,1.0,0.0,0.0,1.0,1.0,0.026096860466505452,0.8876523478413244,0.30934872898668847,0.43959741539546626,0.6924999246015155,0,90,0.0,1.0,1.0,0.9553586902359066,0.4640260998647141,0.0,0.0,0.0,0,1.0,0.0,0.0,0,65.91828096752386,0,0.0,0,65.91828096752386,0.0,0.11111111111111112,0.11111111111111112,0,0,1.7475253147286502,1.7459991312365093,0.0
