class_id,k,persistence,class_size
33c20b0013778993,1,0.0,169
33c20b0013778993,2,0.0,169
33c20b0013778993,3,0.0,169
33c20b0013778993,4,0.0,169
ca5a0d4466da3a0f,0,1.0,169
ca5a0d4466da3a0f,1,0.5,169
ca5a0d4466da3a0f,2,0.5,169
ca5a0d4466da3a0f,3,0.5,169
ca5a0d4466da3a0f,4,0.5,169
0d7619ef3e57cb35,0,1.0,167
0d7619ef3e57cb35,1,0.0,167
0d7619ef3e57cb35,2,0.0,167
0d7619ef3e57cb35,3,0.0,167
0d7619ef3e57cb35,4,0.0,167
16590d791998de04,0,1.0,165
16590d791998de04,1,0.5,165
16590d791998de04,2,0.5,165
16590d791998de04,3,0.5,165
16590d791998de04,4,0.5,165
3b2aba26cd86dc2f,0,1.0,165
3b2aba26cd86dc2f,1,0.5,165
3b2aba26cd86dc2f,2,0.5,165
3b2aba26cd86dc2f,3,0.5,165
3b2aba26cd86dc2f,4,0.5,165
e207c9cbf8393e9b,0,1.0,165
e207c9cbf8393e9b,1,0.5,165
e207c9cbf8393e9b,2,0.5,165
e207c9cbf8393e9b,3,0.5,165
e207c9cbf8393e9b,4,0.5,165
1d7a1ac1513eb48c,0,1.0,164
1d7a1ac1513eb48c,1,1.0,164
1d7a1ac1513eb48c,2,0.5,164
1d7a1ac1513eb48c,3,0.5,164
1d7a1ac1513eb48c,4,0.5,164
27e26d2341e697ad,0,1.0,164
27e26d2341e697ad,1,0.5,164
27e26d2341e697ad,2,0.5,164
27e26d2341e697ad,3,0.5,164
27e26d2341e697ad,4,0.5,164
cd253129c9a24d43,0,1.0,164
cd253129c9a24d43,1,0.0,164
cd253129c9a24d43,2,0.0,164
cd253129c9a24d43,3,0.0,164
cd253129c9a24d43,4,0.0,164
d594b4a2418a7382,0,1.0,164
d594b4a2418a7382,1,1.0,164
d594b4a2418a7382,2,0.5,164
d594b4a2418a7382,3,0.5,164
d594b4a2418a7382,4,0.5,164
06dfbbfb6d453364,0,1.0,163
06dfbbfb6d453364,1,0.5,163
06dfbbfb6d453364,2,0.5,163
06dfbbfb6d453364,3,0.5,163
06dfbbfb6d453364,4,0.5,163
76f1e10c1ce66b59,0,1.0,162
76f1e10c1ce66b59,1,0.0,162
76f1e10c1ce66b59,2,0.0,162
76f1e10c1ce66b59,3,0.0,162
76f1e10c1ce66b59,4,0.0,162
cb0f642a6861499d,0,1.0,162
cb0f642a6861499d,1,0.5,162
cb0f642a6861499d,2,0.5,162
cb0f642a6861499d,3,0.5,162
cb0f642a6861499d,4,0.5,162
e4cf54dbc3cdf299,0,1.0,162
e4cf54dbc3cdf299,1,0.5,162
e4cf54dbc3cdf299,2,0.5,162
e4cf54dbc3cdf299,3,0.5,162
e4cf54dbc3cdf299,4,0.5,162
276ad787af6a299e,0,1.0,161
276ad787af6a299e,1,0.5,161
276ad787af6a299e,2,0.5,161
276ad787af6a299e,3,0.5,161
276ad787af6a299e,4,0.5,161
8229ab2f44578101,0,1.0,161
8229ab2f44578101,1,0.5,161
8229ab2f44578101,2,0.5,161
8229ab2f44578101,3,0.5,161
8229ab2f44578101,4,0.5,161
069dc362cc83fb7a,0,1.0,160
069dc362cc83fb7a,1,0.0,160
069dc362cc83fb7a,2,0.0,160
069dc362cc83fb7a,3,0.0,160
069dc362cc83fb7a,4,0.0,160
141c19060cd9bcd7,0,1.0,159
141c19060cd9bcd7,1,0.0,159
141c19060cd9bcd7,2,0.0,159
141c19060cd9bcd7,3,0.0,159
141c19060cd9bcd7,4,0.0,159
2c3ab647caa1215c,0,1.0,159
2c3ab647caa1215c,1,0.5,159
2c3ab647caa1215c,2,0.5,159
2c3ab647caa1215c,3,0.5,159
2c3ab647caa1215c,4,0.5,159
4d776f2e423c4353,0,1.0,159
4d776f2e423c4353,1,0.0,159
4d776f2e423c4353,2,0.0,159
4d776f2e423c4353,3,0.0,159
4d776f2e423c4353,4,0.0,159
c98e7ce7bea5dc46,0,1.0,159
c98e7ce7bea5dc46,1,1.0,159
c98e7ce7bea5dc46,2,0.5,159
c98e7ce7bea5dc46,3,0.5,159
c98e7ce7bea5dc46,4,0.5,159
d0778f255b2af544,0,1.0,159
d0778f255b2af544,1,0.0,159
d0778f255b2af544,2,0.0,159
d0778f255b2af544,3,0.0,159
d0778f255b2af544,4,0.0,159
1014ee8f64ca04ec,0,1.0,158
1014ee8f64ca04ec,1,0.0,158
1014ee8f64ca04ec,2,0.0,158
1014ee8f64ca04ec,3,0.0,158
1014ee8f64ca04ec,4,0.0,158
a75cb0b1f9c7f780,0,1.0,158
a75cb0b1f9c7f780,1,0.5,158
a75cb0b1f9c7f780,2,0.5,158
a75cb0b1f9c7f780,3,0.5,158
a75cb0b1f9c7f780,4,0.5,158
6ec1dde5bf01adde,0,1.0,157
6ec1dde5bf01adde,1,1.0,157
6ec1dde5bf01adde,2,0.0,157
6ec1dde5bf01adde,3,0.0,157
6ec1dde5bf01adde,4,0.0,157
c9729f40e5f3069d,0,1.0,157
c9729f40e5f3069d,1,0.5,157
c9729f40e5f3069d,2,0.5,157
c9729f40e5f3069d,3,0.5,157
c9729f40e5f3069d,4,0.5,157
27046f7fbc9a85cb,0,1.0,156
27046f7fbc9a85cb,1,0.5,156
27046f7fbc9a85cb,2,0.5,156
27046f7fbc9a85cb,3,0.5,156
27046f7fbc9a85cb,4,0.5,156
7b6740531b41e33e,0,1.0,156
7b6740531b41e33e,1,1.0,156
7b6740531b41e33e,2,0.5,156
7b6740531b41e33e,3,0.5,156
7b6740531b41e33e,4,0.5,156
3ab07d974c2c13c9,0,1.0,155
3ab07d974c2c13c9,1,1.0,155
3ab07d974c2c13c9,2,0.0,155
3ab07d974c2c13c9,3,0.0,155
3ab07d974c2c13c9,4,0.0,155
e29313ae73b8a98a,0,1.0,155
e29313ae73b8a98a,1,0.5,155
e29313ae73b8a98a,2,0.5,155
e29313ae73b8a98a,3,0.5,155
e29313ae73b8a98a,4,0.5,155
f0fe9658e96aaa33,0,1.0,154
f0fe9658e96aaa33,1,0.5,154
f0fe9658e96aaa33,2,0.5,154
f0fe9658e96aaa33,3,0.5,154
f0fe9658e96aaa33,4,0.5,154
265c28c7520c434f,0,1.0,153
265c28c7520c434f,1,0.75,153
265c28c7520c434f,2,0.75,153
265c28c7520c434f,3,0.5,153
265c28c7520c434f,4,0.5,153
857b3c27b5df4d12,0,1.0,153
857b3c27b5df4d12,1,0.5,153
857b3c27b5df4d12,2,0.5,153
857b3c27b5df4d12,3,0.5,153
857b3c27b5df4d12,4,0.5,153
749dcca641c13156,0,1.0,152
749dcca641c13156,1,1.0,152
749dcca641c13156,2,0.5,152
749dcca641c13156,3,0.5,152
749dcca641c13156,4,0.5,152
78c7835cabe2a424,0,1.0,152
78c7835cabe2a424,1,1.0,152
78c7835cabe2a424,2,0.5,152
78c7835cabe2a424,3,0.5,152
78c7835cabe2a424,4,0.5,152
c657e99ca35a3b1c,0,1.0,152
c657e99ca35a3b1c,1,0.5,152
c657e99ca35a3b1c,2,0.5,152
c657e99ca35a3b1c,3,0.5,152
c657e99ca35a3b1c,4,0.5,152
d5004a458d5a5de6,0,1.0,151
d5004a458d5a5de6,1,0.5,151
d5004a458d5a5de6,2,0.5,151
d5004a458d5a5de6,3,0.5,151
d5004a458d5a5de6,4,0.5,151
4cfe54014cfc790e,0,1.0,150
4cfe54014cfc790e,1,0.0,150
4cfe54014cfc790e,2,0.0,150
4cfe54014cfc790e,3,0.0,150
4cfe54014cfc790e,4,0.0,150
ba97020b93362854,0,1.0,149
ba97020b93362854,1,0.0,149
ba97020b93362854,2,0.0,149
ba97020b93362854,3,0.0,149
ba97020b93362854,4,0.0,149
c27f06f97add8be0,0,1.0,147
c27f06f97add8be0,1,0.0,147
c27f06f97add8be0,2,0.0,147
c27f06f97add8be0,3,0.0,147
c27f06f97add8be0,4,0.0,147
6b6dd43bb4c3d2bc,0,1.0,146
6b6dd43bb4c3d2bc,1,0.0,146
6b6dd43bb4c3d2bc,2,0.0,146
6b6dd43bb4c3d2bc,3,0.0,146
6b6dd43bb4c3d2bc,4,0.0,146
a74c3ae53c430b3b,0,1.0,146
a74c3ae53c430b3b,1,0.5,146
a74c3ae53c430b3b,2,0.5,146
a74c3ae53c430b3b,3,0.5,146
a74c3ae53c430b3b,4,0.5,146
d02eaeb87d9b35d8,0,1.0,144
d02eaeb87d9b35d8,1,0.5,144
d02eaeb87d9b35d8,2,0.5,144
d02eaeb87d9b35d8,3,0.5,144
d02eaeb87d9b35d8,4,0.5,144
c35e11d293d91169,0,1.0,142
c35e11d293d91169,1,0.5,142
c35e11d293d91169,2,0.5,142
c35e11d293d91169,3,0.5,142
c35e11d293d91169,4,0.5,142
53fa109b722d8860,0,1.0,141
53fa109b722d8860,1,0.5,141
53fa109b722d8860,2,0.5,141
53fa109b722d8860,3,0.5,141
53fa109b722d8860,4,0.5,141
adb6b0bcabeab64f,0,1.0,138
adb6b0bcabeab64f,1,0.5,138
adb6b0bcabeab64f,2,0.5,138
adb6b0bcabeab64f,3,0.5,138
adb6b0bcabeab64f,4,0.5,138
df3aa1cdf382f132,0,1.0,138
df3aa1cdf382f132,1,0.5,138
df3aa1cdf382f132,2,0.5,138
df3aa1cdf382f132,3,0.5,138
df3aa1cdf382f132,4,0.5,138
df9dfb656b51ec72,0,1.0,138
df9dfb656b51ec72,1,0.0,138
df9dfb656b51ec72,2,0.0,138
df9dfb656b51ec72,3,0.0,138
df9dfb656b51ec72,4,0.0,138
ec0d746a50f71661,0,1.0,136
ec0d746a50f71661,1,0.5,136
ec0d746a50f71661,2,0.5,136
ec0d746a50f71661,3,0.5,136
ec0d746a50f71661,4,0.5,136
05105ed5b9c8b7e1,0,1.0,133
05105ed5b9c8b7e1,1,0.0,133
05105ed5b9c8b7e1,2,0.0,133
05105ed5b9c8b7e1,3,0.0,133
05105ed5b9c8b7e1,4,0.0,133
2944e7104a653621,0,1.0,133
2944e7104a653621,1,0.5,133
2944e7104a653621,2,0.5,133
2944e7104a653621,3,0.5,133
2944e7104a653621,4,0.5,133
543eed61464807ec,0,1.0,133
543eed61464807ec,1,0.5,133
543eed61464807ec,2,0.5,133
543eed61464807ec,3,0.5,133
543eed61464807ec,4,0.5,133
0f2f893b845d1cf6,0,1.0,132
0f2f893b845d1cf6,1,0.5,132
0f2f893b845d1cf6,2,0.5,132
0f2f893b845d1cf6,3,0.5,132
0f2f893b845d1cf6,4,0.5,132
36eaf3ea3917a058,0,1.0,132
36eaf3ea3917a058,1,1.0,132
36eaf3ea3917a058,2,1.0,132
36eaf3ea3917a058,3,1.0,132
36eaf3ea3917a058,4,1.0,132
aacf1b660b608287,0,1.0,131
aacf1b660b608287,1,0.5,131
aacf1b660b608287,2,0.5,131
aacf1b660b608287,3,0.5,131
aacf1b660b608287,4,0.5,131
08ec7aa12f5a9d83,0,1.0,129
08ec7aa12f5a9d83,1,1.0,129
08ec7aa12f5a9d83,2,1.0,129
08ec7aa12f5a9d83,3,1.0,129
08ec7aa12f5a9d83,4,1.0,129
4888e4fe0cd53d6a,0,1.0,129
4888e4fe0cd53d6a,1,0.0,129
4888e4fe0cd53d6a,2,0.0,129
4888e4fe0cd53d6a,3,0.0,129
4888e4fe0cd53d6a,4,0.0,129
ab7b4b08ede83c0d,0,1.0,129
ab7b4b08ede83c0d,1,0.75,129
ab7b4b08ede83c0d,2,0.5,129
ab7b4b08ede83c0d,3,0.5,129
ab7b4b08ede83c0d,4,0.5,129
d92e8806b74ccd4a,0,1.0,129
d92e8806b74ccd4a,1,0.0,129
d92e8806b74ccd4a,2,0.0,129
d92e8806b74ccd4a,3,0.0,129
d92e8806b74ccd4a,4,0.0,129
2560fba0bc93a1cf,0,1.0,128
2560fba0bc93a1cf,1,0.5,128
2560fba0bc93a1cf,2,0.5,128
2560fba0bc93a1cf,3,0.5,128
2560fba0bc93a1cf,4,0.5,128
3593af66f00142f2,0,1.0,128
3593af66f00142f2,1,0.0,128
3593af66f00142f2,2,0.0,128
3593af66f00142f2,3,0.0,128
3593af66f00142f2,4,0.0,128
39b2afd93581c5bb,0,1.0,128
39b2afd93581c5bb,1,0.0,128
39b2afd93581c5bb,2,0.0,128
39b2afd93581c5bb,3,0.0,128
39b2afd93581c5bb,4,0.0,128
5065ce10f5436114,0,1.0,128
5065ce10f5436114,1,1.0,128
5065ce10f5436114,2,1.0,128
5065ce10f5436114,3,1.0,128
5065ce10f5436114,4,1.0,128
43218941d64aa8e0,0,1.0,127
43218941d64aa8e0,1,0.0,127
43218941d64aa8e0,2,0.0,127
43218941d64aa8e0,3,0.0,127
43218941d64aa8e0,4,0.0,127
6f0b9874b0d45a86,0,1.0,127
6f0b9874b0d45a86,1,1.0,127
6f0b9874b0d45a86,2,0.5,127
6f0b9874b0d45a86,3,0.5,127
6f0b9874b0d45a86,4,0.5,127
b31d9ae6ec21ffb7,0,1.0,127
b31d9ae6ec21ffb7,1,0.5,127
b31d9ae6ec21ffb7,2,0.0,127
b31d9ae6ec21ffb7,3,0.0,127
b31d9ae6ec21ffb7,4,0.0,127
07d6ec22de700779,0,1.0,126
07d6ec22de700779,1,0.5,126
07d6ec22de700779,2,0.5,126
07d6ec22de700779,3,0.5,126
07d6ec22de700779,4,0.5,126
11d905138b1b186a,0,1.0,126
11d905138b1b186a,1,0.5,126
11d905138b1b186a,2,0.5,126
11d905138b1b186a,3,0.5,126
11d905138b1b186a,4,0.5,126
078a85e3ddc78640,0,1.0,125
078a85e3ddc78640,1,0.0,125
078a85e3ddc78640,2,0.0,125
078a85e3ddc78640,3,0.0,125
078a85e3ddc78640,4,0.0,125
62d60895b47b258a,0,1.0,125
62d60895b47b258a,1,0.0,125
62d60895b47b258a,2,0.0,125
62d60895b47b258a,3,0.0,125
62d60895b47b258a,4,0.0,125
3fbe1f86d8fcf3bd,0,1.0,124
3fbe1f86d8fcf3bd,1,0.5,124
3fbe1f86d8fcf3bd,2,0.5,124
3fbe1f86d8fcf3bd,3,0.5,124
3fbe1f86d8fcf3bd,4,0.5,124
6b923a0c168e488b,0,1.0,124
6b923a0c168e488b,1,0.0,124
6b923a0c168e488b,2,0.0,124
6b923a0c168e488b,3,0.0,124
6b923a0c168e488b,4,0.0,124
857d7973568d6d75,0,1.0,124
857d7973568d6d75,1,1.0,124
857d7973568d6d75,2,1.0,124
857d7973568d6d75,3,1.0,124
857d7973568d6d75,4,1.0,124
c07918bfa1fe894e,0,1.0,124
c07918bfa1fe894e,1,1.0,124
c07918bfa1fe894e,2,0.5,124
c07918bfa1fe894e,3,0.5,124
c07918bfa1fe894e,4,0.5,124
887571efd2a5c81a,0,1.0,123
887571efd2a5c81a,1,0.5,123
887571efd2a5c81a,2,0.5,123
887571efd2a5c81a,3,0.5,123
887571efd2a5c81a,4,0.5,123
0f84d4e97b6e5aa6,0,1.0,122
0f84d4e97b6e5aa6,1,0.5,122
0f84d4e97b6e5aa6,2,0.5,122
0f84d4e97b6e5aa6,3,0.5,122
0f84d4e97b6e5aa6,4,0.5,122
395f5e12314263ad,0,1.0,122
395f5e12314263ad,1,0.0,122
395f5e12314263ad,2,0.0,122
395f5e12314263ad,3,0.0,122
395f5e12314263ad,4,0.0,122
bd08b5afd4100cdf,0,1.0,122
bd08b5afd4100cdf,1,0.0,122
bd08b5afd4100cdf,2,0.0,122
bd08b5afd4100cdf,3,0.0,122
bd08b5afd4100cdf,4,0.0,122
c042fcbeb35388e1,0,1.0,122
c042fcbeb35388e1,1,1.0,122
c042fcbeb35388e1,2,1.0,122
c042fcbeb35388e1,3,1.0,122
c042fcbeb35388e1,4,0.0,122
c27db25ce54c22b5,0,1.0,122
c27db25ce54c22b5,1,0.5,122
c27db25ce54c22b5,2,0.5,122
c27db25ce54c22b5,3,0.5,122
c27db25ce54c22b5,4,0.5,122
faf5a5055675342a,0,1.0,122
faf5a5055675342a,1,0.0,122
faf5a5055675342a,2,0.0,122
faf5a5055675342a,3,0.0,122
faf5a5055675342a,4,0.0,122
1a685eb760c42f2d,0,1.0,121
1a685eb760c42f2d,1,1.0,121
1a685eb760c42f2d,2,0.5,121
1a685eb760c42f2d,3,0.5,121
1a685eb760c42f2d,4,0.5,121
e0fb9578095c1a71,0,1.0,121
e0fb9578095c1a71,1,0.5,121
e0fb9578095c1a71,2,0.5,121
e0fb9578095c1a71,3,0.5,121
e0fb9578095c1a71,4,0.5,121
f30de8f6ccdf2d3a,0,1.0,121
f30de8f6ccdf2d3a,1,0.0,121
f30de8f6ccdf2d3a,2,0.0,121
f30de8f6ccdf2d3a,3,0.0,121
f30de8f6ccdf2d3a,4,0.0,121
4857789f48d884fb,0,1.0,120
4857789f48d884fb,1,0.0,120
4857789f48d884fb,2,0.0,120
4857789f48d884fb,3,0.0,120
4857789f48d884fb,4,0.0,120
54a68425ad800fb7,0,1.0,120
54a68425ad800fb7,1,0.0,120
54a68425ad800fb7,2,0.0,120
54a68425ad800fb7,3,0.0,120
54a68425ad800fb7,4,0.0,120
5791b0acad463990,0,1.0,120
5791b0acad463990,1,1.0,120
5791b0acad463990,2,0.5,120
5791b0acad463990,3,0.5,120
5791b0acad463990,4,0.5,120
6b4b9a5e058e86d9,0,1.0,120
6b4b9a5e058e86d9,1,0.0,120
6b4b9a5e058e86d9,2,0.0,120
6b4b9a5e058e86d9,3,0.0,120
6b4b9a5e058e86d9,4,0.0,120
6f278f0d08806579,0,1.0,120
6f278f0d08806579,1,0.0,120
6f278f0d08806579,2,0.0,120
6f278f0d08806579,3,0.0,120
6f278f0d08806579,4,0.0,120
091bf0ad75d65bb4,0,1.0,119
091bf0ad75d65bb4,1,1.0,119
091bf0ad75d65bb4,2,0.0,119
091bf0ad75d65bb4,3,0.0,119
091bf0ad75d65bb4,4,0.0,119
7fca0b221d4df82d,0,1.0,119
7fca0b221d4df82d,1,0.0,119
7fca0b221d4df82d,2,0.0,119
7fca0b221d4df82d,3,0.0,119
7fca0b221d4df82d,4,0.0,119
8e2c0fa415ccba4f,0,1.0,119
8e2c0fa415ccba4f,1,0.5,119
8e2c0fa415ccba4f,2,0.5,119
8e2c0fa415ccba4f,3,0.5,119
8e2c0fa415ccba4f,4,0.5,119
cf63e254acd519cb,0,1.0,119
cf63e254acd519cb,1,0.5,119
cf63e254acd519cb,2,0.5,119
cf63e254acd519cb,3,0.5,119
cf63e254acd519cb,4,0.5,119
de1ec6ec4fd282ed,0,1.0,119
de1ec6ec4fd282ed,1,0.5,119
de1ec6ec4fd282ed,2,0.5,119
de1ec6ec4fd282ed,3,0.5,119
de1ec6ec4fd282ed,4,0.5,119
f289674768fa65af,0,1.0,119
f289674768fa65af,1,1.0,119
f289674768fa65af,2,0.5,119
f289674768fa65af,3,0.5,119
f289674768fa65af,4,0.5,119
050088987e60dfbf,0,1.0,118
050088987e60dfbf,1,0.5,118
050088987e60dfbf,2,0.5,118
050088987e60dfbf,3,0.5,118
050088987e60dfbf,4,0.5,118
4b7081483f0f9d80,0,1.0,118
4b7081483f0f9d80,1,0.5,118
4b7081483f0f9d80,2,0.5,118
4b7081483f0f9d80,3,0.5,118
4b7081483f0f9d80,4,0.5,118
777bb1fe4c10213d,0,1.0,118
777bb1fe4c10213d,1,0.0,118
777bb1fe4c10213d,2,0.0,118
777bb1fe4c10213d,3,0.0,118
777bb1fe4c10213d,4,0.0,118
9428d6484a633ced,0,1.0,118
9428d6484a633ced,1,1.0,118
9428d6484a633ced,2,1.0,118
9428d6484a633ced,3,1.0,118
9428d6484a633ced,4,0.0,118
d2acdf0d788ab530,0,1.0,118
d2acdf0d788ab530,1,0.0,118
d2acdf0d788ab530,2,0.0,118
d2acdf0d788ab530,3,0.0,118
d2acdf0d788ab530,4,0.0,118
f8dc1b8fb8226cee,0,1.0,118
f8dc1b8fb8226cee,1,0.0,118
f8dc1b8fb8226cee,2,0.0,118
f8dc1b8fb8226cee,3,0.0,118
f8dc1b8fb8226cee,4,0.0,118
018a76962705dd37,0,1.0,117
018a76962705dd37,1,0.5,117
018a76962705dd37,2,0.5,117
018a76962705dd37,3,0.5,117
018a76962705dd37,4,0.5,117
4a681fe4b0cd497d,0,1.0,117
4a681fe4b0cd497d,1,0.0,117
4a681fe4b0cd497d,2,0.0,117
4a681fe4b0cd497d,3,0.0,117
4a681fe4b0cd497d,4,0.0,117
82627b49adb24fc2,0,1.0,117
82627b49adb24fc2,1,0.0,117
82627b49adb24fc2,2,0.0,117
82627b49adb24fc2,3,0.0,117
82627b49adb24fc2,4,0.0,117
9c379f16497a1fcc,0,1.0,117
9c379f16497a1fcc,1,1.0,117
9c379f16497a1fcc,2,0.0,117
9c379f16497a1fcc,3,0.0,117
9c379f16497a1fcc,4,0.0,117
02a6d1331db9e5b5,0,1.0,116
02a6d1331db9e5b5,1,1.0,116
02a6d1331db9e5b5,2,1.0,116
02a6d1331db9e5b5,3,1.0,116
02a6d1331db9e5b5,4,1.0,116
32630ef4656ab47c,0,1.0,116
32630ef4656ab47c,1,0.5,116
32630ef4656ab47c,2,0.5,116
32630ef4656ab47c,3,0.5,116
32630ef4656ab47c,4,0.5,116
61f651ba26bb7ae3,0,1.0,116
61f651ba26bb7ae3,1,1.0,116
61f651ba26bb7ae3,2,0.0,116
61f651ba26bb7ae3,3,0.0,116
61f651ba26bb7ae3,4,0.0,116
750aca7124f3c40b,0,1.0,116
750aca7124f3c40b,1,0.0,116
750aca7124f3c40b,2,0.0,116
750aca7124f3c40b,3,0.0,116
750aca7124f3c40b,4,0.0,116
7787642c9b00671b,0,1.0,116
7787642c9b00671b,1,0.0,116
7787642c9b00671b,2,0.0,116
7787642c9b00671b,3,0.0,116
7787642c9b00671b,4,0.0,116
7a209e4be61a0a4a,0,1.0,116
7a209e4be61a0a4a,1,0.0,116
7a209e4be61a0a4a,2,0.0,116
7a209e4be61a0a4a,3,0.0,116
7a209e4be61a0a4a,4,0.0,116
9a548e3bd9206aad,0,1.0,116
9a548e3bd9206aad,1,0.5,116
9a548e3bd9206aad,2,0.5,116
9a548e3bd9206aad,3,0.5,116
9a548e3bd9206aad,4,0.5,116
e2e01f33e86bf520,0,1.0,116
e2e01f33e86bf520,1,0.0,116
e2e01f33e86bf520,2,0.0,116
e2e01f33e86bf520,3,0.0,116
e2e01f33e86bf520,4,0.0,116
19749d53077fd0a7,0,1.0,115
19749d53077fd0a7,1,0.0,115
19749d53077fd0a7,2,0.0,115
19749d53077fd0a7,3,0.0,115
19749d53077fd0a7,4,0.0,115
3cb8e25f1e9211c6,0,1.0,115
3cb8e25f1e9211c6,1,0.0,115
3cb8e25f1e9211c6,2,0.0,115
3cb8e25f1e9211c6,3,0.0,115
3cb8e25f1e9211c6,4,0.0,115
76fe4b465499b07c,0,1.0,115
76fe4b465499b07c,1,1.0,115
76fe4b465499b07c,2,1.0,115
76fe4b465499b07c,3,1.0,115
76fe4b465499b07c,4,1.0,115
ad41e02cbafaaaaf,0,1.0,115
ad41e02cbafaaaaf,1,0.5,115
ad41e02cbafaaaaf,2,0.5,115
ad41e02cbafaaaaf,3,0.5,115
ad41e02cbafaaaaf,4,0.5,115
b9d4e7d447578b52,0,1.0,115
b9d4e7d447578b52,1,0.0,115
b9d4e7d447578b52,2,0.0,115
b9d4e7d447578b52,3,0.0,115
b9d4e7d447578b52,4,0.0,115
c7daf17b48a916d5,0,1.0,115
c7daf17b48a916d5,1,0.5,115
c7daf17b48a916d5,2,0.5,115
c7daf17b48a916d5,3,0.5,115
c7daf17b48a916d5,4,0.5,115
2c1342e255ddaa7c,0,1.0,114
2c1342e255ddaa7c,1,1.0,114
2c1342e255ddaa7c,2,1.0,114
2c1342e255ddaa7c,3,0.0,114
2c1342e255ddaa7c,4,0.0,114
41fcef1e2c990c20,0,1.0,114
41fcef1e2c990c20,1,0.0,114
41fcef1e2c990c20,2,0.0,114
41fcef1e2c990c20,3,0.0,114
41fcef1e2c990c20,4,0.0,114
5d1ca8b7c39d1c88,0,1.0,114
5d1ca8b7c39d1c88,1,1.0,114
5d1ca8b7c39d1c88,2,1.0,114
5d1ca8b7c39d1c88,3,1.0,114
5d1ca8b7c39d1c88,4,1.0,114
96b2b6066caa702b,0,1.0,114
96b2b6066caa702b,1,0.0,114
96b2b6066caa702b,2,0.0,114
96b2b6066caa702b,3,0.0,114
96b2b6066caa702b,4,0.0,114
e43eb3a316b33037,0,1.0,114
e43eb3a316b33037,1,1.0,114
e43eb3a316b33037,2,1.0,114
e43eb3a316b33037,3,0.0,114
e43eb3a316b33037,4,0.0,114
f130aa9acbd20355,0,1.0,114
f130aa9acbd20355,1,0.0,114
f130aa9acbd20355,2,0.0,114
f130aa9acbd20355,3,0.0,114
f130aa9acbd20355,4,0.0,114
f5abbb8868a4e852,0,1.0,114
f5abbb8868a4e852,1,1.0,114
f5abbb8868a4e852,2,1.0,114
f5abbb8868a4e852,3,1.0,114
f5abbb8868a4e852,4,0.5,114
74d0103e838aa36d,0,1.0,113
74d0103e838aa36d,1,0.0,113
74d0103e838aa36d,2,0.0,113
74d0103e838aa36d,3,0.0,113
74d0103e838aa36d,4,0.0,113
77b6a1021cf1a462,0,1.0,113
77b6a1021cf1a462,1,0.5,113
77b6a1021cf1a462,2,0.5,113
77b6a1021cf1a462,3,0.5,113
77b6a1021cf1a462,4,0.5,113
a36666a1fdfbd6fe,0,1.0,113
a36666a1fdfbd6fe,1,0.0,113
a36666a1fdfbd6fe,2,0.0,113
a36666a1fdfbd6fe,3,0.0,113
a36666a1fdfbd6fe,4,0.0,113
c956020212186038,0,1.0,113
c956020212186038,1,0.0,113
c956020212186038,2,0.0,113
c956020212186038,3,0.0,113
c956020212186038,4,0.0,113
de87665367a2b6c2,0,1.0,113
de87665367a2b6c2,1,0.0,113
de87665367a2b6c2,2,0.0,113
de87665367a2b6c2,3,0.0,113
de87665367a2b6c2,4,0.0,113
022ea0865d780b69,0,1.0,112
022ea0865d780b69,1,0.0,112
022ea0865d780b69,2,0.0,112
022ea0865d780b69,3,0.0,112
022ea0865d780b69,4,0.0,112
20d77ec6974b1f6e,0,1.0,112
20d77ec6974b1f6e,1,0.5,112
20d77ec6974b1f6e,2,0.5,112
20d77ec6974b1f6e,3,0.5,112
20d77ec6974b1f6e,4,0.5,112
4e222580e0f7a6b8,0,1.0,112
4e222580e0f7a6b8,1,0.0,112
4e222580e0f7a6b8,2,0.0,112
4e222580e0f7a6b8,3,0.0,112
4e222580e0f7a6b8,4,0.0,112
939f964afacaca90,0,1.0,112
939f964afacaca90,1,0.0,112
939f964afacaca90,2,0.0,112
939f964afacaca90,3,0.0,112
939f964afacaca90,4,0.0,112
970d2a69e69e0222,0,1.0,112
970d2a69e69e0222,1,0.0,112
970d2a69e69e0222,2,0.0,112
970d2a69e69e0222,3,0.0,112
970d2a69e69e0222,4,0.0,112
a8faccc412d618f4,0,1.0,112
a8faccc412d618f4,1,1.0,112
a8faccc412d618f4,2,1.0,112
a8faccc412d618f4,3,1.0,112
a8faccc412d618f4,4,1.0,112
c7991651448fa26d,0,1.0,112
c7991651448fa26d,1,1.0,112
c7991651448fa26d,2,1.0,112
c7991651448fa26d,3,0.0,112
c7991651448fa26d,4,0.0,112
c901173368173056,0,1.0,112
c901173368173056,1,0.5,112
c901173368173056,2,0.5,112
c901173368173056,3,0.5,112
c901173368173056,4,0.5,112
e4f4f85261586267,0,1.0,112
e4f4f85261586267,1,1.0,112
e4f4f85261586267,2,0.5,112
e4f4f85261586267,3,0.5,112
e4f4f85261586267,4,0.5,112
f5e02243fe17432c,0,1.0,112
f5e02243fe17432c,1,0.5,112
f5e02243fe17432c,2,0.5,112
f5e02243fe17432c,3,0.5,112
f5e02243fe17432c,4,0.5,112
17e289b3c332294d,0,1.0,111
17e289b3c332294d,1,0.5,111
17e289b3c332294d,2,0.5,111
17e289b3c332294d,3,0.5,111
