class_id,k,persistence,class_size
17e289b3c332294d,4,0.5,111
30cf8098b2047150,0,1.0,111
30cf8098b2047150,1,0.5,111
30cf8098b2047150,2,0.5,111
30cf8098b2047150,3,0.5,111
30cf8098b2047150,4,0.5,111
4435072886c94aa8,0,1.0,111
4435072886c94aa8,1,0.0,111
4435072886c94aa8,2,0.0,111
4435072886c94aa8,3,0.0,111
4435072886c94aa8,4,0.0,111
78a056287cab4d7a,0,1.0,111
78a056287cab4d7a,1,1.0,111
78a056287cab4d7a,2,1.0,111
78a056287cab4d7a,3,1.0,111
78a056287cab4d7a,4,0.0,111
7dfa1dffc285acf1,0,1.0,111
7dfa1dffc285acf1,1,0.0,111
7dfa1dffc285acf1,2,0.0,111
7dfa1dffc285acf1,3,0.0,111
7dfa1dffc285acf1,4,0.0,111
9ba73e6751977abb,0,1.0,111
9ba73e6751977abb,1,1.0,111
9ba73e6751977abb,2,1.0,111
9ba73e6751977abb,3,1.0,111
9ba73e6751977abb,4,1.0,111
fc0ef0d63ac6a111,0,1.0,111
fc0ef0d63ac6a111,1,1.0,111
fc0ef0d63ac6a111,2,1.0,111
fc0ef0d63ac6a111,3,0.0,111
fc0ef0d63ac6a111,4,0.0,111
1d0cdf54c289290f,0,1.0,110
1d0cdf54c289290f,1,0.0,110
1d0cdf54c289290f,2,0.0,110
1d0cdf54c289290f,3,0.0,110
1d0cdf54c289290f,4,0.0,110
63c9bcc3f1570df4,0,1.0,110
63c9bcc3f1570df4,1,0.5,110
63c9bcc3f1570df4,2,0.0,110
63c9bcc3f1570df4,3,0.0,110
63c9bcc3f1570df4,4,0.0,110
775d6f86f21aa07e,0,1.0,110
775d6f86f21aa07e,1,1.0,110
775d6f86f21aa07e,2,0.0,110
775d6f86f21aa07e,3,0.0,110
775d6f86f21aa07e,4,0.0,110
91e598a8ba5ae552,0,1.0,110
91e598a8ba5ae552,1,0.0,110
91e598a8ba5ae552,2,0.0,110
91e598a8ba5ae552,3,0.0,110
91e598a8ba5ae552,4,0.0,110
9a34b24908a2e282,0,1.0,110
9a34b24908a2e282,1,0.5,110
9a34b24908a2e282,2,0.5,110
9a34b24908a2e282,3,0.5,110
9a34b24908a2e282,4,0.5,110
ab9c0e0c3c7a7e6f,0,1.0,110
ab9c0e0c3c7a7e6f,1,1.0,110
ab9c0e0c3c7a7e6f,2,1.0,110
ab9c0e0c3c7a7e6f,3,1.0,110
ab9c0e0c3c7a7e6f,4,0.5,110
b6fb5ff3f4269208,0,1.0,110
b6fb5ff3f4269208,1,1.0,110
b6fb5ff3f4269208,2,1.0,110
b6fb5ff3f4269208,3,0.0,110
b6fb5ff3f4269208,4,0.0,110
b70200eecba73fae,0,1.0,110
b70200eecba73fae,1,0.0,110
b70200eecba73fae,2,0.0,110
b70200eecba73fae,3,0.0,110
b70200eecba73fae,4,0.0,110
20ce0fa312bc7124,0,1.0,109
20ce0fa312bc7124,1,0.5,109
20ce0fa312bc7124,2,0.5,109
20ce0fa312bc7124,3,0.5,109
20ce0fa312bc7124,4,0.5,109
25218f5687d29274,0,1.0,109
25218f5687d29274,1,1.0,109
25218f5687d29274,2,1.0,109
25218f5687d29274,3,1.0,109
25218f5687d29274,4,1.0,109
50abdfca27d73898,0,1.0,109
50abdfca27d73898,1,0.0,109
50abdfca27d73898,2,0.0,109
50abdfca27d73898,3,0.0,109
50abdfca27d73898,4,0.0,109
693848cfd627416c,0,1.0,109
693848cfd627416c,1,0.5,109
693848cfd627416c,2,0.5,109
693848cfd627416c,3,0.5,109
693848cfd627416c,4,0.5,109
cb6f9f05f1dba6c8,0,1.0,109
cb6f9f05f1dba6c8,1,0.0,109
cb6f9f05f1dba6c8,2,0.0,109
cb6f9f05f1dba6c8,3,0.0,109
cb6f9f05f1dba6c8,4,0.0,109
e4734377bddbb032,0,1.0,109
e4734377bddbb032,1,0.0,109
e4734377bddbb032,2,0.0,109
e4734377bddbb032,3,0.0,109
e4734377bddbb032,4,0.0,109
efe94d049572c238,0,1.0,109
efe94d049572c238,1,0.0,109
efe94d049572c238,2,0.0,109
efe94d049572c238,3,0.0,109
efe94d049572c238,4,0.0,109
03b5f399baaf191a,0,1.0,108
03b5f399baaf191a,1,1.0,108
03b5f399baaf191a,2,0.0,108
03b5f399baaf191a,3,0.0,108
03b5f399baaf191a,4,0.0,108
790deb8b1a58a82f,0,1.0,108
790deb8b1a58a82f,1,0.0,108
790deb8b1a58a82f,2,0.0,108
790deb8b1a58a82f,3,0.0,108
790deb8b1a58a82f,4,0.0,108
bba6391b04c1fff7,0,1.0,108
bba6391b04c1fff7,1,1.0,108
bba6391b04c1fff7,2,1.0,108
bba6391b04c1fff7,3,1.0,108
bba6391b04c1fff7,4,0.0,108
ce568b41e555c521,0,1.0,108
ce568b41e555c521,1,1.0,108
ce568b41e555c521,2,0.5,108
ce568b41e555c521,3,0.5,108
ce568b41e555c521,4,0.5,108
d8730d74142d945a,0,1.0,108
d8730d74142d945a,1,0.5,108
d8730d74142d945a,2,0.5,108
d8730d74142d945a,3,0.5,108
d8730d74142d945a,4,0.5,108
d91455e75ff999b6,0,1.0,108
d91455e75ff999b6,1,0.0,108
d91455e75ff999b6,2,0.0,108
d91455e75ff999b6,3,0.0,108
d91455e75ff999b6,4,0.0,108
efa738fc4a4ac5cc,0,1.0,108
efa738fc4a4ac5cc,1,0.5,108
efa738fc4a4ac5cc,2,0.5,108
efa738fc4a4ac5cc,3,0.5,108
efa738fc4a4ac5cc,4,0.5,108
16c537f56d998e2f,0,1.0,107
16c537f56d998e2f,1,1.0,107
16c537f56d998e2f,2,1.0,107
16c537f56d998e2f,3,1.0,107
16c537f56d998e2f,4,1.0,107
2bd93f4db6bf4ab6,0,1.0,107
2bd93f4db6bf4ab6,1,0.5,107
2bd93f4db6bf4ab6,2,0.5,107
2bd93f4db6bf4ab6,3,0.5,107
2bd93f4db6bf4ab6,4,0.5,107
35c37b63941c7713,0,1.0,107
35c37b63941c7713,1,0.0,107
35c37b63941c7713,2,0.0,107
35c37b63941c7713,3,0.0,107
35c37b63941c7713,4,0.0,107
3b0fd7ab34ba241e,0,1.0,107
3b0fd7ab34ba241e,1,0.0,107
3b0fd7ab34ba241e,2,0.0,107
3b0fd7ab34ba241e,3,0.0,107
3b0fd7ab34ba241e,4,0.0,107
3cb21b3cf01fbff1,0,1.0,107
3cb21b3cf01fbff1,1,1.0,107
3cb21b3cf01fbff1,2,1.0,107
3cb21b3cf01fbff1,3,1.0,107
3cb21b3cf01fbff1,4,1.0,107
9625036aa1b90fb6,0,1.0,107
9625036aa1b90fb6,1,1.0,107
9625036aa1b90fb6,2,1.0,107
9625036aa1b90fb6,3,0.0,107
9625036aa1b90fb6,4,0.0,107
aca0c0f8f9952ee3,0,1.0,107
aca0c0f8f9952ee3,1,1.0,107
aca0c0f8f9952ee3,2,1.0,107
aca0c0f8f9952ee3,3,1.0,107
aca0c0f8f9952ee3,4,1.0,107
f17ab7314f600b11,0,1.0,107
f17ab7314f600b11,1,0.0,107
f17ab7314f600b11,2,0.0,107
f17ab7314f600b11,3,0.0,107
f17ab7314f600b11,4,0.0,107
01c8968fd0f30e16,0,1.0,106
01c8968fd0f30e16,1,1.0,106
01c8968fd0f30e16,2,1.0,106
01c8968fd0f30e16,3,0.5,106
01c8968fd0f30e16,4,0.5,106
2484caa5d255d994,0,1.0,106
2484caa5d255d994,1,0.5,106
2484caa5d255d994,2,0.5,106
2484caa5d255d994,3,0.5,106
2484caa5d255d994,4,0.5,106
3f7e891e8ef49e9d,0,1.0,106
3f7e891e8ef49e9d,1,0.0,106
3f7e891e8ef49e9d,2,0.0,106
3f7e891e8ef49e9d,3,0.0,106
3f7e891e8ef49e9d,4,0.0,106
64d06954828e13e9,0,1.0,106
64d06954828e13e9,1,0.5,106
64d06954828e13e9,2,0.5,106
64d06954828e13e9,3,0.5,106
64d06954828e13e9,4,0.5,106
7461cd33e630797b,0,1.0,106
7461cd33e630797b,1,0.0,106
7461cd33e630797b,2,0.0,106
7461cd33e630797b,3,0.0,106
7461cd33e630797b,4,0.0,106
95924e6eb5919609,0,1.0,106
95924e6eb5919609,1,0.0,106
95924e6eb5919609,2,0.0,106
95924e6eb5919609,3,0.0,106
95924e6eb5919609,4,0.0,106
a83354d3cedbe160,0,1.0,106
a83354d3cedbe160,1,0.5,106
a83354d3cedbe160,2,0.5,106
a83354d3cedbe160,3,0.5,106
a83354d3cedbe160,4,0.5,106
1ae4c786afa69918,0,1.0,105
1ae4c786afa69918,1,1.0,105
1ae4c786afa69918,2,1.0,105
1ae4c786afa69918,3,1.0,105
1ae4c786afa69918,4,1.0,105
55596538d4de2784,0,1.0,105
55596538d4de2784,1,1.0,105
55596538d4de2784,2,1.0,105
55596538d4de2784,3,1.0,105
55596538d4de2784,4,1.0,105
60d47367517a5a62,0,1.0,105
60d47367517a5a62,1,0.5,105
60d47367517a5a62,2,0.5,105
60d47367517a5a62,3,0.5,105
60d47367517a5a62,4,0.5,105
695a9df52153f354,0,1.0,105
695a9df52153f354,1,0.5,105
695a9df52153f354,2,0.5,105
695a9df52153f354,3,0.5,105
695a9df52153f354,4,0.5,105
9d8a4262ca9cfd4f,0,1.0,105
9d8a4262ca9cfd4f,1,0.0,105
9d8a4262ca9cfd4f,2,0.0,105
9d8a4262ca9cfd4f,3,0.0,105
9d8a4262ca9cfd4f,4,0.0,105
aec33b85993bec38,0,1.0,105
aec33b85993bec38,1,0.5,105
aec33b85993bec38,2,0.5,105
aec33b85993bec38,3,0.5,105
aec33b85993bec38,4,0.5,105
b2e7b5049005c23e,0,1.0,105
b2e7b5049005c23e,1,0.0,105
b2e7b5049005c23e,2,0.0,105
b2e7b5049005c23e,3,0.0,105
b2e7b5049005c23e,4,0.0,105
f91c1bf89522a3a0,0,1.0,105
f91c1bf89522a3a0,1,0.0,105
f91c1bf89522a3a0,2,0.0,105
f91c1bf89522a3a0,3,0.0,105
f91c1bf89522a3a0,4,0.0,105
3248f0ab5394b3f7,0,1.0,104
3248f0ab5394b3f7,1,0.0,104
3248f0ab5394b3f7,2,0.0,104
3248f0ab5394b3f7,3,0.0,104
3248f0ab5394b3f7,4,0.0,104
3a09fe2b6793a89f,0,1.0,104
3a09fe2b6793a89f,1,0.0,104
3a09fe2b6793a89f,2,0.0,104
3a09fe2b6793a89f,3,0.0,104
3a09fe2b6793a89f,4,0.0,104
78fc0fa6fe1b7e3d,0,1.0,104
78fc0fa6fe1b7e3d,1,1.0,104
78fc0fa6fe1b7e3d,2,1.0,104
78fc0fa6fe1b7e3d,3,0.5,104
78fc0fa6fe1b7e3d,4,0.5,104
79edc1dfe73c6f19,0,1.0,104
79edc1dfe73c6f19,1,0.5,104
79edc1dfe73c6f19,2,0.5,104
79edc1dfe73c6f19,3,0.5,104
79edc1dfe73c6f19,4,0.5,104
df2643b3b6ff4c31,0,1.0,104
df2643b3b6ff4c31,1,1.0,104
df2643b3b6ff4c31,2,1.0,104
df2643b3b6ff4c31,3,1.0,104
df2643b3b6ff4c31,4,1.0,104
e7999c0055fa2dd5,0,1.0,104
e7999c0055fa2dd5,1,0.0,104
e7999c0055fa2dd5,2,0.0,104
e7999c0055fa2dd5,3,0.0,104
e7999c0055fa2dd5,4,0.0,104
e9045f0f6ec24613,0,1.0,104
e9045f0f6ec24613,1,0.0,104
e9045f0f6ec24613,2,0.0,104
e9045f0f6ec24613,3,0.0,104
e9045f0f6ec24613,4,0.0,104
267e1d05ab9d988c,0,1.0,103
267e1d05ab9d988c,1,0.5,103
267e1d05ab9d988c,2,0.5,103
267e1d05ab9d988c,3,0.5,103
267e1d05ab9d988c,4,0.5,103
d34ee4c2c0f1cec7,0,1.0,103
d34ee4c2c0f1cec7,1,0.0,103
d34ee4c2c0f1cec7,2,0.0,103
d34ee4c2c0f1cec7,3,0.0,103
d34ee4c2c0f1cec7,4,0.0,103
32a33cca94733276,0,1.0,102
32a33cca94733276,1,0.0,102
32a33cca94733276,2,0.0,102
32a33cca94733276,3,0.0,102
32a33cca94733276,4,0.0,102
4b5cddf390319edb,0,1.0,102
4b5cddf390319edb,1,0.5,102
4b5cddf390319edb,2,0.5,102
4b5cddf390319edb,3,0.5,102
4b5cddf390319edb,4,0.5,102
50822c6173307e9a,0,1.0,102
50822c6173307e9a,1,0.5,102
50822c6173307e9a,2,0.5,102
50822c6173307e9a,3,0.5,102
50822c6173307e9a,4,0.5,102
66e9fe0ad7ab9685,0,1.0,102
66e9fe0ad7ab9685,1,0.0,102
66e9fe0ad7ab9685,2,0.0,102
66e9fe0ad7ab9685,3,0.0,102
66e9fe0ad7ab9685,4,0.0,102
7585f89f592aab2b,0,1.0,102
7585f89f592aab2b,1,0.0,102
7585f89f592aab2b,2,0.0,102
7585f89f592aab2b,3,0.0,102
7585f89f592aab2b,4,0.0,102
915e5ea2e7f67f0e,0,1.0,102
915e5ea2e7f67f0e,1,0.0,102
915e5ea2e7f67f0e,2,0.0,102
915e5ea2e7f67f0e,3,0.0,102
915e5ea2e7f67f0e,4,0.0,102
b68c5f1fb75de82f,0,1.0,102
b68c5f1fb75de82f,1,1.0,102
b68c5f1fb75de82f,2,0.0,102
b68c5f1fb75de82f,3,0.0,102
b68c5f1fb75de82f,4,0.0,102
c1187f49d8677fa0,0,1.0,102
c1187f49d8677fa0,1,1.0,102
c1187f49d8677fa0,2,1.0,102
c1187f49d8677fa0,3,1.0,102
c1187f49d8677fa0,4,1.0,102
f233f66a9c4585a5,0,1.0,102
f233f66a9c4585a5,1,1.0,102
f233f66a9c4585a5,2,0.0,102
f233f66a9c4585a5,3,0.0,102
f233f66a9c4585a5,4,0.0,102
f84de65bbeb3ccab,0,1.0,102
f84de65bbeb3ccab,1,1.0,102
f84de65bbeb3ccab,2,1.0,102
f84de65bbeb3ccab,3,1.0,102
f84de65bbeb3ccab,4,1.0,102
12e01b638aad530d,0,1.0,101
12e01b638aad530d,1,0.0,101
12e01b638aad530d,2,0.0,101
12e01b638aad530d,3,0.0,101
12e01b638aad530d,4,0.0,101
6663bc4876a75531,0,1.0,101
6663bc4876a75531,1,0.0,101
6663bc4876a75531,2,0.0,101
6663bc4876a75531,3,0.0,101
6663bc4876a75531,4,0.0,101
6a8f5782706e1232,0,1.0,101
6a8f5782706e1232,1,0.5,101
6a8f5782706e1232,2,0.5,101
6a8f5782706e1232,3,0.5,101
6a8f5782706e1232,4,0.5,101
75b39afa4648a41d,0,1.0,101
75b39afa4648a41d,1,1.0,101
75b39afa4648a41d,2,1.0,101
75b39afa4648a41d,3,1.0,101
75b39afa4648a41d,4,1.0,101
93716563584676cd,0,1.0,101
93716563584676cd,1,0.0,101
93716563584676cd,2,0.0,101
93716563584676cd,3,0.0,101
93716563584676cd,4,0.0,101
dd0f36ef259210c8,0,1.0,101
dd0f36ef259210c8,1,0.5,101
dd0f36ef259210c8,2,0.5,101
dd0f36ef259210c8,3,0.5,101
dd0f36ef259210c8,4,0.5,101
dfcf64c41378966a,0,1.0,101
dfcf64c41378966a,1,0.0,101
dfcf64c41378966a,2,0.0,101
dfcf64c41378966a,3,0.0,101
dfcf64c41378966a,4,0.0,101
f6a4cf3ed77b36bc,0,1.0,101
f6a4cf3ed77b36bc,1,0.5,101
f6a4cf3ed77b36bc,2,0.5,101
f6a4cf3ed77b36bc,3,0.5,101
f6a4cf3ed77b36bc,4,0.5,101
020fc7970debc94f,0,1.0,100
020fc7970debc94f,1,1.0,100
020fc7970debc94f,2,0.5,100
020fc7970debc94f,3,0.5,100
020fc7970debc94f,4,0.5,100
163cbdb6514059dd,0,1.0,100
163cbdb6514059dd,1,0.0,100
163cbdb6514059dd,2,0.0,100
163cbdb6514059dd,3,0.0,100
163cbdb6514059dd,4,0.0,100
2e3f468c9e105a2b,0,1.0,100
2e3f468c9e105a2b,1,1.0,100
2e3f468c9e105a2b,2,0.0,100
2e3f468c9e105a2b,3,0.0,100
2e3f468c9e105a2b,4,0.0,100
5c94e8378ab8a68e,0,1.0,100
5c94e8378ab8a68e,1,0.5,100
5c94e8378ab8a68e,2,0.5,100
5c94e8378ab8a68e,3,0.5,100
5c94e8378ab8a68e,4,0.5,100
7ae83086e8564f38,0,1.0,100
7ae83086e8564f38,1,0.0,100
7ae83086e8564f38,2,0.0,100
7ae83086e8564f38,3,0.0,100
7ae83086e8564f38,4,0.0,100
9a2845d35028b968,0,1.0,100
9a2845d35028b968,1,0.0,100
9a2845d35028b968,2,0.0,100
9a2845d35028b968,3,0.0,100
9a2845d35028b968,4,0.0,100
bd1b3c44f26b54cb,0,1.0,100
bd1b3c44f26b54cb,1,1.0,100
bd1b3c44f26b54cb,2,0.0,100
bd1b3c44f26b54cb,3,0.0,100
bd1b3c44f26b54cb,4,0.0,100
d1c86ceed85c0c86,0,1.0,100
d1c86ceed85c0c86,1,1.0,100
d1c86ceed85c0c86,2,1.0,100
d1c86ceed85c0c86,3,1.0,100
d1c86ceed85c0c86,4,1.0,100
dc4f8558c415cdbb,0,1.0,100
dc4f8558c415cdbb,1,0.5,100
dc4f8558c415cdbb,2,0.5,100
dc4f8558c415cdbb,3,0.5,100
dc4f8558c415cdbb,4,0.5,100
e869d9adcb5cdf37,0,1.0,100
e869d9adcb5cdf37,1,0.0,100
e869d9adcb5cdf37,2,0.0,100
e869d9adcb5cdf37,3,0.0,100
e869d9adcb5cdf37,4,0.0,100
f3f200976023b897,0,1.0,100
f3f200976023b897,1,0.0,100
f3f200976023b897,2,0.0,100
f3f200976023b897,3,0.0,100
f3f200976023b897,4,0.0,100
1887a25ae7a473dc,0,1.0,99
1887a25ae7a473dc,1,0.5,99
1887a25ae7a473dc,2,0.5,99
1887a25ae7a473dc,3,0.5,99
1887a25ae7a473dc,4,0.0,99
21b834da31a44d01,0,1.0,99
21b834da31a44d01,1,0.0,99
21b834da31a44d01,2,0.0,99
21b834da31a44d01,3,0.0,99
21b834da31a44d01,4,0.0,99
298a004c1ba730c3,0,1.0,99
298a004c1ba730c3,1,0.0,99
298a004c1ba730c3,2,0.0,99
298a004c1ba730c3,3,0.0,99
298a004c1ba730c3,4,0.0,99
4ee67d6b5bf2fad8,0,1.0,99
4ee67d6b5bf2fad8,1,0.5,99
4ee67d6b5bf2fad8,2,0.5,99
4ee67d6b5bf2fad8,3,0.5,99
4ee67d6b5bf2fad8,4,0.5,99
a66a5ad80a504934,0,1.0,99
a66a5ad80a504934,1,0.0,99
a66a5ad80a504934,2,0.0,99
a66a5ad80a504934,3,0.0,99
a66a5ad80a504934,4,0.0,99
aa15fa050c3298e9,0,1.0,99
aa15fa050c3298e9,1,0.5,99
aa15fa050c3298e9,2,0.5,99
aa15fa050c3298e9,3,0.5,99
aa15fa050c3298e9,4,0.5,99
c31b1000b059ef5c,0,1.0,99
c31b1000b059ef5c,1,0.0,99
c31b1000b059ef5c,2,0.0,99
c31b1000b059ef5c,3,0.0,99
c31b1000b059ef5c,4,0.0,99
3baccd794ae907ef,0,1.0,98
3baccd794ae907ef,1,0.0,98
3baccd794ae907ef,2,0.0,98
3baccd794ae907ef,3,0.0,98
3baccd794ae907ef,4,0.0,98
51596134e31be259,0,1.0,98
51596134e31be259,1,1.0,98
51596134e31be259,2,1.0,98
51596134e31be259,3,1.0,98
51596134e31be259,4,0.0,98
51e8740f909c88ad,0,1.0,98
51e8740f909c88ad,1,1.0,98
51e8740f909c88ad,2,1.0,98
51e8740f909c88ad,3,1.0,98
51e8740f909c88ad,4,1.0,98
6bcf0d9e3c753d05,0,1.0,98
6bcf0d9e3c753d05,1,0.0,98
6bcf0d9e3c753d05,2,0.0,98
6bcf0d9e3c753d05,3,0.0,98
6bcf0d9e3c753d05,4,0.0,98
70f9ebddf09ebf04,0,1.0,98
70f9ebddf09ebf04,1,0.0,98
70f9ebddf09ebf04,2,0.0,98
70f9ebddf09ebf04,3,0.0,98
70f9ebddf09ebf04,4,0.0,98
75dd5e62ad098e57,0,1.0,98
75dd5e62ad098e57,1,1.0,98
75dd5e62ad098e57,2,1.0,98
75dd5e62ad098e57,3,1.0,98
75dd5e62ad098e57,4,1.0,98
ab7bfb2581864a12,0,1.0,98
ab7bfb2581864a12,1,0.0,98
ab7bfb2581864a12,2,0.0,98
ab7bfb2581864a12,3,0.0,98
ab7bfb2581864a12,4,0.0,98
e31496b2ad042438,0,1.0,98
e31496b2ad042438,1,0.0,98
e31496b2ad042438,2,0.0,98
e31496b2ad042438,3,0.0,98
e31496b2ad042438,4,0.0,98
ec5d9eb826b6271f,0,1.0,98
ec5d9eb826b6271f,1,0.0,98
ec5d9eb826b6271f,2,0.0,98
ec5d9eb826b6271f,3,0.0,98
ec5d9eb826b6271f,4,0.0,98
edab001865ad7fc8,0,1.0,98
edab001865ad7fc8,1,0.0,98
edab001865ad7fc8,2,0.0,98
edab001865ad7fc8,3,0.0,98
edab001865ad7fc8,4,0.0,98
ff85de9c7d763b5b,0,1.0,98
ff85de9c7d763b5b,1,1.0,98
ff85de9c7d763b5b,2,1.0,98
ff85de9c7d763b5b,3,1.0,98
ff85de9c7d763b5b,4,1.0,98
0075bb92efd32195,0,1.0,97
0075bb92efd32195,1,0.5,97
0075bb92efd32195,2,0.5,97
0075bb92efd32195,3,0.5,97
0075bb92efd32195,4,0.5,97
01963a539f82eb4d,0,1.0,97
01963a539f82eb4d,1,1.0,97
01963a539f82eb4d,2,1.0,97
01963a539f82eb4d,3,1.0,97
01963a539f82eb4d,4,1.0,97
12b2622546947e66,0,1.0,97
12b2622546947e66,1,0.5,97
12b2622546947e66,2,0.5,97
12b2622546947e66,3,0.5,97
12b2622546947e66,4,0.5,97
a69b6cf50c8186da,0,1.0,97
a69b6cf50c8186da,1,1.0,97
a69b6cf50c8186da,2,0.5,97
a69b6cf50c8186da,3,0.5,97
a69b6cf50c8186da,4,0.5,97
a92a0bbb08ede8ca,0,1.0,97
a92a0bbb08ede8ca,1,0.0,97
a92a0bbb08ede8ca,2,0.0,97
a92a0bbb08ede8ca,3,0.0,97
a92a0bbb08ede8ca,4,0.0,97
d259543a3b27a289,0,1.0,97
d259543a3b27a289,1,1.0,97
d259543a3b27a289,2,0.0,97
d259543a3b27a289,3,0.0,97
d259543a3b27a289,4,0.0,97
d94caddbb75215b3,0,1.0,97
d94caddbb75215b3,1,1.0,97
d94caddbb75215b3,2,1.0,97
d94caddbb75215b3,3,1.0,97
d94caddbb75215b3,4,1.0,97
db84e9aeb0a907b8,0,1.0,97
db84e9aeb0a907b8,1,1.0,97
db84e9aeb0a907b8,2,0.0,97
db84e9aeb0a907b8,3,0.0,97
db84e9aeb0a907b8,4,0.0,97
0c57eb6d78c86555,0,1.0,96
0c57eb6d78c86555,1,0.0,96
0c57eb6d78c86555,2,0.0,96
0c57eb6d78c86555,3,0.0,96
0c57eb6d78c86555,4,0.0,96
18832a1741342697,0,1.0,96
18832a1741342697,1,1.0,96
18832a1741342697,2,1.0,96
18832a1741342697,3,1.0,96
18832a1741342697,4,1.0,96
6a7c768bb733662b,0,1.0,96
6a7c768bb733662b,1,0.5,96
6a7c768bb733662b,2,0.5,96
6a7c768bb733662b,3,0.5,96
6a7c768bb733662b,4,0.5,96
71041ceeac8e055f,0,1.0,96
71041ceeac8e055f,1,1.0,96
71041ceeac8e055f,2,1.0,96
71041ceeac8e055f,3,1.0,96
71041ceeac8e055f,4,1.0,96
79840e0cfceb2634,0,1.0,96
79840e0cfceb2634,1,0.0,96
79840e0cfceb2634,2,0.0,96
79840e0cfceb2634,3,0.0,96
79840e0cfceb2634,4,0.0,96
820712b00e76526f,0,1.0,96
820712b00e76526f,1,1.0,96
820712b00e76526f,2,0.5,96
820712b00e76526f,3,0.5,96
820712b00e76526f,4,0.5,96
85bd88404fb80da0,0,1.0,96
85bd88404fb80da0,1,0.5,96
85bd88404fb80da0,2,0.5,96
85bd88404fb80da0,3,0.5,96
85bd88404fb80da0,4,0.5,96
870d838329f0b33f,0,1.0,96
870d838329f0b33f,1,0.5,96
870d838329f0b33f,2,0.5,96
870d838329f0b33f,3,0.5,96
870d838329f0b33f,4,0.5,96
8b3ea0be2f3b6a3d,0,1.0,96
8b3ea0be2f3b6a3d,1,0.0,96
8b3ea0be2f3b6a3d,2,0.0,96
8b3ea0be2f3b6a3d,3,0.0,96
8b3ea0be2f3b6a3d,4,0.0,96
c0310f827190f8ca,0,1.0,96
c0310f827190f8ca,1,0.5,96
c0310f827190f8ca,2,0.5,96
c0310f827190f8ca,3,0.5,96
c0310f827190f8ca,4,0.5,96
fcad5c8d2d1b819a,0,1.0,96
fcad5c8d2d1b819a,1,0.0,96
fcad5c8d2d1b819a,2,0.0,96
fcad5c8d2d1b819a,3,0.0,96
fcad5c8d2d1b819a,4,0.0,96
1ad43b276f1b492d,0,1.0,95
1ad43b276f1b492d,1,1.0,95
1ad43b276f1b492d,2,0.0,95
1ad43b276f1b492d,3,0.0,95
1ad43b276f1b492d,4,0.0,95
409f6f665cc32738,0,1.0,95
409f6f665cc32738,1,0.5,95
409f6f665cc32738,2,0.5,95
409f6f665cc32738,3,0.5,95
409f6f665cc32738,4,0.5,95
68f90e93dae9b5fb,0,1.0,95
68f90e93dae9b5fb,1,0.0,95
68f90e93dae9b5fb,2,0.0,95
68f90e93dae9b5fb,3,0.0,95
68f90e93dae9b5fb,4,0.0,95
7c0693e04c558e63,0,1.0,95
7c0693e04c558e63,1,0.0,95
7c0693e04c558e63,2,0.0,95
7c0693e04c558e63,3,0.0,95
7c0693e04c558e63,4,0.0,95
819b92e001336f42,0,1.0,95
819b92e001336f42,1,1.0,95
819b92e001336f42,2,1.0,95
819b92e001336f42,3,1.0,95
819b92e001336f42,4,1.0,95
93b596c3aa0ea50a,0,1.0,95
93b596c3aa0ea50a,1,1.0,95
93b596c3aa0ea50a,2,0.5,95
93b596c3aa0ea50a,3,0.5,95
93b596c3aa0ea50a,4,0.5,95
99ac6b2ff8b860b0,0,1.0,95
99ac6b2ff8b860b0,1,0.5,95
99ac6b2ff8b860b0,2,0.0,95
99ac6b2ff8b860b0,3,0.0,95
99ac6b2ff8b860b0,4,0.0,95
9d3930526e566071,0,1.0,95
9d3930526e566071,1,0.5,95
9d3930526e566071,2,0.5,95
9d3930526e566071,3,0.0,95
9d3930526e566071,4,0.0,95
aa95f6825f45d357,0,1.0,95
aa95f6825f45d357,1,1.0,95
aa95f6825f45d357,2,0.0,95
aa95f6825f45d357,3,0.0,95
aa95f6825f45d357,4,0.0,95
d58c3a0652610662,0,1.0,95
d58c3a0652610662,1,0.0,95
d58c3a0652610662,2,0.0,95
d58c3a0652610662,3,0.0,95
d58c3a0652610662,4,0.0,95
0002b39161df4061,0,1.0,94
0002b39161df4061,1,0.5,94
0002b39161df4061,2,0.5,94
0002b39161df4061,3,0.5,94
0002b39161df4061,4,0.5,94
0961069fec03ff85,0,1.0,94
0961069fec03ff85,1,0.0,94
0961069fec03ff85,2,0.0,94
0961069fec03ff85,3,0.0,94
0961069fec03ff85,4,0.0,94
22f7ca722629e2c7,0,1.0,94
22f7ca722629e2c7,1,1.0,94
22f7ca722629e2c7,2,1.0,94
22f7ca722629e2c7,3,0.0,94
22f7ca722629e2c7,4,0.0,94
49ec1e1bad3b8644,0,1.0,94
49ec1e1bad3b8644,1,0.5,94
49ec1e1bad3b8644,2,0.5,94
49ec1e1bad3b8644,3,0.5,94
49ec1e1bad3b8644,4,0.5,94
5946d2fd389a788a,0,1.0,94
5946d2fd389a788a,1,0.0,94
5946d2fd389a788a,2,0.0,94
5946d2fd389a788a,3,0.0,94
5946d2fd389a788a,4,0.0,94
a79778948941b933,0,1.0,94
a79778948941b933,1,1.0,94
a79778948941b933,2,1.0,94
a79778948941b933,3,1.0,94
a79778948941b933,4,1.0,94
ce655dbe4d6c414b,0,1.0,94
ce655dbe4d6c414b,1,0.5,94
