class_id,class_size,analyzed_pair_count,same_dag_pair_count,cross_dag_pair_count,alias_pair_count,nontrivial_pair_count,alias_pair_fraction,broken,attack_cost,old_gns,attack_auc_gns,persistence_k1,persistence_k2,persistence_k3,persistence_k4,operator_diversity,operators,depth_min,depth_max,dag_diversity,representative
5a5194b943ca7fb0,181,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,110,"Blocked(N2, N0 | N1) || Independent(N2, N0 | N1)"
9cf1065f26518c10,181,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,115,"Blocked(N0, N3 | N2) || Independent(N0, N3 | N2)"
c595b30162c25e08,178,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,107,"Blocked(N1, N2 | N0) || Independent(N1, N2 | N0)"
5c765713553f954a,175,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,105,"Ancestor(N4, N7) || Effect(N4 -> N7) || Reachable(N4, N7)"
a3de368c5fdff3c3,175,4,2,2,4,0,1.0,True,3.0,1.0,0.75,1.0,1.0,0.5,0.5,2,Blocked;Independent,3,3,108,"Blocked(N2, N3 | N1) || Independent(N2, N3 | N1)"
07bc49e1c055f3b2,174,2,0,2,0,2,0.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1,P_do_cond,4,4,174,"P(N1 | do(N3), N0)"
749b3152bc4c62b7,174,2,0,2,0,2,0.0,True,2.0,1.0,0.25,1.0,0.0,0.0,0.0,1,P_obs,2,2,174,P(N2 | N5)
68e277f026e4f333,173,2,0,2,0,2,0.0,True,2.0,1.0,0.25,1.0,0.0,0.0,0.0,1,P_obs,2,2,173,P(N5 | N2)
bc0d4043cdbf6ab1,172,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,104,"Blocked(N3, N0 | N1) || Independent(N3, N0 | N1)"
25572c9e75be476a,171,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,104,"Blocked(N3, N0 | N2) || Independent(N3, N0 | N2)"
218c9377835c7fdd,170,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,109,"Ancestor(N6, N4) || Effect(N6 -> N4) || Reachable(N6, N4)"
20441710b6474ee5,169,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,102,"Ancestor(N0, N7) || Effect(N0 -> N7) || Reachable(N0, N7)"
33c20b0013778993,169,2,0,2,0,2,0.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,P_obs,2,2,169,P(N5 | N4)
ca5a0d4466da3a0f,169,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,104,"Ancestor(N6, N2) || Effect(N6 -> N2) || Reachable(N6, N2)"
0d7619ef3e57cb35,167,2,0,2,0,2,0.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,P_obs,2,2,167,P(N5 | N1)
16590d791998de04,165,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,71,"Ancestor(N1, N3) || Effect(N1 -> N3) || Reachable(N1, N3)"
3b2aba26cd86dc2f,165,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,104,"Blocked(N0, N1 | N2) || Independent(N0, N1 | N2)"
e207c9cbf8393e9b,165,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,104,"Ancestor(N6, N1) || Effect(N6 -> N1) || Reachable(N6, N1)"
1d7a1ac1513eb48c,164,4,2,2,4,0,1.0,True,2.0,1.0,0.625,1.0,0.5,0.5,0.5,3,Ancestor;Effect;Reachable,1,1,103,"Ancestor(N3, N6) || Effect(N3 -> N6) || Reachable(N3, N6)"
27e26d2341e697ad,164,4,2,2,4,0,1.0,True,1.0,1.0,0.5,0.5,0.5,0.5,0.5,2,Blocked;Independent,3,3,103,"Blocked(N1, N0 | N2) || Independent(N1, N0 | N2)"
