class_id,label,class_size,valid_pair_count,broken,attack_cost,auc_gns,persistence_k1,persistence_k2,persistence_k3,persistence_k4,operator_diversity,depth_max,dag_diversity,representative
54ef6082de2ef264,representation_only,189,2,False,,1.0,1.0,1.0,1.0,1.0,1,4,189,"P(N1 | do(N2), N0)"
65d48fb1aa39b3e1,representation_only,189,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,115,"Blocked(N2, N1 | N0) || Independent(N2, N1 | N0)"
05894539fcdf4840,representation_only,188,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,115,"Blocked(N2, N3 | N0) || Independent(N2, N3 | N0)"
9b800db4670e2be1,representation_only,187,2,False,,1.0,1.0,1.0,1.0,1.0,1,4,187,"P(N1 | do(N2), N3)"
fcadfa2dbea901bf,representation_only,187,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,116,"Blocked(N0, N3 | N1) || Independent(N0, N3 | N1)"
a16e3db210295541,representation_only,186,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,112,"Blocked(N3, N2 | N0) || Independent(N3, N2 | N0)"
6a2060297152f5d7,representation_only,183,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,111,"Blocked(N1, N0 | N3) || Independent(N1, N0 | N3)"
59a8881b96fb5ada,representation_only,182,2,False,,1.0,1.0,1.0,1.0,1.0,1,4,182,"P(N1 | do(N3), N2)"
5a5194b943ca7fb0,representation_only,181,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,110,"Blocked(N2, N0 | N1) || Independent(N2, N0 | N1)"
9cf1065f26518c10,representation_only,181,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,115,"Blocked(N0, N3 | N2) || Independent(N0, N3 | N2)"
c595b30162c25e08,representation_only,178,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,107,"Blocked(N1, N2 | N0) || Independent(N1, N2 | N0)"
5c765713553f954a,representation_only,175,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,105,"Ancestor(N4, N7) || Effect(N4 -> N7) || Reachable(N4, N7)"
a3de368c5fdff3c3,representation_only,175,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,108,"Blocked(N2, N3 | N1) || Independent(N2, N3 | N1)"
07bc49e1c055f3b2,representation_only,174,2,False,,1.0,1.0,1.0,1.0,1.0,1,4,174,"P(N1 | do(N3), N0)"
749b3152bc4c62b7,representation_only,174,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,174,P(N2 | N5)
68e277f026e4f333,representation_only,173,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,173,P(N5 | N2)
bc0d4043cdbf6ab1,representation_only,172,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,104,"Blocked(N3, N0 | N1) || Independent(N3, N0 | N1)"
25572c9e75be476a,representation_only,171,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,104,"Blocked(N3, N0 | N2) || Independent(N3, N0 | N2)"
218c9377835c7fdd,representation_only,170,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,109,"Ancestor(N6, N4) || Effect(N6 -> N4) || Reachable(N6, N4)"
20441710b6474ee5,representation_only,169,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,102,"Ancestor(N0, N7) || Effect(N0 -> N7) || Reachable(N0, N7)"
33c20b0013778993,representation_only,169,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,169,P(N5 | N4)
ca5a0d4466da3a0f,representation_only,169,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,104,"Ancestor(N6, N2) || Effect(N6 -> N2) || Reachable(N6, N2)"
0d7619ef3e57cb35,representation_only,167,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,167,P(N5 | N1)
16590d791998de04,representation_only,165,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,71,"Ancestor(N1, N3) || Effect(N1 -> N3) || Reachable(N1, N3)"
3b2aba26cd86dc2f,representation_only,165,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,104,"Blocked(N0, N1 | N2) || Independent(N0, N1 | N2)"
e207c9cbf8393e9b,representation_only,165,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,104,"Ancestor(N6, N1) || Effect(N6 -> N1) || Reachable(N6, N1)"
1d7a1ac1513eb48c,representation_only,164,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,103,"Ancestor(N3, N6) || Effect(N3 -> N6) || Reachable(N3, N6)"
